JUN18LOF00192.spu,JUN18LOF00191.spu,JUN18LOF00190.spu,JUN18LOF00189.spu,JUN18LOF00188.spu,
Wavelength,JUN18LOF00193.spu,JUN18LOF00194.spu,JUN18LOF00195.spu,JUN18LOF00196.spu,JUN18LOF00197.spu,JUN18LOF00198.spu,JUN18LOF00199.spu,JUN18LOF00200.spu,JUN18LOF00201.spu,JUN18LOF00202.spu,JUN18LOF00203.spu,JUN18LOF00204.spu,JUN18LOF00205.spu,JUN18LOF00206.spu,JUN18LOF00207.spu,JUN18LOF00208.spu,JUN18LOF00209.spu,JUN18LOF00210.spu,JUN18LOF00211.spu,JUN18LOF00212.spu
 501 , 0.078868 , 0.060531 , 0.062924 , 0.090065 , 0.076497 , 0.069953 , 0.064573 , 0.097575 , 0.067949 , 0.068675 , 0.1231 , 0.115371 , 0.121822 , 0.105228 , 0.107516 , 0.078573 , 0.077486 , 0.081304 , 0.089207 , 0.070538 
 502 , 0.07941 , 0.061078 , 0.063466 , 0.090716 , 0.077104 , 0.070646 , 0.065242 , 0.098289 , 0.068619 , 0.069269 , 0.124172 , 0.11626 , 0.122834 , 0.106042 , 0.108376 , 0.079164 , 0.078164 , 0.081929 , 0.089836 , 0.071083 
 503 , 0.079948 , 0.061625 , 0.064009 , 0.091361 , 0.077712 , 0.071333 , 0.0659 , 0.098992 , 0.069283 , 0.069857 , 0.125235 , 0.11714 , 0.123836 , 0.106858 , 0.109235 , 0.079751 , 0.078844 , 0.08255 , 0.090454 , 0.071623 
 504 , 0.080777 , 0.062366 , 0.06473 , 0.092151 , 0.078539 , 0.072157 , 0.066701 , 0.099972 , 0.070072 , 0.070537 , 0.126511 , 0.118246 , 0.124989 , 0.107902 , 0.110327 , 0.080548 , 0.079721 , 0.083399 , 0.09128 , 0.072343 
 505 , 0.081649 , 0.063135 , 0.065471 , 0.092958 , 0.07939 , 0.07299 , 0.067511 , 0.100987 , 0.070878 , 0.071235 , 0.12781 , 0.119386 , 0.126154 , 0.108972 , 0.11144 , 0.081364 , 0.080618 , 0.084276 , 0.092135 , 0.073083 
 506 , 0.082512 , 0.063899 , 0.066207 , 0.093755 , 0.080237 , 0.073818 , 0.068323 , 0.101993 , 0.07167 , 0.071922 , 0.129101 , 0.120517 , 0.127309 , 0.110032 , 0.112544 , 0.082177 , 0.081512 , 0.085144 , 0.09298 , 0.073824 
 507 , 0.08338 , 0.064653 , 0.066972 , 0.094556 , 0.081067 , 0.074733 , 0.069153 , 0.103016 , 0.072469 , 0.072629 , 0.130397 , 0.121666 , 0.128491 , 0.111069 , 0.113636 , 0.082984 , 0.082433 , 0.086024 , 0.093818 , 0.074567 
 508 , 0.084262 , 0.065392 , 0.067772 , 0.095375 , 0.081888 , 0.075716 , 0.070013 , 0.104065 , 0.073276 , 0.073353 , 0.131718 , 0.122835 , 0.129714 , 0.112081 , 0.11472 , 0.083776 , 0.083379 , 0.086917 , 0.094657 , 0.075313 
 509 , 0.085134 , 0.066128 , 0.068562 , 0.096184 , 0.082705 , 0.076696 , 0.070864 , 0.105098 , 0.074074 , 0.074079 , 0.133025 , 0.123989 , 0.130922 , 0.113088 , 0.115794 , 0.08457 , 0.084321 , 0.087802 , 0.095493 , 0.076054 
 510 , 0.08599 , 0.06687 , 0.06935 , 0.096987 , 0.083521 , 0.077684 , 0.071719 , 0.106103 , 0.074871 , 0.074782 , 0.134306 , 0.125117 , 0.132103 , 0.114081 , 0.116845 , 0.085352 , 0.085241 , 0.088664 , 0.096299 , 0.076796 
 511 , 0.08679 , 0.067653 , 0.070131 , 0.097739 , 0.08434 , 0.078763 , 0.072586 , 0.10696 , 0.075703 , 0.075453 , 0.135474 , 0.12613 , 0.133124 , 0.115004 , 0.117781 , 0.086079 , 0.086074 , 0.089434 , 0.097 , 0.077525 
 512 , 0.087584 , 0.068444 , 0.070907 , 0.098491 , 0.085155 , 0.079841 , 0.073447 , 0.107814 , 0.076533 , 0.076116 , 0.136638 , 0.127149 , 0.134148 , 0.115925 , 0.11871 , 0.086806 , 0.086906 , 0.090208 , 0.097697 , 0.078262 
 513 , 0.08838 , 0.069231 , 0.071684 , 0.099245 , 0.085971 , 0.080914 , 0.074315 , 0.108664 , 0.077364 , 0.076786 , 0.137805 , 0.128169 , 0.135168 , 0.116847 , 0.119646 , 0.087534 , 0.08774 , 0.090978 , 0.098394 , 0.078994 
 514 , 0.089207 , 0.07001 , 0.072489 , 0.0999 , 0.086796 , 0.081967 , 0.07519 , 0.109585 , 0.078147 , 0.077423 , 0.138929 , 0.129138 , 0.1361 , 0.117749 , 0.120528 , 0.08826 , 0.088611 , 0.091764 , 0.099059 , 0.079728 
 515 , 0.090043 , 0.070796 , 0.0733 , 0.100536 , 0.087623 , 0.083018 , 0.076076 , 0.110521 , 0.078914 , 0.078056 , 0.140048 , 0.130102 , 0.137015 , 0.118644 , 0.12141 , 0.088989 , 0.089491 , 0.092557 , 0.09971 , 0.080464 
 516 , 0.090885 , 0.071578 , 0.074112 , 0.101172 , 0.088452 , 0.084064 , 0.076953 , 0.111453 , 0.079677 , 0.078684 , 0.141164 , 0.131061 , 0.137932 , 0.119541 , 0.122287 , 0.089719 , 0.090372 , 0.093352 , 0.100368 , 0.081201 
 517 , 0.091867 , 0.072492 , 0.075007 , 0.102046 , 0.089441 , 0.085315 , 0.07802 , 0.112572 , 0.080625 , 0.079513 , 0.142535 , 0.132244 , 0.139086 , 0.120616 , 0.123361 , 0.090609 , 0.091431 , 0.094332 , 0.101247 , 0.082079 
 518 , 0.093018 , 0.073565 , 0.076014 , 0.103202 , 0.090619 , 0.086811 , 0.079312 , 0.113915 , 0.081795 , 0.080576 , 0.144192 , 0.133665 , 0.140524 , 0.121919 , 0.124666 , 0.091692 , 0.092715 , 0.095535 , 0.102405 , 0.08312 
 519 , 0.094164 , 0.074639 , 0.077016 , 0.104353 , 0.091793 , 0.088299 , 0.0806 , 0.115258 , 0.082959 , 0.081639 , 0.145852 , 0.135088 , 0.141969 , 0.123223 , 0.12596 , 0.092776 , 0.094 , 0.096732 , 0.103562 , 0.084156 
 520 , 0.095369 , 0.07576 , 0.078074 , 0.105562 , 0.093015 , 0.089833 , 0.081931 , 0.116658 , 0.084166 , 0.082737 , 0.147589 , 0.136573 , 0.143482 , 0.124587 , 0.127327 , 0.093906 , 0.095335 , 0.09799 , 0.104768 , 0.085244 
 521 , 0.097136 , 0.077313 , 0.07966 , 0.107244 , 0.094743 , 0.091778 , 0.083678 , 0.118577 , 0.085768 , 0.084194 , 0.150082 , 0.138737 , 0.145692 , 0.126568 , 0.129321 , 0.095504 , 0.097187 , 0.099791 , 0.10646 , 0.086787 
 522 , 0.0989 , 0.078868 , 0.081243 , 0.108933 , 0.096467 , 0.093721 , 0.085428 , 0.120492 , 0.087375 , 0.085647 , 0.152581 , 0.140906 , 0.147905 , 0.128543 , 0.131317 , 0.097102 , 0.099039 , 0.101593 , 0.108153 , 0.088329 
 523 , 0.100668 , 0.080426 , 0.08283 , 0.110617 , 0.098194 , 0.095661 , 0.087171 , 0.12241 , 0.08898 , 0.087101 , 0.155081 , 0.143078 , 0.150121 , 0.130515 , 0.133316 , 0.098696 , 0.10089 , 0.103399 , 0.109841 , 0.089867 
 524 , 0.10242 , 0.081872 , 0.084365 , 0.112231 , 0.099898 , 0.097694 , 0.08889 , 0.124393 , 0.090576 , 0.08856 , 0.157545 , 0.14523 , 0.152313 , 0.13249 , 0.135348 , 0.100275 , 0.102697 , 0.10516 , 0.1115 , 0.091389 
 525 , 0.104159 , 0.083285 , 0.08588 , 0.113819 , 0.101581 , 0.099754 , 0.0906 , 0.126401 , 0.09216 , 0.090029 , 0.159988 , 0.147376 , 0.154476 , 0.134472 , 0.1374 , 0.101843 , 0.104486 , 0.106902 , 0.11314 , 0.092892 
 526 , 0.1059 , 0.084698 , 0.087391 , 0.115409 , 0.103267 , 0.101818 , 0.092308 , 0.128406 , 0.093745 , 0.091491 , 0.162435 , 0.149517 , 0.15664 , 0.136449 , 0.139454 , 0.103411 , 0.106272 , 0.108647 , 0.114784 , 0.094394 
 527 , 0.107581 , 0.086134 , 0.088878 , 0.117045 , 0.104947 , 0.10383 , 0.093996 , 0.130358 , 0.095313 , 0.092933 , 0.164832 , 0.151635 , 0.158792 , 0.138407 , 0.141455 , 0.104983 , 0.108043 , 0.110374 , 0.116426 , 0.09589 
 528 , 0.109184 , 0.087613 , 0.090334 , 0.11875 , 0.106623 , 0.105765 , 0.095653 , 0.132244 , 0.096848 , 0.094342 , 0.167162 , 0.153723 , 0.16093 , 0.140327 , 0.143373 , 0.106561 , 0.109791 , 0.112083 , 0.118076 , 0.097375 
 529 , 0.110792 , 0.089092 , 0.091783 , 0.12046 , 0.108299 , 0.107705 , 0.097313 , 0.13413 , 0.098377 , 0.095754 , 0.169487 , 0.155805 , 0.163073 , 0.142252 , 0.145289 , 0.108138 , 0.111534 , 0.113798 , 0.119724 , 0.098866 
 530 , 0.112397 , 0.090564 , 0.09323 , 0.122155 , 0.109968 , 0.109631 , 0.098968 , 0.136015 , 0.099904 , 0.097163 , 0.171808 , 0.157885 , 0.165202 , 0.144169 , 0.147203 , 0.109706 , 0.113277 , 0.1155 , 0.121375 , 0.100354 
 531 , 0.114049 , 0.091903 , 0.094603 , 0.123618 , 0.111481 , 0.111355 , 0.100414 , 0.137788 , 0.101207 , 0.098469 , 0.174023 , 0.159871 , 0.167218 , 0.145959 , 0.14905 , 0.111103 , 0.114886 , 0.117064 , 0.1229 , 0.101711 
 532 , 0.115709 , 0.09324 , 0.095975 , 0.125069 , 0.113 , 0.113069 , 0.101863 , 0.139562 , 0.102517 , 0.099776 , 0.176232 , 0.161853 , 0.169239 , 0.147747 , 0.150888 , 0.112505 , 0.11649 , 0.118628 , 0.124421 , 0.103063 
 533 , 0.117368 , 0.09458 , 0.097343 , 0.126527 , 0.114515 , 0.114791 , 0.10331 , 0.141326 , 0.103828 , 0.101078 , 0.178447 , 0.163839 , 0.171258 , 0.149532 , 0.15273 , 0.113908 , 0.118091 , 0.120195 , 0.125951 , 0.104417 
 534 , 0.118645 , 0.095678 , 0.098364 , 0.127687 , 0.11574 , 0.116191 , 0.104502 , 0.142764 , 0.104927 , 0.10217 , 0.180215 , 0.165383 , 0.172828 , 0.150956 , 0.154196 , 0.115025 , 0.119379 , 0.121453 , 0.127127 , 0.105474 
 535 , 0.119744 , 0.096678 , 0.099243 , 0.128712 , 0.11683 , 0.117445 , 0.105582 , 0.144059 , 0.105932 , 0.103154 , 0.181778 , 0.166723 , 0.174183 , 0.152212 , 0.155482 , 0.116014 , 0.120521 , 0.12258 , 0.128155 , 0.106385 
 536 , 0.120847 , 0.097677 , 0.100118 , 0.129734 , 0.117918 , 0.118706 , 0.106668 , 0.145353 , 0.106935 , 0.104142 , 0.183342 , 0.168061 , 0.175535 , 0.153465 , 0.156772 , 0.117 , 0.121668 , 0.123699 , 0.129181 , 0.107299 
 537 , 0.121879 , 0.098645 , 0.100981 , 0.130741 , 0.11898 , 0.11989 , 0.10769 , 0.146586 , 0.107899 , 0.105072 , 0.184841 , 0.169369 , 0.176883 , 0.154689 , 0.158033 , 0.117946 , 0.122769 , 0.124785 , 0.130191 , 0.108201 
 538 , 0.122794 , 0.099558 , 0.101826 , 0.131714 , 0.119981 , 0.120947 , 0.108603 , 0.147707 , 0.108793 , 0.105895 , 0.186226 , 0.170641 , 0.178233 , 0.155891 , 0.15923 , 0.118818 , 0.123813 , 0.125798 , 0.131188 , 0.109089 
 539 , 0.1237 , 0.100475 , 0.102661 , 0.132691 , 0.120986 , 0.122003 , 0.109506 , 0.148832 , 0.109685 , 0.106714 , 0.187609 , 0.171904 , 0.179582 , 0.15709 , 0.160424 , 0.119693 , 0.124855 , 0.126816 , 0.132189 , 0.109982 
 540 , 0.124614 , 0.101384 , 0.103498 , 0.133664 , 0.121989 , 0.123063 , 0.110413 , 0.149947 , 0.110579 , 0.107529 , 0.18899 , 0.173171 , 0.180935 , 0.158287 , 0.161616 , 0.120564 , 0.125894 , 0.127837 , 0.133193 , 0.110864 
 541 , 0.1256 , 0.102123 , 0.104387 , 0.134619 , 0.122876 , 0.123989 , 0.111361 , 0.151063 , 0.111374 , 0.108397 , 0.190399 , 0.174407 , 0.182247 , 0.159488 , 0.162858 , 0.121438 , 0.126939 , 0.128771 , 0.134126 , 0.111714 
 542 , 0.126596 , 0.102854 , 0.105277 , 0.135569 , 0.123759 , 0.124916 , 0.112309 , 0.152177 , 0.112176 , 0.109265 , 0.191804 , 0.175651 , 0.183547 , 0.160682 , 0.164108 , 0.122313 , 0.127988 , 0.129707 , 0.135054 , 0.112557 
 543 , 0.127588 , 0.103582 , 0.106163 , 0.136523 , 0.124644 , 0.125847 , 0.113262 , 0.153289 , 0.112973 , 0.110136 , 0.193214 , 0.176892 , 0.184851 , 0.161887 , 0.165356 , 0.123192 , 0.129027 , 0.13064 , 0.135985 , 0.113404 
 544 , 0.128523 , 0.104391 , 0.106991 , 0.137492 , 0.125605 , 0.126848 , 0.114177 , 0.154378 , 0.113819 , 0.11099 , 0.194625 , 0.178165 , 0.186203 , 0.163084 , 0.166616 , 0.124099 , 0.130029 , 0.131637 , 0.136966 , 0.114231 
 545 , 0.129409 , 0.105255 , 0.10778 , 0.138476 , 0.126606 , 0.127876 , 0.115069 , 0.155443 , 0.114682 , 0.111838 , 0.196035 , 0.179455 , 0.187592 , 0.164273 , 0.167877 , 0.125039 , 0.130991 , 0.132667 , 0.137974 , 0.115049 
 546 , 0.130298 , 0.106116 , 0.108564 , 0.139456 , 0.127604 , 0.128913 , 0.115963 , 0.156511 , 0.115554 , 0.11269 , 0.197448 , 0.180748 , 0.188979 , 0.165465 , 0.169134 , 0.125974 , 0.131955 , 0.133707 , 0.138972 , 0.115868 
 547 , 0.13117 , 0.106927 , 0.109346 , 0.140372 , 0.128525 , 0.129854 , 0.116787 , 0.157557 , 0.116369 , 0.113505 , 0.198773 , 0.181971 , 0.190283 , 0.166588 , 0.170336 , 0.126874 , 0.132897 , 0.134678 , 0.139934 , 0.116671 
 548 , 0.13199 , 0.107589 , 0.110093 , 0.141111 , 0.129272 , 0.130559 , 0.11742 , 0.158536 , 0.117041 , 0.114207 , 0.199866 , 0.183012 , 0.191356 , 0.167555 , 0.171386 , 0.127628 , 0.133785 , 0.135477 , 0.140788 , 0.11742 
 549 , 0.132815 , 0.108251 , 0.11084 , 0.141848 , 0.130018 , 0.131268 , 0.118057 , 0.159507 , 0.117712 , 0.114915 , 0.200963 , 0.184043 , 0.192427 , 0.168526 , 0.172435 , 0.128381 , 0.134673 , 0.136282 , 0.141634 , 0.118175 
 550 , 0.133636 , 0.108907 , 0.111583 , 0.142586 , 0.130766 , 0.131972 , 0.118689 , 0.160487 , 0.118384 , 0.115618 , 0.202056 , 0.185077 , 0.193501 , 0.169492 , 0.173486 , 0.129137 , 0.135563 , 0.137082 , 0.142489 , 0.118925 
 551 , 0.134143 , 0.109315 , 0.111956 , 0.143123 , 0.131237 , 0.132419 , 0.119122 , 0.161098 , 0.11874 , 0.116015 , 0.20283 , 0.185696 , 0.19426 , 0.170141 , 0.174172 , 0.129597 , 0.136047 , 0.137583 , 0.142991 , 0.119351 
 552 , 0.134627 , 0.109706 , 0.11231 , 0.143659 , 0.131689 , 0.132859 , 0.119545 , 0.1617 , 0.119085 , 0.116397 , 0.203591 , 0.18628 , 0.194998 , 0.170766 , 0.174833 , 0.130038 , 0.136507 , 0.13806 , 0.143471 , 0.119747 
 553 , 0.135113 , 0.110098 , 0.112658 , 0.144188 , 0.132141 , 0.133292 , 0.119968 , 0.162297 , 0.119424 , 0.116781 , 0.204354 , 0.186866 , 0.195746 , 0.1714 , 0.175495 , 0.130481 , 0.136968 , 0.138531 , 0.143951 , 0.12015 
 554 , 0.135329 , 0.11036 , 0.112833 , 0.144486 , 0.132431 , 0.133436 , 0.120152 , 0.162617 , 0.119614 , 0.116988 , 0.204754 , 0.18716 , 0.196226 , 0.171753 , 0.175915 , 0.130699 , 0.137229 , 0.138745 , 0.144185 , 0.120376 
 555 , 0.135359 , 0.110527 , 0.112886 , 0.144588 , 0.13258 , 0.133355 , 0.120154 , 0.162725 , 0.119679 , 0.117068 , 0.204892 , 0.187257 , 0.196514 , 0.171899 , 0.17615 , 0.130765 , 0.137342 , 0.138766 , 0.144232 , 0.120475 
 556 , 0.135388 , 0.110693 , 0.112933 , 0.14469 , 0.132737 , 0.133281 , 0.120162 , 0.16284 , 0.119751 , 0.117155 , 0.20503 , 0.187347 , 0.196802 , 0.172044 , 0.176378 , 0.130832 , 0.137454 , 0.138794 , 0.144278 , 0.120567 
 557 , 0.135392 , 0.110799 , 0.112961 , 0.144759 , 0.132839 , 0.13316 , 0.120131 , 0.162935 , 0.11979 , 0.117223 , 0.205138 , 0.18743 , 0.197048 , 0.172176 , 0.176584 , 0.130886 , 0.13754 , 0.138809 , 0.144319 , 0.12064 
 558 , 0.135289 , 0.11074 , 0.112926 , 0.144749 , 0.132763 , 0.132888 , 0.119983 , 0.162978 , 0.119705 , 0.117241 , 0.205151 , 0.187451 , 0.197174 , 0.172235 , 0.176746 , 0.130897 , 0.137531 , 0.138804 , 0.144352 , 0.120638 
 559 , 0.135178 , 0.110676 , 0.112885 , 0.144734 , 0.132678 , 0.132615 , 0.119843 , 0.163028 , 0.119614 , 0.11726 , 0.205156 , 0.187474 , 0.197301 , 0.172299 , 0.176911 , 0.130914 , 0.137526 , 0.138803 , 0.14438 , 0.120635 
 560 , 0.135074 , 0.110619 , 0.11285 , 0.144727 , 0.1326 , 0.132344 , 0.119704 , 0.16307 , 0.119531 , 0.117278 , 0.205161 , 0.187504 , 0.197434 , 0.172363 , 0.177068 , 0.130923 , 0.13752 , 0.138802 , 0.144408 , 0.120632 
 561 , 0.134927 , 0.110513 , 0.112745 , 0.144777 , 0.132459 , 0.13201 , 0.119575 , 0.162976 , 0.119429 , 0.117245 , 0.205141 , 0.18748 , 0.197579 , 0.172356 , 0.177209 , 0.130883 , 0.137457 , 0.138701 , 0.144348 , 0.120591 
 562 , 0.134778 , 0.110393 , 0.112633 , 0.144827 , 0.13231 , 0.131669 , 0.11945 , 0.162864 , 0.119332 , 0.117203 , 0.205106 , 0.187448 , 0.197732 , 0.172341 , 0.177344 , 0.130829 , 0.13739 , 0.138589 , 0.144268 , 0.120538 
 563 , 0.134635 , 0.11028 , 0.11252 , 0.144875 , 0.132161 , 0.131329 , 0.119317 , 0.162756 , 0.119234 , 0.117159 , 0.205083 , 0.187421 , 0.197881 , 0.172329 , 0.177477 , 0.13078 , 0.137315 , 0.138477 , 0.144187 , 0.120499 
 564 , 0.134418 , 0.110111 , 0.112385 , 0.144808 , 0.131973 , 0.130884 , 0.119062 , 0.162629 , 0.119049 , 0.117014 , 0.204996 , 0.187292 , 0.197969 , 0.172265 , 0.177559 , 0.130651 , 0.137164 , 0.138294 , 0.14404 , 0.120377 
 565 , 0.134128 , 0.109907 , 0.112216 , 0.144641 , 0.13175 , 0.130367 , 0.11871 , 0.162492 , 0.118798 , 0.116802 , 0.204858 , 0.187095 , 0.19801 , 0.172154 , 0.177584 , 0.130456 , 0.136956 , 0.138073 , 0.143837 , 0.120202 
 566 , 0.133848 , 0.109705 , 0.112057 , 0.144475 , 0.13153 , 0.129842 , 0.118354 , 0.162349 , 0.118544 , 0.116585 , 0.204717 , 0.186891 , 0.198054 , 0.172048 , 0.177605 , 0.130262 , 0.136749 , 0.137854 , 0.143642 , 0.120028 
 567 , 0.133552 , 0.109489 , 0.111869 , 0.144327 , 0.131294 , 0.129311 , 0.117998 , 0.162201 , 0.118274 , 0.116373 , 0.204556 , 0.186682 , 0.19809 , 0.171916 , 0.17762 , 0.130067 , 0.136532 , 0.137625 , 0.143437 , 0.119845 
 568 , 0.133229 , 0.109237 , 0.111581 , 0.144227 , 0.130972 , 0.128681 , 0.117596 , 0.161997 , 0.117971 , 0.116183 , 0.204268 , 0.186418 , 0.198052 , 0.171716 , 0.177616 , 0.12984 , 0.136257 , 0.137342 , 0.143182 , 0.119632 
 569 , 0.132909 , 0.108983 , 0.111304 , 0.14413 , 0.130641 , 0.128053 , 0.117197 , 0.161798 , 0.117663 , 0.115994 , 0.203983 , 0.186143 , 0.198016 , 0.171509 , 0.177609 , 0.12961 , 0.135975 , 0.137066 , 0.142933 , 0.119419 
 570 , 0.132594 , 0.108728 , 0.11102 , 0.144028 , 0.130315 , 0.127428 , 0.116793 , 0.161592 , 0.117361 , 0.115809 , 0.203696 , 0.185868 , 0.197982 , 0.171309 , 0.177597 , 0.129377 , 0.135698 , 0.136782 , 0.14268 , 0.119204 
 571 , 0.132123 , 0.108364 , 0.110711 , 0.143773 , 0.1299 , 0.12674 , 0.116271 , 0.161173 , 0.116965 , 0.115438 , 0.203242 , 0.185502 , 0.197775 , 0.170993 , 0.177399 , 0.129022 , 0.135276 , 0.136371 , 0.142285 , 0.118847 
 572 , 0.131628 , 0.107976 , 0.110395 , 0.143483 , 0.129488 , 0.126041 , 0.115734 , 0.160729 , 0.116554 , 0.115038 , 0.202745 , 0.185134 , 0.197536 , 0.170652 , 0.177155 , 0.128643 , 0.134847 , 0.135939 , 0.141857 , 0.118472 
 573 , 0.131123 , 0.107593 , 0.110076 , 0.143191 , 0.129072 , 0.12535 , 0.115198 , 0.160283 , 0.116146 , 0.114643 , 0.202254 , 0.184761 , 0.1973 , 0.170307 , 0.176918 , 0.128265 , 0.134412 , 0.135509 , 0.141436 , 0.118094 
 574 , 0.130683 , 0.107237 , 0.109732 , 0.142915 , 0.128655 , 0.124663 , 0.114696 , 0.159925 , 0.11572 , 0.114312 , 0.201776 , 0.184362 , 0.197054 , 0.169975 , 0.176718 , 0.127913 , 0.134016 , 0.135129 , 0.141053 , 0.117729 
 575 , 0.130305 , 0.10691 , 0.109359 , 0.142659 , 0.128243 , 0.123991 , 0.114239 , 0.159651 , 0.115292 , 0.114067 , 0.20132 , 0.183909 , 0.196815 , 0.16967 , 0.176561 , 0.127595 , 0.133642 , 0.134791 , 0.140692 , 0.117367 
 576 , 0.129922 , 0.10658 , 0.108984 , 0.142401 , 0.127826 , 0.123314 , 0.113786 , 0.15938 , 0.114862 , 0.113818 , 0.200864 , 0.183451 , 0.196572 , 0.169367 , 0.176403 , 0.127279 , 0.13327 , 0.134453 , 0.140337 , 0.117008 
 577 , 0.129496 , 0.106236 , 0.108588 , 0.142128 , 0.127393 , 0.122625 , 0.113313 , 0.15906 , 0.11443 , 0.113556 , 0.200376 , 0.182963 , 0.196294 , 0.169021 , 0.176198 , 0.126943 , 0.132872 , 0.134083 , 0.139956 , 0.116627 
 578 , 0.128807 , 0.105769 , 0.10806 , 0.141731 , 0.126844 , 0.121827 , 0.112736 , 0.158471 , 0.113975 , 0.113188 , 0.199673 , 0.182258 , 0.195808 , 0.16846 , 0.175749 , 0.126466 , 0.1323 , 0.133526 , 0.139409 , 0.11613 
 579 , 0.128112 , 0.105298 , 0.107541 , 0.141331 , 0.126292 , 0.121025 , 0.112151 , 0.157895 , 0.113515 , 0.11282 , 0.198968 , 0.181556 , 0.195311 , 0.167888 , 0.1753 , 0.125991 , 0.131719 , 0.132967 , 0.138867 , 0.115635 
 580 , 0.127424 , 0.104828 , 0.107017 , 0.140927 , 0.125735 , 0.120227 , 0.111567 , 0.157309 , 0.113061 , 0.112451 , 0.198263 , 0.18085 , 0.194823 , 0.167323 , 0.174843 , 0.125509 , 0.131132 , 0.132407 , 0.138317 , 0.115135 
 581 , 0.126593 , 0.104109 , 0.106379 , 0.14018 , 0.124911 , 0.119222 , 0.110743 , 0.156418 , 0.112395 , 0.111808 , 0.197155 , 0.179834 , 0.193887 , 0.166386 , 0.174024 , 0.124759 , 0.130327 , 0.131556 , 0.137475 , 0.11441 
 582 , 0.125744 , 0.103326 , 0.105701 , 0.139355 , 0.124016 , 0.118155 , 0.109859 , 0.155439 , 0.111682 , 0.111094 , 0.19595 , 0.178739 , 0.192854 , 0.165361 , 0.173118 , 0.123944 , 0.129475 , 0.130639 , 0.136566 , 0.113626 
 583 , 0.124887 , 0.102538 , 0.105023 , 0.13852 , 0.123121 , 0.117087 , 0.108971 , 0.154455 , 0.110963 , 0.110374 , 0.194742 , 0.177642 , 0.191817 , 0.164342 , 0.172208 , 0.123133 , 0.128621 , 0.129715 , 0.135649 , 0.112835 
 584 , 0.124203 , 0.101935 , 0.104493 , 0.13788 , 0.122436 , 0.116262 , 0.108268 , 0.153714 , 0.110407 , 0.109828 , 0.193772 , 0.176774 , 0.191001 , 0.163546 , 0.171492 , 0.122513 , 0.127925 , 0.128982 , 0.134926 , 0.112221 
 585 , 0.123728 , 0.101544 , 0.104129 , 0.137446 , 0.121983 , 0.115726 , 0.107801 , 0.153261 , 0.110027 , 0.109493 , 0.1931 , 0.176186 , 0.190439 , 0.163002 , 0.170992 , 0.122112 , 0.127423 , 0.128469 , 0.134403 , 0.11179 
 586 , 0.123239 , 0.101148 , 0.103759 , 0.137007 , 0.121522 , 0.115184 , 0.107328 , 0.152802 , 0.109635 , 0.10915 , 0.192418 , 0.175589 , 0.189865 , 0.162452 , 0.170489 , 0.121709 , 0.126913 , 0.127942 , 0.13387 , 0.111358 
 587 , 0.12277 , 0.100768 , 0.103411 , 0.136593 , 0.12108 , 0.11465 , 0.106861 , 0.152363 , 0.10926 , 0.108824 , 0.191761 , 0.175015 , 0.189321 , 0.161918 , 0.170009 , 0.121323 , 0.126435 , 0.12744 , 0.133352 , 0.110944 
 588 , 0.122439 , 0.100593 , 0.103264 , 0.136415 , 0.120833 , 0.114291 , 0.106515 , 0.152089 , 0.109013 , 0.108636 , 0.19137 , 0.174682 , 0.189099 , 0.161604 , 0.16982 , 0.121117 , 0.126199 , 0.127173 , 0.13306 , 0.110745 
 589 , 0.122093 , 0.100425 , 0.103115 , 0.136235 , 0.120583 , 0.11392 , 0.106146 , 0.151806 , 0.10876 , 0.108431 , 0.190966 , 0.174342 , 0.188872 , 0.161281 , 0.169616 , 0.120913 , 0.125957 , 0.1269 , 0.132765 , 0.110548 
 590 , 0.121738 , 0.100248 , 0.102968 , 0.136051 , 0.120329 , 0.113545 , 0.105774 , 0.151518 , 0.10851 , 0.108227 , 0.19056 , 0.173995 , 0.188637 , 0.160947 , 0.169411 , 0.120699 , 0.12571 , 0.126617 , 0.132465 , 0.110346 
 591 , 0.121785 , 0.100243 , 0.10304 , 0.136078 , 0.120286 , 0.113463 , 0.105688 , 0.151633 , 0.108543 , 0.108295 , 0.190565 , 0.174012 , 0.188743 , 0.160965 , 0.16949 , 0.120713 , 0.125713 , 0.126624 , 0.132444 , 0.110411 
 592 , 0.121958 , 0.10028 , 0.103169 , 0.136153 , 0.120323 , 0.113486 , 0.105701 , 0.151861 , 0.108666 , 0.108452 , 0.190705 , 0.17413 , 0.188966 , 0.161103 , 0.169662 , 0.120797 , 0.125784 , 0.126721 , 0.132506 , 0.110567 
 593 , 0.122135 , 0.100313 , 0.103307 , 0.136226 , 0.120352 , 0.113512 , 0.105717 , 0.152094 , 0.108792 , 0.108607 , 0.190851 , 0.174241 , 0.189194 , 0.161239 , 0.169834 , 0.120879 , 0.125859 , 0.126821 , 0.132572 , 0.110721 
 594 , 0.122307 , 0.100388 , 0.103426 , 0.136353 , 0.120428 , 0.11357 , 0.105739 , 0.152324 , 0.108968 , 0.108799 , 0.191002 , 0.17437 , 0.189454 , 0.161402 , 0.170051 , 0.120991 , 0.125953 , 0.126939 , 0.132672 , 0.110852 
