JUN24WSG100005.spu,JUN24WSG100004.spu,JUN24WSG100003.spu,
Wavelength,JUN24WSG100006.spu,JUN24WSG100007.spu,JUN24WSG100008.spu,JUN24WSG100009.spu,JUN24WSG100010.spu,JUN24WSG100011.spu,JUN24WSG100012.spu,JUN24WSG100013.spu,JUN24WSG100014.spu,JUN24WSG100015.spu,JUN24WSG100016.spu,JUN24WSG100017.spu,JUN24WSG100018.spu,JUN24WSG100019.spu,JUN24WSG100020.spu,JUN24WSG100021.spu,JUN24WSG100022.spu,JUN24WSG100023.spu,JUN24WSG100024.spu,JUN24WSG100025.spu
 504 , 0.050442 , 0.05546 , 0.059912 , 0.048124 , 0.049608 , 0.092315 , 0.107016 , 0.071307 , 0.064415 , 0.059936 , 0.065278 , 0.086481 , 0.079051 , 0.052358 , 0.0318 , 0.076366 , 0.054236 , 0.069772 , 0.056137 , 0.068125 
 505 , 0.051099 , 0.056169 , 0.060698 , 0.04868 , 0.050221 , 0.093495 , 0.108528 , 0.07236 , 0.065343 , 0.060894 , 0.066323 , 0.087701 , 0.080274 , 0.053228 , 0.032527 , 0.07729 , 0.055035 , 0.070684 , 0.056832 , 0.068999 
 506 , 0.051755 , 0.056878 , 0.061488 , 0.049236 , 0.050829 , 0.094678 , 0.110042 , 0.073412 , 0.066273 , 0.06185 , 0.067372 , 0.088921 , 0.081491 , 0.054095 , 0.033251 , 0.07821 , 0.055829 , 0.071588 , 0.057526 , 0.069873 
 507 , 0.052419 , 0.05756 , 0.062234 , 0.049822 , 0.051506 , 0.095864 , 0.111507 , 0.074437 , 0.06712 , 0.062763 , 0.068444 , 0.090098 , 0.082682 , 0.054959 , 0.033981 , 0.079125 , 0.056586 , 0.072488 , 0.058204 , 0.070776 
 508 , 0.053088 , 0.058222 , 0.062941 , 0.050439 , 0.052232 , 0.097047 , 0.112928 , 0.075429 , 0.067879 , 0.063636 , 0.069545 , 0.091234 , 0.083841 , 0.055824 , 0.034715 , 0.080035 , 0.057299 , 0.07337 , 0.058859 , 0.0717 
 509 , 0.053758 , 0.058882 , 0.063648 , 0.051049 , 0.052963 , 0.098228 , 0.114353 , 0.076419 , 0.068639 , 0.064509 , 0.070639 , 0.092376 , 0.085007 , 0.056691 , 0.035446 , 0.080945 , 0.058016 , 0.074251 , 0.059514 , 0.072629 
 510 , 0.054387 , 0.059507 , 0.064305 , 0.051625 , 0.053617 , 0.099313 , 0.115679 , 0.07737 , 0.069358 , 0.065359 , 0.071682 , 0.093447 , 0.086109 , 0.05752 , 0.036183 , 0.081792 , 0.058704 , 0.075074 , 0.060118 , 0.073511 
 511 , 0.054797 , 0.059959 , 0.064692 , 0.051988 , 0.053877 , 0.099898 , 0.116506 , 0.078085 , 0.069863 , 0.066113 , 0.072446 , 0.094163 , 0.086905 , 0.058176 , 0.036946 , 0.082341 , 0.059255 , 0.075584 , 0.06047 , 0.074162 
 512 , 0.05521 , 0.060416 , 0.065077 , 0.052349 , 0.054144 , 0.100481 , 0.117334 , 0.078804 , 0.07037 , 0.066872 , 0.073212 , 0.094875 , 0.087705 , 0.058838 , 0.037711 , 0.08289 , 0.059808 , 0.076097 , 0.060821 , 0.074813 
 513 , 0.055624 , 0.06087 , 0.065463 , 0.052711 , 0.054407 , 0.101071 , 0.11816 , 0.079524 , 0.070873 , 0.067622 , 0.073974 , 0.095593 , 0.088503 , 0.059498 , 0.038477 , 0.083436 , 0.060358 , 0.076606 , 0.061174 , 0.075466 
 514 , 0.056021 , 0.061287 , 0.065847 , 0.053018 , 0.054773 , 0.101698 , 0.118991 , 0.080262 , 0.071413 , 0.068318 , 0.074836 , 0.096244 , 0.089324 , 0.060204 , 0.039381 , 0.083976 , 0.060934 , 0.077129 , 0.061543 , 0.076089 
 515 , 0.056417 , 0.061699 , 0.066225 , 0.053309 , 0.055159 , 0.10233 , 0.119825 , 0.081005 , 0.071957 , 0.068994 , 0.075719 , 0.096879 , 0.09015 , 0.06092 , 0.040316 , 0.08451 , 0.06152 , 0.07765 , 0.061917 , 0.076711 
 516 , 0.05682 , 0.062112 , 0.066605 , 0.053602 , 0.055545 , 0.102963 , 0.120662 , 0.081755 , 0.072503 , 0.069673 , 0.076598 , 0.097515 , 0.090978 , 0.061637 , 0.041253 , 0.085045 , 0.062102 , 0.078173 , 0.062287 , 0.07733 
 517 , 0.057376 , 0.062684 , 0.067167 , 0.054045 , 0.05607 , 0.103835 , 0.121746 , 0.082689 , 0.073175 , 0.070547 , 0.077677 , 0.098371 , 0.091955 , 0.062505 , 0.042306 , 0.085778 , 0.06285 , 0.078867 , 0.062767 , 0.078167 
 518 , 0.058131 , 0.063444 , 0.067946 , 0.054661 , 0.056762 , 0.105005 , 0.123139 , 0.083851 , 0.073997 , 0.071661 , 0.079012 , 0.099497 , 0.093118 , 0.063561 , 0.043507 , 0.086745 , 0.063791 , 0.07976 , 0.063386 , 0.079271 
 519 , 0.058881 , 0.064208 , 0.068724 , 0.05528 , 0.057454 , 0.106178 , 0.124526 , 0.085006 , 0.074824 , 0.072777 , 0.080348 , 0.100619 , 0.094283 , 0.064612 , 0.044704 , 0.087712 , 0.064735 , 0.080653 , 0.064002 , 0.080372 
 520 , 0.059656 , 0.064988 , 0.069527 , 0.055919 , 0.058171 , 0.107397 , 0.125975 , 0.0862 , 0.07569 , 0.073918 , 0.08172 , 0.101798 , 0.095496 , 0.065695 , 0.045934 , 0.088709 , 0.065705 , 0.081591 , 0.064646 , 0.081512 
 521 , 0.06065 , 0.065918 , 0.070547 , 0.056746 , 0.059115 , 0.108982 , 0.127938 , 0.087678 , 0.076916 , 0.075346 , 0.083394 , 0.103464 , 0.097165 , 0.067083 , 0.047438 , 0.089997 , 0.066943 , 0.082919 , 0.065533 , 0.082949 
 522 , 0.061648 , 0.066845 , 0.071567 , 0.057577 , 0.060057 , 0.110568 , 0.129896 , 0.089153 , 0.078148 , 0.076779 , 0.085067 , 0.105138 , 0.09883 , 0.068471 , 0.04894 , 0.091285 , 0.068183 , 0.084249 , 0.06642 , 0.084385 
 523 , 0.062643 , 0.067776 , 0.072593 , 0.058403 , 0.061 , 0.112152 , 0.131852 , 0.09063 , 0.079379 , 0.07821 , 0.086742 , 0.106815 , 0.100493 , 0.069858 , 0.050443 , 0.092574 , 0.069424 , 0.085578 , 0.067306 , 0.085823 
 524 , 0.063671 , 0.06877 , 0.073596 , 0.0593 , 0.061955 , 0.113779 , 0.133839 , 0.092135 , 0.080551 , 0.079644 , 0.088418 , 0.108427 , 0.102173 , 0.071214 , 0.051901 , 0.093857 , 0.070626 , 0.086856 , 0.06826 , 0.087279 
 525 , 0.064719 , 0.069794 , 0.074588 , 0.060212 , 0.062911 , 0.115412 , 0.135843 , 0.093648 , 0.081706 , 0.081075 , 0.0901 , 0.110025 , 0.103866 , 0.072561 , 0.05334 , 0.095143 , 0.071816 , 0.088115 , 0.069242 , 0.088745 
 526 , 0.065765 , 0.070819 , 0.075579 , 0.061131 , 0.063869 , 0.117049 , 0.137842 , 0.095161 , 0.082856 , 0.082508 , 0.091775 , 0.111615 , 0.10556 , 0.07391 , 0.054781 , 0.096425 , 0.07301 , 0.089374 , 0.070224 , 0.090206 
 527 , 0.06681 , 0.071875 , 0.076605 , 0.062038 , 0.06482 , 0.118639 , 0.139802 , 0.096704 , 0.084037 , 0.083936 , 0.093464 , 0.113196 , 0.107248 , 0.075264 , 0.056234 , 0.097757 , 0.074226 , 0.090655 , 0.071178 , 0.091671 
 528 , 0.067857 , 0.072966 , 0.077694 , 0.06293 , 0.065761 , 0.120148 , 0.141698 , 0.098282 , 0.085253 , 0.085377 , 0.09516 , 0.114744 , 0.108925 , 0.076625 , 0.057702 , 0.099152 , 0.075464 , 0.091947 , 0.072074 , 0.093124 
 529 , 0.068905 , 0.074059 , 0.078784 , 0.063827 , 0.066708 , 0.121659 , 0.143598 , 0.099855 , 0.086466 , 0.086819 , 0.096855 , 0.116288 , 0.110597 , 0.077986 , 0.059177 , 0.100544 , 0.076701 , 0.093236 , 0.072968 , 0.094576 
 530 , 0.069949 , 0.075142 , 0.079869 , 0.064718 , 0.067649 , 0.12317 , 0.145486 , 0.101424 , 0.087669 , 0.088256 , 0.098537 , 0.117829 , 0.112264 , 0.079343 , 0.060643 , 0.101928 , 0.07793 , 0.094522 , 0.07386 , 0.096023 
 531 , 0.07084 , 0.076089 , 0.08083 , 0.065496 , 0.068541 , 0.12466 , 0.147277 , 0.102739 , 0.088815 , 0.089527 , 0.10001 , 0.11935 , 0.113708 , 0.080631 , 0.061987 , 0.103093 , 0.07904 , 0.095722 , 0.07473 , 0.097258 
 532 , 0.071729 , 0.077039 , 0.081787 , 0.066273 , 0.069433 , 0.126144 , 0.149074 , 0.10406 , 0.089956 , 0.090792 , 0.10148 , 0.120878 , 0.11516 , 0.081926 , 0.063331 , 0.104266 , 0.080149 , 0.096922 , 0.075602 , 0.098499 
 533 , 0.072623 , 0.077989 , 0.082743 , 0.067049 , 0.070325 , 0.127629 , 0.150865 , 0.105383 , 0.091104 , 0.09206 , 0.10295 , 0.122403 , 0.11661 , 0.083215 , 0.064672 , 0.105433 , 0.081265 , 0.098123 , 0.076478 , 0.099736 
 534 , 0.073447 , 0.078768 , 0.083539 , 0.067742 , 0.071115 , 0.128821 , 0.152317 , 0.106497 , 0.092002 , 0.093128 , 0.104205 , 0.123603 , 0.117807 , 0.084253 , 0.065744 , 0.106401 , 0.082175 , 0.099128 , 0.07716 , 0.100809 
 535 , 0.074233 , 0.07947 , 0.084279 , 0.068393 , 0.071854 , 0.129882 , 0.153606 , 0.107513 , 0.092783 , 0.094132 , 0.105362 , 0.124646 , 0.118891 , 0.085173 , 0.066686 , 0.107268 , 0.082987 , 0.100046 , 0.077745 , 0.101799 
 536 , 0.075023 , 0.080174 , 0.085022 , 0.069042 , 0.07259 , 0.130947 , 0.154899 , 0.108534 , 0.093561 , 0.095129 , 0.106519 , 0.125687 , 0.119975 , 0.086098 , 0.067634 , 0.108133 , 0.083803 , 0.100962 , 0.078337 , 0.102787 
 537 , 0.075749 , 0.080848 , 0.085728 , 0.069655 , 0.073269 , 0.13195 , 0.156154 , 0.109535 , 0.094308 , 0.096075 , 0.10759 , 0.126707 , 0.121027 , 0.086982 , 0.068539 , 0.108977 , 0.084565 , 0.101824 , 0.07892 , 0.103729 
 538 , 0.076362 , 0.081444 , 0.086346 , 0.070176 , 0.07383 , 0.132831 , 0.15736 , 0.110488 , 0.094989 , 0.096885 , 0.108476 , 0.12768 , 0.122009 , 0.087768 , 0.069373 , 0.109771 , 0.085224 , 0.102544 , 0.079484 , 0.104556 
 539 , 0.076971 , 0.082035 , 0.08696 , 0.070699 , 0.074387 , 0.133715 , 0.158565 , 0.111438 , 0.095671 , 0.097698 , 0.109365 , 0.128657 , 0.122989 , 0.088557 , 0.070206 , 0.110561 , 0.08588 , 0.103267 , 0.080043 , 0.105381 
 540 , 0.077583 , 0.082635 , 0.08757 , 0.071224 , 0.074946 , 0.134602 , 0.159769 , 0.112393 , 0.09635 , 0.098509 , 0.110252 , 0.129632 , 0.123967 , 0.089344 , 0.071037 , 0.111354 , 0.086538 , 0.103986 , 0.080605 , 0.106209 
 541 , 0.078143 , 0.083278 , 0.088173 , 0.071782 , 0.075558 , 0.135504 , 0.16094 , 0.113246 , 0.097072 , 0.099299 , 0.111188 , 0.130545 , 0.125011 , 0.090172 , 0.071753 , 0.112185 , 0.087182 , 0.104763 , 0.081226 , 0.107008 
 542 , 0.078702 , 0.083934 , 0.088782 , 0.072346 , 0.076163 , 0.136414 , 0.162112 , 0.114103 , 0.097796 , 0.100088 , 0.11213 , 0.131459 , 0.126057 , 0.091009 , 0.072469 , 0.113019 , 0.087834 , 0.105543 , 0.081854 , 0.107806 
 543 , 0.079264 , 0.08458 , 0.089394 , 0.072905 , 0.076771 , 0.13732 , 0.163276 , 0.114958 , 0.098517 , 0.100879 , 0.113064 , 0.132376 , 0.127107 , 0.091839 , 0.073183 , 0.113857 , 0.088482 , 0.10632 , 0.082484 , 0.108606 
 544 , 0.079879 , 0.085245 , 0.090071 , 0.073488 , 0.077385 , 0.138254 , 0.16444 , 0.115882 , 0.099287 , 0.101739 , 0.11402 , 0.133375 , 0.128139 , 0.092665 , 0.073935 , 0.114704 , 0.08919 , 0.107118 , 0.083062 , 0.109402 
 545 , 0.080526 , 0.085914 , 0.090789 , 0.07409 , 0.078008 , 0.139203 , 0.165614 , 0.116835 , 0.100083 , 0.102631 , 0.114993 , 0.134424 , 0.129149 , 0.093474 , 0.074706 , 0.115561 , 0.089921 , 0.107942 , 0.083612 , 0.110202 
 546 , 0.081175 , 0.086585 , 0.091503 , 0.074688 , 0.07862 , 0.140149 , 0.166786 , 0.117786 , 0.100881 , 0.103526 , 0.115964 , 0.135478 , 0.130157 , 0.094292 , 0.075476 , 0.116415 , 0.090655 , 0.108762 , 0.084157 , 0.111004 
 547 , 0.081775 , 0.087195 , 0.092168 , 0.075231 , 0.079213 , 0.141065 , 0.167906 , 0.118653 , 0.101613 , 0.104344 , 0.116858 , 0.136448 , 0.131125 , 0.095062 , 0.076185 , 0.117184 , 0.09131 , 0.109534 , 0.084681 , 0.111746 
 548 , 0.082235 , 0.087642 , 0.092697 , 0.075608 , 0.079741 , 0.141901 , 0.168888 , 0.119296 , 0.102171 , 0.104974 , 0.117542 , 0.137235 , 0.131967 , 0.095714 , 0.076731 , 0.117749 , 0.091787 , 0.110199 , 0.085142 , 0.112329 
 549 , 0.082694 , 0.088094 , 0.093226 , 0.075991 , 0.080269 , 0.142736 , 0.169868 , 0.119943 , 0.102727 , 0.105603 , 0.118225 , 0.138019 , 0.132808 , 0.096364 , 0.07727 , 0.11831 , 0.092256 , 0.110857 , 0.085608 , 0.11291 
 550 , 0.083154 , 0.08854 , 0.093761 , 0.076367 , 0.080798 , 0.143573 , 0.17085 , 0.120585 , 0.103284 , 0.10624 , 0.118908 , 0.138805 , 0.133646 , 0.097017 , 0.077812 , 0.118872 , 0.092733 , 0.111521 , 0.086068 , 0.113492 
 551 , 0.08346 , 0.088862 , 0.094072 , 0.076709 , 0.081103 , 0.144082 , 0.171536 , 0.121091 , 0.103592 , 0.106636 , 0.119347 , 0.139307 , 0.134152 , 0.097319 , 0.078047 , 0.119292 , 0.093011 , 0.11189 , 0.086333 , 0.113934 
 552 , 0.083749 , 0.089173 , 0.094377 , 0.077051 , 0.081387 , 0.144563 , 0.172196 , 0.121579 , 0.103879 , 0.107022 , 0.119771 , 0.13979 , 0.134637 , 0.097605 , 0.07825 , 0.119704 , 0.093276 , 0.112243 , 0.086584 , 0.114365 
 553 , 0.084044 , 0.089479 , 0.094681 , 0.0774 , 0.081665 , 0.145044 , 0.172857 , 0.122069 , 0.104172 , 0.107401 , 0.120189 , 0.140274 , 0.135116 , 0.097892 , 0.07846 , 0.120115 , 0.093541 , 0.112596 , 0.086835 , 0.114797 
 554 , 0.084152 , 0.08967 , 0.094867 , 0.077591 , 0.081794 , 0.145275 , 0.173248 , 0.12237 , 0.104384 , 0.107643 , 0.120389 , 0.140584 , 0.135486 , 0.09807 , 0.078529 , 0.120358 , 0.093657 , 0.112816 , 0.087003 , 0.114994 
 555 , 0.084141 , 0.089763 , 0.094959 , 0.077667 , 0.08182 , 0.14533 , 0.173441 , 0.122545 , 0.104531 , 0.107802 , 0.120429 , 0.140769 , 0.135777 , 0.098187 , 0.078506 , 0.12049 , 0.093663 , 0.112949 , 0.087109 , 0.115029 
 556 , 0.084123 , 0.089856 , 0.095051 , 0.077749 , 0.08184 , 0.145384 , 0.173627 , 0.12272 , 0.104677 , 0.10796 , 0.120468 , 0.14096 , 0.136067 , 0.098303 , 0.078477 , 0.120628 , 0.093675 , 0.113082 , 0.087221 , 0.115062 
 557 , 0.084104 , 0.089928 , 0.09511 , 0.077792 , 0.081876 , 0.145448 , 0.173778 , 0.122855 , 0.10479 , 0.108079 , 0.120479 , 0.141104 , 0.136298 , 0.098386 , 0.078397 , 0.120739 , 0.09366 , 0.113181 , 0.087312 , 0.115063 
 558 , 0.084058 , 0.08993 , 0.095086 , 0.07775 , 0.081951 , 0.145531 , 0.173816 , 0.122847 , 0.104827 , 0.10808 , 0.120395 , 0.14112 , 0.136333 , 0.098352 , 0.078144 , 0.120728 , 0.093565 , 0.113181 , 0.087354 , 0.114906 
 559 , 0.084008 , 0.089925 , 0.095062 , 0.077703 , 0.082021 , 0.145613 , 0.173847 , 0.122841 , 0.104867 , 0.108071 , 0.120312 , 0.141141 , 0.136367 , 0.098316 , 0.077887 , 0.120718 , 0.093468 , 0.113177 , 0.087403 , 0.114752 
 560 , 0.083963 , 0.089927 , 0.095043 , 0.077656 , 0.082096 , 0.145699 , 0.173883 , 0.122834 , 0.104906 , 0.108069 , 0.12023 , 0.141154 , 0.136401 , 0.098279 , 0.077631 , 0.120709 , 0.093372 , 0.113173 , 0.087445 , 0.114598 
 561 , 0.083869 , 0.089931 , 0.095136 , 0.077659 , 0.082104 , 0.145781 , 0.174015 , 0.122843 , 0.104986 , 0.108082 , 0.12014 , 0.141251 , 0.136451 , 0.098158 , 0.077267 , 0.120746 , 0.093229 , 0.11317 , 0.087455 , 0.114518 
 562 , 0.083762 , 0.089933 , 0.095247 , 0.07767 , 0.082104 , 0.145874 , 0.174153 , 0.122854 , 0.105069 , 0.108103 , 0.120034 , 0.14136 , 0.136498 , 0.098018 , 0.076882 , 0.120793 , 0.093076 , 0.113173 , 0.087462 , 0.114451 
 563 , 0.083654 , 0.089939 , 0.095351 , 0.077675 , 0.082105 , 0.145959 , 0.174289 , 0.122864 , 0.105151 , 0.108122 , 0.119941 , 0.141462 , 0.136544 , 0.097884 , 0.076497 , 0.120844 , 0.092917 , 0.113174 , 0.087468 , 0.114383 
 564 , 0.083522 , 0.08985 , 0.095382 , 0.077668 , 0.082074 , 0.145978 , 0.174334 , 0.122825 , 0.105154 , 0.108008 , 0.119709 , 0.14153 , 0.13654 , 0.097676 , 0.076007 , 0.120798 , 0.092692 , 0.113143 , 0.087502 , 0.114214 
 565 , 0.083358 , 0.089677 , 0.095353 , 0.077627 , 0.082001 , 0.145931 , 0.174277 , 0.122747 , 0.105088 , 0.107784 , 0.119379 , 0.141557 , 0.136505 , 0.097394 , 0.075422 , 0.120681 , 0.092403 , 0.113085 , 0.08755 , 0.113969 
 566 , 0.083192 , 0.089501 , 0.095321 , 0.077584 , 0.081932 , 0.145885 , 0.174225 , 0.122666 , 0.105019 , 0.107558 , 0.119047 , 0.141585 , 0.136465 , 0.097118 , 0.074839 , 0.120561 , 0.092112 , 0.113028 , 0.087601 , 0.113722 
 567 , 0.083008 , 0.089343 , 0.095269 , 0.077538 , 0.081861 , 0.145824 , 0.17417 , 0.12257 , 0.104936 , 0.107337 , 0.118709 , 0.141585 , 0.136416 , 0.09683 , 0.074236 , 0.120445 , 0.091816 , 0.112945 , 0.087632 , 0.113462 
 568 , 0.082739 , 0.089258 , 0.095138 , 0.07748 , 0.081766 , 0.14573 , 0.174122 , 0.122419 , 0.104803 , 0.107184 , 0.118336 , 0.141468 , 0.13634 , 0.096493 , 0.07354 , 0.120347 , 0.091508 , 0.112742 , 0.087598 , 0.113172 
 569 , 0.082469 , 0.089174 , 0.095012 , 0.077425 , 0.081668 , 0.145642 , 0.174081 , 0.122264 , 0.104666 , 0.107033 , 0.117963 , 0.141352 , 0.136255 , 0.096157 , 0.072839 , 0.120247 , 0.091203 , 0.11254 , 0.08756 , 0.112878 
 570 , 0.082196 , 0.08909 , 0.094881 , 0.077366 , 0.081577 , 0.145556 , 0.174034 , 0.122115 , 0.104535 , 0.106882 , 0.117586 , 0.141234 , 0.136174 , 0.095819 , 0.072141 , 0.120151 , 0.090895 , 0.112337 , 0.087521 , 0.112585 
 571 , 0.081921 , 0.088921 , 0.094779 , 0.077217 , 0.081394 , 0.145373 , 0.173806 , 0.121924 , 0.104421 , 0.10667 , 0.117144 , 0.141079 , 0.135977 , 0.095464 , 0.071471 , 0.119979 , 0.090561 , 0.112118 , 0.087457 , 0.112188 
 572 , 0.081657 , 0.088734 , 0.094683 , 0.077051 , 0.081203 , 0.14517 , 0.173542 , 0.121729 , 0.104318 , 0.106441 , 0.116699 , 0.140919 , 0.135761 , 0.095119 , 0.070817 , 0.11981 , 0.090228 , 0.111913 , 0.08739 , 0.111773 
 573 , 0.081387 , 0.088545 , 0.094584 , 0.076885 , 0.081012 , 0.144967 , 0.173275 , 0.121536 , 0.104218 , 0.10621 , 0.116248 , 0.140764 , 0.135546 , 0.094774 , 0.07016 , 0.119642 , 0.089896 , 0.111705 , 0.087327 , 0.111364 
 574 , 0.081096 , 0.088345 , 0.094441 , 0.076701 , 0.080833 , 0.144773 , 0.173005 , 0.121258 , 0.104096 , 0.105918 , 0.115785 , 0.140556 , 0.135307 , 0.094396 , 0.069476 , 0.11943 , 0.089542 , 0.111477 , 0.087239 , 0.110949 
 575 , 0.080784 , 0.088125 , 0.09426 , 0.076497 , 0.080682 , 0.144591 , 0.172759 , 0.120898 , 0.10396 , 0.105558 , 0.115298 , 0.140298 , 0.135033 , 0.093964 , 0.068753 , 0.11913 , 0.08916 , 0.111204 , 0.087113 , 0.110521 
 576 , 0.080468 , 0.087898 , 0.094076 , 0.076299 , 0.080525 , 0.144406 , 0.172513 , 0.120536 , 0.103825 , 0.105196 , 0.114809 , 0.140039 , 0.134759 , 0.093534 , 0.068034 , 0.118838 , 0.088773 , 0.110928 , 0.08699 , 0.110093 
 577 , 0.080146 , 0.087657 , 0.093882 , 0.076093 , 0.080364 , 0.144176 , 0.172214 , 0.120174 , 0.10365 , 0.104819 , 0.114313 , 0.139765 , 0.134458 , 0.093076 , 0.06731 , 0.118522 , 0.088374 , 0.110635 , 0.086846 , 0.109667 
 578 , 0.079783 , 0.087315 , 0.093608 , 0.075817 , 0.080128 , 0.143725 , 0.17162 , 0.119769 , 0.103256 , 0.104378 , 0.113737 , 0.139393 , 0.134005 , 0.092486 , 0.066603 , 0.118142 , 0.087898 , 0.110249 , 0.08656 , 0.109194 
 579 , 0.079413 , 0.086969 , 0.093335 , 0.075549 , 0.079892 , 0.143277 , 0.171017 , 0.119361 , 0.102859 , 0.103945 , 0.113155 , 0.139027 , 0.133559 , 0.091891 , 0.065898 , 0.117763 , 0.087421 , 0.109865 , 0.086275 , 0.108724 
 580 , 0.079043 , 0.086629 , 0.093055 , 0.075275 , 0.079656 , 0.142828 , 0.170414 , 0.118956 , 0.102467 , 0.103506 , 0.112574 , 0.138661 , 0.133115 , 0.091299 , 0.06519 , 0.117381 , 0.08694 , 0.109484 , 0.085989 , 0.108248 
 581 , 0.078409 , 0.085982 , 0.092427 , 0.074778 , 0.079098 , 0.141896 , 0.169373 , 0.118143 , 0.101843 , 0.102775 , 0.1116 , 0.137836 , 0.132263 , 0.090579 , 0.064337 , 0.116636 , 0.086248 , 0.108749 , 0.085456 , 0.107377 
 582 , 0.077712 , 0.085265 , 0.091718 , 0.074225 , 0.078458 , 0.140855 , 0.16824 , 0.117236 , 0.101154 , 0.101969 , 0.110536 , 0.136891 , 0.131317 , 0.089835 , 0.063449 , 0.115798 , 0.085501 , 0.107929 , 0.084863 , 0.106411 
 583 , 0.077018 , 0.08455 , 0.091009 , 0.073679 , 0.077814 , 0.139805 , 0.167098 , 0.116323 , 0.100468 , 0.101158 , 0.109476 , 0.135946 , 0.130368 , 0.089093 , 0.062559 , 0.114959 , 0.084757 , 0.107108 , 0.084274 , 0.105442 
 584 , 0.076185 , 0.08374 , 0.090151 , 0.072988 , 0.077036 , 0.138515 , 0.16558 , 0.115225 , 0.099564 , 0.100178 , 0.108285 , 0.134703 , 0.129149 , 0.088134 , 0.061621 , 0.113913 , 0.083882 , 0.106095 , 0.083504 , 0.1043 
 585 , 0.075183 , 0.082818 , 0.089111 , 0.072138 , 0.07611 , 0.136916 , 0.163605 , 0.113914 , 0.098413 , 0.098993 , 0.106933 , 0.133109 , 0.127609 , 0.086925 , 0.060635 , 0.11262 , 0.082869 , 0.104856 , 0.082548 , 0.102955 
 586 , 0.074186 , 0.0819 , 0.088076 , 0.07129 , 0.075192 , 0.135315 , 0.161639 , 0.112602 , 0.097266 , 0.097813 , 0.105578 , 0.131514 , 0.126068 , 0.085721 , 0.059642 , 0.11133 , 0.081854 , 0.103611 , 0.081593 , 0.101609 
 587 , 0.073204 , 0.080988 , 0.087048 , 0.070438 , 0.074272 , 0.133723 , 0.159683 , 0.111295 , 0.096136 , 0.096635 , 0.104232 , 0.129935 , 0.124534 , 0.084529 , 0.05866 , 0.110051 , 0.080846 , 0.102378 , 0.08064 , 0.100282 
 588 , 0.072355 , 0.080089 , 0.08607 , 0.069544 , 0.073341 , 0.132186 , 0.157843 , 0.110011 , 0.095132 , 0.09553 , 0.102995 , 0.128488 , 0.123029 , 0.083492 , 0.057735 , 0.108822 , 0.079895 , 0.101248 , 0.079666 , 0.099113 
 589 , 0.071506 , 0.079193 , 0.085095 , 0.068643 , 0.072406 , 0.130652 , 0.156001 , 0.108732 , 0.09413 , 0.09443 , 0.101758 , 0.127037 , 0.121524 , 0.082454 , 0.056805 , 0.107591 , 0.078932 , 0.10012 , 0.078686 , 0.097946 
 590 , 0.070661 , 0.078292 , 0.084119 , 0.067745 , 0.071473 , 0.129119 , 0.154163 , 0.107447 , 0.093125 , 0.093329 , 0.100527 , 0.12559 , 0.120025 , 0.081412 , 0.055872 , 0.106359 , 0.077971 , 0.098991 , 0.077713 , 0.096779 
 591 , 0.070003 , 0.077604 , 0.083373 , 0.067077 , 0.070835 , 0.128001 , 0.152817 , 0.106457 , 0.092336 , 0.092471 , 0.099562 , 0.124518 , 0.118898 , 0.080592 , 0.055131 , 0.105442 , 0.077181 , 0.098148 , 0.077032 , 0.09592 
 592 , 0.069403 , 0.076968 , 0.082702 , 0.066488 , 0.070283 , 0.127018 , 0.151618 , 0.105543 , 0.0916 , 0.091671 , 0.098672 , 0.123558 , 0.117877 , 0.079825 , 0.054447 , 0.104616 , 0.076447 , 0.097386 , 0.076437 , 0.095141 
 593 , 0.068806 , 0.076333 , 0.082023 , 0.065901 , 0.069736 , 0.126037 , 0.150421 , 0.104637 , 0.090865 , 0.09087 , 0.097775 , 0.122596 , 0.116858 , 0.079062 , 0.053761 , 0.103793 , 0.075711 , 0.096622 , 0.075839 , 0.094363 
 594 , 0.068317 , 0.075785 , 0.08146 , 0.065446 , 0.06926 , 0.125226 , 0.14941 , 0.103895 , 0.090224 , 0.090215 , 0.097026 , 0.121785 , 0.116006 , 0.078406 , 0.053185 , 0.103145 , 0.075134 , 0.095938 , 0.075323 , 0.093727 
 595 , 0.06796 , 0.07539 , 0.081057 , 0.065173 , 0.06887 , 0.124661 , 0.148651 , 0.103391 , 0.089722 , 0.089778 , 0.09651 , 0.121185 , 0.115391 , 0.077914 , 0.052765 , 0.102744 , 0.074771 , 0.095374 , 0.07494 , 0.093296 
 596 , 0.067607 , 0.074996 , 0.080654 , 0.064899 , 0.068484 , 0.124099 , 0.147887 , 0.102892 , 0.089215 , 0.089346 , 0.095993 , 0.120579 , 0.114777 , 0.077419 , 0.052342 , 0.102346 , 0.074403 , 0.094807 , 0.074557 , 0.09287 
 597 , 0.067259 , 0.074623 , 0.080276 , 0.064634 , 0.068109 , 0.123555 , 0.147164 , 0.102417 , 0.088736 , 0.088931 , 0.095495 , 0.119996 , 0.114189 , 0.07695 , 0.051929 , 0.101962 , 0.074056 , 0.094278 , 0.0742 , 0.092457 
 598 , 0.066974 , 0.074475 , 0.08015 , 0.064445 , 0.067878 , 0.12328 , 0.146837 , 0.102215 , 0.088586 , 0.088767 , 0.09522 , 0.119643 , 0.113954 , 0.076745 , 0.051659 , 0.101775 , 0.073896 , 0.094108 , 0.074104 , 0.092185 
