DHT_00010.spu,DHT_00009.spu,DHT_00008.spu,DHT_00007.spu,DHT_00006.spu,DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00120.spu,DHT_00119.spu,DHT_00118.spu,DHT_00117.spu,DHT_00116.spu,DHT_00115.spu,DHT_00114.spu,DHT_00113.spu,DHT_00112.spu,DHT_00111.spu,DHT_00110.spu,DHT_00109.spu,DHT_00108.spu,DHT_00107.spu,DHT_00106.spu,DHT_00105.spu,DHT_00104.spu,DHT_00103.spu,DHT_00102.spu,DHT_00101.spu,DHT_00100.spu,DHT_00099.spu,DHT_00098.spu,DHT_00097.spu,DHT_00096.spu,DHT_00095.spu,DHT_00094.spu,DHT_00093.spu,DHT_00092.spu,DHT_00091.spu,DHT_00090.spu,DHT_00089.spu,DHT_00088.spu,DHT_00087.spu,DHT_00086.spu,DHT_00085.spu,DHT_00084.spu,DHT_00083.spu,DHT_00082.spu,DHT_00081.spu,DHT_00080.spu,DHT_00079.spu,DHT_00078.spu,DHT_00077.spu,DHT_00076.spu,DHT_00075.spu,DHT_00074.spu,DHT_00073.spu,DHT_00072.spu,DHT_00071.spu,DHT_00070.spu,DHT_00069.spu,DHT_00068.spu,DHT_00067.spu,DHT_00066.spu,DHT_00065.spu,DHT_00064.spu,DHT_00063.spu,DHT_00062.spu,DHT_00061.spu,DHT_00060.spu,DHT_00059.spu,DHT_00058.spu,DHT_00057.spu,DHT_00056.spu,DHT_00055.spu,DHT_00054.spu,DHT_00053.spu,DHT_00052.spu,DHT_00051.spu,DHT_00050.spu,DHT_00049.spu,DHT_00048.spu,DHT_00047.spu,DHT_00046.spu,DHT_00045.spu,DHT_00044.spu,DHT_00043.spu,DHT_00042.spu,DHT_00041.spu,DHT_00040.spu,DHT_00039.spu,DHT_00038.spu,DHT_00037.spu,DHT_00036.spu,DHT_00035.spu,DHT_00034.spu,DHT_00033.spu,DHT_00032.spu,DHT_00031.spu,DHT_00030.spu,DHT_00029.spu,DHT_00028.spu,DHT_00027.spu,DHT_00026.spu,DHT_00025.spu,DHT_00024.spu,DHT_00023.spu,DHT_00022.spu,DHT_00021.spu,DHT_00020.spu,DHT_00019.spu,DHT_00018.spu,DHT_00017.spu,DHT_00016.spu,DHT_00015.spu,DHT_00014.spu,DHT_00013.spu,DHT_00012.spu,DHT_00011.spu
 780 , 0.233031 , 0.116784 , 0.145094 , 0.141741 , 0.158898 , 0.140079 , 0.139581 , 0.197024 , 0.157339 , 0.170897 , 0.267685 , 0.232714 , 0.247617 , 0.295283 , 0.263999 , 0.194169 , 0.206532 , 0.246225 , 0.235831 , 0.240411 , 0.14727 , 0.186496 , 0.262258 , 0.210511 , 0.163383 , 0.260953 , 0.29181 , 0.29007 , 0.30911 , 0.263912 , 0.261135 , 0.223958 , 0.258818 , 0.290482 , 0.197617 , 0.233956 , 0.269069 , 0.294658 , 0.293938 , 0.193536 , 0.261365 , 0.287144 , 0.297822 , 0.296659 , 0.271157 , 0.288923 , 0.298273 , 0.259593 , 0.276275 , 0.27444 , 0.269504 , 0.3096 , 0.252181 , 0.263034 , 0.282888 , 0.281417 , 0.275073 , 0.306302 , 0.245655 , 0.257639 , 0.261626 , 0.195355 , 0.242349 , 0.228957 , 0.211689 , 0.295631 , 0.234154 , 0.252948 , 0.182098 , 0.232398 , 0.232097 , 0.191392 , 0.203123 , 0.202878 , 0.148788 , 0.265612 , 0.287863 , 0.213699 , 0.367375 , 0.276702 , 0.192729 , 0.127795 , 0.098797 , 0.114688 , 0.113533 , 0.214624 , 0.2255 , 0.240972 , 0.151652 , 0.208897 , 0.29128 , 0.269955 , 0.281108 , 0.33443 , 0.309853 , 0.274163 , 0.272391 , 0.269994 , 0.252719 , 0.230887 , 0.195932 , 0.193188 , 0.179559 , 0.215842 , 0.177288 , 0.364797 , 0.267732 , 0.233664 , 0.33992 , 0.238323 
 781 , 0.233593 , 0.117153 , 0.145553 , 0.142215 , 0.159337 , 0.140502 , 0.140026 , 0.197611 , 0.157735 , 0.171416 , 0.268124 , 0.23326 , 0.248083 , 0.295715 , 0.264547 , 0.194589 , 0.207033 , 0.246679 , 0.236266 , 0.240873 , 0.147584 , 0.186865 , 0.26281 , 0.21084 , 0.163644 , 0.261612 , 0.292519 , 0.290766 , 0.309713 , 0.264658 , 0.2617 , 0.224496 , 0.259431 , 0.291051 , 0.19823 , 0.234513 , 0.269638 , 0.295207 , 0.294541 , 0.194058 , 0.262025 , 0.287792 , 0.298324 , 0.297293 , 0.271788 , 0.289418 , 0.298832 , 0.260137 , 0.276784 , 0.275 , 0.269932 , 0.310133 , 0.25269 , 0.26354 , 0.283374 , 0.281963 , 0.275666 , 0.30681 , 0.246147 , 0.258242 , 0.262136 , 0.195716 , 0.242769 , 0.229477 , 0.212188 , 0.29608 , 0.234561 , 0.253404 , 0.182432 , 0.232887 , 0.232554 , 0.191845 , 0.203583 , 0.203305 , 0.149194 , 0.266133 , 0.288482 , 0.214067 , 0.368099 , 0.277323 , 0.193297 , 0.128201 , 0.099063 , 0.115036 , 0.113862 , 0.215178 , 0.225972 , 0.241413 , 0.151922 , 0.209166 , 0.291845 , 0.270511 , 0.28159 , 0.335059 , 0.310466 , 0.274563 , 0.27285 , 0.270431 , 0.253127 , 0.231214 , 0.196271 , 0.193622 , 0.179981 , 0.21624 , 0.177689 , 0.365299 , 0.268187 , 0.234037 , 0.340421 , 0.238597 
 782 , 0.234067 , 0.117489 , 0.145946 , 0.142641 , 0.159735 , 0.140898 , 0.140423 , 0.198129 , 0.158102 , 0.171883 , 0.268515 , 0.233758 , 0.248505 , 0.2961 , 0.265036 , 0.194975 , 0.20748 , 0.247095 , 0.236658 , 0.241302 , 0.14788 , 0.187225 , 0.2633 , 0.211109 , 0.163871 , 0.262231 , 0.293168 , 0.291409 , 0.310269 , 0.265353 , 0.262207 , 0.224977 , 0.259932 , 0.291567 , 0.198803 , 0.235018 , 0.270155 , 0.295696 , 0.295078 , 0.194555 , 0.262595 , 0.28835 , 0.298763 , 0.297796 , 0.272334 , 0.289863 , 0.299341 , 0.260638 , 0.277255 , 0.275528 , 0.270306 , 0.31061 , 0.253181 , 0.264006 , 0.283841 , 0.282486 , 0.276233 , 0.307281 , 0.246595 , 0.258815 , 0.262611 , 0.196045 , 0.243188 , 0.22997 , 0.212671 , 0.296488 , 0.23497 , 0.253838 , 0.182755 , 0.233361 , 0.233021 , 0.192273 , 0.204033 , 0.203732 , 0.149591 , 0.266613 , 0.289079 , 0.21439 , 0.3688 , 0.277889 , 0.193858 , 0.128583 , 0.099334 , 0.115365 , 0.114177 , 0.215666 , 0.226372 , 0.241817 , 0.152175 , 0.209421 , 0.292399 , 0.271058 , 0.282066 , 0.335675 , 0.311061 , 0.274949 , 0.273309 , 0.27086 , 0.253529 , 0.231523 , 0.196592 , 0.194048 , 0.180394 , 0.216641 , 0.178072 , 0.365788 , 0.268657 , 0.234423 , 0.340937 , 0.238877 
 783 , 0.234552 , 0.117838 , 0.146344 , 0.143082 , 0.160129 , 0.141308 , 0.140825 , 0.198667 , 0.158482 , 0.172355 , 0.268909 , 0.234267 , 0.248932 , 0.296481 , 0.265536 , 0.195365 , 0.207931 , 0.247522 , 0.237047 , 0.241726 , 0.148173 , 0.187582 , 0.263794 , 0.211384 , 0.164096 , 0.262852 , 0.293836 , 0.29207 , 0.310828 , 0.266067 , 0.262733 , 0.225462 , 0.260437 , 0.292102 , 0.19938 , 0.235526 , 0.270691 , 0.296195 , 0.295625 , 0.195072 , 0.263169 , 0.288919 , 0.29922 , 0.298302 , 0.272892 , 0.29032 , 0.299862 , 0.26115 , 0.27773 , 0.27606 , 0.270691 , 0.31109 , 0.253683 , 0.264483 , 0.284318 , 0.28302 , 0.276804 , 0.307772 , 0.247055 , 0.259392 , 0.263097 , 0.196387 , 0.243619 , 0.230475 , 0.213165 , 0.296908 , 0.235384 , 0.254285 , 0.183084 , 0.233848 , 0.233507 , 0.192705 , 0.204495 , 0.20417 , 0.149994 , 0.267096 , 0.289679 , 0.214725 , 0.36951 , 0.278475 , 0.194423 , 0.128971 , 0.099603 , 0.115708 , 0.114505 , 0.216158 , 0.226777 , 0.242233 , 0.152425 , 0.209689 , 0.292965 , 0.271625 , 0.282552 , 0.336309 , 0.311668 , 0.275347 , 0.273787 , 0.271301 , 0.253936 , 0.231836 , 0.196925 , 0.194486 , 0.18082 , 0.217053 , 0.178468 , 0.366279 , 0.269139 , 0.234814 , 0.341464 , 0.239169 
 784 , 0.235053 , 0.118176 , 0.146756 , 0.143492 , 0.160523 , 0.141742 , 0.141227 , 0.19921 , 0.158851 , 0.17284 , 0.269304 , 0.234776 , 0.249382 , 0.296886 , 0.266048 , 0.195748 , 0.208382 , 0.247949 , 0.237453 , 0.242166 , 0.14849 , 0.187946 , 0.264298 , 0.21167 , 0.164325 , 0.263482 , 0.294509 , 0.292711 , 0.311389 , 0.266761 , 0.26326 , 0.225975 , 0.260947 , 0.292616 , 0.199962 , 0.236035 , 0.271237 , 0.296688 , 0.296181 , 0.19559 , 0.263736 , 0.289479 , 0.29969 , 0.298826 , 0.273463 , 0.290778 , 0.300371 , 0.261668 , 0.278208 , 0.2766 , 0.271094 , 0.311595 , 0.254175 , 0.264947 , 0.28479 , 0.283554 , 0.277384 , 0.308253 , 0.247537 , 0.259981 , 0.263593 , 0.19673 , 0.244067 , 0.231005 , 0.213666 , 0.297345 , 0.235805 , 0.254721 , 0.183431 , 0.234308 , 0.233968 , 0.193142 , 0.204952 , 0.204588 , 0.150431 , 0.267593 , 0.290271 , 0.215076 , 0.370204 , 0.279063 , 0.194988 , 0.129369 , 0.099878 , 0.116053 , 0.114841 , 0.216676 , 0.227179 , 0.242665 , 0.152665 , 0.209959 , 0.293535 , 0.272187 , 0.283024 , 0.336927 , 0.312284 , 0.275752 , 0.274247 , 0.27176 , 0.254357 , 0.232138 , 0.197269 , 0.194924 , 0.181244 , 0.217452 , 0.178836 , 0.366814 , 0.269613 , 0.235196 , 0.341989 , 0.239425 
 785 , 0.235539 , 0.118482 , 0.14715 , 0.143865 , 0.160887 , 0.142178 , 0.1416 , 0.199753 , 0.1592 , 0.173309 , 0.26967 , 0.235269 , 0.249861 , 0.297277 , 0.266558 , 0.196134 , 0.208834 , 0.248349 , 0.23785 , 0.242601 , 0.148829 , 0.188312 , 0.264777 , 0.211945 , 0.164552 , 0.264104 , 0.295171 , 0.293335 , 0.311908 , 0.267429 , 0.263771 , 0.226521 , 0.261452 , 0.293097 , 0.200513 , 0.236536 , 0.271776 , 0.297127 , 0.296739 , 0.196111 , 0.264262 , 0.290025 , 0.300167 , 0.299352 , 0.273945 , 0.291205 , 0.30084 , 0.262172 , 0.278664 , 0.277128 , 0.271507 , 0.312122 , 0.254643 , 0.265371 , 0.285235 , 0.284087 , 0.277959 , 0.308694 , 0.248032 , 0.260541 , 0.264088 , 0.197092 , 0.244501 , 0.231532 , 0.21417 , 0.297784 , 0.236211 , 0.255158 , 0.18376 , 0.234731 , 0.234383 , 0.193553 , 0.205382 , 0.204954 , 0.150871 , 0.268055 , 0.290809 , 0.215437 , 0.370821 , 0.279661 , 0.195525 , 0.129772 , 0.100161 , 0.1164 , 0.115196 , 0.21717 , 0.227518 , 0.2431 , 0.152874 , 0.210211 , 0.294079 , 0.27271 , 0.283462 , 0.337521 , 0.312898 , 0.276178 , 0.274697 , 0.272211 , 0.254762 , 0.232419 , 0.197607 , 0.195366 , 0.181654 , 0.217836 , 0.179176 , 0.367361 , 0.270058 , 0.235562 , 0.342493 , 0.23964 
 786 , 0.236017 , 0.118795 , 0.147549 , 0.144228 , 0.161246 , 0.142622 , 0.141966 , 0.200296 , 0.159554 , 0.17378 , 0.270038 , 0.235772 , 0.250347 , 0.297669 , 0.267072 , 0.196516 , 0.209296 , 0.248749 , 0.238255 , 0.243039 , 0.14917 , 0.188679 , 0.265253 , 0.212222 , 0.164781 , 0.264723 , 0.295842 , 0.293968 , 0.312433 , 0.268116 , 0.264289 , 0.227065 , 0.261971 , 0.29358 , 0.201071 , 0.237045 , 0.272331 , 0.297574 , 0.297297 , 0.196635 , 0.264795 , 0.290575 , 0.300642 , 0.299875 , 0.274419 , 0.291627 , 0.301322 , 0.262675 , 0.27914 , 0.277669 , 0.271928 , 0.312662 , 0.255115 , 0.265791 , 0.28568 , 0.284612 , 0.278531 , 0.309135 , 0.248536 , 0.261117 , 0.264589 , 0.197457 , 0.244937 , 0.232079 , 0.214673 , 0.29823 , 0.236626 , 0.255605 , 0.184093 , 0.235155 , 0.234799 , 0.19397 , 0.205808 , 0.205326 , 0.151321 , 0.268527 , 0.29135 , 0.215812 , 0.371435 , 0.280271 , 0.196065 , 0.130183 , 0.100441 , 0.116755 , 0.115553 , 0.217655 , 0.227864 , 0.24353 , 0.153085 , 0.210474 , 0.294624 , 0.273241 , 0.283909 , 0.338142 , 0.313532 , 0.276617 , 0.275154 , 0.272663 , 0.255171 , 0.232712 , 0.197963 , 0.195812 , 0.182076 , 0.218216 , 0.179514 , 0.367924 , 0.270504 , 0.235946 , 0.342998 , 0.239853 
 787 , 0.236498 , 0.119098 , 0.147959 , 0.144586 , 0.161615 , 0.143062 , 0.142327 , 0.200853 , 0.159909 , 0.174244 , 0.270398 , 0.236269 , 0.250826 , 0.298066 , 0.267578 , 0.196904 , 0.209755 , 0.249152 , 0.238663 , 0.243481 , 0.149515 , 0.189046 , 0.26573 , 0.212496 , 0.165019 , 0.265351 , 0.29651 , 0.294606 , 0.312962 , 0.268795 , 0.264798 , 0.227613 , 0.262492 , 0.294077 , 0.201628 , 0.237549 , 0.272878 , 0.298018 , 0.297852 , 0.197165 , 0.265335 , 0.291131 , 0.30113 , 0.300388 , 0.274884 , 0.292055 , 0.301809 , 0.263171 , 0.279607 , 0.278194 , 0.272349 , 0.313191 , 0.255589 , 0.266228 , 0.286131 , 0.285144 , 0.27911 , 0.309581 , 0.249033 , 0.261694 , 0.265098 , 0.197828 , 0.245376 , 0.23262 , 0.215181 , 0.298682 , 0.237043 , 0.256047 , 0.184425 , 0.23559 , 0.235235 , 0.194393 , 0.20624 , 0.205703 , 0.151774 , 0.269 , 0.291889 , 0.216192 , 0.372049 , 0.280887 , 0.19662 , 0.130598 , 0.100711 , 0.1171 , 0.115907 , 0.218127 , 0.228197 , 0.243962 , 0.153298 , 0.210718 , 0.295175 , 0.273763 , 0.284346 , 0.33875 , 0.314154 , 0.27704 , 0.275627 , 0.273115 , 0.255581 , 0.233015 , 0.198318 , 0.196257 , 0.182498 , 0.218609 , 0.179868 , 0.368471 , 0.270967 , 0.236341 , 0.343497 , 0.240068 
 788 , 0.23694 , 0.119377 , 0.148359 , 0.144928 , 0.161975 , 0.143437 , 0.142672 , 0.201354 , 0.160263 , 0.174636 , 0.270702 , 0.236711 , 0.25121 , 0.298391 , 0.268028 , 0.197252 , 0.210174 , 0.249545 , 0.239046 , 0.243897 , 0.149819 , 0.189388 , 0.266167 , 0.212753 , 0.165241 , 0.265914 , 0.29709 , 0.295173 , 0.313474 , 0.269377 , 0.265251 , 0.228065 , 0.262948 , 0.294573 , 0.202135 , 0.237997 , 0.273337 , 0.298446 , 0.298328 , 0.197623 , 0.265875 , 0.291607 , 0.301554 , 0.300837 , 0.275309 , 0.292459 , 0.30228 , 0.263595 , 0.280035 , 0.278646 , 0.272746 , 0.313632 , 0.256038 , 0.266664 , 0.286558 , 0.285635 , 0.27964 , 0.310003 , 0.249443 , 0.262238 , 0.265599 , 0.198183 , 0.245798 , 0.233106 , 0.215672 , 0.299085 , 0.237452 , 0.256448 , 0.184694 , 0.23604 , 0.235709 , 0.194807 , 0.206632 , 0.206111 , 0.15217 , 0.269432 , 0.292388 , 0.216532 , 0.372598 , 0.281439 , 0.197142 , 0.131005 , 0.100926 , 0.117381 , 0.116222 , 0.218536 , 0.228483 , 0.244355 , 0.153526 , 0.210939 , 0.295677 , 0.274252 , 0.284776 , 0.339285 , 0.314728 , 0.2774 , 0.276075 , 0.273519 , 0.255935 , 0.23335 , 0.198664 , 0.196653 , 0.182895 , 0.218977 , 0.180253 , 0.368922 , 0.27142 , 0.236742 , 0.343947 , 0.24034 
 789 , 0.237422 , 0.119669 , 0.148806 , 0.145291 , 0.16233 , 0.143817 , 0.143052 , 0.201862 , 0.160604 , 0.175019 , 0.271004 , 0.237138 , 0.251569 , 0.298714 , 0.268466 , 0.197622 , 0.21061 , 0.249969 , 0.23944 , 0.244342 , 0.15013 , 0.189749 , 0.266638 , 0.213038 , 0.165474 , 0.26648 , 0.297666 , 0.29572 , 0.313965 , 0.269948 , 0.265692 , 0.228508 , 0.263383 , 0.295105 , 0.202634 , 0.238439 , 0.273786 , 0.298904 , 0.298833 , 0.198087 , 0.266409 , 0.292055 , 0.301962 , 0.301323 , 0.275796 , 0.29289 , 0.302765 , 0.264037 , 0.280462 , 0.279106 , 0.273132 , 0.314091 , 0.256495 , 0.267127 , 0.286987 , 0.286136 , 0.280178 , 0.310434 , 0.249859 , 0.262792 , 0.26611 , 0.198536 , 0.246233 , 0.2336 , 0.216174 , 0.299487 , 0.237863 , 0.256834 , 0.18498 , 0.236508 , 0.236177 , 0.195242 , 0.20704 , 0.206543 , 0.152573 , 0.269869 , 0.292914 , 0.216876 , 0.373168 , 0.281983 , 0.197677 , 0.131412 , 0.10114 , 0.117675 , 0.11654 , 0.219004 , 0.228792 , 0.244767 , 0.153771 , 0.21117 , 0.296216 , 0.274771 , 0.285222 , 0.339815 , 0.315312 , 0.277758 , 0.276537 , 0.273944 , 0.256321 , 0.233686 , 0.199017 , 0.197062 , 0.18331 , 0.219358 , 0.180638 , 0.369409 , 0.271895 , 0.237154 , 0.344418 , 0.240638 
 790 , 0.237921 , 0.119972 , 0.149262 , 0.145672 , 0.162695 , 0.1442 , 0.143444 , 0.202378 , 0.160955 , 0.175419 , 0.271305 , 0.237574 , 0.251944 , 0.299036 , 0.268927 , 0.198001 , 0.211055 , 0.2504 , 0.239842 , 0.244786 , 0.150443 , 0.190119 , 0.267124 , 0.213331 , 0.165703 , 0.267061 , 0.298249 , 0.296281 , 0.314469 , 0.270526 , 0.266148 , 0.22896 , 0.263825 , 0.295643 , 0.20315 , 0.238897 , 0.274242 , 0.299375 , 0.299343 , 0.198552 , 0.266943 , 0.292517 , 0.302367 , 0.301816 , 0.276297 , 0.293328 , 0.303265 , 0.264479 , 0.280895 , 0.279573 , 0.273541 , 0.314563 , 0.256967 , 0.267604 , 0.287431 , 0.286643 , 0.280722 , 0.310879 , 0.250282 , 0.263353 , 0.266644 , 0.198898 , 0.246668 , 0.23411 , 0.216685 , 0.299895 , 0.238291 , 0.257235 , 0.185269 , 0.236984 , 0.236661 , 0.195694 , 0.207457 , 0.206985 , 0.152979 , 0.270313 , 0.293454 , 0.217228 , 0.37375 , 0.282541 , 0.198221 , 0.131822 , 0.101366 , 0.117972 , 0.116862 , 0.21948 , 0.229102 , 0.245196 , 0.154018 , 0.21141 , 0.296761 , 0.275305 , 0.285675 , 0.340366 , 0.31591 , 0.278124 , 0.276998 , 0.274368 , 0.256707 , 0.234039 , 0.199379 , 0.197481 , 0.183726 , 0.21974 , 0.181041 , 0.3699 , 0.272368 , 0.237574 , 0.344909 , 0.240944 
 791 , 0.238416 , 0.120296 , 0.149695 , 0.146081 , 0.16305 , 0.144611 , 0.143842 , 0.202929 , 0.161314 , 0.175848 , 0.27164 , 0.238008 , 0.252306 , 0.299381 , 0.26937 , 0.198372 , 0.211508 , 0.250829 , 0.240239 , 0.245212 , 0.150724 , 0.1905 , 0.267602 , 0.213614 , 0.165926 , 0.267657 , 0.298863 , 0.296851 , 0.314992 , 0.271122 , 0.266628 , 0.229397 , 0.264295 , 0.296105 , 0.203675 , 0.239343 , 0.27472 , 0.299805 , 0.299837 , 0.199072 , 0.267437 , 0.292963 , 0.302736 , 0.302335 , 0.276802 , 0.293764 , 0.303749 , 0.26497 , 0.281359 , 0.280102 , 0.273919 , 0.31507 , 0.257452 , 0.26805 , 0.287911 , 0.287149 , 0.281264 , 0.311338 , 0.250703 , 0.263918 , 0.267123 , 0.199237 , 0.247152 , 0.234606 , 0.217196 , 0.300292 , 0.238699 , 0.257648 , 0.185582 , 0.237473 , 0.237151 , 0.19618 , 0.207871 , 0.207407 , 0.153403 , 0.270768 , 0.293984 , 0.21762 , 0.374417 , 0.283103 , 0.198749 , 0.132206 , 0.101614 , 0.118301 , 0.117177 , 0.219977 , 0.22946 , 0.245605 , 0.154235 , 0.211712 , 0.297307 , 0.275844 , 0.286159 , 0.340988 , 0.316492 , 0.278538 , 0.277446 , 0.274822 , 0.257122 , 0.234339 , 0.199731 , 0.197925 , 0.184145 , 0.220166 , 0.181411 , 0.370481 , 0.272882 , 0.237992 , 0.345404 , 0.241291 
 792 , 0.238947 , 0.120651 , 0.150142 , 0.146524 , 0.16346 , 0.145073 , 0.144256 , 0.203561 , 0.161733 , 0.176361 , 0.27208 , 0.238539 , 0.252774 , 0.299829 , 0.269914 , 0.198751 , 0.211958 , 0.251244 , 0.240642 , 0.245633 , 0.150998 , 0.190887 , 0.26807 , 0.213873 , 0.166144 , 0.268352 , 0.299554 , 0.297506 , 0.315642 , 0.271821 , 0.267214 , 0.229914 , 0.264868 , 0.296565 , 0.204299 , 0.239873 , 0.275297 , 0.300222 , 0.300324 , 0.199669 , 0.268007 , 0.29352 , 0.303212 , 0.302921 , 0.277346 , 0.294249 , 0.304271 , 0.265495 , 0.281858 , 0.280665 , 0.274332 , 0.315587 , 0.257977 , 0.268501 , 0.28845 , 0.287689 , 0.28185 , 0.311844 , 0.25115 , 0.264546 , 0.267614 , 0.199575 , 0.247618 , 0.23507 , 0.217656 , 0.300645 , 0.239119 , 0.258095 , 0.185904 , 0.237997 , 0.237675 , 0.196671 , 0.208309 , 0.207815 , 0.153854 , 0.271287 , 0.29454 , 0.218064 , 0.375136 , 0.28371 , 0.1993 , 0.13261 , 0.101887 , 0.118642 , 0.117527 , 0.220512 , 0.229875 , 0.246049 , 0.154466 , 0.212045 , 0.297891 , 0.276419 , 0.286676 , 0.341704 , 0.317125 , 0.278954 , 0.277879 , 0.275321 , 0.257546 , 0.23463 , 0.20014 , 0.19839 , 0.184554 , 0.220622 , 0.181768 , 0.37111 , 0.273453 , 0.238421 , 0.34595 , 0.241646 
 793 , 0.239493 , 0.121009 , 0.1506 , 0.146979 , 0.163887 , 0.145544 , 0.144674 , 0.20421 , 0.162163 , 0.176876 , 0.272534 , 0.239086 , 0.253258 , 0.300299 , 0.270465 , 0.199131 , 0.21241 , 0.251667 , 0.241053 , 0.246054 , 0.151275 , 0.191284 , 0.268544 , 0.214134 , 0.166357 , 0.269061 , 0.300252 , 0.298175 , 0.316298 , 0.272534 , 0.267815 , 0.230447 , 0.265448 , 0.297023 , 0.204939 , 0.24041 , 0.275889 , 0.300644 , 0.300824 , 0.200275 , 0.268583 , 0.294099 , 0.303701 , 0.303521 , 0.277904 , 0.294749 , 0.304799 , 0.266028 , 0.28238 , 0.281251 , 0.274752 , 0.316118 , 0.25851 , 0.268967 , 0.288996 , 0.288235 , 0.282442 , 0.312355 , 0.251604 , 0.265181 , 0.268113 , 0.199923 , 0.248092 , 0.23555 , 0.218132 , 0.301013 , 0.239548 , 0.258549 , 0.186236 , 0.238537 , 0.238208 , 0.197179 , 0.208749 , 0.208224 , 0.154308 , 0.271813 , 0.29511 , 0.218516 , 0.375874 , 0.284332 , 0.19986 , 0.133033 , 0.102156 , 0.118994 , 0.117881 , 0.221056 , 0.230298 , 0.246509 , 0.154708 , 0.212379 , 0.298481 , 0.27701 , 0.287208 , 0.342433 , 0.31778 , 0.279385 , 0.278327 , 0.275834 , 0.257977 , 0.234931 , 0.20055 , 0.198856 , 0.184974 , 0.221095 , 0.182136 , 0.371751 , 0.274047 , 0.238866 , 0.346509 , 0.242009 
 794 , 0.240014 , 0.121353 , 0.151036 , 0.147421 , 0.164301 , 0.145988 , 0.145088 , 0.204799 , 0.162563 , 0.177369 , 0.27296 , 0.239607 , 0.253709 , 0.300749 , 0.271004 , 0.199508 , 0.212851 , 0.252042 , 0.241431 , 0.246455 , 0.151537 , 0.191644 , 0.269001 , 0.214377 , 0.16657 , 0.269736 , 0.300945 , 0.298824 , 0.316917 , 0.27325 , 0.268382 , 0.230983 , 0.265996 , 0.29747 , 0.205589 , 0.240945 , 0.276443 , 0.301055 , 0.301313 , 0.200823 , 0.269149 , 0.294661 , 0.304193 , 0.304107 , 0.278446 , 0.295248 , 0.305335 , 0.266543 , 0.28286 , 0.281811 , 0.275175 , 0.316628 , 0.259054 , 0.269439 , 0.289527 , 0.288776 , 0.283024 , 0.312848 , 0.252066 , 0.265808 , 0.268601 , 0.20026 , 0.248497 , 0.236039 , 0.21858 , 0.301376 , 0.239967 , 0.258999 , 0.186541 , 0.239005 , 0.238676 , 0.197638 , 0.209173 , 0.208633 , 0.154745 , 0.272334 , 0.295655 , 0.218916 , 0.376557 , 0.284918 , 0.200408 , 0.133428 , 0.102423 , 0.119326 , 0.118223 , 0.221616 , 0.230709 , 0.246948 , 0.154957 , 0.212687 , 0.299059 , 0.277593 , 0.28772 , 0.343126 , 0.318428 , 0.279769 , 0.278759 , 0.276325 , 0.258412 , 0.235209 , 0.20094 , 0.199305 , 0.185375 , 0.221546 , 0.182456 , 0.372394 , 0.274557 , 0.239247 , 0.347062 , 0.242331 
 795 , 0.240513 , 0.12166 , 0.151441 , 0.147837 , 0.164702 , 0.146406 , 0.145491 , 0.205313 , 0.162935 , 0.177822 , 0.273328 , 0.24009 , 0.254125 , 0.301131 , 0.27149 , 0.199902 , 0.213295 , 0.252413 , 0.241795 , 0.246869 , 0.151809 , 0.191982 , 0.269458 , 0.214625 , 0.166782 , 0.270349 , 0.301608 , 0.299466 , 0.317465 , 0.27393 , 0.268879 , 0.231482 , 0.266471 , 0.297918 , 0.206227 , 0.241451 , 0.276956 , 0.301483 , 0.301819 , 0.201302 , 0.269723 , 0.295181 , 0.30465 , 0.304665 , 0.278934 , 0.295705 , 0.30583 , 0.267026 , 0.283289 , 0.282343 , 0.275517 , 0.31705 , 0.259528 , 0.269848 , 0.28995 , 0.28927 , 0.283547 , 0.313289 , 0.252514 , 0.2664 , 0.269051 , 0.200567 , 0.248847 , 0.236556 , 0.219027 , 0.301757 , 0.240309 , 0.259387 , 0.186829 , 0.239394 , 0.239011 , 0.19801 , 0.209527 , 0.209003 , 0.155116 , 0.272827 , 0.296166 , 0.219222 , 0.377153 , 0.285455 , 0.200942 , 0.13381 , 0.102676 , 0.119642 , 0.118548 , 0.222146 , 0.231075 , 0.247362 , 0.155187 , 0.212967 , 0.299607 , 0.278144 , 0.288176 , 0.343743 , 0.319005 , 0.280146 , 0.279192 , 0.276729 , 0.258855 , 0.235477 , 0.201255 , 0.199691 , 0.185797 , 0.221927 , 0.182763 , 0.372954 , 0.274923 , 0.239535 , 0.347504 , 0.242577 
