DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00011.spu,DHT_00012.spu,DHT_00013.spu,DHT_00014.spu,DHT_00015.spu,DHT_00016.spu,DHT_00017.spu,DHT_00018.spu,DHT_00019.spu,DHT_00020.spu,DHT_00021.spu,DHT_00022.spu,DHT_00023.spu,DHT_00024.spu,DHT_00025.spu,DHT_00026.spu,DHT_00027.spu,DHT_00028.spu,DHT_00029.spu,DHT_00030.spu,DHT_00031.spu,DHT_00032.spu,DHT_00033.spu,DHT_00034.spu,DHT_00035.spu,DHT_00036.spu,DHT_00037.spu,DHT_00038.spu,DHT_00039.spu,DHT_00040.spu,DHT_00041.spu,DHT_00042.spu,DHT_00043.spu,DHT_00044.spu,DHT_00045.spu,DHT_00046.spu,DHT_00047.spu,DHT_00048.spu,DHT_00049.spu,DHT_00050.spu,DHT_00051.spu,DHT_00052.spu,DHT_00053.spu,DHT_00054.spu,DHT_00055.spu,DHT_00056.spu,DHT_00057.spu,DHT_00058.spu,DHT_00059.spu,DHT_00060.spu,DHT_00061.spu,DHT_00062.spu,DHT_00063.spu,DHT_00064.spu,DHT_00065.spu,DHT_00066.spu,DHT_00067.spu,DHT_00068.spu,DHT_00069.spu,DHT_00070.spu,DHT_00071.spu,DHT_00072.spu,DHT_00073.spu,DHT_00074.spu,DHT_00075.spu,DHT_00076.spu,DHT_00077.spu,DHT_00078.spu,DHT_00079.spu,DHT_00080.spu,DHT_00081.spu,DHT_00082.spu,DHT_00083.spu,DHT_00084.spu,DHT_00085.spu,DHT_00086.spu,DHT_00087.spu,DHT_00088.spu,DHT_00089.spu,DHT_00090.spu,DHT_00091.spu,DHT_00092.spu,DHT_00093.spu,DHT_00094.spu,DHT_00095.spu,DHT_00096.spu,DHT_00097.spu,DHT_00098.spu,DHT_00099.spu,DHT_00100.spu,DHT_00101.spu,DHT_00102.spu,DHT_00103.spu,DHT_00104.spu,DHT_00105.spu,DHT_00106.spu,DHT_00107.spu,DHT_00108.spu,DHT_00109.spu,DHT_00110.spu,DHT_00111.spu,DHT_00112.spu,DHT_00113.spu,DHT_00114.spu,DHT_00115.spu,DHT_00116.spu,DHT_00117.spu,DHT_00118.spu,DHT_00119.spu,DHT_00120.spu,DHT_00121.spu,DHT_00122.spu,DHT_00123.spu,DHT_00124.spu,DHT_00125.spu,DHT_00126.spu,DHT_00127.spu,DHT_00128.spu,DHT_00129.spu,DHT_00130.spu,DHT_00131.spu,DHT_00132.spu,DHT_00133.spu,DHT_00134.spu,DHT_00135.spu,DHT_00136.spu,DHT_00137.spu,DHT_00138.spu,DHT_00139.spu,DHT_00140.spu,DHT_00141.spu,DHT_00142.spu,DHT_00143.spu,DHT_00144.spu,DHT_00145.spu,DHT_00146.spu,DHT_00147.spu,DHT_00148.spu,DHT_00149.spu,DHT_00150.spu,DHT_00151.spu,DHT_00152.spu,DHT_00153.spu,DHT_00154.spu,DHT_00155.spu,DHT_00156.spu,DHT_00157.spu,DHT_00158.spu,DHT_00159.spu,DHT_00160.spu,DHT_00161.spu,DHT_00162.spu,DHT_00163.spu,DHT_00164.spu,DHT_00165.spu,DHT_00166.spu,DHT_00167.spu,DHT_00168.spu,DHT_00169.spu,DHT_00170.spu,DHT_00171.spu
 629 , 0.056024 , 0.05722 , 0.051274 , 0.084728 , 0.059485 , 0.098384 , 0.111973 , 0.078443 , 0.077951 , 0.10735 , 0.095373 , 0.091539 , 0.096968 , 0.087654 , 0.071555 , 0.077671 , 0.069528 , 0.05812 , 0.066305 , 0.069197 , 0.081004 , 0.04135 , 0.047076 , 0.052606 , 0.055872 , 0.111023 , 0.059112 , 0.06527 , 0.071436 , 0.126222 , 0.086433 , 0.096009 , 0.070775 , 0.151694 , 0.095263 , 0.085339 , 0.074261 , 0.080444 , 0.081488 , 0.067221 , 0.064006 , 0.089571 , 0.11059 , 0.086501 , 0.086484 , 0.082692 , 0.08673 , 0.097103 , 0.089291 , 0.110641 , 0.09958 , 0.073277 , 0.122762 , 0.100852 , 0.099818 , 0.128173 , 0.086111 , 0.113559 , 0.07656 , 0.070622 , 0.064244 , 0.077323 , 0.063887 , 0.065151 , 0.0817 , 0.103244 , 0.069078 , 0.077705 , 0.105306 , 0.083371 , 0.08181 , 0.086925 , 0.064702 , 0.117223 , 0.119717 , 0.079147 , 0.083668 , 0.11461 , 0.096382 , 0.093134 , 0.09947 , 0.052742 , 0.070351 , 0.059468 , 0.064006 , 0.064354 , 0.051622 , 0.046881 , 0.051741 , 0.083905 , 0.094881 , 0.079461 , 0.097468 , 0.071445 , 0.10036 , 0.083846 , 0.096705 , 0.086161 , 0.10059 , 0.106018 , 0.047076 , 0.075678 , 0.112049 , 0.088833 , 0.070071 , 0.067094 , 0.049561 , 0.037686 , 0.05499 , 0.078078 , 0.0684 , 0.060825 , 0.054532 , 0.051902 , 0.107706 , 0.060851 , 0.105619 , 0.138895 , 0.093032 , 0.061461 , 0.123712 , 0.099224 , 0.072132 , 0.107952 , 0.084974 , 0.10573 , 0.086077 , 0.11238 , 0.076025 , 0.167946 , 0.095967 , 0.12635 , 0.128021 , 0.103609 , 0.08751 , 0.125154 , 0.050163 , 0.06136 , 0.065932 , 0.086908 , 0.062454 , 0.081479 , 0.027465 , 0.031596 , 0.030917 , 0.057712 , 0.086619 , 0.045541 , 0.067323 , 0.117231 , 0.068934 , 0.103804 , 0.114178 , 0.118275 , 0.092421 , 0.088358 , 0.12009 , 0.128877 , 0.117656 , 0.116748 , 0.126681 
 630 , 0.055974 , 0.057189 , 0.051231 , 0.084883 , 0.059442 , 0.09856 , 0.112169 , 0.078593 , 0.078134 , 0.107562 , 0.095508 , 0.091709 , 0.097234 , 0.087816 , 0.071691 , 0.077879 , 0.069608 , 0.058184 , 0.066395 , 0.069268 , 0.081135 , 0.041269 , 0.046989 , 0.052582 , 0.055838 , 0.111327 , 0.059204 , 0.065375 , 0.071546 , 0.126449 , 0.086643 , 0.096189 , 0.070713 , 0.152018 , 0.095381 , 0.085538 , 0.074394 , 0.080616 , 0.081619 , 0.067339 , 0.064109 , 0.089745 , 0.110707 , 0.0866 , 0.086592 , 0.082792 , 0.086804 , 0.097285 , 0.089465 , 0.110826 , 0.099682 , 0.073382 , 0.122973 , 0.100966 , 0.10009 , 0.128421 , 0.08643 , 0.113928 , 0.07674 , 0.07079 , 0.06433 , 0.07748 , 0.064007 , 0.065341 , 0.081891 , 0.103558 , 0.069217 , 0.077922 , 0.105675 , 0.083591 , 0.08207 , 0.087246 , 0.06484 , 0.117592 , 0.120142 , 0.07935 , 0.083999 , 0.114974 , 0.096733 , 0.093443 , 0.09975 , 0.05282 , 0.070501 , 0.059672 , 0.064168 , 0.064508 , 0.051732 , 0.04693 , 0.05186 , 0.084161 , 0.095202 , 0.079732 , 0.097821 , 0.071648 , 0.100753 , 0.08411 , 0.097005 , 0.086464 , 0.101068 , 0.106499 , 0.047057 , 0.075983 , 0.112492 , 0.08921 , 0.07039 , 0.067398 , 0.049743 , 0.037749 , 0.055166 , 0.078364 , 0.068639 , 0.061066 , 0.05469 , 0.051953 , 0.10808 , 0.061083 , 0.105955 , 0.13931 , 0.093298 , 0.061584 , 0.124137 , 0.099572 , 0.072252 , 0.10831 , 0.085232 , 0.106083 , 0.086328 , 0.112789 , 0.076213 , 0.168381 , 0.096112 , 0.126772 , 0.128464 , 0.103873 , 0.087748 , 0.125531 , 0.050262 , 0.061525 , 0.066132 , 0.087255 , 0.062621 , 0.081781 , 0.027439 , 0.03157 , 0.030915 , 0.057895 , 0.086898 , 0.045604 , 0.067466 , 0.117626 , 0.069124 , 0.104051 , 0.114574 , 0.118595 , 0.092601 , 0.088504 , 0.120253 , 0.129178 , 0.117813 , 0.116989 , 0.126891 
 631 , 0.055904 , 0.057137 , 0.051147 , 0.085047 , 0.059392 , 0.098738 , 0.112394 , 0.078776 , 0.078333 , 0.107808 , 0.095683 , 0.091905 , 0.097529 , 0.088025 , 0.071832 , 0.078103 , 0.069646 , 0.058235 , 0.066463 , 0.069339 , 0.081243 , 0.041158 , 0.046918 , 0.052551 , 0.05581 , 0.11162 , 0.05929 , 0.065485 , 0.071662 , 0.126715 , 0.086842 , 0.096321 , 0.070624 , 0.15231 , 0.09547 , 0.085727 , 0.074513 , 0.080758 , 0.081745 , 0.067476 , 0.064217 , 0.089863 , 0.110837 , 0.086706 , 0.086689 , 0.082868 , 0.086902 , 0.097444 , 0.089591 , 0.111007 , 0.099784 , 0.073466 , 0.123209 , 0.10112 , 0.100303 , 0.128647 , 0.086706 , 0.114275 , 0.076904 , 0.07093 , 0.064379 , 0.077652 , 0.06414 , 0.065536 , 0.082086 , 0.103834 , 0.069339 , 0.07812 , 0.105996 , 0.083813 , 0.082324 , 0.087557 , 0.064957 , 0.117968 , 0.120555 , 0.079524 , 0.084358 , 0.115373 , 0.097053 , 0.093751 , 0.100031 , 0.052892 , 0.070624 , 0.059843 , 0.06431 , 0.064659 , 0.051819 , 0.046978 , 0.051981 , 0.084417 , 0.095521 , 0.079984 , 0.09815 , 0.071807 , 0.10112 , 0.0844 , 0.097334 , 0.08674 , 0.101512 , 0.106991 , 0.047037 , 0.0763 , 0.112948 , 0.089591 , 0.070718 , 0.067731 , 0.049888 , 0.037788 , 0.055325 , 0.078682 , 0.068897 , 0.061315 , 0.054823 , 0.052007 , 0.10848 , 0.061349 , 0.106336 , 0.13981 , 0.093581 , 0.061758 , 0.124571 , 0.099886 , 0.072394 , 0.108693 , 0.085489 , 0.106464 , 0.086595 , 0.113228 , 0.076368 , 0.168817 , 0.096287 , 0.127243 , 0.128902 , 0.104141 , 0.087999 , 0.125898 , 0.050415 , 0.061732 , 0.066336 , 0.087625 , 0.062796 , 0.082094 , 0.027424 , 0.031543 , 0.030913 , 0.058082 , 0.087182 , 0.045659 , 0.067603 , 0.117959 , 0.06928 , 0.104285 , 0.114939 , 0.118912 , 0.092807 , 0.088663 , 0.120452 , 0.129514 , 0.117985 , 0.117236 , 0.127149 
 632 , 0.055832 , 0.057069 , 0.051023 , 0.085198 , 0.059337 , 0.098909 , 0.112628 , 0.078974 , 0.07853 , 0.108032 , 0.095839 , 0.092062 , 0.097775 , 0.088208 , 0.071922 , 0.078274 , 0.069654 , 0.05828 , 0.066516 , 0.06939 , 0.081344 , 0.04103 , 0.046854 , 0.052498 , 0.055781 , 0.111895 , 0.059371 , 0.065578 , 0.071777 , 0.12697 , 0.087031 , 0.096428 , 0.070515 , 0.152567 , 0.095532 , 0.085897 , 0.074625 , 0.080875 , 0.08183 , 0.067616 , 0.064316 , 0.089964 , 0.110983 , 0.086793 , 0.086784 , 0.08293 , 0.086997 , 0.097587 , 0.089692 , 0.111187 , 0.099889 , 0.073542 , 0.12344 , 0.101288 , 0.100495 , 0.128854 , 0.086955 , 0.114598 , 0.077072 , 0.071061 , 0.064419 , 0.077814 , 0.064265 , 0.065732 , 0.082282 , 0.104085 , 0.069432 , 0.0783 , 0.106284 , 0.084021 , 0.082555 , 0.08785 , 0.06505 , 0.118341 , 0.120959 , 0.07969 , 0.084712 , 0.115783 , 0.097349 , 0.094083 , 0.100282 , 0.052959 , 0.07072 , 0.059993 , 0.064436 , 0.064794 , 0.051902 , 0.047033 , 0.052089 , 0.084678 , 0.095839 , 0.080227 , 0.098474 , 0.071948 , 0.101484 , 0.084721 , 0.097681 , 0.086989 , 0.101944 , 0.107478 , 0.047016 , 0.07662 , 0.113396 , 0.089973 , 0.071027 , 0.068068 , 0.050009 , 0.037816 , 0.055474 , 0.078999 , 0.069134 , 0.061545 , 0.054937 , 0.052047 , 0.108894 , 0.061613 , 0.106711 , 0.140289 , 0.093853 , 0.06192 , 0.124966 , 0.100128 , 0.072528 , 0.109022 , 0.085718 , 0.106813 , 0.086844 , 0.113669 , 0.076492 , 0.169211 , 0.096445 , 0.12772 , 0.129306 , 0.104409 , 0.088251 , 0.12622 , 0.050597 , 0.061955 , 0.066533 , 0.087995 , 0.062961 , 0.082418 , 0.027405 , 0.031523 , 0.030918 , 0.05828 , 0.087458 , 0.04572 , 0.067753 , 0.118247 , 0.069432 , 0.104519 , 0.11528 , 0.119219 , 0.093 , 0.088796 , 0.120643 , 0.129844 , 0.118154 , 0.117454 , 0.127396 
 633 , 0.05576 , 0.056999 , 0.050907 , 0.085349 , 0.059272 , 0.09908 , 0.112862 , 0.079172 , 0.078727 , 0.108265 , 0.095995 , 0.092219 , 0.098029 , 0.088391 , 0.072011 , 0.078454 , 0.069662 , 0.058315 , 0.066569 , 0.069448 , 0.081436 , 0.04091 , 0.046789 , 0.052445 , 0.055752 , 0.11217 , 0.05946 , 0.06568 , 0.071892 , 0.127225 , 0.08722 , 0.096534 , 0.070397 , 0.152815 , 0.095585 , 0.086075 , 0.074729 , 0.080991 , 0.081914 , 0.067756 , 0.064416 , 0.090066 , 0.111119 , 0.086879 , 0.086879 , 0.082991 , 0.087101 , 0.097721 , 0.089792 , 0.111366 , 0.099994 , 0.073609 , 0.12367 , 0.101464 , 0.100686 , 0.129062 , 0.087212 , 0.114929 , 0.077232 , 0.071191 , 0.064458 , 0.077984 , 0.06439 , 0.065928 , 0.082478 , 0.104335 , 0.069534 , 0.078488 , 0.106573 , 0.084221 , 0.082794 , 0.088152 , 0.06515 , 0.118723 , 0.121363 , 0.079855 , 0.085067 , 0.116185 , 0.097644 , 0.094415 , 0.100524 , 0.053017 , 0.070824 , 0.060143 , 0.064561 , 0.064937 , 0.051992 , 0.047079 , 0.052206 , 0.084939 , 0.096158 , 0.080479 , 0.098789 , 0.072088 , 0.101848 , 0.085041 , 0.098029 , 0.087237 , 0.102369 , 0.107966 , 0.047002 , 0.076941 , 0.113853 , 0.090347 , 0.071345 , 0.068397 , 0.050129 , 0.037834 , 0.055623 , 0.079325 , 0.069371 , 0.061784 , 0.055042 , 0.052086 , 0.109307 , 0.061878 , 0.107077 , 0.140776 , 0.094116 , 0.062083 , 0.125362 , 0.10037 , 0.072652 , 0.10935 , 0.085947 , 0.107163 , 0.087092 , 0.114109 , 0.076617 , 0.169604 , 0.09661 , 0.12819 , 0.129711 , 0.104668 , 0.08851 , 0.12655 , 0.050779 , 0.062168 , 0.066731 , 0.088365 , 0.063125 , 0.082743 , 0.027393 , 0.031494 , 0.030922 , 0.058477 , 0.087733 , 0.04578 , 0.067902 , 0.118535 , 0.069585 , 0.104762 , 0.115622 , 0.119535 , 0.093193 , 0.088929 , 0.120834 , 0.130173 , 0.118322 , 0.117672 , 0.127643 
 634 , 0.055653 , 0.056877 , 0.050757 , 0.085473 , 0.059162 , 0.099254 , 0.113094 , 0.079345 , 0.0789 , 0.108489 , 0.096172 , 0.092389 , 0.098286 , 0.088572 , 0.072086 , 0.078617 , 0.069647 , 0.058323 , 0.066591 , 0.069467 , 0.08151 , 0.040776 , 0.0467 , 0.052357 , 0.055678 , 0.112444 , 0.059564 , 0.065787 , 0.072009 , 0.127465 , 0.087425 , 0.096617 , 0.070255 , 0.153032 , 0.095616 , 0.086252 , 0.074843 , 0.081091 , 0.08199 , 0.067875 , 0.064511 , 0.090147 , 0.111245 , 0.086945 , 0.086954 , 0.083025 , 0.087176 , 0.097858 , 0.089873 , 0.111528 , 0.100067 , 0.07367 , 0.12387 , 0.101565 , 0.100854 , 0.129245 , 0.087442 , 0.115217 , 0.077368 , 0.071273 , 0.06446 , 0.078129 , 0.064494 , 0.066095 , 0.082631 , 0.104543 , 0.069604 , 0.078643 , 0.106837 , 0.084412 , 0.083008 , 0.088426 , 0.065205 , 0.119051 , 0.121722 , 0.079987 , 0.085422 , 0.116569 , 0.097927 , 0.094734 , 0.100734 , 0.053059 , 0.070888 , 0.060257 , 0.064631 , 0.065051 , 0.052041 , 0.047102 , 0.05228 , 0.085165 , 0.096472 , 0.08068 , 0.099091 , 0.072206 , 0.102198 , 0.085336 , 0.098346 , 0.08745 , 0.10278 , 0.108438 , 0.046965 , 0.077248 , 0.114258 , 0.090729 , 0.071658 , 0.068731 , 0.050277 , 0.037858 , 0.055781 , 0.079627 , 0.069596 , 0.062038 , 0.055165 , 0.052118 , 0.109713 , 0.062141 , 0.107445 , 0.14122 , 0.094383 , 0.062235 , 0.12577 , 0.10058 , 0.072754 , 0.109645 , 0.086158 , 0.107496 , 0.087305 , 0.114515 , 0.076717 , 0.169936 , 0.096763 , 0.128646 , 0.130101 , 0.10492 , 0.088717 , 0.126866 , 0.050945 , 0.062389 , 0.066908 , 0.088717 , 0.063296 , 0.083042 , 0.027364 , 0.031455 , 0.030908 , 0.058691 , 0.088007 , 0.045826 , 0.068064 , 0.11876 , 0.069715 , 0.104963 , 0.115919 , 0.119822 , 0.093382 , 0.089094 , 0.12102 , 0.130478 , 0.118452 , 0.117887 , 0.127884 
 635 , 0.055457 , 0.056657 , 0.050561 , 0.085552 , 0.058938 , 0.099442 , 0.113332 , 0.079481 , 0.079027 , 0.108719 , 0.096372 , 0.092565 , 0.098541 , 0.088767 , 0.072142 , 0.078744 , 0.069604 , 0.058261 , 0.06656 , 0.069441 , 0.081539 , 0.040641 , 0.046566 , 0.052224 , 0.055525 , 0.112731 , 0.059718 , 0.065951 , 0.072168 , 0.127685 , 0.08767 , 0.096647 , 0.070033 , 0.153209 , 0.095583 , 0.086478 , 0.074954 , 0.081179 , 0.082071 , 0.067958 , 0.06458 , 0.090225 , 0.111342 , 0.086975 , 0.087001 , 0.08304 , 0.087224 , 0.097993 , 0.089907 , 0.111651 , 0.100085 , 0.073702 , 0.124015 , 0.101534 , 0.100994 , 0.129374 , 0.087635 , 0.115441 , 0.077449 , 0.071293 , 0.0644 , 0.078221 , 0.064554 , 0.066209 , 0.082731 , 0.104698 , 0.069621 , 0.078753 , 0.107047 , 0.084557 , 0.083194 , 0.088673 , 0.06518 , 0.119265 , 0.122 , 0.080081 , 0.085775 , 0.116881 , 0.098173 , 0.095009 , 0.100874 , 0.053056 , 0.070856 , 0.06031 , 0.064605 , 0.065111 , 0.052044 , 0.047071 , 0.052276 , 0.085329 , 0.096801 , 0.080802 , 0.099347 , 0.072271 , 0.102545 , 0.085577 , 0.098627 , 0.087575 , 0.103171 , 0.10889 , 0.0469 , 0.077518 , 0.114618 , 0.091116 , 0.071988 , 0.069072 , 0.050475 , 0.037872 , 0.055954 , 0.07991 , 0.069818 , 0.062333 , 0.055311 , 0.052122 , 0.110116 , 0.062393 , 0.107827 , 0.141583 , 0.09464 , 0.062342 , 0.126201 , 0.100719 , 0.072802 , 0.109876 , 0.086332 , 0.107776 , 0.087421 , 0.114858 , 0.076798 , 0.170152 , 0.096887 , 0.129056 , 0.130471 , 0.105152 , 0.088836 , 0.127222 , 0.051067 , 0.06259 , 0.067058 , 0.08905 , 0.063474 , 0.083305 , 0.027308 , 0.03139 , 0.030875 , 0.058929 , 0.08827 , 0.045854 , 0.068232 , 0.118888 , 0.069836 , 0.105101 , 0.116118 , 0.120071 , 0.093577 , 0.089324 , 0.121203 , 0.130763 , 0.118536 , 0.118099 , 0.128088 
 636 , 0.055275 , 0.056434 , 0.050361 , 0.085622 , 0.058719 , 0.099623 , 0.113564 , 0.079618 , 0.079163 , 0.108952 , 0.096565 , 0.092752 , 0.09879 , 0.088955 , 0.072196 , 0.078871 , 0.069568 , 0.058195 , 0.066527 , 0.069413 , 0.081559 , 0.040509 , 0.046427 , 0.052096 , 0.055369 , 0.113015 , 0.05987 , 0.066115 , 0.072325 , 0.127901 , 0.087916 , 0.096677 , 0.069817 , 0.153386 , 0.09556 , 0.086704 , 0.075074 , 0.081276 , 0.082152 , 0.068039 , 0.064655 , 0.090295 , 0.111434 , 0.087014 , 0.087039 , 0.083062 , 0.087271 , 0.098129 , 0.089943 , 0.111786 , 0.100104 , 0.073734 , 0.124155 , 0.101496 , 0.101135 , 0.129507 , 0.08783 , 0.115669 , 0.077531 , 0.071303 , 0.064337 , 0.078312 , 0.064612 , 0.066321 , 0.082822 , 0.104846 , 0.069637 , 0.078871 , 0.107259 , 0.084712 , 0.083389 , 0.08892 , 0.065153 , 0.119474 , 0.122283 , 0.080168 , 0.08612 , 0.117206 , 0.098412 , 0.095285 , 0.101015 , 0.05305 , 0.070839 , 0.060368 , 0.064586 , 0.065179 , 0.052045 , 0.047037 , 0.052268 , 0.085493 , 0.097124 , 0.080923 , 0.099615 , 0.072334 , 0.102896 , 0.085828 , 0.09891 , 0.087692 , 0.103557 , 0.109347 , 0.046831 , 0.077788 , 0.114973 , 0.091515 , 0.072308 , 0.069422 , 0.050671 , 0.037889 , 0.056134 , 0.080193 , 0.07004 , 0.062627 , 0.055464 , 0.052131 , 0.110524 , 0.062645 , 0.108196 , 0.141945 , 0.09489 , 0.062456 , 0.126629 , 0.100843 , 0.072841 , 0.110103 , 0.086507 , 0.108058 , 0.087538 , 0.115188 , 0.076869 , 0.170368 , 0.097012 , 0.129464 , 0.130838 , 0.105378 , 0.088963 , 0.127583 , 0.051186 , 0.062799 , 0.067197 , 0.089376 , 0.06365 , 0.083569 , 0.027264 , 0.031327 , 0.030846 , 0.059166 , 0.088543 , 0.045878 , 0.0684 , 0.119019 , 0.069954 , 0.105241 , 0.116313 , 0.120324 , 0.093774 , 0.089556 , 0.12139 , 0.131053 , 0.118624 , 0.118314 , 0.128296 
 637 , 0.055082 , 0.05621 , 0.050169 , 0.0857 , 0.05849 , 0.099812 , 0.113796 , 0.079754 , 0.079289 , 0.109175 , 0.096766 , 0.092928 , 0.099038 , 0.089142 , 0.07225 , 0.078996 , 0.069522 , 0.058137 , 0.066501 , 0.069393 , 0.081586 , 0.040367 , 0.046288 , 0.051967 , 0.055211 , 0.113297 , 0.06003 , 0.066269 , 0.072482 , 0.128115 , 0.088161 , 0.096715 , 0.069599 , 0.153561 , 0.095536 , 0.08693 , 0.075184 , 0.081363 , 0.08224 , 0.068111 , 0.064729 , 0.090372 , 0.111533 , 0.087042 , 0.087085 , 0.083075 , 0.087318 , 0.098263 , 0.089977 , 0.111911 , 0.100122 , 0.073764 , 0.124303 , 0.101456 , 0.101275 , 0.129638 , 0.088015 , 0.115887 , 0.077619 , 0.07132 , 0.064281 , 0.078411 , 0.06466 , 0.066433 , 0.08292 , 0.105001 , 0.069651 , 0.078988 , 0.107471 , 0.084865 , 0.083574 , 0.089168 , 0.065133 , 0.119691 , 0.122565 , 0.080261 , 0.086474 , 0.117522 , 0.098659 , 0.095561 , 0.101155 , 0.053051 , 0.070813 , 0.060418 , 0.064565 , 0.065236 , 0.052045 , 0.047002 , 0.05226 , 0.085665 , 0.097446 , 0.081044 , 0.099873 , 0.072396 , 0.103246 , 0.08607 , 0.099193 , 0.087817 , 0.103952 , 0.109812 , 0.04677 , 0.078058 , 0.115328 , 0.091904 , 0.072637 , 0.069763 , 0.050874 , 0.037906 , 0.056304 , 0.080485 , 0.070271 , 0.06293 , 0.055616 , 0.052139 , 0.11093 , 0.062896 , 0.108573 , 0.142314 , 0.095148 , 0.06256 , 0.127057 , 0.100974 , 0.072887 , 0.110328 , 0.086689 , 0.10834 , 0.087662 , 0.115526 , 0.076948 , 0.170582 , 0.097136 , 0.129879 , 0.131204 , 0.105604 , 0.089082 , 0.127943 , 0.051313 , 0.063008 , 0.067345 , 0.089701 , 0.063834 , 0.083841 , 0.02721 , 0.031263 , 0.030815 , 0.059411 , 0.088806 , 0.0459 , 0.068575 , 0.119148 , 0.070073 , 0.10538 , 0.116515 , 0.120577 , 0.093961 , 0.089787 , 0.121567 , 0.131342 , 0.11871 , 0.11852 , 0.128502 
 638 , 0.054662 , 0.055724 , 0.049812 , 0.08564 , 0.058063 , 0.099891 , 0.113874 , 0.079728 , 0.079348 , 0.109273 , 0.096706 , 0.092865 , 0.09901 , 0.089015 , 0.072089 , 0.078917 , 0.069275 , 0.057899 , 0.066358 , 0.069224 , 0.08148 , 0.040024 , 0.045979 , 0.051659 , 0.054887 , 0.113468 , 0.060074 , 0.066306 , 0.072521 , 0.128314 , 0.088299 , 0.096542 , 0.06918 , 0.153578 , 0.095213 , 0.087065 , 0.075214 , 0.081351 , 0.082188 , 0.068032 , 0.064649 , 0.090293 , 0.111569 , 0.086909 , 0.086978 , 0.082896 , 0.087229 , 0.098277 , 0.089844 , 0.111932 , 0.099969 , 0.07366 , 0.124249 , 0.101263 , 0.101281 , 0.129635 , 0.088083 , 0.115954 , 0.077492 , 0.071088 , 0.06401 , 0.078338 , 0.064528 , 0.066341 , 0.082853 , 0.104992 , 0.069465 , 0.078874 , 0.107538 , 0.084777 , 0.083586 , 0.089231 , 0.06496 , 0.119709 , 0.122609 , 0.080151 , 0.086745 , 0.117732 , 0.098726 , 0.095679 , 0.101091 , 0.052833 , 0.070536 , 0.060264 , 0.064321 , 0.065141 , 0.051918 , 0.046842 , 0.052073 , 0.085744 , 0.09775 , 0.080945 , 0.099925 , 0.072236 , 0.103482 , 0.086167 , 0.099356 , 0.087781 , 0.104181 , 0.110145 , 0.046532 , 0.078174 , 0.115522 , 0.092226 , 0.072892 , 0.070035 , 0.050968 , 0.037814 , 0.056363 , 0.080703 , 0.070337 , 0.063147 , 0.05556 , 0.052013 , 0.111163 , 0.063095 , 0.108729 , 0.142487 , 0.095178 , 0.0625 , 0.127244 , 0.100884 , 0.072806 , 0.110318 , 0.086694 , 0.108479 , 0.087505 , 0.115678 , 0.076819 , 0.170452 , 0.097017 , 0.13017 , 0.131439 , 0.105639 , 0.088989 , 0.12815 , 0.051383 , 0.063052 , 0.067351 , 0.089973 , 0.063864 , 0.084001 , 0.027094 , 0.031082 , 0.030693 , 0.059591 , 0.08905 , 0.045884 , 0.068645 , 0.119104 , 0.070104 , 0.105415 , 0.116601 , 0.12071 , 0.093987 , 0.089844 , 0.121582 , 0.131525 , 0.118664 , 0.1185 , 0.128478 
