JUN24HTH00005.spu,JUN24HTH00004.spu,JUN24HTH00003.spu,
Wavelength,JUN24HTH00006.spu,JUN24HTH00007.spu,JUN24HTH00008.spu,JUN24HTH00009.spu,JUN24HTH00010.spu,JUN24HTH00011.spu,JUN24HTH00012.spu,JUN24HTH00013.spu,JUN24HTH00014.spu,JUN24HTH00015.spu,JUN24HTH00016.spu,JUN24HTH00017.spu,JUN24HTH00018.spu,JUN24HTH00019.spu,JUN24HTH00020.spu,JUN24HTH00021.spu,JUN24HTH00022.spu,JUN24HTH00023.spu,JUN24HTH00024.spu,JUN24HTH00025.spu,JUN24HTH00026.spu,JUN24HTH00027.spu,JUN24HTH00028.spu,JUN24HTH00029.spu,JUN24HTH00030.spu,JUN24HTH00031.spu,JUN24HTH00032.spu,JUN24HTH00033.spu,JUN24HTH00034.spu,JUN24HTH00035.spu,JUN24HTH00036.spu,JUN24HTH00037.spu,JUN24HTH00038.spu,JUN24HTH00039.spu,JUN24HTH00040.spu,JUN24HTH00041.spu,JUN24HTH00042.spu,JUN24HTH00043.spu,JUN24HTH00044.spu,JUN24HTH00045.spu,JUN24HTH00046.spu,JUN24HTH00047.spu,JUN24HTH00048.spu,JUN24HTH00049.spu,JUN24HTH00050.spu,JUN24HTH00051.spu,JUN24HTH00052.spu,JUN24HTH00053.spu,JUN24HTH00054.spu,JUN24HTH00055.spu,JUN24HTH00056.spu,JUN24HTH00057.spu,JUN24HTH00058.spu,JUN24HTH00059.spu,JUN24HTH00060.spu,JUN24HTH00061.spu,JUN24HTH00062.spu,JUN24HTH00063.spu,JUN24HTH00064.spu,JUN24HTH00065.spu
 696 , 0.082427 , 0.073422 , 0.126966 , 0.129318 , 0.072035 , 0.123988 , 0.135269 , 0.113495 , 0.092178 , 0.116279 , 0.137312 , 0.105486 , 0.119557 , 0.10882 , 0.114491 , 0.106863 , 0.129522 , 0.101665 , 0.05985 , 0.081817 , 0.214321 , 0.071227 , 0.182069 , 0.130111 , 0.16312 , 0.109526 , 0.107493 , 0.102087 , 0.112255 , 0.097605 , 0.076674 , 0.07139 , 0.087539 , 0.101223 , 0.1282 , 0.120954 , 0.128333 , 0.093946 , 0.120106 , 0.130883 , 0.095796 , 0.084845 , 0.072701 , 0.057792 , 0.080856 , 0.110121 , 0.123551 , 0.135076 , 0.134659 , 0.125949 , 0.081624 , 0.114267 , 0.119247 , 0.098144 , 0.096985 , 0.140518 , 0.138257 , 0.152002 , 0.147251 , 0.138704 
 697 , 0.086948 , 0.077798 , 0.129259 , 0.134364 , 0.075146 , 0.126581 , 0.137398 , 0.115851 , 0.095402 , 0.117888 , 0.140288 , 0.108896 , 0.122938 , 0.11295 , 0.118285 , 0.107971 , 0.130437 , 0.102565 , 0.060875 , 0.082701 , 0.21676 , 0.075085 , 0.186734 , 0.133597 , 0.166087 , 0.113656 , 0.111025 , 0.106305 , 0.116816 , 0.102454 , 0.08013 , 0.074877 , 0.089224 , 0.10224 , 0.129213 , 0.12494 , 0.132012 , 0.097673 , 0.122598 , 0.134283 , 0.096428 , 0.085444 , 0.073347 , 0.058589 , 0.082294 , 0.113402 , 0.127145 , 0.138546 , 0.1385 , 0.130188 , 0.084037 , 0.116232 , 0.120484 , 0.099258 , 0.098826 , 0.142829 , 0.140801 , 0.154824 , 0.151445 , 0.142249 
 698 , 0.092601 , 0.08323 , 0.131965 , 0.140465 , 0.07883 , 0.129675 , 0.139967 , 0.118667 , 0.099244 , 0.119862 , 0.143884 , 0.113127 , 0.127005 , 0.118072 , 0.122864 , 0.109312 , 0.131578 , 0.103696 , 0.062119 , 0.083724 , 0.21957 , 0.079832 , 0.192166 , 0.137703 , 0.169416 , 0.118713 , 0.115355 , 0.111459 , 0.122355 , 0.108381 , 0.084278 , 0.079206 , 0.091115 , 0.103446 , 0.130444 , 0.129589 , 0.136238 , 0.101986 , 0.125799 , 0.138354 , 0.097255 , 0.08613 , 0.074134 , 0.059519 , 0.083983 , 0.11738 , 0.131395 , 0.142683 , 0.143177 , 0.135297 , 0.086857 , 0.118616 , 0.121984 , 0.100643 , 0.101015 , 0.145537 , 0.143782 , 0.158199 , 0.156332 , 0.146361 
 699 , 0.098297 , 0.088702 , 0.134706 , 0.146611 , 0.08252 , 0.132788 , 0.142551 , 0.121508 , 0.103095 , 0.121849 , 0.147512 , 0.117372 , 0.131094 , 0.123223 , 0.127456 , 0.110666 , 0.132717 , 0.10484 , 0.063369 , 0.084748 , 0.222344 , 0.084586 , 0.197587 , 0.141793 , 0.172743 , 0.123792 , 0.119702 , 0.116644 , 0.127919 , 0.114309 , 0.088437 , 0.083548 , 0.093001 , 0.104652 , 0.131679 , 0.134243 , 0.140476 , 0.106306 , 0.129033 , 0.142424 , 0.098068 , 0.086809 , 0.074914 , 0.060449 , 0.085679 , 0.12136 , 0.135642 , 0.146815 , 0.147853 , 0.140404 , 0.089678 , 0.120999 , 0.123482 , 0.102032 , 0.103207 , 0.148229 , 0.146749 , 0.161565 , 0.161203 , 0.150463 
 700 , 0.10397 , 0.094154 , 0.137443 , 0.152744 , 0.086201 , 0.13588 , 0.145131 , 0.124334 , 0.106937 , 0.123831 , 0.151136 , 0.121597 , 0.135168 , 0.128354 , 0.132033 , 0.112015 , 0.133845 , 0.105985 , 0.06461 , 0.085768 , 0.225109 , 0.08932 , 0.202984 , 0.145869 , 0.176055 , 0.128853 , 0.124034 , 0.121811 , 0.133458 , 0.120213 , 0.092577 , 0.087875 , 0.094882 , 0.105858 , 0.132909 , 0.138883 , 0.144704 , 0.110611 , 0.132257 , 0.14648 , 0.098881 , 0.087493 , 0.075693 , 0.061378 , 0.087366 , 0.125332 , 0.139875 , 0.150938 , 0.152515 , 0.145498 , 0.092485 , 0.123373 , 0.124971 , 0.10341 , 0.10539 , 0.150912 , 0.149701 , 0.164916 , 0.166056 , 0.154556 
 701 , 0.110099 , 0.100099 , 0.140371 , 0.159239 , 0.090212 , 0.139134 , 0.147855 , 0.127373 , 0.110949 , 0.125861 , 0.154963 , 0.1261 , 0.13948 , 0.133824 , 0.136909 , 0.113403 , 0.13503 , 0.107166 , 0.065866 , 0.086811 , 0.22788 , 0.094402 , 0.208584 , 0.150146 , 0.179441 , 0.134277 , 0.128697 , 0.127327 , 0.139394 , 0.126518 , 0.09706 , 0.092539 , 0.096795 , 0.10709 , 0.13419 , 0.143691 , 0.149067 , 0.115129 , 0.135575 , 0.150732 , 0.099748 , 0.088232 , 0.076486 , 0.062337 , 0.089107 , 0.129542 , 0.144383 , 0.155294 , 0.157442 , 0.15093 , 0.095395 , 0.125871 , 0.126467 , 0.104839 , 0.107665 , 0.15369 , 0.152743 , 0.168358 , 0.171127 , 0.158786 
 702 , 0.116489 , 0.106327 , 0.14337 , 0.165939 , 0.094409 , 0.142489 , 0.150645 , 0.13051 , 0.115063 , 0.127898 , 0.158867 , 0.130769 , 0.143915 , 0.139465 , 0.141949 , 0.114778 , 0.136222 , 0.108338 , 0.067116 , 0.087852 , 0.230641 , 0.099668 , 0.214289 , 0.154545 , 0.182831 , 0.139893 , 0.133508 , 0.132999 , 0.145523 , 0.13306 , 0.10172 , 0.097377 , 0.098711 , 0.108297 , 0.135474 , 0.148583 , 0.153486 , 0.119747 , 0.13889 , 0.15509 , 0.100646 , 0.088987 , 0.077267 , 0.063308 , 0.090845 , 0.13386 , 0.149016 , 0.159768 , 0.162477 , 0.156535 , 0.098355 , 0.128407 , 0.127934 , 0.106256 , 0.109967 , 0.156495 , 0.155802 , 0.171854 , 0.176294 , 0.163042 
 703 , 0.122864 , 0.112544 , 0.146368 , 0.172627 , 0.098595 , 0.145839 , 0.153429 , 0.133641 , 0.119178 , 0.129935 , 0.162766 , 0.135433 , 0.148338 , 0.145095 , 0.146974 , 0.116159 , 0.137408 , 0.10951 , 0.068366 , 0.088892 , 0.233397 , 0.104918 , 0.219977 , 0.158932 , 0.186215 , 0.145493 , 0.138304 , 0.138655 , 0.151637 , 0.139587 , 0.106369 , 0.102205 , 0.100627 , 0.1095 , 0.136751 , 0.153465 , 0.157889 , 0.124355 , 0.142194 , 0.159436 , 0.101543 , 0.089737 , 0.078048 , 0.064278 , 0.092573 , 0.138162 , 0.153643 , 0.164232 , 0.167506 , 0.162119 , 0.101309 , 0.130933 , 0.12939 , 0.107672 , 0.112269 , 0.159294 , 0.158851 , 0.175335 , 0.181444 , 0.167287 
 704 , 0.129307 , 0.118827 , 0.149323 , 0.179305 , 0.102752 , 0.14915 , 0.156162 , 0.136644 , 0.123247 , 0.131914 , 0.166616 , 0.140112 , 0.152771 , 0.150739 , 0.151981 , 0.117478 , 0.138528 , 0.110644 , 0.069577 , 0.089869 , 0.236045 , 0.110191 , 0.225602 , 0.16325 , 0.189499 , 0.151075 , 0.143091 , 0.144323 , 0.15773 , 0.146125 , 0.111016 , 0.107075 , 0.102492 , 0.11066 , 0.137978 , 0.15826 , 0.162196 , 0.128899 , 0.145438 , 0.163698 , 0.102375 , 0.090444 , 0.078789 , 0.065224 , 0.094258 , 0.142434 , 0.158214 , 0.168647 , 0.172497 , 0.167644 , 0.104223 , 0.133406 , 0.130809 , 0.109051 , 0.114514 , 0.162033 , 0.161834 , 0.178735 , 0.18649 , 0.171458 
 705 , 0.13591 , 0.125299 , 0.15219 , 0.185982 , 0.106861 , 0.152398 , 0.15878 , 0.139355 , 0.127228 , 0.133788 , 0.170394 , 0.144846 , 0.157228 , 0.156444 , 0.156969 , 0.118688 , 0.139518 , 0.111726 , 0.070723 , 0.090718 , 0.238466 , 0.115564 , 0.231107 , 0.167442 , 0.192592 , 0.156648 , 0.147884 , 0.150042 , 0.163808 , 0.152729 , 0.115686 , 0.112083 , 0.104271 , 0.111757 , 0.139101 , 0.162908 , 0.166282 , 0.133325 , 0.148577 , 0.167773 , 0.103049 , 0.09107 , 0.079451 , 0.066113 , 0.095869 , 0.146668 , 0.162719 , 0.172964 , 0.177462 , 0.17304 , 0.10706 , 0.135793 , 0.132154 , 0.110383 , 0.116647 , 0.164653 , 0.164709 , 0.181956 , 0.19131 , 0.175503 
 706 , 0.142512 , 0.131777 , 0.155052 , 0.192643 , 0.110971 , 0.155647 , 0.161396 , 0.142065 , 0.131212 , 0.135665 , 0.174175 , 0.149578 , 0.161691 , 0.162159 , 0.161966 , 0.119907 , 0.140509 , 0.112821 , 0.071876 , 0.091563 , 0.240887 , 0.120939 , 0.236617 , 0.171634 , 0.195693 , 0.16222 , 0.152684 , 0.155759 , 0.169895 , 0.159327 , 0.120355 , 0.117091 , 0.106056 , 0.112857 , 0.14023 , 0.167557 , 0.170373 , 0.137754 , 0.151733 , 0.171842 , 0.103722 , 0.091706 , 0.080116 , 0.067001 , 0.09749 , 0.15091 , 0.167222 , 0.177281 , 0.18243 , 0.17843 , 0.109893 , 0.138192 , 0.1335 , 0.111718 , 0.118784 , 0.167283 , 0.167593 , 0.18518 , 0.19614 , 0.179558 
 707 , 0.149114 , 0.138249 , 0.157918 , 0.199303 , 0.115076 , 0.158898 , 0.164016 , 0.144778 , 0.135192 , 0.137538 , 0.177953 , 0.154308 , 0.166153 , 0.167869 , 0.166956 , 0.121123 , 0.141503 , 0.113913 , 0.073026 , 0.092411 , 0.243307 , 0.126317 , 0.242129 , 0.175825 , 0.19879 , 0.167788 , 0.157481 , 0.161472 , 0.175978 , 0.165925 , 0.125022 , 0.122098 , 0.107831 , 0.113964 , 0.141356 , 0.172205 , 0.17446 , 0.142184 , 0.154882 , 0.175907 , 0.104394 , 0.092335 , 0.080784 , 0.067883 , 0.099103 , 0.155151 , 0.171728 , 0.181593 , 0.187397 , 0.183812 , 0.112725 , 0.140589 , 0.134852 , 0.11305 , 0.120915 , 0.16991 , 0.170479 , 0.188407 , 0.200963 , 0.183609 
 708 , 0.154925 , 0.144066 , 0.159882 , 0.204979 , 0.118622 , 0.161173 , 0.165704 , 0.1468 , 0.138325 , 0.138629 , 0.180755 , 0.158246 , 0.169683 , 0.172639 , 0.171085 , 0.121725 , 0.141783 , 0.11443 , 0.073802 , 0.092777 , 0.244351 , 0.131025 , 0.246153 , 0.178993 , 0.200641 , 0.172432 , 0.161461 , 0.166271 , 0.181053 , 0.171536 , 0.12898 , 0.126504 , 0.108957 , 0.114364 , 0.141712 , 0.175611 , 0.177343 , 0.145711 , 0.157062 , 0.178877 , 0.104573 , 0.092494 , 0.080991 , 0.068385 , 0.100158 , 0.158484 , 0.175226 , 0.184815 , 0.191214 , 0.188131 , 0.114845 , 0.142137 , 0.135409 , 0.113736 , 0.122358 , 0.171485 , 0.172245 , 0.190419 , 0.204493 , 0.18641 
 709 , 0.160731 , 0.14986 , 0.161828 , 0.210631 , 0.12214 , 0.163407 , 0.167361 , 0.148793 , 0.141438 , 0.139693 , 0.18354 , 0.16216 , 0.173187 , 0.177373 , 0.175199 , 0.122312 , 0.142047 , 0.114936 , 0.07456 , 0.093143 , 0.245388 , 0.135708 , 0.250137 , 0.182142 , 0.202471 , 0.177081 , 0.16543 , 0.171069 , 0.186121 , 0.177146 , 0.132926 , 0.130904 , 0.110067 , 0.11475 , 0.142052 , 0.178997 , 0.180215 , 0.149216 , 0.159227 , 0.181845 , 0.104754 , 0.09264 , 0.081201 , 0.06888 , 0.101203 , 0.161808 , 0.178711 , 0.188038 , 0.19502 , 0.19248 , 0.116964 , 0.143667 , 0.13595 , 0.114413 , 0.123816 , 0.173076 , 0.173997 , 0.192419 , 0.208045 , 0.189205 
 710 , 0.166536 , 0.155653 , 0.163776 , 0.216284 , 0.12566 , 0.165641 , 0.16902 , 0.150784 , 0.144556 , 0.140762 , 0.186331 , 0.166076 , 0.176693 , 0.182112 , 0.179313 , 0.122896 , 0.142311 , 0.115443 , 0.075322 , 0.093508 , 0.246422 , 0.140392 , 0.254125 , 0.185291 , 0.204302 , 0.181727 , 0.169405 , 0.175873 , 0.19119 , 0.182762 , 0.136878 , 0.135303 , 0.111184 , 0.115138 , 0.142391 , 0.182387 , 0.183087 , 0.152724 , 0.161392 , 0.184816 , 0.104935 , 0.092783 , 0.081411 , 0.069379 , 0.102251 , 0.165131 , 0.182197 , 0.191265 , 0.198828 , 0.196828 , 0.119087 , 0.145196 , 0.136493 , 0.115098 , 0.12527 , 0.174669 , 0.175748 , 0.194424 , 0.211595 , 0.192005 
 711 , 0.171478 , 0.160798 , 0.165034 , 0.220878 , 0.128586 , 0.167078 , 0.169887 , 0.152053 , 0.146942 , 0.141175 , 0.188248 , 0.169235 , 0.179403 , 0.185901 , 0.182525 , 0.122948 , 0.141955 , 0.115416 , 0.075691 , 0.093465 , 0.246368 , 0.144366 , 0.256864 , 0.187566 , 0.205127 , 0.185409 , 0.172477 , 0.179756 , 0.195193 , 0.187422 , 0.14013 , 0.139062 , 0.111746 , 0.115048 , 0.142099 , 0.184792 , 0.184931 , 0.155389 , 0.162762 , 0.186781 , 0.104652 , 0.092535 , 0.081294 , 0.069561 , 0.102807 , 0.167644 , 0.184782 , 0.193513 , 0.201592 , 0.20011 , 0.120576 , 0.146007 , 0.136431 , 0.115227 , 0.12614 , 0.175356 , 0.176599 , 0.195372 , 0.213937 , 0.193737 
 712 , 0.175905 , 0.165626 , 0.165901 , 0.22487 , 0.131198 , 0.168072 , 0.170316 , 0.15293 , 0.148883 , 0.141242 , 0.189661 , 0.171971 , 0.181705 , 0.189175 , 0.185285 , 0.122697 , 0.141276 , 0.115099 , 0.075849 , 0.093205 , 0.245767 , 0.148014 , 0.259022 , 0.189445 , 0.205485 , 0.1886 , 0.175104 , 0.183174 , 0.198683 , 0.191626 , 0.143073 , 0.142538 , 0.11203 , 0.114716 , 0.141507 , 0.18671 , 0.186277 , 0.15764 , 0.16376 , 0.188232 , 0.104137 , 0.0921 , 0.08102 , 0.069592 , 0.103131 , 0.169771 , 0.186965 , 0.195309 , 0.203874 , 0.202853 , 0.121759 , 0.146487 , 0.136109 , 0.115084 , 0.126729 , 0.175615 , 0.177044 , 0.195874 , 0.215676 , 0.195029 
 713 , 0.180351 , 0.170476 , 0.16677 , 0.228879 , 0.133821 , 0.169064 , 0.170747 , 0.153815 , 0.150832 , 0.14131 , 0.191075 , 0.174715 , 0.184013 , 0.192467 , 0.188058 , 0.122452 , 0.140592 , 0.114779 , 0.076005 , 0.092943 , 0.245166 , 0.151685 , 0.261192 , 0.191332 , 0.205849 , 0.191807 , 0.177751 , 0.186608 , 0.202187 , 0.195848 , 0.146035 , 0.146039 , 0.11232 , 0.114386 , 0.140913 , 0.18864 , 0.187626 , 0.159902 , 0.164757 , 0.189688 , 0.103618 , 0.091662 , 0.080744 , 0.069622 , 0.103458 , 0.171906 , 0.189164 , 0.197114 , 0.206164 , 0.205612 , 0.122952 , 0.146971 , 0.135791 , 0.114944 , 0.127327 , 0.175874 , 0.177499 , 0.196381 , 0.217427 , 0.196338 
 714 , 0.184861 , 0.175417 , 0.167704 , 0.232955 , 0.136479 , 0.170107 , 0.171277 , 0.154758 , 0.152801 , 0.141463 , 0.192569 , 0.177537 , 0.186415 , 0.195802 , 0.190914 , 0.122272 , 0.14 , 0.114549 , 0.076221 , 0.092711 , 0.244678 , 0.155401 , 0.263456 , 0.193298 , 0.206296 , 0.195073 , 0.180453 , 0.190113 , 0.205764 , 0.200133 , 0.149046 , 0.149617 , 0.112655 , 0.114099 , 0.140388 , 0.190602 , 0.18901 , 0.162183 , 0.165809 , 0.191173 , 0.103167 , 0.091282 , 0.080509 , 0.069683 , 0.103825 , 0.174103 , 0.191427 , 0.198963 , 0.208512 , 0.208436 , 0.124186 , 0.14752 , 0.135524 , 0.114847 , 0.12797 , 0.176194 , 0.178021 , 0.196963 , 0.219228 , 0.197687 
 715 , 0.189563 , 0.180534 , 0.168782 , 0.237201 , 0.139239 , 0.171268 , 0.172019 , 0.155841 , 0.154842 , 0.141782 , 0.194274 , 0.180549 , 0.189026 , 0.199266 , 0.193922 , 0.122271 , 0.139624 , 0.114516 , 0.076577 , 0.092566 , 0.24447 , 0.159249 , 0.265926 , 0.195434 , 0.206916 , 0.198501 , 0.183306 , 0.193818 , 0.209521 , 0.204548 , 0.15217 , 0.153368 , 0.113104 , 0.113932 , 0.140009 , 0.192653 , 0.19048 , 0.164546 , 0.166961 , 0.192767 , 0.102859 , 0.091059 , 0.080385 , 0.069817 , 0.104295 , 0.176446 , 0.193861 , 0.200902 , 0.211005 , 0.211399 , 0.125513 , 0.148224 , 0.135392 , 0.114863 , 0.128717 , 0.176655 , 0.178709 , 0.197721 , 0.221231 , 0.199157 
 716 , 0.194352 , 0.18571 , 0.16988 , 0.241511 , 0.142046 , 0.172447 , 0.172767 , 0.156943 , 0.156924 , 0.142102 , 0.196019 , 0.183609 , 0.191682 , 0.202792 , 0.196961 , 0.122274 , 0.139248 , 0.11448 , 0.076948 , 0.092424 , 0.244261 , 0.163164 , 0.268436 , 0.197607 , 0.207539 , 0.201996 , 0.186209 , 0.197597 , 0.213342 , 0.209028 , 0.155346 , 0.157173 , 0.113571 , 0.113768 , 0.139625 , 0.194748 , 0.191988 , 0.16696 , 0.168133 , 0.194399 , 0.10255 , 0.090837 , 0.080263 , 0.069954 , 0.104768 , 0.178848 , 0.19634 , 0.202877 , 0.213549 , 0.214411 , 0.126871 , 0.148945 , 0.135259 , 0.11488 , 0.129475 , 0.177133 , 0.179427 , 0.198501 , 0.223303 , 0.200668 
 717 , 0.199205 , 0.190958 , 0.170994 , 0.245878 , 0.144891 , 0.173648 , 0.173526 , 0.158059 , 0.159038 , 0.142432 , 0.197791 , 0.186718 , 0.194372 , 0.206374 , 0.200044 , 0.122277 , 0.138869 , 0.11445 , 0.07732 , 0.092274 , 0.24405 , 0.167145 , 0.270988 , 0.199821 , 0.208175 , 0.205549 , 0.189157 , 0.201439 , 0.217224 , 0.213581 , 0.158576 , 0.161044 , 0.114044 , 0.113601 , 0.139242 , 0.196877 , 0.193519 , 0.169412 , 0.169328 , 0.196061 , 0.102243 , 0.090609 , 0.080142 , 0.070094 , 0.105247 , 0.181288 , 0.19886 , 0.204882 , 0.216133 , 0.217471 , 0.128248 , 0.149681 , 0.135128 , 0.114902 , 0.130253 , 0.177622 , 0.180155 , 0.199298 , 0.22542 , 0.202204 
 718 , 0.204467 , 0.196527 , 0.172688 , 0.250904 , 0.148127 , 0.175376 , 0.174775 , 0.159565 , 0.161541 , 0.143185 , 0.200168 , 0.190303 , 0.197595 , 0.210477 , 0.203666 , 0.122706 , 0.139021 , 0.114849 , 0.077939 , 0.092565 , 0.244833 , 0.171513 , 0.27434 , 0.202657 , 0.209552 , 0.209635 , 0.192617 , 0.205693 , 0.221647 , 0.218663 , 0.162281 , 0.165382 , 0.114928 , 0.113859 , 0.139447 , 0.199451 , 0.195499 , 0.17222 , 0.171013 , 0.19829 , 0.10237 , 0.090788 , 0.08034 , 0.070545 , 0.106085 , 0.18426 , 0.20194 , 0.207507 , 0.219324 , 0.221083 , 0.130026 , 0.150885 , 0.135551 , 0.115404 , 0.131484 , 0.178726 , 0.181465 , 0.200714 , 0.228116 , 0.2043 
 719 , 0.209787 , 0.202205 , 0.174394 , 0.256004 , 0.151396 , 0.177139 , 0.176043 , 0.161105 , 0.164085 , 0.143962 , 0.202574 , 0.193946 , 0.200879 , 0.214628 , 0.207373 , 0.123129 , 0.139148 , 0.115266 , 0.078551 , 0.092867 , 0.245622 , 0.175914 , 0.277698 , 0.205508 , 0.210957 , 0.213752 , 0.196097 , 0.209948 , 0.22611 , 0.223817 , 0.166006 , 0.16976 , 0.11581 , 0.114101 , 0.139641 , 0.202025 , 0.197461 , 0.17502 , 0.172685 , 0.200515 , 0.102494 , 0.090951 , 0.080537 , 0.070988 , 0.10692 , 0.18724 , 0.205001 , 0.210146 , 0.222518 , 0.224742 , 0.13182 , 0.152064 , 0.13597 , 0.115902 , 0.132709 , 0.179815 , 0.182731 , 0.202081 , 0.230726 , 0.20636 
 720 , 0.215178 , 0.207962 , 0.176126 , 0.261181 , 0.154711 , 0.178927 , 0.177327 , 0.16267 , 0.166667 , 0.144753 , 0.205009 , 0.197646 , 0.204216 , 0.218841 , 0.211134 , 0.123562 , 0.139278 , 0.115686 , 0.079173 , 0.09317 , 0.246427 , 0.18038 , 0.281111 , 0.208402 , 0.212386 , 0.217938 , 0.199631 , 0.214266 , 0.230642 , 0.229051 , 0.16979 , 0.1742 , 0.116699 , 0.114347 , 0.139842 , 0.204638 , 0.199448 , 0.177863 , 0.174388 , 0.202776 , 0.102619 , 0.091116 , 0.080741 , 0.071439 , 0.107768 , 0.190269 , 0.208108 , 0.212826 , 0.22576 , 0.228455 , 0.133644 , 0.153266 , 0.136395 , 0.11641 , 0.133956 , 0.180921 , 0.184016 , 0.203473 , 0.233384 , 0.208452 
 721 , 0.220409 , 0.21354 , 0.177848 , 0.266218 , 0.157956 , 0.18071 , 0.178654 , 0.164238 , 0.169128 , 0.145587 , 0.20744 , 0.201267 , 0.207531 , 0.222984 , 0.214827 , 0.12407 , 0.139518 , 0.116214 , 0.079813 , 0.093491 , 0.247403 , 0.184772 , 0.284591 , 0.211252 , 0.213927 , 0.222065 , 0.203123 , 0.218517 , 0.235016 , 0.234188 , 0.173472 , 0.178563 , 0.117633 , 0.114703 , 0.140187 , 0.207194 , 0.201458 , 0.180619 , 0.176124 , 0.205042 , 0.102867 , 0.091358 , 0.080995 , 0.071925 , 0.108667 , 0.193301 , 0.211243 , 0.215528 , 0.229016 , 0.232114 , 0.135456 , 0.154562 , 0.136921 , 0.116978 , 0.135247 , 0.18217 , 0.185368 , 0.204933 , 0.236017 , 0.21062 
 722 , 0.22554 , 0.219001 , 0.17958 , 0.271187 , 0.161149 , 0.18247 , 0.180006 , 0.165781 , 0.171499 , 0.146397 , 0.20984 , 0.20479 , 0.210761 , 0.227024 , 0.21843 , 0.124604 , 0.139813 , 0.116763 , 0.080436 , 0.093785 , 0.24835 , 0.189054 , 0.28803 , 0.214033 , 0.215426 , 0.226112 , 0.206532 , 0.222727 , 0.239184 , 0.239184 , 0.177057 , 0.182806 , 0.11856 , 0.115075 , 0.140558 , 0.209641 , 0.203433 , 0.183251 , 0.177824 , 0.207227 , 0.103146 , 0.091621 , 0.081239 , 0.0724 , 0.109535 , 0.196251 , 0.214296 , 0.218139 , 0.232183 , 0.235604 , 0.137191 , 0.155862 , 0.137436 , 0.117512 , 0.136501 , 0.1834 , 0.186663 , 0.206342 , 0.238544 , 0.21269 
 723 , 0.230694 , 0.224484 , 0.181316 , 0.276179 , 0.164358 , 0.18424 , 0.181361 , 0.167327 , 0.17388 , 0.147214 , 0.212251 , 0.208331 , 0.214002 , 0.231083 , 0.222049 , 0.125141 , 0.140108 , 0.117311 , 0.081063 , 0.09408 , 0.249295 , 0.193355 , 0.291485 , 0.216822 , 0.21693 , 0.230178 , 0.209961 , 0.226951 , 0.243366 , 0.244199 , 0.18066 , 0.187064 , 0.119493 , 0.115451 , 0.140927 , 0.212097 , 0.205421 , 0.185896 , 0.179533 , 0.209417 , 0.103421 , 0.091885 , 0.08148 , 0.07288 , 0.110409 , 0.199207 , 0.21736 , 0.220759 , 0.23536 , 0.239103 , 0.138931 , 0.157171 , 0.137958 , 0.118049 , 0.137764 , 0.184638 , 0.187965 , 0.207761 , 0.241085 , 0.214767 
 724 , 0.235756 , 0.22989 , 0.183057 , 0.281136 , 0.16754 , 0.18602 , 0.18276 , 0.168879 , 0.176244 , 0.148086 , 0.214692 , 0.211883 , 0.217245 , 0.235121 , 0.225651 , 0.125732 , 0.140483 , 0.117903 , 0.081714 , 0.09444 , 0.250349 , 0.197614 , 0.294954 , 0.219626 , 0.218507 , 0.234219 , 0.213398 , 0.23117 , 0.247554 , 0.249182 , 0.184253 , 0.191315 , 0.120455 , 0.115887 , 0.141389 , 0.214566 , 0.207418 , 0.188528 , 0.181285 , 0.211626 , 0.103747 , 0.092189 , 0.081772 , 0.073398 , 0.11131 , 0.202178 , 0.220442 , 0.223414 , 0.238557 , 0.242652 , 0.14069 , 0.158525 , 0.138543 , 0.118656 , 0.139076 , 0.185921 , 0.189335 , 0.209254 , 0.243671 , 0.216875 
 725 , 0.240634 , 0.23511 , 0.184816 , 0.286008 , 0.170652 , 0.187823 , 0.18424 , 0.170454 , 0.178576 , 0.149077 , 0.217187 , 0.215435 , 0.220473 , 0.239081 , 0.229185 , 0.126413 , 0.140996 , 0.118579 , 0.082422 , 0.094929 , 0.251588 , 0.20174 , 0.298375 , 0.222396 , 0.220226 , 0.238118 , 0.216791 , 0.235241 , 0.251746 , 0.253988 , 0.187756 , 0.195491 , 0.121443 , 0.116432 , 0.141986 , 0.217034 , 0.209411 , 0.191101 , 0.1831 , 0.213842 , 0.104145 , 0.092556 , 0.082161 , 0.073989 , 0.11224 , 0.205098 , 0.223526 , 0.226083 , 0.241724 , 0.246244 , 0.142432 , 0.159941 , 0.139235 , 0.119372 , 0.140456 , 0.187247 , 0.190799 , 0.210834 , 0.246258 , 0.218943 
 726 , 0.24552 , 0.240332 , 0.186583 , 0.290884 , 0.173767 , 0.189622 , 0.185718 , 0.172029 , 0.180913 , 0.15008 , 0.219676 , 0.218983 , 0.223698 , 0.243039 , 0.232704 , 0.127087 , 0.141515 , 0.119256 , 0.083132 , 0.095417 , 0.252815 , 0.205847 , 0.301768 , 0.225143 , 0.221937 , 0.241976 , 0.220158 , 0.23926 , 0.25594 , 0.258754 , 0.191235 , 0.199646 , 0.122413 , 0.116969 , 0.142578 , 0.219496 , 0.211391 , 0.193671 , 0.184912 , 0.216047 , 0.104536 , 0.092918 , 0.082547 , 0.074576 , 0.113168 , 0.208 , 0.226593 , 0.228737 , 0.244862 , 0.249825 , 0.144163 , 0.161334 , 0.139921 , 0.120076 , 0.141817 , 0.188542 , 0.192239 , 0.212386 , 0.248807 , 0.220973 
