  time  ,5:31 PM",5:39 PM",5:52 PM",6:03 PM",6:12 PM",6:54 PM",7:00 PM",7:06 PM",7:13 PM",7:19 PM",8:14 PM",8:21 PM",8:28 PM",8:34 PM",8:41 PM",9:47 PM",9:53 PM",0:00 PM",0:07 PM",0:15 PM",1:29 PM",1:34 PM",1:40 PM",1:45 PM",1:58 PM",2:59 PM",3:05 PM",3:11 PM",3:17 PM",3:23 PM",4:12 PM",4:17 PM",4:23 PM",4:29 PM",4:35 PM",5:26 PM",5:32 PM",5:37 PM",5:44 PM",5:51 PM",7:06 PM",7:11 PM",7:17 PM",7:22 PM",7:31 PM",8:59 PM",9:05 PM",9:11 PM",9:18 PM",9:25 PM",0:08 PM",0:13 PM",0:20 PM",0:27 PM",0:34 PM",1:15 PM",1:20 PM",1:27 PM",1:33 PM",1:40 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 907 , 0.289186 , 0.361878 , 0.340477 , 0.353831 , 0.30938 , 0.220959 , 0.271259 , 0.2558 , 0.211809 , 0.222641 , 0.381595 , 0.407308 , 0.338637 , 0.407254 , 0.373603 , 0.183569 , 0.211841 , 0.170836 , 0.291497 , 0.180836 , 0.247408 , 0.36981 , 0.257607 , 0.3336 , 0.303271 , 0.411962 , 0.431479 , 0.425176 , 0.431799 , 0.458816 , 0.357565 , 0.334563 , 0.177627 , 0.170723 , 0.219806 , 0.292703 , 0.25823 , 0.265746 , 0.231261 , 0.272829 , 0.297638 , 0.143955 , 0.348604 , 0.297606 , 0.332664 , 0.24276 , 0.342631 , 0.281762 , 0.345574 , 0.271151 , 0.167974 , 0.335347 , 0.203367 , 0.166021 , 0.315018 , 0.264317 , 0.247359 , 0.276465 , 0.277147 , 0.253614 
 908 , 0.2892 , 0.362309 , 0.341321 , 0.354216 , 0.308337 , 0.221293 , 0.271086 , 0.256205 , 0.211765 , 0.222955 , 0.381836 , 0.407518 , 0.338707 , 0.407772 , 0.374057 , 0.183691 , 0.21202 , 0.171088 , 0.291587 , 0.18106 , 0.247646 , 0.370365 , 0.257926 , 0.333829 , 0.30353 , 0.412162 , 0.431781 , 0.42529 , 0.43196 , 0.458897 , 0.357296 , 0.334738 , 0.177953 , 0.170818 , 0.219929 , 0.292833 , 0.25857 , 0.26596 , 0.231476 , 0.273073 , 0.297808 , 0.143988 , 0.348786 , 0.297813 , 0.332714 , 0.243007 , 0.34314 , 0.281784 , 0.345679 , 0.271292 , 0.168068 , 0.335729 , 0.204111 , 0.166303 , 0.315077 , 0.264671 , 0.247522 , 0.276706 , 0.277242 , 0.253709 
 909 , 0.289216 , 0.362766 , 0.34219 , 0.354615 , 0.307262 , 0.221635 , 0.27091 , 0.256622 , 0.211718 , 0.223276 , 0.382085 , 0.40773 , 0.338778 , 0.408315 , 0.374524 , 0.183815 , 0.2122 , 0.171342 , 0.29168 , 0.181291 , 0.247892 , 0.370944 , 0.258253 , 0.334061 , 0.303796 , 0.412371 , 0.432091 , 0.425402 , 0.432124 , 0.458976 , 0.357014 , 0.334911 , 0.178296 , 0.170919 , 0.220059 , 0.292969 , 0.258919 , 0.266182 , 0.231698 , 0.27332 , 0.297985 , 0.144018 , 0.348982 , 0.298023 , 0.332761 , 0.243256 , 0.343664 , 0.281807 , 0.345792 , 0.271435 , 0.168168 , 0.336124 , 0.204878 , 0.166592 , 0.315132 , 0.265034 , 0.247686 , 0.276949 , 0.277344 , 0.253806 
 910 , 0.288959 , 0.363409 , 0.342887 , 0.354829 , 0.30658 , 0.221842 , 0.27095 , 0.256641 , 0.211727 , 0.223631 , 0.382516 , 0.408086 , 0.339207 , 0.408626 , 0.374741 , 0.184061 , 0.212526 , 0.171449 , 0.291834 , 0.18157 , 0.248352 , 0.371677 , 0.258667 , 0.334301 , 0.304095 , 0.412706 , 0.432429 , 0.425453 , 0.432272 , 0.459149 , 0.356779 , 0.335095 , 0.178641 , 0.171022 , 0.220232 , 0.293126 , 0.259224 , 0.2664 , 0.231963 , 0.273581 , 0.298194 , 0.144053 , 0.349301 , 0.298491 , 0.332836 , 0.243478 , 0.344211 , 0.281957 , 0.345934 , 0.271528 , 0.168196 , 0.336538 , 0.204816 , 0.166775 , 0.31514 , 0.265211 , 0.247984 , 0.277266 , 0.277574 , 0.254036 
 911 , 0.288642 , 0.364044 , 0.343338 , 0.355252 , 0.307506 , 0.222107 , 0.271166 , 0.256482 , 0.211862 , 0.223965 , 0.382962 , 0.408533 , 0.339774 , 0.408992 , 0.374818 , 0.184395 , 0.212878 , 0.171526 , 0.291947 , 0.181863 , 0.248824 , 0.372236 , 0.259036 , 0.334589 , 0.304438 , 0.41307 , 0.43276 , 0.425593 , 0.432511 , 0.459611 , 0.357001 , 0.335318 , 0.178871 , 0.171218 , 0.220444 , 0.293389 , 0.259689 , 0.266489 , 0.232195 , 0.273925 , 0.298319 , 0.144086 , 0.349505 , 0.299178 , 0.333012 , 0.243817 , 0.344499 , 0.282253 , 0.346087 , 0.271733 , 0.168259 , 0.336814 , 0.204329 , 0.166844 , 0.315185 , 0.265306 , 0.248273 , 0.277614 , 0.2779 , 0.254305 
 912 , 0.288355 , 0.364641 , 0.343722 , 0.355825 , 0.30915 , 0.222437 , 0.271426 , 0.256323 , 0.212048 , 0.22428 , 0.383393 , 0.408998 , 0.340339 , 0.409446 , 0.374895 , 0.18475 , 0.21322 , 0.171621 , 0.292031 , 0.182156 , 0.249264 , 0.372684 , 0.259372 , 0.334906 , 0.304809 , 0.413419 , 0.433095 , 0.425803 , 0.432808 , 0.460203 , 0.357436 , 0.33556 , 0.179058 , 0.171464 , 0.220669 , 0.293707 , 0.260247 , 0.266523 , 0.23241 , 0.274317 , 0.298398 , 0.144118 , 0.349636 , 0.299923 , 0.333231 , 0.24422 , 0.344668 , 0.282598 , 0.346241 , 0.272015 , 0.168356 , 0.337036 , 0.203821 , 0.166886 , 0.315258 , 0.265409 , 0.248534 , 0.277966 , 0.278247 , 0.254577 
 913 , 0.28833 , 0.365099 , 0.343993 , 0.356496 , 0.310775 , 0.222821 , 0.271702 , 0.256353 , 0.212366 , 0.224468 , 0.383741 , 0.409421 , 0.340785 , 0.409945 , 0.375165 , 0.18505 , 0.21364 , 0.171813 , 0.292083 , 0.182458 , 0.249673 , 0.373119 , 0.259772 , 0.335196 , 0.305185 , 0.413844 , 0.433405 , 0.426103 , 0.433183 , 0.46084 , 0.357894 , 0.335925 , 0.179244 , 0.171781 , 0.221001 , 0.294076 , 0.260685 , 0.266571 , 0.232569 , 0.274645 , 0.298586 , 0.144162 , 0.349756 , 0.300622 , 0.333479 , 0.244596 , 0.344863 , 0.282908 , 0.346429 , 0.272398 , 0.168535 , 0.337351 , 0.203601 , 0.167034 , 0.315468 , 0.265599 , 0.248782 , 0.278209 , 0.278587 , 0.254879 
 914 , 0.288715 , 0.365247 , 0.344019 , 0.357093 , 0.311867 , 0.223263 , 0.272046 , 0.256655 , 0.212862 , 0.224427 , 0.38398 , 0.409589 , 0.341028 , 0.410441 , 0.375772 , 0.185226 , 0.214209 , 0.172147 , 0.292175 , 0.182726 , 0.250042 , 0.37353 , 0.260222 , 0.335445 , 0.305572 , 0.41438 , 0.433598 , 0.42656 , 0.433625 , 0.461282 , 0.358182 , 0.336479 , 0.179417 , 0.172195 , 0.221453 , 0.29446 , 0.260815 , 0.266673 , 0.232662 , 0.274822 , 0.298917 , 0.144225 , 0.349872 , 0.301218 , 0.333828 , 0.244831 , 0.345237 , 0.283089 , 0.346703 , 0.272892 , 0.168795 , 0.337864 , 0.203857 , 0.167361 , 0.31585 , 0.265919 , 0.249061 , 0.278217 , 0.278901 , 0.255216 
 915 , 0.289059 , 0.36529 , 0.343951 , 0.357334 , 0.312201 , 0.223682 , 0.272521 , 0.256905 , 0.213325 , 0.224394 , 0.384262 , 0.409485 , 0.341286 , 0.410845 , 0.376408 , 0.185367 , 0.214819 , 0.172426 , 0.292409 , 0.18295 , 0.250464 , 0.373991 , 0.260621 , 0.335719 , 0.305976 , 0.414928 , 0.433646 , 0.427043 , 0.433986 , 0.461291 , 0.358138 , 0.337019 , 0.179573 , 0.172582 , 0.221815 , 0.294718 , 0.260799 , 0.266808 , 0.232771 , 0.274948 , 0.299163 , 0.144274 , 0.350014 , 0.30179 , 0.334252 , 0.244908 , 0.345866 , 0.283153 , 0.34702 , 0.273298 , 0.168979 , 0.338443 , 0.204079 , 0.167706 , 0.316128 , 0.26622 , 0.24945 , 0.278174 , 0.279193 , 0.255507 
 916 , 0.289401 , 0.365317 , 0.343864 , 0.357541 , 0.312529 , 0.22408 , 0.272975 , 0.257143 , 0.213794 , 0.224388 , 0.384556 , 0.409417 , 0.341542 , 0.411269 , 0.377051 , 0.18552 , 0.215397 , 0.172717 , 0.292652 , 0.183177 , 0.250885 , 0.374464 , 0.261025 , 0.336007 , 0.306373 , 0.41547 , 0.433705 , 0.427517 , 0.434321 , 0.461282 , 0.358103 , 0.337557 , 0.179732 , 0.172993 , 0.222179 , 0.294968 , 0.260804 , 0.266933 , 0.232898 , 0.275086 , 0.299423 , 0.144288 , 0.350165 , 0.302339 , 0.334695 , 0.244983 , 0.346504 , 0.283197 , 0.347325 , 0.27372 , 0.169181 , 0.339031 , 0.204328 , 0.168047 , 0.316411 , 0.266528 , 0.249837 , 0.278175 , 0.279482 , 0.255804 
 917 , 0.289602 , 0.365109 , 0.343606 , 0.357371 , 0.312782 , 0.224176 , 0.273143 , 0.257279 , 0.214264 , 0.224782 , 0.384928 , 0.409806 , 0.341642 , 0.411879 , 0.377688 , 0.185803 , 0.215595 , 0.173067 , 0.292935 , 0.183417 , 0.251224 , 0.375053 , 0.261375 , 0.336351 , 0.306646 , 0.415872 , 0.433803 , 0.427781 , 0.434382 , 0.461116 , 0.358215 , 0.33805 , 0.179949 , 0.17357 , 0.222569 , 0.295127 , 0.261045 , 0.266888 , 0.23319 , 0.27535 , 0.299774 , 0.143849 , 0.350391 , 0.30262 , 0.335301 , 0.244975 , 0.34714 , 0.283082 , 0.347481 , 0.274182 , 0.169463 , 0.339592 , 0.204768 , 0.168408 , 0.316737 , 0.266812 , 0.250088 , 0.278678 , 0.279695 , 0.256099 
 918 , 0.289839 , 0.365188 , 0.343734 , 0.357647 , 0.313173 , 0.224491 , 0.273321 , 0.257761 , 0.214908 , 0.225337 , 0.385293 , 0.410821 , 0.341854 , 0.412587 , 0.378369 , 0.186292 , 0.215899 , 0.173565 , 0.293301 , 0.183686 , 0.251791 , 0.375969 , 0.261976 , 0.336751 , 0.306764 , 0.416293 , 0.434155 , 0.427924 , 0.434545 , 0.461508 , 0.35873 , 0.33862 , 0.180202 , 0.174151 , 0.223191 , 0.295409 , 0.26151 , 0.267004 , 0.233561 , 0.275531 , 0.300414 , 0.143481 , 0.350539 , 0.303064 , 0.335954 , 0.245127 , 0.347586 , 0.28317 , 0.347635 , 0.274746 , 0.169941 , 0.34024 , 0.205253 , 0.168792 , 0.317068 , 0.267096 , 0.250225 , 0.279351 , 0.279952 , 0.256445 
 919 , 0.290077 , 0.365269 , 0.343863 , 0.357924 , 0.313572 , 0.224817 , 0.273504 , 0.25825 , 0.215568 , 0.225897 , 0.385666 , 0.411857 , 0.342073 , 0.413316 , 0.37907 , 0.186795 , 0.216208 , 0.174069 , 0.293668 , 0.183958 , 0.252364 , 0.3769 , 0.262584 , 0.337164 , 0.306888 , 0.416723 , 0.434511 , 0.428072 , 0.434711 , 0.461911 , 0.359259 , 0.339198 , 0.180459 , 0.174736 , 0.223825 , 0.295692 , 0.261982 , 0.267125 , 0.233936 , 0.275718 , 0.301073 , 0.143105 , 0.350682 , 0.303514 , 0.336621 , 0.245285 , 0.348035 , 0.283258 , 0.347791 , 0.275316 , 0.170429 , 0.340907 , 0.20575 , 0.169181 , 0.317401 , 0.26738 , 0.250368 , 0.28003 , 0.280215 , 0.256791 
 920 , 0.289772 , 0.365788 , 0.344139 , 0.358312 , 0.313765 , 0.225187 , 0.273764 , 0.258797 , 0.215877 , 0.226408 , 0.385662 , 0.412689 , 0.342457 , 0.413587 , 0.379583 , 0.187289 , 0.21655 , 0.174534 , 0.293929 , 0.184211 , 0.252898 , 0.377738 , 0.263079 , 0.337485 , 0.307013 , 0.416857 , 0.434667 , 0.428188 , 0.434886 , 0.462285 , 0.359479 , 0.339692 , 0.180837 , 0.175043 , 0.224256 , 0.295868 , 0.262422 , 0.267077 , 0.234229 , 0.275769 , 0.301443 , 0.142972 , 0.35076 , 0.304044 , 0.337036 , 0.245527 , 0.348241 , 0.283452 , 0.347813 , 0.275577 , 0.170925 , 0.341439 , 0.206085 , 0.16949 , 0.317517 , 0.267505 , 0.25045 , 0.280457 , 0.280435 , 0.257011 
 921 , 0.289011 , 0.366178 , 0.344156 , 0.358233 , 0.313595 , 0.225255 , 0.273764 , 0.259176 , 0.215863 , 0.22674 , 0.385363 , 0.4129 , 0.342595 , 0.413741 , 0.379193 , 0.187639 , 0.216859 , 0.174778 , 0.293756 , 0.184488 , 0.253083 , 0.378176 , 0.26325 , 0.33758 , 0.307228 , 0.416936 , 0.434652 , 0.428268 , 0.434658 , 0.462392 , 0.359162 , 0.339972 , 0.181266 , 0.175295 , 0.224491 , 0.295791 , 0.26264 , 0.266758 , 0.234366 , 0.275853 , 0.301482 , 0.14276 , 0.351019 , 0.304396 , 0.337151 , 0.245693 , 0.348269 , 0.283578 , 0.347637 , 0.275584 , 0.171187 , 0.341732 , 0.206334 , 0.169835 , 0.317444 , 0.267605 , 0.250483 , 0.28067 , 0.280538 , 0.257097 
 922 , 0.288128 , 0.366498 , 0.344077 , 0.357974 , 0.313308 , 0.225209 , 0.273663 , 0.259501 , 0.215771 , 0.227015 , 0.384999 , 0.41292 , 0.342628 , 0.413901 , 0.378485 , 0.187959 , 0.217159 , 0.174959 , 0.293442 , 0.184777 , 0.253158 , 0.378501 , 0.263323 , 0.337601 , 0.307477 , 0.417028 , 0.434587 , 0.428332 , 0.434284 , 0.46241 , 0.358679 , 0.340189 , 0.181721 , 0.175565 , 0.224686 , 0.295633 , 0.262778 , 0.266351 , 0.234459 , 0.275959 , 0.301426 , 0.142489 , 0.35135 , 0.304696 , 0.337199 , 0.245824 , 0.348261 , 0.283679 , 0.347391 , 0.275535 , 0.171375 , 0.341962 , 0.20657 , 0.170202 , 0.317322 , 0.267717 , 0.250493 , 0.280832 , 0.280601 , 0.25715 
 923 , 0.287327 , 0.366508 , 0.344156 , 0.357704 , 0.313133 , 0.225119 , 0.273417 , 0.259635 , 0.215542 , 0.227016 , 0.384667 , 0.412531 , 0.342259 , 0.413977 , 0.377476 , 0.188057 , 0.217322 , 0.174953 , 0.292994 , 0.184892 , 0.252989 , 0.378332 , 0.263183 , 0.337432 , 0.30751 , 0.416947 , 0.434438 , 0.428098 , 0.433737 , 0.462035 , 0.35801 , 0.340023 , 0.181883 , 0.175671 , 0.224624 , 0.295341 , 0.262711 , 0.265936 , 0.234346 , 0.275964 , 0.301064 , 0.142162 , 0.351358 , 0.304718 , 0.336909 , 0.245692 , 0.347999 , 0.283511 , 0.347009 , 0.275375 , 0.171321 , 0.341864 , 0.206538 , 0.170354 , 0.316954 , 0.267683 , 0.250286 , 0.280725 , 0.280469 , 0.257038 
 924 , 0.2869 , 0.366274 , 0.344618 , 0.357717 , 0.313313 , 0.225112 , 0.273164 , 0.259592 , 0.215255 , 0.226795 , 0.384462 , 0.412085 , 0.341662 , 0.413915 , 0.376986 , 0.187981 , 0.21731 , 0.174859 , 0.292693 , 0.184829 , 0.252769 , 0.377887 , 0.263088 , 0.337209 , 0.307363 , 0.416747 , 0.434282 , 0.427707 , 0.433404 , 0.461506 , 0.357278 , 0.339591 , 0.181766 , 0.175636 , 0.224341 , 0.295136 , 0.262587 , 0.265666 , 0.234147 , 0.275917 , 0.300551 , 0.141922 , 0.351013 , 0.30457 , 0.336427 , 0.245378 , 0.347646 , 0.283128 , 0.34674 , 0.275225 , 0.1712 , 0.341561 , 0.206327 , 0.170277 , 0.316679 , 0.267591 , 0.250016 , 0.280415 , 0.280285 , 0.256873 
 925 , 0.286818 , 0.366165 , 0.345358 , 0.358114 , 0.313809 , 0.22527 , 0.273108 , 0.259595 , 0.215092 , 0.226686 , 0.384361 , 0.412164 , 0.341352 , 0.413794 , 0.377641 , 0.188005 , 0.217287 , 0.174939 , 0.292781 , 0.184801 , 0.252859 , 0.377788 , 0.263353 , 0.3372 , 0.30732 , 0.416655 , 0.434246 , 0.427544 , 0.433603 , 0.461344 , 0.356715 , 0.339361 , 0.181726 , 0.175672 , 0.224153 , 0.295264 , 0.262693 , 0.265582 , 0.23415 , 0.275974 , 0.300285 , 0.141877 , 0.350707 , 0.304607 , 0.336173 , 0.245192 , 0.347525 , 0.282857 , 0.346831 , 0.27528 , 0.171362 , 0.341482 , 0.206291 , 0.170228 , 0.3169 , 0.267635 , 0.249987 , 0.280262 , 0.280318 , 0.256916 
 926 , 0.286753 , 0.366007 , 0.345989 , 0.358427 , 0.314333 , 0.225374 , 0.273057 , 0.259411 , 0.214932 , 0.226531 , 0.384199 , 0.412193 , 0.341119 , 0.413542 , 0.378229 , 0.187992 , 0.217137 , 0.174902 , 0.292808 , 0.184738 , 0.252931 , 0.37764 , 0.263572 , 0.337123 , 0.30723 , 0.416484 , 0.434104 , 0.427357 , 0.433729 , 0.461185 , 0.356075 , 0.339028 , 0.18158 , 0.175645 , 0.223877 , 0.29533 , 0.262728 , 0.265415 , 0.234127 , 0.275942 , 0.299922 , 0.141761 , 0.350281 , 0.30456 , 0.335864 , 0.244989 , 0.347287 , 0.282586 , 0.34684 , 0.275285 , 0.171455 , 0.341335 , 0.206201 , 0.170112 , 0.31702 , 0.267648 , 0.249961 , 0.280024 , 0.280285 , 0.256854 
 927 , 0.28673 , 0.365604 , 0.345791 , 0.358194 , 0.314805 , 0.225156 , 0.273049 , 0.25831 , 0.214829 , 0.226122 , 0.383749 , 0.411852 , 0.34128 , 0.412738 , 0.378094 , 0.187773 , 0.21644 , 0.17427 , 0.292426 , 0.184493 , 0.252862 , 0.377185 , 0.26343 , 0.336655 , 0.306894 , 0.415931 , 0.433443 , 0.427069 , 0.433386 , 0.461081 , 0.355283 , 0.338243 , 0.180915 , 0.175277 , 0.223234 , 0.295014 , 0.262337 , 0.264846 , 0.233963 , 0.275454 , 0.299145 , 0.141294 , 0.349283 , 0.304035 , 0.335343 , 0.24475 , 0.34651 , 0.282404 , 0.346389 , 0.275005 , 0.171158 , 0.340849 , 0.2059 , 0.169685 , 0.31645 , 0.267423 , 0.249905 , 0.27943 , 0.279861 , 0.256222 
 928 , 0.286397 , 0.364836 , 0.345389 , 0.357753 , 0.314981 , 0.224893 , 0.273045 , 0.256981 , 0.214555 , 0.225459 , 0.383145 , 0.410818 , 0.340996 , 0.412036 , 0.376877 , 0.187471 , 0.215963 , 0.173635 , 0.291765 , 0.184204 , 0.252617 , 0.376248 , 0.262915 , 0.336084 , 0.30634 , 0.415222 , 0.432862 , 0.426807 , 0.432625 , 0.460852 , 0.354786 , 0.337533 , 0.180146 , 0.174824 , 0.222509 , 0.294368 , 0.261732 , 0.264179 , 0.233684 , 0.274846 , 0.29823 , 0.14052 , 0.347842 , 0.303315 , 0.334531 , 0.244496 , 0.345701 , 0.282269 , 0.345551 , 0.274563 , 0.170651 , 0.340361 , 0.205458 , 0.169168 , 0.315194 , 0.266927 , 0.249696 , 0.278691 , 0.279216 , 0.255221 
 929 , 0.286009 , 0.363959 , 0.344931 , 0.357249 , 0.315177 , 0.224596 , 0.273036 , 0.255468 , 0.214248 , 0.224706 , 0.38246 , 0.409641 , 0.340666 , 0.411228 , 0.37549 , 0.187131 , 0.215412 , 0.172906 , 0.29101 , 0.183868 , 0.252327 , 0.375183 , 0.262328 , 0.335434 , 0.305704 , 0.414404 , 0.432192 , 0.426496 , 0.431752 , 0.460578 , 0.354213 , 0.336715 , 0.179262 , 0.174308 , 0.221687 , 0.293623 , 0.261036 , 0.263412 , 0.233357 , 0.274148 , 0.297186 , 0.139635 , 0.346194 , 0.302494 , 0.333603 , 0.244204 , 0.344763 , 0.28211 , 0.344589 , 0.274062 , 0.170067 , 0.339803 , 0.204954 , 0.168572 , 0.313752 , 0.266361 , 0.249459 , 0.277851 , 0.278471 , 0.254077 
 930 , 0.285729 , 0.362896 , 0.343969 , 0.356499 , 0.313758 , 0.223975 , 0.272336 , 0.254918 , 0.213525 , 0.223872 , 0.381349 , 0.408383 , 0.339853 , 0.410536 , 0.37459 , 0.186348 , 0.215131 , 0.172252 , 0.290335 , 0.183227 , 0.251826 , 0.374054 , 0.261384 , 0.334866 , 0.304614 , 0.413501 , 0.431224 , 0.425818 , 0.43081 , 0.460088 , 0.353741 , 0.336064 , 0.178609 , 0.173629 , 0.220572 , 0.292298 , 0.260164 , 0.262691 , 0.232831 , 0.273459 , 0.296116 , 0.138845 , 0.345115 , 0.301943 , 0.332672 , 0.243857 , 0.344165 , 0.281698 , 0.343751 , 0.273136 , 0.169431 , 0.339219 , 0.204433 , 0.167905 , 0.312457 , 0.265351 , 0.249011 , 0.277063 , 0.277604 , 0.25311 
 931 , 0.285572 , 0.362221 , 0.342636 , 0.355608 , 0.312249 , 0.223136 , 0.271239 , 0.254666 , 0.212542 , 0.222986 , 0.380461 , 0.407086 , 0.339376 , 0.409809 , 0.374183 , 0.185375 , 0.214527 , 0.17126 , 0.28934 , 0.182461 , 0.251106 , 0.373398 , 0.260407 , 0.334217 , 0.303645 , 0.412527 , 0.429983 , 0.425072 , 0.430306 , 0.459256 , 0.353173 , 0.334632 , 0.177856 , 0.172674 , 0.219189 , 0.29095 , 0.259484 , 0.261948 , 0.232242 , 0.272508 , 0.295007 , 0.138202 , 0.344552 , 0.301493 , 0.331793 , 0.243402 , 0.34319 , 0.280956 , 0.343034 , 0.272121 , 0.168692 , 0.338262 , 0.20388 , 0.167077 , 0.311245 , 0.264227 , 0.248209 , 0.276293 , 0.276807 , 0.252248 
 932 , 0.285426 , 0.361567 , 0.341081 , 0.35458 , 0.310586 , 0.222151 , 0.269949 , 0.254415 , 0.211395 , 0.221989 , 0.379537 , 0.405625 , 0.33893 , 0.408989 , 0.37382 , 0.184251 , 0.213761 , 0.170056 , 0.288145 , 0.181578 , 0.250245 , 0.372776 , 0.259315 , 0.333462 , 0.302607 , 0.411418 , 0.42853 , 0.424216 , 0.42984 , 0.458242 , 0.352504 , 0.332835 , 0.176974 , 0.171547 , 0.217588 , 0.28945 , 0.258769 , 0.261101 , 0.231574 , 0.271381 , 0.293741 , 0.137503 , 0.344015 , 0.301001 , 0.330812 , 0.242864 , 0.341986 , 0.280045 , 0.342258 , 0.270976 , 0.167841 , 0.337091 , 0.203253 , 0.166107 , 0.309896 , 0.262962 , 0.24723 , 0.275429 , 0.275933 , 0.251295 
 933 , 0.284678 , 0.361129 , 0.340293 , 0.353701 , 0.30949 , 0.221269 , 0.268731 , 0.254234 , 0.210891 , 0.221189 , 0.378918 , 0.404746 , 0.338422 , 0.408631 , 0.373863 , 0.183939 , 0.213242 , 0.169471 , 0.287194 , 0.181069 , 0.249756 , 0.372922 , 0.258759 , 0.333059 , 0.302033 , 0.410759 , 0.427676 , 0.423711 , 0.429901 , 0.457589 , 0.351846 , 0.331404 , 0.176231 , 0.170811 , 0.216682 , 0.288632 , 0.25865 , 0.26079 , 0.231196 , 0.270848 , 0.293219 , 0.136836 , 0.343625 , 0.300812 , 0.330166 , 0.242664 , 0.341143 , 0.279326 , 0.341925 , 0.270432 , 0.167388 , 0.336265 , 0.202938 , 0.165488 , 0.309359 , 0.262108 , 0.24627 , 0.274985 , 0.275441 , 0.250788 
 934 , 0.283402 , 0.360796 , 0.340399 , 0.353004 , 0.308881 , 0.220647 , 0.267637 , 0.254144 , 0.211337 , 0.22063 , 0.378658 , 0.404812 , 0.33756 , 0.408714 , 0.374081 , 0.18439 , 0.213074 , 0.169637 , 0.286657 , 0.180842 , 0.249523 , 0.373165 , 0.258732 , 0.333034 , 0.301876 , 0.410395 , 0.427531 , 0.423062 , 0.429971 , 0.457228 , 0.350873 , 0.33074 , 0.175771 , 0.170604 , 0.216537 , 0.288102 , 0.258687 , 0.260834 , 0.231043 , 0.27096 , 0.293055 , 0.136208 , 0.343126 , 0.300763 , 0.330043 , 0.242798 , 0.340663 , 0.278921 , 0.341709 , 0.270459 , 0.167237 , 0.335907 , 0.202786 , 0.165258 , 0.309404 , 0.261711 , 0.245593 , 0.274749 , 0.274968 , 0.250709 
 935 , 0.282012 , 0.360334 , 0.340711 , 0.352291 , 0.30817 , 0.220112 , 0.266475 , 0.254064 , 0.212189 , 0.220073 , 0.378416 , 0.405279 , 0.336309 , 0.408812 , 0.374115 , 0.184896 , 0.213013 , 0.169997 , 0.286244 , 0.180517 , 0.249183 , 0.372851 , 0.258703 , 0.333035 , 0.301674 , 0.409845 , 0.427498 , 0.42186 , 0.429564 , 0.456777 , 0.349453 , 0.330434 , 0.175404 , 0.170522 , 0.216472 , 0.287204 , 0.258314 , 0.260729 , 0.230818 , 0.271181 , 0.292537 , 0.135509 , 0.342314 , 0.300551 , 0.330095 , 0.242952 , 0.340163 , 0.278597 , 0.341168 , 0.270493 , 0.166989 , 0.335648 , 0.202476 , 0.165076 , 0.309276 , 0.261333 , 0.245102 , 0.274291 , 0.27411 , 0.250622 
 936 , 0.280679 , 0.360062 , 0.341087 , 0.35187 , 0.307597 , 0.219669 , 0.265674 , 0.253969 , 0.2129 , 0.219759 , 0.378322 , 0.40596 , 0.335375 , 0.408962 , 0.374178 , 0.185391 , 0.212934 , 0.170465 , 0.285997 , 0.180197 , 0.248926 , 0.372632 , 0.258939 , 0.333031 , 0.301632 , 0.409586 , 0.427678 , 0.420869 , 0.429246 , 0.456547 , 0.348165 , 0.330462 , 0.175328 , 0.1706 , 0.2167 , 0.286543 , 0.257988 , 0.260468 , 0.230727 , 0.271492 , 0.292266 , 0.134838 , 0.341672 , 0.300457 , 0.330332 , 0.243051 , 0.339845 , 0.27843 , 0.340789 , 0.270739 , 0.166833 , 0.335701 , 0.202241 , 0.16504 , 0.309244 , 0.261204 , 0.244799 , 0.274022 , 0.273516 , 0.25073 
 937 , 0.279675 , 0.360371 , 0.341406 , 0.352302 , 0.307498 , 0.219459 , 0.265978 , 0.253736 , 0.212889 , 0.220192 , 0.378516 , 0.40678 , 0.335502 , 0.409062 , 0.374134 , 0.185639 , 0.212707 , 0.171028 , 0.286162 , 0.179918 , 0.248859 , 0.372745 , 0.259706 , 0.332923 , 0.301909 , 0.409977 , 0.428149 , 0.420664 , 0.429041 , 0.456677 , 0.34743 , 0.331247 , 0.176016 , 0.171022 , 0.21758 , 0.28668 , 0.257782 , 0.259689 , 0.230951 , 0.271903 , 0.292677 , 0.13427 , 0.341461 , 0.300635 , 0.330729 , 0.242873 , 0.340022 , 0.278561 , 0.340943 , 0.271368 , 0.166944 , 0.336428 , 0.202186 , 0.165334 , 0.309344 , 0.261706 , 0.244934 , 0.274212 , 0.273689 , 0.251245 
