  time  ,48:41 PM,48:58 PM,49:29 PM,49:41 PM,49:52 PM,51:01 PM,51:10 PM,51:19 PM,51:27 PM,51:39 PM,53:35 PM,53:45 PM,53:53 PM,54:01 PM,54:09 PM,55:37 PM,55:48 PM,55:56 PM,56:05 PM,56:11 PM,58:27 PM,58:39 PM,58:44 PM,58:52 PM,59:01 PM,59:56 PM,00:04 PM,00:13 PM,00:21 PM,00:31 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 803 , 0.535125 , 0.512756 , 0.532656 , 0.452444 , 0.423666 , 0.298759 , 0.286126 , 0.345477 , 0.308337 , 0.289894 , 0.467119 , 0.544627 , 0.399731 , 0.502 , 0.522607 , 0.35293 , 0.382064 , 0.344141 , 0.362838 , 0.288914 , 0.418307 , 0.392374 , 0.534845 , 0.449033 , 0.493918 , 0.343574 , 0.384915 , 0.369852 , 0.385742 , 0.420751 
 804 , 0.535662 , 0.513457 , 0.533282 , 0.45281 , 0.424096 , 0.299284 , 0.286626 , 0.346146 , 0.308979 , 0.290306 , 0.467759 , 0.545204 , 0.400361 , 0.502763 , 0.523337 , 0.353441 , 0.382648 , 0.344546 , 0.363399 , 0.289327 , 0.4189 , 0.392977 , 0.535477 , 0.4497 , 0.494636 , 0.344252 , 0.385566 , 0.37056 , 0.386641 , 0.421518 
 805 , 0.536151 , 0.514093 , 0.534024 , 0.453155 , 0.424511 , 0.299833 , 0.287233 , 0.34704 , 0.309696 , 0.290568 , 0.468486 , 0.545886 , 0.401013 , 0.503536 , 0.524104 , 0.353967 , 0.383247 , 0.344804 , 0.363868 , 0.289764 , 0.419467 , 0.39356 , 0.536196 , 0.450212 , 0.495337 , 0.345029 , 0.386132 , 0.371309 , 0.387565 , 0.422249 
 806 , 0.536671 , 0.514764 , 0.534814 , 0.453536 , 0.424968 , 0.300384 , 0.28789 , 0.347983 , 0.310442 , 0.29081 , 0.469254 , 0.546613 , 0.401688 , 0.504352 , 0.524918 , 0.354527 , 0.383874 , 0.345043 , 0.364353 , 0.29023 , 0.420069 , 0.394177 , 0.536987 , 0.450731 , 0.496061 , 0.345856 , 0.386731 , 0.372115 , 0.388536 , 0.423008 
 807 , 0.537081 , 0.515339 , 0.5355 , 0.453876 , 0.425342 , 0.300856 , 0.288465 , 0.348858 , 0.311063 , 0.291044 , 0.469948 , 0.547217 , 0.402349 , 0.50506 , 0.525643 , 0.355053 , 0.384475 , 0.345242 , 0.364807 , 0.290714 , 0.420663 , 0.394754 , 0.537736 , 0.45118 , 0.496778 , 0.346635 , 0.387307 , 0.372882 , 0.389453 , 0.423761 
 808 , 0.537266 , 0.515747 , 0.535896 , 0.454217 , 0.425517 , 0.301211 , 0.288824 , 0.349513 , 0.311426 , 0.291434 , 0.47044 , 0.547526 , 0.402987 , 0.505454 , 0.526132 , 0.355462 , 0.385004 , 0.34543 , 0.365187 , 0.291225 , 0.421179 , 0.395212 , 0.538349 , 0.451576 , 0.497405 , 0.347236 , 0.387815 , 0.373504 , 0.390241 , 0.424506 
 809 , 0.537578 , 0.516343 , 0.536354 , 0.454716 , 0.425758 , 0.30171 , 0.289215 , 0.350234 , 0.311909 , 0.29201 , 0.470995 , 0.547913 , 0.403731 , 0.50589 , 0.526699 , 0.355902 , 0.385626 , 0.345743 , 0.365629 , 0.291774 , 0.421706 , 0.395752 , 0.539024 , 0.45213 , 0.498055 , 0.347871 , 0.388343 , 0.374138 , 0.391144 , 0.425326 
 810 , 0.537891 , 0.51696 , 0.536827 , 0.45523 , 0.426008 , 0.302234 , 0.28962 , 0.350995 , 0.312411 , 0.292623 , 0.471576 , 0.548311 , 0.404506 , 0.506343 , 0.527287 , 0.356369 , 0.386274 , 0.346074 , 0.366086 , 0.292353 , 0.422264 , 0.396313 , 0.539737 , 0.452714 , 0.498735 , 0.348531 , 0.388896 , 0.374804 , 0.392089 , 0.426186 
 811 , 0.53815 , 0.517515 , 0.53716 , 0.455576 , 0.426326 , 0.302825 , 0.289974 , 0.351517 , 0.313136 , 0.293101 , 0.472234 , 0.548606 , 0.405176 , 0.50663 , 0.527766 , 0.356741 , 0.386757 , 0.3462 , 0.366379 , 0.292692 , 0.422809 , 0.396877 , 0.540347 , 0.453122 , 0.499235 , 0.349076 , 0.389376 , 0.375364 , 0.392873 , 0.426867 
 812 , 0.538288 , 0.518117 , 0.5375 , 0.455838 , 0.426619 , 0.303398 , 0.290377 , 0.352067 , 0.313983 , 0.293495 , 0.47297 , 0.549005 , 0.405905 , 0.506956 , 0.528252 , 0.357164 , 0.387151 , 0.346288 , 0.366729 , 0.293058 , 0.423454 , 0.397405 , 0.540982 , 0.453462 , 0.49984 , 0.349664 , 0.389978 , 0.375997 , 0.393546 , 0.427512 
 813 , 0.538429 , 0.518749 , 0.537857 , 0.456116 , 0.426929 , 0.303996 , 0.290801 , 0.352643 , 0.314879 , 0.29391 , 0.47375 , 0.549431 , 0.406679 , 0.507302 , 0.528762 , 0.357613 , 0.38757 , 0.346384 , 0.367094 , 0.293452 , 0.424139 , 0.397968 , 0.541651 , 0.453824 , 0.500478 , 0.350284 , 0.390607 , 0.376668 , 0.394268 , 0.428192 
 814 , 0.538815 , 0.519505 , 0.538523 , 0.456683 , 0.427321 , 0.304707 , 0.291505 , 0.353432 , 0.315741 , 0.294509 , 0.474507 , 0.55012 , 0.407541 , 0.507841 , 0.529491 , 0.358226 , 0.388092 , 0.346728 , 0.367622 , 0.293945 , 0.424901 , 0.398615 , 0.542415 , 0.454382 , 0.50121 , 0.351005 , 0.391275 , 0.377436 , 0.395041 , 0.428906 
 815 , 0.539293 , 0.520137 , 0.539247 , 0.456829 , 0.427586 , 0.305314 , 0.292284 , 0.354198 , 0.316298 , 0.295181 , 0.47528 , 0.550622 , 0.408271 , 0.508323 , 0.530124 , 0.358895 , 0.388676 , 0.347141 , 0.368131 , 0.294557 , 0.425493 , 0.399241 , 0.543081 , 0.454968 , 0.501951 , 0.351726 , 0.391892 , 0.378257 , 0.395852 , 0.429646 
 816 , 0.539792 , 0.520749 , 0.539979 , 0.456869 , 0.42783 , 0.30592 , 0.293077 , 0.354969 , 0.316815 , 0.295878 , 0.476093 , 0.551081 , 0.408993 , 0.508793 , 0.530744 , 0.359584 , 0.389276 , 0.347555 , 0.368632 , 0.295198 , 0.426063 , 0.399872 , 0.54374 , 0.455562 , 0.502712 , 0.352462 , 0.392523 , 0.379114 , 0.396704 , 0.430411 
 817 , 0.540446 , 0.521642 , 0.540793 , 0.457025 , 0.42827 , 0.306521 , 0.293903 , 0.355774 , 0.317366 , 0.296616 , 0.477029 , 0.551638 , 0.409652 , 0.509457 , 0.531401 , 0.360306 , 0.389955 , 0.348042 , 0.369245 , 0.295869 , 0.426703 , 0.400554 , 0.544506 , 0.456239 , 0.503585 , 0.353254 , 0.393195 , 0.380003 , 0.397627 , 0.431262 
 818 , 0.54122 , 0.522744 , 0.541559 , 0.457796 , 0.428995 , 0.30709 , 0.294578 , 0.356461 , 0.317867 , 0.297197 , 0.477854 , 0.552323 , 0.410114 , 0.510438 , 0.532099 , 0.360969 , 0.390674 , 0.348616 , 0.370004 , 0.296413 , 0.427466 , 0.401231 , 0.545409 , 0.456938 , 0.504561 , 0.354121 , 0.393871 , 0.380714 , 0.398665 , 0.432213 
 819 , 0.54184 , 0.523603 , 0.54216 , 0.458964 , 0.429647 , 0.307689 , 0.295144 , 0.357023 , 0.318301 , 0.297577 , 0.478422 , 0.552986 , 0.41055 , 0.511397 , 0.532808 , 0.361562 , 0.391352 , 0.349177 , 0.370755 , 0.296824 , 0.428268 , 0.401878 , 0.546287 , 0.457557 , 0.505498 , 0.355003 , 0.394525 , 0.38128 , 0.399751 , 0.43318 
 820 , 0.542481 , 0.524465 , 0.542782 , 0.460149 , 0.430318 , 0.308317 , 0.295726 , 0.357609 , 0.318755 , 0.297965 , 0.479002 , 0.553675 , 0.410998 , 0.512382 , 0.53354 , 0.362173 , 0.392045 , 0.349757 , 0.371516 , 0.29725 , 0.429101 , 0.402537 , 0.547199 , 0.458198 , 0.506461 , 0.355905 , 0.3952 , 0.381861 , 0.40086 , 0.434174 
 821 , 0.543176 , 0.524988 , 0.543682 , 0.460921 , 0.431087 , 0.309331 , 0.296579 , 0.358526 , 0.319644 , 0.298371 , 0.479596 , 0.554582 , 0.411526 , 0.513568 , 0.534475 , 0.362897 , 0.392818 , 0.350285 , 0.372251 , 0.297718 , 0.429961 , 0.403131 , 0.548359 , 0.458903 , 0.507285 , 0.356774 , 0.396096 , 0.382731 , 0.401812 , 0.435118 
 822 , 0.543897 , 0.52553 , 0.544511 , 0.461113 , 0.431821 , 0.31014 , 0.29742 , 0.359415 , 0.320519 , 0.298901 , 0.480394 , 0.555436 , 0.412106 , 0.514732 , 0.535394 , 0.363572 , 0.393552 , 0.350758 , 0.372923 , 0.298361 , 0.43084 , 0.403723 , 0.54951 , 0.459571 , 0.507944 , 0.357613 , 0.397023 , 0.383775 , 0.402735 , 0.435959 
 823 , 0.544624 , 0.526078 , 0.545346 , 0.461301 , 0.43256 , 0.310955 , 0.298266 , 0.360308 , 0.321398 , 0.299436 , 0.481198 , 0.556297 , 0.412684 , 0.515896 , 0.536321 , 0.364246 , 0.394298 , 0.351236 , 0.373599 , 0.299001 , 0.431717 , 0.40432 , 0.550661 , 0.460252 , 0.508602 , 0.358456 , 0.397962 , 0.384831 , 0.403671 , 0.436812 
 824 , 0.545252 , 0.526745 , 0.546041 , 0.461842 , 0.433205 , 0.311429 , 0.298879 , 0.361161 , 0.32202 , 0.299969 , 0.481974 , 0.557006 , 0.41328 , 0.516916 , 0.537128 , 0.364785 , 0.39502 , 0.351821 , 0.374226 , 0.299668 , 0.432503 , 0.404916 , 0.551671 , 0.460852 , 0.509127 , 0.359249 , 0.398771 , 0.38578 , 0.404668 , 0.437558 
 825 , 0.54585 , 0.527787 , 0.54658 , 0.462373 , 0.433715 , 0.311903 , 0.299414 , 0.362111 , 0.322591 , 0.300525 , 0.482866 , 0.557877 , 0.413912 , 0.517915 , 0.537812 , 0.365377 , 0.395768 , 0.352627 , 0.374927 , 0.300238 , 0.4333 , 0.405553 , 0.552757 , 0.46155 , 0.509877 , 0.360103 , 0.399543 , 0.386592 , 0.405713 , 0.4383 
 826 , 0.546451 , 0.528882 , 0.547114 , 0.462889 , 0.434225 , 0.312397 , 0.299954 , 0.363086 , 0.323164 , 0.301079 , 0.483775 , 0.558773 , 0.414545 , 0.518926 , 0.538491 , 0.365987 , 0.396521 , 0.353464 , 0.375642 , 0.300798 , 0.434111 , 0.40619 , 0.553869 , 0.462266 , 0.510664 , 0.360975 , 0.400327 , 0.387395 , 0.406766 , 0.439042 
 827 , 0.547119 , 0.529944 , 0.547601 , 0.463426 , 0.434788 , 0.312946 , 0.300578 , 0.3641 , 0.323812 , 0.30163 , 0.484689 , 0.559795 , 0.415181 , 0.51997 , 0.539242 , 0.366688 , 0.397316 , 0.354239 , 0.376401 , 0.301382 , 0.434949 , 0.406795 , 0.554949 , 0.46303 , 0.511537 , 0.361834 , 0.401117 , 0.388226 , 0.407814 , 0.439863 
 828 , 0.547822 , 0.530683 , 0.547983 , 0.464053 , 0.435319 , 0.313473 , 0.301355 , 0.365096 , 0.324613 , 0.302092 , 0.485427 , 0.560852 , 0.415674 , 0.521032 , 0.540107 , 0.367455 , 0.398173 , 0.354774 , 0.377127 , 0.301971 , 0.435741 , 0.407302 , 0.555885 , 0.463845 , 0.512405 , 0.362569 , 0.401887 , 0.389152 , 0.40877 , 0.440795 
 829 , 0.548475 , 0.531204 , 0.548334 , 0.464735 , 0.435738 , 0.313915 , 0.302142 , 0.366017 , 0.325441 , 0.302504 , 0.486035 , 0.561791 , 0.416053 , 0.522066 , 0.540959 , 0.368162 , 0.399023 , 0.355216 , 0.377777 , 0.302544 , 0.436448 , 0.407773 , 0.556749 , 0.464641 , 0.513162 , 0.363214 , 0.402624 , 0.390126 , 0.409643 , 0.441732 
 830 , 0.549136 , 0.531715 , 0.548707 , 0.465404 , 0.436141 , 0.314382 , 0.302956 , 0.366933 , 0.326251 , 0.302936 , 0.486634 , 0.562721 , 0.41642 , 0.523105 , 0.54182 , 0.368858 , 0.399878 , 0.355675 , 0.378433 , 0.303117 , 0.437174 , 0.408253 , 0.557632 , 0.465451 , 0.513912 , 0.363869 , 0.403364 , 0.3911 , 0.410512 , 0.442679 
 831 , 0.549891 , 0.532206 , 0.549328 , 0.466013 , 0.436402 , 0.315146 , 0.303964 , 0.367672 , 0.326771 , 0.303609 , 0.487073 , 0.563638 , 0.416735 , 0.524197 , 0.542612 , 0.36944 , 0.400684 , 0.356429 , 0.37923 , 0.303649 , 0.438056 , 0.408881 , 0.558689 , 0.466341 , 0.514507 , 0.364625 , 0.404113 , 0.392033 , 0.411251 , 0.443594 
 832 , 0.550506 , 0.532655 , 0.549951 , 0.466653 , 0.436741 , 0.315868 , 0.304784 , 0.368316 , 0.327086 , 0.304201 , 0.487469 , 0.564435 , 0.417183 , 0.525293 , 0.543231 , 0.369962 , 0.40132 , 0.357192 , 0.380083 , 0.304141 , 0.438896 , 0.409493 , 0.559696 , 0.467128 , 0.515065 , 0.365371 , 0.404734 , 0.392934 , 0.411976 , 0.444371 
 833 , 0.55112 , 0.533103 , 0.550571 , 0.467292 , 0.437079 , 0.316581 , 0.305609 , 0.368945 , 0.327392 , 0.304786 , 0.487857 , 0.565223 , 0.41763 , 0.52638 , 0.543848 , 0.370484 , 0.401955 , 0.35796 , 0.380934 , 0.304626 , 0.439728 , 0.410104 , 0.560694 , 0.467907 , 0.515615 , 0.366115 , 0.405354 , 0.393826 , 0.412693 , 0.44514 
 834 , 0.551716 , 0.533863 , 0.551134 , 0.467953 , 0.43769 , 0.317088 , 0.306178 , 0.369572 , 0.327965 , 0.305281 , 0.488449 , 0.565784 , 0.41805 , 0.527434 , 0.544398 , 0.370964 , 0.402497 , 0.358502 , 0.381647 , 0.305134 , 0.440433 , 0.410605 , 0.561597 , 0.468615 , 0.516223 , 0.366796 , 0.405989 , 0.394644 , 0.413408 , 0.445831 
 835 , 0.552334 , 0.534686 , 0.55174 , 0.468446 , 0.438512 , 0.31759 , 0.306653 , 0.370306 , 0.328573 , 0.305845 , 0.489176 , 0.566353 , 0.41833 , 0.528289 , 0.545081 , 0.371536 , 0.403243 , 0.358949 , 0.382246 , 0.305637 , 0.441152 , 0.411097 , 0.562415 , 0.469269 , 0.516878 , 0.367552 , 0.406792 , 0.395294 , 0.414226 , 0.446574 
 836 , 0.552942 , 0.535507 , 0.552348 , 0.468928 , 0.439336 , 0.318094 , 0.307132 , 0.37104 , 0.329169 , 0.306411 , 0.489917 , 0.56693 , 0.418594 , 0.529121 , 0.545775 , 0.372115 , 0.404012 , 0.35939 , 0.382843 , 0.306137 , 0.441881 , 0.411594 , 0.563223 , 0.469923 , 0.517532 , 0.368314 , 0.407613 , 0.395929 , 0.415047 , 0.447318 
 837 , 0.553511 , 0.536092 , 0.553003 , 0.469217 , 0.440188 , 0.318682 , 0.307553 , 0.371822 , 0.329745 , 0.306851 , 0.49058 , 0.567515 , 0.418825 , 0.529996 , 0.546453 , 0.372671 , 0.404801 , 0.359864 , 0.383425 , 0.306637 , 0.442581 , 0.412081 , 0.564039 , 0.470567 , 0.518185 , 0.369041 , 0.408351 , 0.396627 , 0.415911 , 0.448035 
 838 , 0.554066 , 0.536469 , 0.553484 , 0.469295 , 0.440986 , 0.319382 , 0.307949 , 0.372662 , 0.330394 , 0.307147 , 0.491111 , 0.56814 , 0.418989 , 0.530946 , 0.547052 , 0.373157 , 0.405551 , 0.360394 , 0.383988 , 0.307207 , 0.443293 , 0.412551 , 0.564871 , 0.471214 , 0.518871 , 0.36962 , 0.408954 , 0.397441 , 0.41673 , 0.448682 
 839 , 0.554643 , 0.536896 , 0.553814 , 0.469404 , 0.441726 , 0.320107 , 0.308386 , 0.373513 , 0.331108 , 0.307437 , 0.491606 , 0.568775 , 0.419164 , 0.531927 , 0.547616 , 0.373613 , 0.406267 , 0.360943 , 0.384547 , 0.307825 , 0.444024 , 0.41302 , 0.565716 , 0.471862 , 0.519571 , 0.370133 , 0.409533 , 0.398279 , 0.417481 , 0.449307 
 840 , 0.555219 , 0.537327 , 0.55411 , 0.469558 , 0.442374 , 0.320776 , 0.308846 , 0.374345 , 0.331785 , 0.307725 , 0.49207 , 0.569425 , 0.419341 , 0.532867 , 0.548169 , 0.374078 , 0.406971 , 0.36148 , 0.385093 , 0.308426 , 0.444757 , 0.41348 , 0.566554 , 0.472483 , 0.520256 , 0.37064 , 0.410095 , 0.3991 , 0.41822 , 0.449931 
 841 , 0.555731 , 0.537806 , 0.554266 , 0.469991 , 0.442474 , 0.321084 , 0.309446 , 0.37504 , 0.33224 , 0.308088 , 0.492437 , 0.570112 , 0.419626 , 0.533605 , 0.548675 , 0.374612 , 0.40766 , 0.361957 , 0.385528 , 0.308917 , 0.445424 , 0.413941 , 0.567389 , 0.472954 , 0.520777 , 0.371147 , 0.410576 , 0.399861 , 0.418897 , 0.450621 
 842 , 0.556294 , 0.538273 , 0.554731 , 0.470452 , 0.44266 , 0.321372 , 0.310144 , 0.375781 , 0.332693 , 0.308534 , 0.493001 , 0.570841 , 0.420017 , 0.534379 , 0.549301 , 0.37524 , 0.408382 , 0.362442 , 0.386027 , 0.309356 , 0.445979 , 0.41438 , 0.568363 , 0.473605 , 0.521214 , 0.371813 , 0.411047 , 0.400721 , 0.41971 , 0.451463 
 843 , 0.55687 , 0.538748 , 0.555203 , 0.470916 , 0.442843 , 0.321666 , 0.310854 , 0.376525 , 0.333151 , 0.308986 , 0.493574 , 0.571577 , 0.420419 , 0.53516 , 0.549934 , 0.375878 , 0.409107 , 0.362938 , 0.386536 , 0.309793 , 0.446538 , 0.41483 , 0.569343 , 0.474264 , 0.521654 , 0.372483 , 0.411528 , 0.401597 , 0.420539 , 0.452321 
 844 , 0.557298 , 0.539027 , 0.555394 , 0.471152 , 0.443143 , 0.32195 , 0.311357 , 0.377033 , 0.333518 , 0.309231 , 0.494162 , 0.572309 , 0.420814 , 0.535812 , 0.550408 , 0.376331 , 0.409606 , 0.363372 , 0.387017 , 0.310094 , 0.446939 , 0.415207 , 0.57019 , 0.474921 , 0.522085 , 0.373156 , 0.411939 , 0.402342 , 0.421329 , 0.453067 
 845 , 0.557833 , 0.539665 , 0.555643 , 0.471743 , 0.443427 , 0.322352 , 0.311863 , 0.377508 , 0.334109 , 0.309452 , 0.494678 , 0.573242 , 0.421127 , 0.536601 , 0.551062 , 0.376667 , 0.41013 , 0.363921 , 0.38757 , 0.310434 , 0.447667 , 0.415652 , 0.570946 , 0.475509 , 0.522787 , 0.373862 , 0.412567 , 0.403093 , 0.422222 , 0.453783 
 846 , 0.558376 , 0.54033 , 0.555909 , 0.472366 , 0.443709 , 0.32276 , 0.312376 , 0.377993 , 0.334724 , 0.309675 , 0.495201 , 0.574202 , 0.421435 , 0.537415 , 0.551734 , 0.377006 , 0.410664 , 0.364488 , 0.388136 , 0.310782 , 0.448424 , 0.416099 , 0.571707 , 0.476107 , 0.523517 , 0.374585 , 0.413212 , 0.403848 , 0.423129 , 0.454506 
 847 , 0.558861 , 0.540964 , 0.556401 , 0.472902 , 0.443935 , 0.323334 , 0.312978 , 0.378533 , 0.33519 , 0.310038 , 0.495653 , 0.574952 , 0.421683 , 0.538137 , 0.55244 , 0.3774 , 0.411181 , 0.36507 , 0.388669 , 0.311198 , 0.449123 , 0.416495 , 0.572418 , 0.476696 , 0.524187 , 0.375219 , 0.413955 , 0.404619 , 0.424004 , 0.455311 
 848 , 0.559272 , 0.541525 , 0.557272 , 0.473167 , 0.444306 , 0.324052 , 0.313685 , 0.379235 , 0.335479 , 0.310551 , 0.496129 , 0.57544 , 0.422071 , 0.538751 , 0.553065 , 0.377949 , 0.411777 , 0.365621 , 0.389182 , 0.311671 , 0.449679 , 0.416864 , 0.573113 , 0.477268 , 0.524817 , 0.375775 , 0.414711 , 0.405377 , 0.424791 , 0.456193 
 849 , 0.559682 , 0.542075 , 0.55825 , 0.473323 , 0.444804 , 0.324776 , 0.314423 , 0.380023 , 0.335741 , 0.311085 , 0.49666 , 0.575904 , 0.422579 , 0.53937 , 0.55364 , 0.378564 , 0.41244 , 0.366153 , 0.389716 , 0.312158 , 0.450193 , 0.417263 , 0.573845 , 0.47784 , 0.525473 , 0.376346 , 0.415438 , 0.406125 , 0.425564 , 0.457095 
 850 , 0.56011 , 0.54267 , 0.559238 , 0.47353 , 0.445331 , 0.325474 , 0.315148 , 0.380828 , 0.336061 , 0.311561 , 0.497224 , 0.576379 , 0.423107 , 0.540022 , 0.554215 , 0.379198 , 0.413133 , 0.366662 , 0.39029 , 0.312646 , 0.450754 , 0.41769 , 0.574582 , 0.478434 , 0.526162 , 0.376949 , 0.416153 , 0.406891 , 0.426347 , 0.457993 
 851 , 0.560569 , 0.543282 , 0.560065 , 0.473997 , 0.445917 , 0.326025 , 0.315704 , 0.381594 , 0.336525 , 0.311779 , 0.497814 , 0.576881 , 0.423542 , 0.540751 , 0.554798 , 0.379847 , 0.413879 , 0.367049 , 0.390972 , 0.313153 , 0.451416 , 0.418229 , 0.575227 , 0.479072 , 0.526884 , 0.377569 , 0.416781 , 0.407622 , 0.427115 , 0.458749 
 852 , 0.561028 , 0.543683 , 0.560629 , 0.474654 , 0.446461 , 0.326673 , 0.316131 , 0.382282 , 0.336884 , 0.311985 , 0.498337 , 0.577436 , 0.423715 , 0.541537 , 0.555474 , 0.380535 , 0.414601 , 0.367429 , 0.391676 , 0.313746 , 0.452035 , 0.418853 , 0.575782 , 0.479776 , 0.527474 , 0.378137 , 0.417418 , 0.408303 , 0.427881 , 0.459455 
 853 , 0.561497 , 0.544088 , 0.561204 , 0.475328 , 0.447015 , 0.327331 , 0.316567 , 0.382987 , 0.337251 , 0.312201 , 0.49887 , 0.578002 , 0.423898 , 0.542333 , 0.556168 , 0.381233 , 0.41534 , 0.36781 , 0.392396 , 0.314354 , 0.452663 , 0.419493 , 0.576354 , 0.480491 , 0.528074 , 0.378721 , 0.418078 , 0.408994 , 0.428663 , 0.460172 
 854 , 0.561935 , 0.544287 , 0.561491 , 0.47555 , 0.447638 , 0.327753 , 0.316808 , 0.3839 , 0.337771 , 0.312545 , 0.499476 , 0.578668 , 0.423977 , 0.543166 , 0.556863 , 0.381759 , 0.415995 , 0.368128 , 0.392996 , 0.314905 , 0.453294 , 0.420019 , 0.576964 , 0.481052 , 0.52864 , 0.379226 , 0.418706 , 0.409677 , 0.429493 , 0.460812 
 855 , 0.562461 , 0.544608 , 0.561818 , 0.475465 , 0.448211 , 0.328023 , 0.317375 , 0.384979 , 0.338545 , 0.313036 , 0.500278 , 0.579525 , 0.424387 , 0.543898 , 0.557499 , 0.382166 , 0.416466 , 0.368466 , 0.393418 , 0.315358 , 0.454016 , 0.42034 , 0.577913 , 0.481668 , 0.52915 , 0.379824 , 0.419265 , 0.410495 , 0.430305 , 0.461513 
 856 , 0.56299 , 0.544938 , 0.562153 , 0.475387 , 0.448797 , 0.328297 , 0.31796 , 0.386071 , 0.339331 , 0.313532 , 0.501093 , 0.580391 , 0.424797 , 0.544633 , 0.55815 , 0.382579 , 0.416949 , 0.368809 , 0.393852 , 0.315816 , 0.454746 , 0.420667 , 0.57887 , 0.482298 , 0.529675 , 0.380427 , 0.419824 , 0.411333 , 0.43113 , 0.462221 
 857 , 0.563459 , 0.545369 , 0.562356 , 0.475495 , 0.449135 , 0.328713 , 0.318655 , 0.387033 , 0.340009 , 0.314001 , 0.50169 , 0.581317 , 0.425267 , 0.545316 , 0.558746 , 0.382984 , 0.417356 , 0.369122 , 0.394219 , 0.316228 , 0.455411 , 0.421006 , 0.579788 , 0.482882 , 0.530038 , 0.381056 , 0.420321 , 0.41209 , 0.431849 , 0.46291 
 858 , 0.563935 , 0.546051 , 0.562483 , 0.475826 , 0.44928 , 0.329284 , 0.31931 , 0.38783 , 0.34063 , 0.31439 , 0.502106 , 0.582025 , 0.425736 , 0.546204 , 0.559307 , 0.383396 , 0.417906 , 0.36946 , 0.394582 , 0.316667 , 0.456091 , 0.421495 , 0.58062 , 0.48341 , 0.530517 , 0.381712 , 0.420809 , 0.412859 , 0.432561 , 0.463528 
 859 , 0.564444 , 0.546829 , 0.562623 , 0.476209 , 0.44942 , 0.329896 , 0.319928 , 0.388608 , 0.341284 , 0.314755 , 0.502518 , 0.582645 , 0.426191 , 0.547235 , 0.55989 , 0.383827 , 0.418551 , 0.369826 , 0.394982 , 0.317142 , 0.456821 , 0.422051 , 0.581452 , 0.483943 , 0.531107 , 0.382387 , 0.421331 , 0.413663 , 0.433319 , 0.464128 
 860 , 0.564951 , 0.547553 , 0.562786 , 0.476561 , 0.449568 , 0.330416 , 0.320527 , 0.389227 , 0.341895 , 0.315115 , 0.503 , 0.583199 , 0.42659 , 0.548261 , 0.560468 , 0.384276 , 0.419254 , 0.370204 , 0.395387 , 0.317594 , 0.457552 , 0.422581 , 0.58221 , 0.484479 , 0.531724 , 0.383086 , 0.421879 , 0.41449 , 0.434073 , 0.464735 
 861 , 0.565432 , 0.54801 , 0.5632 , 0.476935 , 0.449726 , 0.330735 , 0.321116 , 0.38943 , 0.342352 , 0.315438 , 0.503641 , 0.583732 , 0.426854 , 0.549143 , 0.561021 , 0.384798 , 0.419977 , 0.370647 , 0.395898 , 0.317972 , 0.458192 , 0.423013 , 0.58274 , 0.484972 , 0.532378 , 0.383745 , 0.422491 , 0.415278 , 0.434764 , 0.465412 
 862 , 0.565943 , 0.548322 , 0.563948 , 0.477526 , 0.449914 , 0.331105 , 0.321845 , 0.38966 , 0.342782 , 0.315808 , 0.504245 , 0.584537 , 0.427116 , 0.549867 , 0.561531 , 0.385355 , 0.420535 , 0.371093 , 0.396563 , 0.318366 , 0.45871 , 0.423416 , 0.583227 , 0.485423 , 0.533032 , 0.384335 , 0.423134 , 0.416003 , 0.435456 , 0.466225 
 863 , 0.566464 , 0.548644 , 0.564715 , 0.478125 , 0.450107 , 0.331489 , 0.322595 , 0.3899 , 0.343227 , 0.316185 , 0.504872 , 0.585361 , 0.427389 , 0.550602 , 0.562051 , 0.385924 , 0.421113 , 0.371562 , 0.397245 , 0.318768 , 0.459242 , 0.423831 , 0.583726 , 0.485874 , 0.53371 , 0.384935 , 0.423797 , 0.416747 , 0.436168 , 0.467059 
 864 , 0.566842 , 0.549057 , 0.565528 , 0.478641 , 0.450401 , 0.332129 , 0.323399 , 0.390427 , 0.343419 , 0.316777 , 0.505466 , 0.585778 , 0.427679 , 0.551267 , 0.562389 , 0.386486 , 0.421576 , 0.371894 , 0.397891 , 0.319181 , 0.459435 , 0.424143 , 0.584336 , 0.486186 , 0.534264 , 0.385341 , 0.424291 , 0.417265 , 0.436848 , 0.467748 
 865 , 0.567091 , 0.549688 , 0.565848 , 0.478718 , 0.450769 , 0.332833 , 0.324016 , 0.391 , 0.343601 , 0.317227 , 0.505951 , 0.585832 , 0.427921 , 0.55185 , 0.562713 , 0.386967 , 0.422172 , 0.372253 , 0.398317 , 0.31947 , 0.459727 , 0.424334 , 0.584839 , 0.486528 , 0.534589 , 0.385866 , 0.424766 , 0.417848 , 0.437589 , 0.468267 
