spu_filename,DateTime,Site,Date,Block,Treatment,Replicate,Location,Notes,Weather,definition,band,average_reflectance,AK_Time
2019-07-12_DHT_00038.spu,2019-07-12T18:52:03Z,DHT,2019-07-12,B1,CT2,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:52:03Z
2019-07-12_DHT_00039.spu,2019-07-12T18:52:11Z,DHT,2019-07-12,B1,CT2,9,15,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:52:11Z
2019-07-12_DHT_00039.spu,2019-07-12T18:52:11Z,DHT,2019-07-12,B1,CT2,9,15,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:52:11Z
2019-07-12_DHT_00039.spu,2019-07-12T18:52:11Z,DHT,2019-07-12,B1,CT2,9,15,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:52:11Z
2019-07-12_DHT_00039.spu,2019-07-12T18:52:11Z,DHT,2019-07-12,B1,CT2,9,15,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:52:11Z
2019-07-12_DHT_00039.spu,2019-07-12T18:52:11Z,DHT,2019-07-12,B1,CT2,9,15,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:52:11Z
2019-07-12_DHT_00040.spu,2019-07-12T18:52:19Z,DHT,2019-07-12,B1,CT2,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:52:19Z
2019-07-12_DHT_00040.spu,2019-07-12T18:52:19Z,DHT,2019-07-12,B1,CT2,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:52:19Z
2019-07-12_DHT_00040.spu,2019-07-12T18:52:19Z,DHT,2019-07-12,B1,CT2,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:52:19Z
2019-07-12_DHT_00040.spu,2019-07-12T18:52:19Z,DHT,2019-07-12,B1,CT2,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:52:19Z
2019-07-12_DHT_00040.spu,2019-07-12T18:52:19Z,DHT,2019-07-12,B1,CT2,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:52:19Z
2019-07-12_DHT_00041.spu,2019-07-12T18:52:51Z,DHT,2019-07-12,B1,CT1,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:52:51Z
2019-07-12_DHT_00041.spu,2019-07-12T18:52:51Z,DHT,2019-07-12,B1,CT1,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:52:51Z
2019-07-12_DHT_00041.spu,2019-07-12T18:52:51Z,DHT,2019-07-12,B1,CT1,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:52:51Z
2019-07-12_DHT_00041.spu,2019-07-12T18:52:51Z,DHT,2019-07-12,B1,CT1,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:52:51Z
2019-07-12_DHT_00041.spu,2019-07-12T18:52:51Z,DHT,2019-07-12,B1,CT1,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:52:51Z
2019-07-12_DHT_00042.spu,2019-07-12T18:52:58Z,DHT,2019-07-12,B1,CT1,2,15,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:52:58Z
2019-07-12_DHT_00042.spu,2019-07-12T18:52:58Z,DHT,2019-07-12,B1,CT1,2,15,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:52:58Z
2019-07-12_DHT_00042.spu,2019-07-12T18:52:58Z,DHT,2019-07-12,B1,CT1,2,15,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:52:58Z
2019-07-12_DHT_00042.spu,2019-07-12T18:52:58Z,DHT,2019-07-12,B1,CT1,2,15,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:52:58Z
2019-07-12_DHT_00042.spu,2019-07-12T18:52:58Z,DHT,2019-07-12,B1,CT1,2,15,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:52:58Z
2019-07-12_DHT_00043.spu,2019-07-12T18:53:05Z,DHT,2019-07-12,B1,CT1,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:05Z
2019-07-12_DHT_00043.spu,2019-07-12T18:53:05Z,DHT,2019-07-12,B1,CT1,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:05Z
2019-07-12_DHT_00043.spu,2019-07-12T18:53:05Z,DHT,2019-07-12,B1,CT1,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:05Z
2019-07-12_DHT_00043.spu,2019-07-12T18:53:05Z,DHT,2019-07-12,B1,CT1,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:05Z
2019-07-12_DHT_00043.spu,2019-07-12T18:53:05Z,DHT,2019-07-12,B1,CT1,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:05Z
2019-07-12_DHT_00044.spu,2019-07-12T18:53:12Z,DHT,2019-07-12,B1,CT1,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:12Z
2019-07-12_DHT_00044.spu,2019-07-12T18:53:12Z,DHT,2019-07-12,B1,CT1,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:12Z
2019-07-12_DHT_00044.spu,2019-07-12T18:53:12Z,DHT,2019-07-12,B1,CT1,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:12Z
2019-07-12_DHT_00044.spu,2019-07-12T18:53:12Z,DHT,2019-07-12,B1,CT1,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:12Z
2019-07-12_DHT_00044.spu,2019-07-12T18:53:12Z,DHT,2019-07-12,B1,CT1,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:12Z
2019-07-12_DHT_00045.spu,2019-07-12T18:53:17Z,DHT,2019-07-12,B1,CT1,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:17Z
2019-07-12_DHT_00045.spu,2019-07-12T18:53:17Z,DHT,2019-07-12,B1,CT1,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:17Z
2019-07-12_DHT_00045.spu,2019-07-12T18:53:17Z,DHT,2019-07-12,B1,CT1,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:17Z
2019-07-12_DHT_00045.spu,2019-07-12T18:53:17Z,DHT,2019-07-12,B1,CT1,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:17Z
2019-07-12_DHT_00045.spu,2019-07-12T18:53:17Z,DHT,2019-07-12,B1,CT1,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:17Z
2019-07-12_DHT_00046.spu,2019-07-12T18:53:24Z,DHT,2019-07-12,B1,CT1,6,10,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:24Z
2019-07-12_DHT_00046.spu,2019-07-12T18:53:24Z,DHT,2019-07-12,B1,CT1,6,10,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:24Z
2019-07-12_DHT_00046.spu,2019-07-12T18:53:24Z,DHT,2019-07-12,B1,CT1,6,10,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:24Z
2019-07-12_DHT_00046.spu,2019-07-12T18:53:24Z,DHT,2019-07-12,B1,CT1,6,10,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:24Z
2019-07-12_DHT_00046.spu,2019-07-12T18:53:24Z,DHT,2019-07-12,B1,CT1,6,10,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:24Z
2019-07-12_DHT_00047.spu,2019-07-12T18:53:30Z,DHT,2019-07-12,B1,CT1,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:30Z
2019-07-12_DHT_00047.spu,2019-07-12T18:53:30Z,DHT,2019-07-12,B1,CT1,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:30Z
2019-07-12_DHT_00047.spu,2019-07-12T18:53:30Z,DHT,2019-07-12,B1,CT1,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:30Z
2019-07-12_DHT_00047.spu,2019-07-12T18:53:30Z,DHT,2019-07-12,B1,CT1,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:30Z
2019-07-12_DHT_00047.spu,2019-07-12T18:53:30Z,DHT,2019-07-12,B1,CT1,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:30Z
2019-07-12_DHT_00048.spu,2019-07-12T18:53:36Z,DHT,2019-07-12,B1,CT1,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:36Z
2019-07-12_DHT_00048.spu,2019-07-12T18:53:36Z,DHT,2019-07-12,B1,CT1,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:36Z
2019-07-12_DHT_00048.spu,2019-07-12T18:53:36Z,DHT,2019-07-12,B1,CT1,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:36Z
2019-07-12_DHT_00048.spu,2019-07-12T18:53:36Z,DHT,2019-07-12,B1,CT1,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:36Z
2019-07-12_DHT_00048.spu,2019-07-12T18:53:36Z,DHT,2019-07-12,B1,CT1,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:36Z
2019-07-12_DHT_00049.spu,2019-07-12T18:53:43Z,DHT,2019-07-12,B1,CT1,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:43Z
2019-07-12_DHT_00049.spu,2019-07-12T18:53:43Z,DHT,2019-07-12,B1,CT1,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:43Z
2019-07-12_DHT_00049.spu,2019-07-12T18:53:43Z,DHT,2019-07-12,B1,CT1,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:43Z
2019-07-12_DHT_00049.spu,2019-07-12T18:53:43Z,DHT,2019-07-12,B1,CT1,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:43Z
2019-07-12_DHT_00049.spu,2019-07-12T18:53:43Z,DHT,2019-07-12,B1,CT1,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:43Z
2019-07-12_DHT_00050.spu,2019-07-12T18:53:50Z,DHT,2019-07-12,B1,CT1,10,5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:53:50Z
2019-07-12_DHT_00050.spu,2019-07-12T18:53:50Z,DHT,2019-07-12,B1,CT1,10,5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:53:50Z
2019-07-12_DHT_00050.spu,2019-07-12T18:53:50Z,DHT,2019-07-12,B1,CT1,10,5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:53:50Z
2019-07-12_DHT_00050.spu,2019-07-12T18:53:50Z,DHT,2019-07-12,B1,CT1,10,5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:53:50Z
2019-07-12_DHT_00050.spu,2019-07-12T18:53:50Z,DHT,2019-07-12,B1,CT1,10,5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:53:50Z
2019-07-12_DHT_00051.spu,2019-07-12T18:54:29Z,DHT,2019-07-12,B1,N,1,5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:54:29Z
2019-07-12_DHT_00051.spu,2019-07-12T18:54:29Z,DHT,2019-07-12,B1,N,1,5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:54:29Z
2019-07-12_DHT_00051.spu,2019-07-12T18:54:29Z,DHT,2019-07-12,B1,N,1,5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:54:29Z
2019-07-12_DHT_00051.spu,2019-07-12T18:54:29Z,DHT,2019-07-12,B1,N,1,5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:54:29Z
2019-07-12_DHT_00051.spu,2019-07-12T18:54:29Z,DHT,2019-07-12,B1,N,1,5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:54:29Z
2019-07-12_DHT_00052.spu,2019-07-12T18:54:36Z,DHT,2019-07-12,B1,N,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:54:36Z
2019-07-12_DHT_00052.spu,2019-07-12T18:54:36Z,DHT,2019-07-12,B1,N,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:54:36Z
2019-07-12_DHT_00052.spu,2019-07-12T18:54:36Z,DHT,2019-07-12,B1,N,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:54:36Z
2019-07-12_DHT_00052.spu,2019-07-12T18:54:36Z,DHT,2019-07-12,B1,N,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:54:36Z
2019-07-12_DHT_00052.spu,2019-07-12T18:54:36Z,DHT,2019-07-12,B1,N,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:54:36Z
2019-07-12_DHT_00053.spu,2019-07-12T18:54:44Z,DHT,2019-07-12,B1,N,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:54:44Z
2019-07-12_DHT_00053.spu,2019-07-12T18:54:44Z,DHT,2019-07-12,B1,N,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:54:44Z
2019-07-12_DHT_00053.spu,2019-07-12T18:54:44Z,DHT,2019-07-12,B1,N,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:54:44Z
2019-07-12_DHT_00053.spu,2019-07-12T18:54:44Z,DHT,2019-07-12,B1,N,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:54:44Z
2019-07-12_DHT_00053.spu,2019-07-12T18:54:44Z,DHT,2019-07-12,B1,N,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:54:44Z
2019-07-12_DHT_00054.spu,2019-07-12T18:54:51Z,DHT,2019-07-12,B1,N,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:54:51Z
2019-07-12_DHT_00054.spu,2019-07-12T18:54:51Z,DHT,2019-07-12,B1,N,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:54:51Z
2019-07-12_DHT_00054.spu,2019-07-12T18:54:51Z,DHT,2019-07-12,B1,N,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:54:51Z
2019-07-12_DHT_00054.spu,2019-07-12T18:54:51Z,DHT,2019-07-12,B1,N,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:54:51Z
2019-07-12_DHT_00054.spu,2019-07-12T18:54:51Z,DHT,2019-07-12,B1,N,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:54:51Z
2019-07-12_DHT_00055.spu,2019-07-12T18:54:58Z,DHT,2019-07-12,B1,N,5,10,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:54:58Z
2019-07-12_DHT_00055.spu,2019-07-12T18:54:58Z,DHT,2019-07-12,B1,N,5,10,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:54:58Z
2019-07-12_DHT_00055.spu,2019-07-12T18:54:58Z,DHT,2019-07-12,B1,N,5,10,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:54:58Z
2019-07-12_DHT_00055.spu,2019-07-12T18:54:58Z,DHT,2019-07-12,B1,N,5,10,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:54:58Z
2019-07-12_DHT_00055.spu,2019-07-12T18:54:58Z,DHT,2019-07-12,B1,N,5,10,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:54:58Z
2019-07-12_DHT_00056.spu,2019-07-12T18:55:05Z,DHT,2019-07-12,B1,N,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:55:05Z
2019-07-12_DHT_00056.spu,2019-07-12T18:55:05Z,DHT,2019-07-12,B1,N,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:55:05Z
2019-07-12_DHT_00056.spu,2019-07-12T18:55:05Z,DHT,2019-07-12,B1,N,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:55:05Z
2019-07-12_DHT_00056.spu,2019-07-12T18:55:05Z,DHT,2019-07-12,B1,N,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:55:05Z
2019-07-12_DHT_00056.spu,2019-07-12T18:55:05Z,DHT,2019-07-12,B1,N,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:55:05Z
2019-07-12_DHT_00057.spu,2019-07-12T18:55:11Z,DHT,2019-07-12,B1,N,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:55:11Z
2019-07-12_DHT_00057.spu,2019-07-12T18:55:11Z,DHT,2019-07-12,B1,N,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:55:11Z
2019-07-12_DHT_00057.spu,2019-07-12T18:55:11Z,DHT,2019-07-12,B1,N,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:55:11Z
2019-07-12_DHT_00057.spu,2019-07-12T18:55:11Z,DHT,2019-07-12,B1,N,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:55:11Z
2019-07-12_DHT_00057.spu,2019-07-12T18:55:11Z,DHT,2019-07-12,B1,N,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:55:11Z
2019-07-12_DHT_00058.spu,2019-07-12T18:55:19Z,DHT,2019-07-12,B1,N,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:55:19Z
2019-07-12_DHT_00058.spu,2019-07-12T18:55:19Z,DHT,2019-07-12,B1,N,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:55:19Z
2019-07-12_DHT_00058.spu,2019-07-12T18:55:19Z,DHT,2019-07-12,B1,N,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:55:19Z
2019-07-12_DHT_00058.spu,2019-07-12T18:55:19Z,DHT,2019-07-12,B1,N,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:55:19Z
2019-07-12_DHT_00058.spu,2019-07-12T18:55:19Z,DHT,2019-07-12,B1,N,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:55:19Z
2019-07-12_DHT_00059.spu,2019-07-12T18:55:27Z,DHT,2019-07-12,B1,N,9,15,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:55:27Z
2019-07-12_DHT_00059.spu,2019-07-12T18:55:27Z,DHT,2019-07-12,B1,N,9,15,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:55:27Z
2019-07-12_DHT_00059.spu,2019-07-12T18:55:27Z,DHT,2019-07-12,B1,N,9,15,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:55:27Z
2019-07-12_DHT_00059.spu,2019-07-12T18:55:27Z,DHT,2019-07-12,B1,N,9,15,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:55:27Z
2019-07-12_DHT_00059.spu,2019-07-12T18:55:27Z,DHT,2019-07-12,B1,N,9,15,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:55:27Z
2019-07-12_DHT_00060.spu,2019-07-12T18:55:38Z,DHT,2019-07-12,B1,N,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:55:38Z
2019-07-12_DHT_00060.spu,2019-07-12T18:55:38Z,DHT,2019-07-12,B1,N,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:55:38Z
2019-07-12_DHT_00060.spu,2019-07-12T18:55:38Z,DHT,2019-07-12,B1,N,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:55:38Z
2019-07-12_DHT_00060.spu,2019-07-12T18:55:38Z,DHT,2019-07-12,B1,N,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:55:38Z
2019-07-12_DHT_00060.spu,2019-07-12T18:55:38Z,DHT,2019-07-12,B1,N,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:55:38Z
2019-07-12_DHT_00061.spu,2019-07-12T18:56:13Z,DHT,2019-07-12,B1,EXCT-NF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:56:13Z
2019-07-12_DHT_00061.spu,2019-07-12T18:56:13Z,DHT,2019-07-12,B1,EXCT-NF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:56:13Z
2019-07-12_DHT_00061.spu,2019-07-12T18:56:13Z,DHT,2019-07-12,B1,EXCT-NF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:56:13Z
2019-07-12_DHT_00061.spu,2019-07-12T18:56:13Z,DHT,2019-07-12,B1,EXCT-NF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:56:13Z
2019-07-12_DHT_00061.spu,2019-07-12T18:56:13Z,DHT,2019-07-12,B1,EXCT-NF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:56:13Z
2019-07-12_DHT_00062.spu,2019-07-12T18:56:21Z,DHT,2019-07-12,B1,EXCT-NF,2,NA,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:56:21Z
2019-07-12_DHT_00062.spu,2019-07-12T18:56:21Z,DHT,2019-07-12,B1,EXCT-NF,2,NA,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:56:21Z
2019-07-12_DHT_00062.spu,2019-07-12T18:56:21Z,DHT,2019-07-12,B1,EXCT-NF,2,NA,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:56:21Z
2019-07-12_DHT_00062.spu,2019-07-12T18:56:21Z,DHT,2019-07-12,B1,EXCT-NF,2,NA,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:56:21Z
2019-07-12_DHT_00062.spu,2019-07-12T18:56:21Z,DHT,2019-07-12,B1,EXCT-NF,2,NA,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:56:21Z
2019-07-12_DHT_00063.spu,2019-07-12T18:56:29Z,DHT,2019-07-12,B1,EXCT-NF,3,NA,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:56:29Z
2019-07-12_DHT_00063.spu,2019-07-12T18:56:29Z,DHT,2019-07-12,B1,EXCT-NF,3,NA,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:56:29Z
2019-07-12_DHT_00063.spu,2019-07-12T18:56:29Z,DHT,2019-07-12,B1,EXCT-NF,3,NA,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:56:29Z
2019-07-12_DHT_00063.spu,2019-07-12T18:56:29Z,DHT,2019-07-12,B1,EXCT-NF,3,NA,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:56:29Z
2019-07-12_DHT_00063.spu,2019-07-12T18:56:29Z,DHT,2019-07-12,B1,EXCT-NF,3,NA,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:56:29Z
2019-07-12_DHT_00064.spu,2019-07-12T18:56:40Z,DHT,2019-07-12,B1,EXCT-NF,4,NA,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:56:40Z
2019-07-12_DHT_00064.spu,2019-07-12T18:56:40Z,DHT,2019-07-12,B1,EXCT-NF,4,NA,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:56:40Z
2019-07-12_DHT_00064.spu,2019-07-12T18:56:40Z,DHT,2019-07-12,B1,EXCT-NF,4,NA,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:56:40Z
2019-07-12_DHT_00064.spu,2019-07-12T18:56:40Z,DHT,2019-07-12,B1,EXCT-NF,4,NA,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:56:40Z
2019-07-12_DHT_00064.spu,2019-07-12T18:56:40Z,DHT,2019-07-12,B1,EXCT-NF,4,NA,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:56:40Z
2019-07-12_DHT_00065.spu,2019-07-12T18:56:47Z,DHT,2019-07-12,B1,EXCT-NF,5,NA,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:56:47Z
2019-07-12_DHT_00065.spu,2019-07-12T18:56:47Z,DHT,2019-07-12,B1,EXCT-NF,5,NA,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:56:47Z
2019-07-12_DHT_00065.spu,2019-07-12T18:56:47Z,DHT,2019-07-12,B1,EXCT-NF,5,NA,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:56:47Z
2019-07-12_DHT_00065.spu,2019-07-12T18:56:47Z,DHT,2019-07-12,B1,EXCT-NF,5,NA,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:56:47Z
2019-07-12_DHT_00065.spu,2019-07-12T18:56:47Z,DHT,2019-07-12,B1,EXCT-NF,5,NA,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:56:47Z
2019-07-12_DHT_00066.spu,2019-07-12T18:57:04Z,DHT,2019-07-12,B1,EXCT-SF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:57:04Z
2019-07-12_DHT_00066.spu,2019-07-12T18:57:04Z,DHT,2019-07-12,B1,EXCT-SF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:57:04Z
2019-07-12_DHT_00066.spu,2019-07-12T18:57:04Z,DHT,2019-07-12,B1,EXCT-SF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:57:04Z
2019-07-12_DHT_00066.spu,2019-07-12T18:57:04Z,DHT,2019-07-12,B1,EXCT-SF,1,NA,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:57:04Z
