JUL8LOF00005.spu,JUL8LOF00004.spu,JUL8LOF00003.spu,
Wavelength,JUL8MAT00006.spu,JUL8MAT00007.spu,JUL8MAT00008.spu,JUL8MAT00009.spu,JUL8MAT00010.spu,JUL8MAT00011.spu,JUL8MAT00012.spu,JUL8MAT00013.spu,JUL8MAT00014.spu,JUL8MAT00015.spu,JUL8MAT00016.spu,JUL8MAT00017.spu,JUL8MAT00018.spu,JUL8MAT00019.spu,JUL8MAT00020.spu,JUL8MAT00021.spu,JUL8MAT00022.spu,JUL8MAT00023.spu,JUL8MAT00024.spu,JUL8MAT00025.spu
 503 , 0.031421 , 0.026323 , 0.027725 , 0.033782 , 0.026396 , 0.036586 , 0.029015 , 0.035206 , 0.017429 , 0.03321 , 0.036232 , 0.054093 , 0.037606 , 0.039934 , 0.033266 , 0.051261 , 0.041717 , 0.044779 , 0.041352 , 0.029301 
 504 , 0.032281 , 0.026986 , 0.028593 , 0.03443 , 0.026907 , 0.037227 , 0.029478 , 0.035863 , 0.017799 , 0.033832 , 0.036878 , 0.05475 , 0.038372 , 0.040741 , 0.033934 , 0.052037 , 0.042489 , 0.045484 , 0.042032 , 0.029958 
 505 , 0.0332 , 0.027694 , 0.029494 , 0.035113 , 0.027428 , 0.037889 , 0.029954 , 0.036538 , 0.01817 , 0.034477 , 0.037548 , 0.055428 , 0.039183 , 0.041561 , 0.034631 , 0.052851 , 0.043298 , 0.046222 , 0.042742 , 0.030635 
 506 , 0.034117 , 0.028398 , 0.030392 , 0.035797 , 0.027953 , 0.038556 , 0.030426 , 0.037208 , 0.01855 , 0.035122 , 0.038219 , 0.056111 , 0.039995 , 0.042389 , 0.035334 , 0.053666 , 0.044109 , 0.046954 , 0.043452 , 0.031312 
 507 , 0.035108 , 0.029147 , 0.031377 , 0.036523 , 0.028589 , 0.039288 , 0.030958 , 0.037885 , 0.01892 , 0.035827 , 0.038897 , 0.056765 , 0.040811 , 0.043278 , 0.036097 , 0.054505 , 0.044916 , 0.04771 , 0.044151 , 0.032067 
 508 , 0.036166 , 0.029937 , 0.032441 , 0.037287 , 0.029336 , 0.040104 , 0.031545 , 0.038565 , 0.019291 , 0.036582 , 0.039589 , 0.057406 , 0.041642 , 0.044221 , 0.036923 , 0.055376 , 0.04573 , 0.048489 , 0.04484 , 0.032904 
 509 , 0.037221 , 0.030724 , 0.033504 , 0.038058 , 0.030084 , 0.040914 , 0.032131 , 0.039245 , 0.01966 , 0.037337 , 0.040275 , 0.058044 , 0.042473 , 0.045172 , 0.03775 , 0.056247 , 0.046545 , 0.049261 , 0.045533 , 0.033737 
 510 , 0.038297 , 0.031534 , 0.034611 , 0.038812 , 0.030808 , 0.041702 , 0.032716 , 0.039935 , 0.020049 , 0.038086 , 0.040965 , 0.058645 , 0.043311 , 0.046119 , 0.038578 , 0.057094 , 0.047377 , 0.050015 , 0.046224 , 0.034582 
 511 , 0.039483 , 0.032468 , 0.035949 , 0.03953 , 0.031437 , 0.042373 , 0.0333 , 0.040667 , 0.020553 , 0.038786 , 0.041658 , 0.059034 , 0.044172 , 0.047073 , 0.039431 , 0.057804 , 0.048304 , 0.050642 , 0.046879 , 0.035521 
 512 , 0.040676 , 0.033404 , 0.037283 , 0.040241 , 0.03206 , 0.043035 , 0.033886 , 0.041397 , 0.021051 , 0.039484 , 0.042354 , 0.059426 , 0.045036 , 0.048035 , 0.040282 , 0.058516 , 0.049232 , 0.051268 , 0.047542 , 0.036456 
 513 , 0.041859 , 0.034337 , 0.038621 , 0.040954 , 0.032686 , 0.043704 , 0.034466 , 0.042129 , 0.02155 , 0.040184 , 0.043046 , 0.059818 , 0.045896 , 0.048993 , 0.04113 , 0.05923 , 0.050163 , 0.051896 , 0.048206 , 0.037399 
 514 , 0.043299 , 0.035531 , 0.040192 , 0.041822 , 0.033554 , 0.044493 , 0.03516 , 0.042928 , 0.02205 , 0.041033 , 0.04377 , 0.060282 , 0.046877 , 0.050096 , 0.042134 , 0.060076 , 0.051172 , 0.052649 , 0.048913 , 0.038597 
 515 , 0.044787 , 0.036779 , 0.041817 , 0.042719 , 0.034475 , 0.045305 , 0.035878 , 0.043744 , 0.02255 , 0.041917 , 0.044498 , 0.060761 , 0.047886 , 0.051221 , 0.043161 , 0.060955 , 0.052205 , 0.053437 , 0.049618 , 0.039855 
 516 , 0.046278 , 0.03803 , 0.043441 , 0.043618 , 0.035393 , 0.046119 , 0.036597 , 0.044556 , 0.023051 , 0.042797 , 0.045222 , 0.061234 , 0.048892 , 0.052349 , 0.044196 , 0.06183 , 0.053234 , 0.05422 , 0.050326 , 0.041116 
 517 , 0.047989 , 0.039445 , 0.045405 , 0.044654 , 0.036459 , 0.04709 , 0.037458 , 0.045553 , 0.023663 , 0.043867 , 0.046126 , 0.061854 , 0.050111 , 0.053736 , 0.045446 , 0.062913 , 0.054493 , 0.055238 , 0.051199 , 0.042555 
 518 , 0.04996 , 0.041059 , 0.047764 , 0.04586 , 0.037685 , 0.048246 , 0.038489 , 0.046771 , 0.024418 , 0.045146 , 0.047241 , 0.06265 , 0.051578 , 0.055433 , 0.046961 , 0.064233 , 0.056034 , 0.056522 , 0.052268 , 0.044224 
 519 , 0.051927 , 0.042672 , 0.050125 , 0.04706 , 0.038913 , 0.049407 , 0.039517 , 0.047988 , 0.025167 , 0.04642 , 0.048353 , 0.063451 , 0.053053 , 0.057136 , 0.048473 , 0.065553 , 0.057573 , 0.057812 , 0.05334 , 0.045899 
 520 , 0.053952 , 0.044315 , 0.052531 , 0.048296 , 0.040158 , 0.050585 , 0.04055 , 0.049218 , 0.025931 , 0.047724 , 0.049495 , 0.064276 , 0.054561 , 0.058861 , 0.050013 , 0.066903 , 0.059144 , 0.059114 , 0.054446 , 0.047616 
 521 , 0.056402 , 0.04621 , 0.055344 , 0.049834 , 0.041558 , 0.051987 , 0.041637 , 0.050613 , 0.026744 , 0.049263 , 0.050844 , 0.065329 , 0.056426 , 0.060835 , 0.051811 , 0.068515 , 0.061035 , 0.060579 , 0.055848 , 0.049725 
 522 , 0.058854 , 0.048098 , 0.058153 , 0.051366 , 0.042956 , 0.053393 , 0.042723 , 0.052004 , 0.027562 , 0.0508 , 0.052189 , 0.066385 , 0.058295 , 0.062809 , 0.053601 , 0.070132 , 0.062926 , 0.062048 , 0.057256 , 0.051839 
 523 , 0.061306 , 0.049989 , 0.060959 , 0.052905 , 0.044349 , 0.054791 , 0.04381 , 0.053402 , 0.028379 , 0.052341 , 0.053532 , 0.067442 , 0.060158 , 0.064781 , 0.055393 , 0.071748 , 0.064818 , 0.063515 , 0.058657 , 0.053954 
 524 , 0.063753 , 0.052009 , 0.06386 , 0.054422 , 0.045855 , 0.056333 , 0.045053 , 0.054911 , 0.029204 , 0.053927 , 0.054942 , 0.068554 , 0.062086 , 0.066856 , 0.057223 , 0.073417 , 0.066762 , 0.065082 , 0.060106 , 0.056083 
 525 , 0.066201 , 0.054077 , 0.066789 , 0.055926 , 0.047398 , 0.057914 , 0.046354 , 0.056458 , 0.030027 , 0.055527 , 0.056369 , 0.069682 , 0.064035 , 0.068954 , 0.059066 , 0.075095 , 0.06872 , 0.066682 , 0.061573 , 0.058218 
 526 , 0.068645 , 0.056144 , 0.06972 , 0.057429 , 0.048944 , 0.059501 , 0.047652 , 0.057998 , 0.030854 , 0.057129 , 0.0578 , 0.070813 , 0.065979 , 0.071062 , 0.060908 , 0.076773 , 0.070679 , 0.068274 , 0.063037 , 0.060345 
 527 , 0.071095 , 0.058204 , 0.072619 , 0.058946 , 0.050479 , 0.061006 , 0.048916 , 0.059547 , 0.031724 , 0.05874 , 0.059211 , 0.071915 , 0.067898 , 0.073135 , 0.062724 , 0.078444 , 0.072619 , 0.069867 , 0.064481 , 0.062473 
 528 , 0.073544 , 0.060254 , 0.075474 , 0.060476 , 0.052005 , 0.062393 , 0.050127 , 0.061082 , 0.032657 , 0.060378 , 0.060606 , 0.072983 , 0.069768 , 0.075174 , 0.064506 , 0.080084 , 0.074542 , 0.07147 , 0.065901 , 0.06461 
 529 , 0.075994 , 0.0623 , 0.078325 , 0.062011 , 0.053538 , 0.063782 , 0.051339 , 0.062623 , 0.033596 , 0.062017 , 0.062004 , 0.074052 , 0.071636 , 0.077219 , 0.06629 , 0.081735 , 0.076468 , 0.073071 , 0.067317 , 0.066744 
 530 , 0.078424 , 0.064341 , 0.081162 , 0.06353 , 0.055056 , 0.065165 , 0.052551 , 0.064148 , 0.034526 , 0.063643 , 0.06339 , 0.075121 , 0.073499 , 0.079248 , 0.068069 , 0.083362 , 0.078377 , 0.074655 , 0.068727 , 0.068867 
 531 , 0.080584 , 0.066106 , 0.083681 , 0.064919 , 0.05638 , 0.066501 , 0.053645 , 0.065429 , 0.035265 , 0.065047 , 0.064651 , 0.07612 , 0.075155 , 0.081047 , 0.069692 , 0.084734 , 0.080088 , 0.075973 , 0.06996 , 0.070704 
 532 , 0.082744 , 0.067876 , 0.086205 , 0.066308 , 0.057704 , 0.067835 , 0.054737 , 0.06672 , 0.036009 , 0.066456 , 0.065922 , 0.077121 , 0.07681 , 0.082853 , 0.071316 , 0.08611 , 0.081798 , 0.07729 , 0.071201 , 0.072546 
 533 , 0.084908 , 0.069645 , 0.088724 , 0.067696 , 0.059036 , 0.069175 , 0.055833 , 0.068003 , 0.036754 , 0.06786 , 0.067185 , 0.078122 , 0.078469 , 0.084656 , 0.072943 , 0.087491 , 0.083505 , 0.078606 , 0.072439 , 0.074381 
 534 , 0.086651 , 0.071072 , 0.090823 , 0.068759 , 0.060112 , 0.070269 , 0.056784 , 0.069075 , 0.03732 , 0.069006 , 0.068231 , 0.078903 , 0.079829 , 0.086164 , 0.074243 , 0.088579 , 0.084901 , 0.079671 , 0.073433 , 0.075897 
 535 , 0.088209 , 0.072357 , 0.092736 , 0.069673 , 0.061081 , 0.071253 , 0.057658 , 0.070052 , 0.037818 , 0.070039 , 0.069176 , 0.079576 , 0.081059 , 0.087533 , 0.075387 , 0.089541 , 0.086159 , 0.080625 , 0.074317 , 0.077271 
 536 , 0.089765 , 0.073638 , 0.09465 , 0.070585 , 0.062057 , 0.072236 , 0.058532 , 0.071036 , 0.038311 , 0.071071 , 0.07012 , 0.080251 , 0.082291 , 0.088904 , 0.076532 , 0.0905 , 0.087419 , 0.081583 , 0.075206 , 0.078641 
 537 , 0.091242 , 0.07486 , 0.096467 , 0.071498 , 0.062979 , 0.073172 , 0.059344 , 0.071965 , 0.038812 , 0.072056 , 0.07103 , 0.080902 , 0.08347 , 0.090216 , 0.077623 , 0.091395 , 0.088584 , 0.082465 , 0.07604 , 0.079933 
 538 , 0.092564 , 0.075956 , 0.098107 , 0.072417 , 0.063797 , 0.074029 , 0.059999 , 0.072795 , 0.039327 , 0.072942 , 0.071863 , 0.081492 , 0.084526 , 0.091393 , 0.078605 , 0.092164 , 0.089564 , 0.083202 , 0.076776 , 0.081036 
 539 , 0.093886 , 0.07705 , 0.099749 , 0.073334 , 0.06462 , 0.074882 , 0.060658 , 0.07363 , 0.039845 , 0.073834 , 0.072701 , 0.082076 , 0.085581 , 0.09257 , 0.079577 , 0.092929 , 0.090543 , 0.083941 , 0.077508 , 0.082132 
 540 , 0.095203 , 0.078144 , 0.101388 , 0.074249 , 0.065441 , 0.075734 , 0.061312 , 0.074454 , 0.040352 , 0.074723 , 0.073535 , 0.082662 , 0.086635 , 0.093746 , 0.080555 , 0.093697 , 0.091513 , 0.084677 , 0.078236 , 0.083234 
 541 , 0.096388 , 0.0791 , 0.102744 , 0.075052 , 0.066252 , 0.076586 , 0.062026 , 0.075229 , 0.040718 , 0.075528 , 0.074292 , 0.08322 , 0.087616 , 0.094818 , 0.081416 , 0.094371 , 0.092439 , 0.085414 , 0.078887 , 0.084157 
 542 , 0.097561 , 0.080048 , 0.10409 , 0.075852 , 0.067053 , 0.077443 , 0.062742 , 0.076002 , 0.041084 , 0.076337 , 0.075038 , 0.08378 , 0.088597 , 0.095891 , 0.082275 , 0.095027 , 0.093364 , 0.086157 , 0.079541 , 0.085086 
 543 , 0.09874 , 0.080994 , 0.105437 , 0.076656 , 0.067866 , 0.078305 , 0.063456 , 0.076771 , 0.041443 , 0.077151 , 0.075789 , 0.084343 , 0.089577 , 0.096962 , 0.083124 , 0.095693 , 0.094288 , 0.086902 , 0.080198 , 0.086006 
 544 , 0.099889 , 0.081914 , 0.106733 , 0.07744 , 0.068622 , 0.079097 , 0.064119 , 0.077548 , 0.041865 , 0.077937 , 0.076525 , 0.084918 , 0.090531 , 0.098001 , 0.08396 , 0.096366 , 0.095199 , 0.087584 , 0.080826 , 0.086943 
 545 , 0.101026 , 0.082809 , 0.108006 , 0.078226 , 0.069349 , 0.07984 , 0.064744 , 0.078327 , 0.042328 , 0.078718 , 0.077248 , 0.085495 , 0.091483 , 0.09902 , 0.084778 , 0.097073 , 0.096088 , 0.088225 , 0.081441 , 0.087892 
 546 , 0.102155 , 0.083709 , 0.109271 , 0.079008 , 0.070073 , 0.080587 , 0.065379 , 0.07911 , 0.042786 , 0.079496 , 0.077982 , 0.086081 , 0.092433 , 0.100037 , 0.085593 , 0.097774 , 0.096981 , 0.08886 , 0.08205 , 0.088831 
 547 , 0.103191 , 0.08455 , 0.110438 , 0.079731 , 0.070744 , 0.081296 , 0.065932 , 0.079804 , 0.043175 , 0.080207 , 0.078656 , 0.086613 , 0.093296 , 0.100975 , 0.086349 , 0.098401 , 0.097772 , 0.089443 , 0.082612 , 0.089669 
 548 , 0.10397 , 0.085235 , 0.11135 , 0.0803 , 0.071274 , 0.081908 , 0.066287 , 0.080278 , 0.043381 , 0.080748 , 0.079206 , 0.087012 , 0.093967 , 0.101722 , 0.086961 , 0.098836 , 0.098322 , 0.089899 , 0.083083 , 0.090251 
 549 , 0.104757 , 0.085928 , 0.112257 , 0.080869 , 0.071797 , 0.082528 , 0.066642 , 0.080758 , 0.043595 , 0.081289 , 0.079762 , 0.087418 , 0.094638 , 0.102463 , 0.087565 , 0.099277 , 0.098879 , 0.090346 , 0.083553 , 0.09084 
 550 , 0.105539 , 0.086624 , 0.113168 , 0.081439 , 0.07233 , 0.083143 , 0.066997 , 0.081239 , 0.043808 , 0.081832 , 0.080314 , 0.087824 , 0.095311 , 0.103206 , 0.088179 , 0.099711 , 0.099437 , 0.090801 , 0.084024 , 0.091416 
 551 , 0.105841 , 0.086813 , 0.113565 , 0.081741 , 0.072635 , 0.083553 , 0.06728 , 0.081533 , 0.04396 , 0.082112 , 0.080619 , 0.088083 , 0.095703 , 0.103598 , 0.08841 , 0.099892 , 0.099692 , 0.090935 , 0.084244 , 0.09167 
 552 , 0.106114 , 0.086967 , 0.113935 , 0.082034 , 0.072918 , 0.083953 , 0.06756 , 0.08181 , 0.044098 , 0.082376 , 0.080902 , 0.088336 , 0.096061 , 0.103971 , 0.088627 , 0.100042 , 0.09993 , 0.091038 , 0.084452 , 0.091893 
 553 , 0.106387 , 0.087121 , 0.114298 , 0.08232 , 0.073209 , 0.084348 , 0.06784 , 0.082081 , 0.044235 , 0.08264 , 0.081186 , 0.08859 , 0.096426 , 0.104337 , 0.088836 , 0.100199 , 0.100161 , 0.09114 , 0.084653 , 0.092116 
 554 , 0.106388 , 0.087058 , 0.114251 , 0.082429 , 0.073275 , 0.084512 , 0.067922 , 0.082205 , 0.044283 , 0.082705 , 0.081294 , 0.088656 , 0.096503 , 0.104417 , 0.08879 , 0.100124 , 0.100109 , 0.091038 , 0.084639 , 0.092068 
 555 , 0.106201 , 0.086837 , 0.113889 , 0.082403 , 0.073184 , 0.084501 , 0.067862 , 0.082217 , 0.044258 , 0.08262 , 0.081269 , 0.088569 , 0.096355 , 0.104275 , 0.088576 , 0.099893 , 0.099841 , 0.090801 , 0.084478 , 0.091824 
 556 , 0.106006 , 0.086609 , 0.113536 , 0.082377 , 0.073086 , 0.084497 , 0.067795 , 0.082228 , 0.044234 , 0.082527 , 0.081236 , 0.08849 , 0.096214 , 0.104132 , 0.088355 , 0.099654 , 0.099572 , 0.090557 , 0.084318 , 0.091579 
 557 , 0.105703 , 0.086304 , 0.113037 , 0.082297 , 0.072955 , 0.084461 , 0.067703 , 0.082163 , 0.044163 , 0.082379 , 0.08114 , 0.088385 , 0.096011 , 0.103919 , 0.088079 , 0.099338 , 0.099226 , 0.09028 , 0.08411 , 0.091213 
 558 , 0.10501 , 0.085697 , 0.112063 , 0.08204 , 0.072685 , 0.084297 , 0.067486 , 0.081846 , 0.043951 , 0.082018 , 0.080826 , 0.088184 , 0.09558 , 0.103483 , 0.087596 , 0.098761 , 0.098619 , 0.089868 , 0.083738 , 0.090404 
 559 , 0.10431 , 0.085094 , 0.111089 , 0.081778 , 0.072419 , 0.084127 , 0.067268 , 0.081518 , 0.04374 , 0.081652 , 0.080515 , 0.087985 , 0.095151 , 0.103039 , 0.087108 , 0.098177 , 0.098006 , 0.089457 , 0.083369 , 0.089599 
 560 , 0.103612 , 0.084492 , 0.110111 , 0.081517 , 0.072154 , 0.083965 , 0.067057 , 0.081198 , 0.04353 , 0.081287 , 0.080196 , 0.087786 , 0.094724 , 0.102596 , 0.086629 , 0.097595 , 0.097402 , 0.08904 , 0.082993 , 0.088788 
 561 , 0.102735 , 0.083652 , 0.108864 , 0.081151 , 0.071683 , 0.083652 , 0.06665 , 0.080795 , 0.043229 , 0.080803 , 0.079781 , 0.087561 , 0.094149 , 0.102032 , 0.085992 , 0.096962 , 0.096673 , 0.088427 , 0.082527 , 0.087842 
 562 , 0.101836 , 0.082775 , 0.107579 , 0.080767 , 0.071185 , 0.083322 , 0.066225 , 0.080384 , 0.042912 , 0.08031 , 0.079357 , 0.087345 , 0.093561 , 0.101452 , 0.085337 , 0.096322 , 0.09593 , 0.087773 , 0.082052 , 0.08688 
 563 , 0.10094 , 0.081902 , 0.106285 , 0.080386 , 0.07069 , 0.082984 , 0.065794 , 0.079973 , 0.042597 , 0.079811 , 0.078935 , 0.087122 , 0.092967 , 0.100874 , 0.084678 , 0.095691 , 0.095191 , 0.087129 , 0.081578 , 0.085915 
 564 , 0.099855 , 0.080929 , 0.104816 , 0.079923 , 0.070119 , 0.082609 , 0.06532 , 0.079446 , 0.04224 , 0.079175 , 0.078448 , 0.086858 , 0.092252 , 0.100097 , 0.083886 , 0.09496 , 0.094307 , 0.086403 , 0.081054 , 0.084818 
 565 , 0.098601 , 0.079871 , 0.103172 , 0.079389 , 0.069487 , 0.082193 , 0.064799 , 0.078812 , 0.041849 , 0.078418 , 0.077907 , 0.086545 , 0.091445 , 0.099149 , 0.082967 , 0.094147 , 0.093314 , 0.085611 , 0.080484 , 0.08361 
 566 , 0.097355 , 0.078813 , 0.101526 , 0.078849 , 0.068851 , 0.081777 , 0.064288 , 0.078181 , 0.041459 , 0.077658 , 0.077367 , 0.086231 , 0.090635 , 0.098198 , 0.082046 , 0.09333 , 0.092313 , 0.084822 , 0.079917 , 0.082402 
 567 , 0.096061 , 0.077712 , 0.099843 , 0.078276 , 0.068205 , 0.081349 , 0.063752 , 0.077539 , 0.04105 , 0.076903 , 0.076801 , 0.085904 , 0.089793 , 0.097254 , 0.081118 , 0.09249 , 0.091283 , 0.084002 , 0.079325 , 0.081161 
 568 , 0.094576 , 0.076413 , 0.097988 , 0.077584 , 0.067526 , 0.080832 , 0.063151 , 0.076895 , 0.040556 , 0.076148 , 0.076104 , 0.085494 , 0.08885 , 0.096307 , 0.080113 , 0.091537 , 0.090114 , 0.083088 , 0.078597 , 0.079783 
 569 , 0.09309 , 0.075119 , 0.096138 , 0.076889 , 0.066847 , 0.080315 , 0.06255 , 0.076239 , 0.040061 , 0.075397 , 0.075404 , 0.085075 , 0.087902 , 0.09536 , 0.079109 , 0.090592 , 0.088951 , 0.08217 , 0.077874 , 0.078402 
 570 , 0.091602 , 0.073821 , 0.094282 , 0.076189 , 0.066163 , 0.079797 , 0.061952 , 0.075593 , 0.039569 , 0.074643 , 0.074707 , 0.084668 , 0.086958 , 0.094417 , 0.078096 , 0.089645 , 0.087781 , 0.081258 , 0.077153 , 0.077025 
 571 , 0.090222 , 0.072597 , 0.092446 , 0.075532 , 0.065417 , 0.079199 , 0.061279 , 0.074955 , 0.03917 , 0.073786 , 0.074012 , 0.084274 , 0.085977 , 0.093424 , 0.077052 , 0.08868 , 0.086688 , 0.080417 , 0.076461 , 0.075666 
 572 , 0.088861 , 0.071381 , 0.090614 , 0.07488 , 0.064641 , 0.078588 , 0.060591 , 0.074328 , 0.038795 , 0.07291 , 0.073322 , 0.083889 , 0.084992 , 0.092416 , 0.076004 , 0.087723 , 0.085614 , 0.079594 , 0.075787 , 0.074321 
 573 , 0.087504 , 0.070168 , 0.088786 , 0.074228 , 0.063877 , 0.077977 , 0.059906 , 0.073695 , 0.03842 , 0.072032 , 0.072635 , 0.083513 , 0.084005 , 0.091412 , 0.074956 , 0.086769 , 0.084545 , 0.078774 , 0.075108 , 0.072974 
 574 , 0.086135 , 0.068984 , 0.086947 , 0.073555 , 0.063141 , 0.077364 , 0.059236 , 0.072999 , 0.037981 , 0.071184 , 0.07194 , 0.083097 , 0.083063 , 0.090397 , 0.073927 , 0.08584 , 0.083461 , 0.077893 , 0.074422 , 0.071651 
 575 , 0.084756 , 0.067848 , 0.085111 , 0.072895 , 0.06246 , 0.076769 , 0.058586 , 0.072247 , 0.037484 , 0.070372 , 0.071259 , 0.082662 , 0.082178 , 0.089387 , 0.07293 , 0.084947 , 0.082396 , 0.07696 , 0.073721 , 0.070372 
 576 , 0.083381 , 0.066709 , 0.083279 , 0.07223 , 0.061783 , 0.076181 , 0.057933 , 0.071492 , 0.036991 , 0.069557 , 0.070572 , 0.08223 , 0.081297 , 0.088381 , 0.071925 , 0.084064 , 0.081324 , 0.076033 , 0.073022 , 0.06909 
 577 , 0.082022 , 0.065584 , 0.081492 , 0.071565 , 0.061101 , 0.075592 , 0.057288 , 0.070766 , 0.036507 , 0.068759 , 0.069893 , 0.081774 , 0.080418 , 0.087385 , 0.070941 , 0.083177 , 0.08027 , 0.075115 , 0.072323 , 0.067833 
 578 , 0.080769 , 0.064526 , 0.07997 , 0.070853 , 0.060337 , 0.075015 , 0.056687 , 0.070147 , 0.036049 , 0.068009 , 0.069248 , 0.081222 , 0.079597 , 0.08647 , 0.070034 , 0.082334 , 0.079271 , 0.074296 , 0.071632 , 0.066717 
 579 , 0.079514 , 0.063463 , 0.078457 , 0.070144 , 0.059565 , 0.074433 , 0.056089 , 0.069536 , 0.035591 , 0.067263 , 0.068604 , 0.080664 , 0.078781 , 0.085554 , 0.069126 , 0.08149 , 0.078265 , 0.073481 , 0.070944 , 0.065598 
 580 , 0.078262 , 0.062403 , 0.076938 , 0.069438 , 0.058803 , 0.073857 , 0.055486 , 0.06892 , 0.035142 , 0.066507 , 0.067962 , 0.080105 , 0.077961 , 0.084635 , 0.068218 , 0.080642 , 0.077266 , 0.072663 , 0.070257 , 0.064475 
 581 , 0.076922 , 0.06132 , 0.07544 , 0.068689 , 0.058033 , 0.073127 , 0.054751 , 0.068091 , 0.03466 , 0.065609 , 0.067136 , 0.079352 , 0.076993 , 0.083589 , 0.067149 , 0.079528 , 0.076071 , 0.071685 , 0.06941 , 0.063244 
 582 , 0.075564 , 0.060241 , 0.073963 , 0.067918 , 0.057264 , 0.072368 , 0.053979 , 0.067198 , 0.034175 , 0.064678 , 0.066272 , 0.078547 , 0.075988 , 0.082514 , 0.066035 , 0.078361 , 0.074843 , 0.07067 , 0.068529 , 0.061997 
 583 , 0.074204 , 0.059165 , 0.07248 , 0.067149 , 0.056499 , 0.071608 , 0.05321 , 0.066309 , 0.033686 , 0.063745 , 0.065412 , 0.077741 , 0.07498 , 0.081431 , 0.064922 , 0.077188 , 0.073619 , 0.069655 , 0.067651 , 0.060742 
 584 , 0.07277 , 0.057985 , 0.070914 , 0.066246 , 0.055669 , 0.070725 , 0.052429 , 0.06539 , 0.033138 , 0.06276 , 0.064484 , 0.076809 , 0.073846 , 0.080245 , 0.063785 , 0.075941 , 0.072323 , 0.068567 , 0.066686 , 0.059501 
 585 , 0.07121 , 0.056672 , 0.069219 , 0.065163 , 0.054737 , 0.069678 , 0.051629 , 0.064419 , 0.032526 , 0.061683 , 0.063482 , 0.075713 , 0.072562 , 0.078901 , 0.062614 , 0.074597 , 0.07095 , 0.067383 , 0.065622 , 0.058247 
 586 , 0.069654 , 0.055367 , 0.067526 , 0.064078 , 0.053802 , 0.068633 , 0.050831 , 0.063455 , 0.031905 , 0.060612 , 0.062477 , 0.074624 , 0.07128 , 0.077564 , 0.061444 , 0.073248 , 0.069574 , 0.0662 , 0.064555 , 0.056987 
 587 , 0.068132 , 0.05409 , 0.065873 , 0.063023 , 0.052873 , 0.067589 , 0.050023 , 0.062493 , 0.031313 , 0.059547 , 0.061487 , 0.073535 , 0.070017 , 0.076234 , 0.060282 , 0.071909 , 0.068222 , 0.065029 , 0.063499 , 0.055746 
 588 , 0.066842 , 0.053084 , 0.064535 , 0.062157 , 0.05199 , 0.066557 , 0.049183 , 0.061562 , 0.030888 , 0.05856 , 0.060557 , 0.072485 , 0.068905 , 0.074994 , 0.059214 , 0.070641 , 0.067056 , 0.063905 , 0.062484 , 0.05457 
 589 , 0.065549 , 0.052068 , 0.063188 , 0.061286 , 0.051105 , 0.065525 , 0.048334 , 0.060628 , 0.030461 , 0.057569 , 0.059624 , 0.071432 , 0.067786 , 0.073751 , 0.058145 , 0.069359 , 0.065877 , 0.062766 , 0.061456 , 0.053389 
 590 , 0.064255 , 0.051055 , 0.061844 , 0.060418 , 0.05022 , 0.064493 , 0.047484 , 0.059693 , 0.030035 , 0.056574 , 0.058696 , 0.070383 , 0.066673 , 0.072505 , 0.057073 , 0.068081 , 0.064702 , 0.061635 , 0.060429 , 0.052209 
 591 , 0.063309 , 0.050324 , 0.060723 , 0.059719 , 0.04959 , 0.063785 , 0.046911 , 0.058979 , 0.029584 , 0.05587 , 0.058015 , 0.069636 , 0.065862 , 0.071615 , 0.056272 , 0.067147 , 0.063757 , 0.06074 , 0.05969 , 0.051351 
 592 , 0.062481 , 0.049686 , 0.059678 , 0.059091 , 0.049042 , 0.063193 , 0.046427 , 0.05835 , 0.029133 , 0.055269 , 0.057433 , 0.068992 , 0.065158 , 0.070832 , 0.055565 , 0.066331 , 0.062902 , 0.059928 , 0.059051 , 0.050603 
 593 , 0.061657 , 0.049052 , 0.058636 , 0.05846 , 0.048497 , 0.062596 , 0.04594 , 0.057719 , 0.028679 , 0.054664 , 0.056842 , 0.06835 , 0.064446 , 0.070042 , 0.054857 , 0.065516 , 0.062042 , 0.059117 , 0.05841 , 0.049855 
 594 , 0.060907 , 0.048449 , 0.057788 , 0.057912 , 0.048028 , 0.062081 , 0.04555 , 0.057215 , 0.028349 , 0.054158 , 0.056367 , 0.067813 , 0.06388 , 0.069375 , 0.054248 , 0.064812 , 0.061295 , 0.058446 , 0.057878 , 0.049213 
 595 , 0.060286 , 0.047916 , 0.057227 , 0.057496 , 0.047687 , 0.061685 , 0.045288 , 0.056881 , 0.028191 , 0.053777 , 0.056047 , 0.067439 , 0.063491 , 0.068882 , 0.053794 , 0.064257 , 0.060695 , 0.057954 , 0.05749 , 0.048716 
 596 , 0.059669 , 0.047374 , 0.056669 , 0.057075 , 0.047341 , 0.061288 , 0.045026 , 0.056552 , 0.028034 , 0.053402 , 0.055728 , 0.067066 , 0.063108 , 0.06839 , 0.053341 , 0.063704 , 0.060097 , 0.057465 , 0.057103 , 0.04822 
 597 , 0.059065 , 0.046847 , 0.056107 , 0.056667 , 0.047002 , 0.060904 , 0.044759 , 0.056224 , 0.027876 , 0.053028 , 0.055415 , 0.066692 , 0.062726 , 0.06791 , 0.052895 , 0.063164 , 0.059503 , 0.056982 , 0.056717 , 0.047722 
