MAY31MAT00004.spu,MAY31MAT00003.spu,MAY31MAT00002.spu,
Wavelength,MAY31MAT00005.spu,MAY31MAT00006.spu,MAY31MAT00007.spu,MAY31MAT00008.spu,MAY31MAT00009.spu,MAY31MAT00010.spu,MAY31MAT00011.spu,MAY31MAT00012.spu,MAY31MAT00013.spu,MAY31MAT00014.spu,MAY31MAT00015.spu,MAY31MAT00016.spu,MAY31MAT00017.spu,MAY31MAT00018.spu,MAY31MAT00019.spu,MAY31MAT00020.spu,MAY31MAT00021.spu,MAY31MAT00022.spu,MAY31MAT00023.spu,MAY31MAT00024.spu,MAY31MAT00025.spu,MAY31MAT00026.spu,MAY31MAT00027.spu,MAY31MAT00028.spu,MAY31MAT00029.spu,MAY31MAT00030.spu,MAY31MAT00031.spu,MAY31MAT00032.spu,MAY31MAT00033.spu,MAY31MAT00034.spu,MAY31MAT00035.spu,MAY31MAT00036.spu,MAY31MAT00037.spu,MAY31MAT00038.spu,MAY31MAT00039.spu,MAY31MAT00040.spu,MAY31MAT00041.spu,MAY31MAT00042.spu,MAY31MAT00043.spu,MAY31MAT00044.spu,MAY31MAT00045.spu,MAY31MAT00046.spu,MAY31MAT00047.spu,MAY31MAT00048.spu,MAY31MAT00049.spu,MAY31MAT00050.spu,MAY31MAT00051.spu,MAY31MAT00052.spu,MAY31MAT00053.spu,MAY31MAT00054.spu,MAY31MAT00055.spu,MAY31MAT00056.spu,MAY31MAT00057.spu,MAY31MAT00058.spu,MAY31MAT00059.spu,MAY31MAT00060.spu,MAY31MAT00061.spu,MAY31MAT00062.spu,MAY31MAT00063.spu,MAY31MAT00064.spu,MAY31MAT00065.spu,MAY31MAT00066.spu,MAY31MAT00067.spu,MAY31MAT00068.spu,MAY31MAT00069.spu,MAY31MAT00070.spu,MAY31MAT00071.spu,MAY31MAT00072.spu,MAY31MAT00073.spu,MAY31MAT00074.spu,MAY31MAT00075.spu,MAY31MAT00076.spu,MAY31MAT00077.spu,MAY31MAT00078.spu,MAY31MAT00079.spu,MAY31MAT00080.spu,MAY31MAT00081.spu,MAY31MAT00082.spu,MAY31MAT00083.spu,MAY31MAT00084.spu,MAY31MAT00085.spu,MAY31MAT00086.spu,MAY31MAT00087.spu,MAY31MAT00088.spu,MAY31MAT00089.spu,MAY31MAT00090.spu,MAY31MAT00091.spu,MAY31MAT00092.spu,MAY31MAT00093.spu,MAY31MAT00094.spu,MAY31MAT00095.spu,MAY31MAT00096.spu,MAY31MAT00097.spu,MAY31MAT00098.spu,MAY31MAT00099.spu,MAY31MAT00100.spu,MAY31MAT00101.spu,MAY31MAT00102.spu,MAY31MAT00103.spu,MAY31MAT00104.spu,MAY31MAT00105.spu,MAY31MAT00106.spu,MAY31MAT00107.spu,MAY31MAT00108.spu,MAY31MAT00109.spu,MAY31MAT00110.spu,MAY31MAT00111.spu,MAY31MAT00112.spu,MAY31MAT00113.spu,MAY31MAT00114.spu,MAY31MAT00115.spu,MAY31MAT00116.spu,MAY31MAT00117.spu,MAY31MAT00118.spu,MAY31MAT00119.spu,MAY31MAT00120.spu,MAY31MAT00121.spu,MAY31MAT00122.spu,MAY31MAT00123.spu,MAY31MAT00124.spu,MAY31MAT00125.spu,MAY31MAT00126.spu,MAY31MAT00127.spu,MAY31MAT00128.spu,MAY31MAT00129.spu,MAY31MAT00130.spu,MAY31MAT00131.spu,MAY31MAT00132.spu,MAY31MAT00133.spu,MAY31MAT00134.spu,MAY31MAT00135.spu,MAY31MAT00136.spu,MAY31MAT00137.spu,MAY31MAT00138.spu,MAY31MAT00139.spu,MAY31MAT00140.spu,MAY31MAT00141.spu,MAY31MAT00142.spu,MAY31MAT00143.spu,MAY31MAT00144.spu,MAY31MAT00145.spu
 812 , 0.213307 , 0.293782 , 0.329162 , 0.240728 , 0.235185 , 0.311145 , 0.27659 , 0.326023 , 0.263938 , 0.234944 , 0.239415 , 0.217924 , 0.218761 , 0.260672 , 0.268669 , 0.248795 , 0.163791 , 0.206597 , 0.306617 , 0.283115 , 0.281593 , 0.10699 , 0.078972 , 0.263526 , 0.20096 , 0.259455 , 0.172105 , 0.14495 , 0.161502 , 0.168104 , 0.178422 , 0.237056 , 0.291226 , 0.179671 , 0.263957 , 0.245224 , 0.229231 , 0.396567 , 0.308108 , 0.105835 , 0.229484 , 0.269062 , 0.257666 , 0.313555 , 0.39481 , 0.272062 , 0.239028 , 0.380212 , 0.341617 , 0.284561 , 0.344623 , 0.251686 , 0.207371 , 0.236333 , 0.243981 , 0.25468 , 0.146022 , 0.109336 , 0.17435 , 0.124125 , 0.083221 , 0.204004 , 0.216668 , 0.198861 , 0.160082 , 0.143048 , 0.274814 , 0.21793 , 0.268657 , 0.189063 , 0.238451 , 0.243214 , 0.225204 , 0.22658 , 0.259683 , 0.202881 , 0.196806 , 0.17227 , 0.177464 , 0.174902 , 0.172296 , 0.358891 , 0.299382 , 0.286369 , 0.324387 , 0.324146 , 0.242447 , 0.331813 , 0.362367 , 0.206122 , 0.259632 , 0.309839 , 0.268352 , 0.34338 , 0.286343 , 0.199653 , 0.193756 , 0.219737 , 0.137112 , 0.165231 , 0.164438 , 0.253177 , 0.229319 , 0.251382 , 0.23509 , 0.285842 , 0.245884 , 0.293452 , 0.309719 , 0.300599 , 0.31048 , 0.168446 , 0.195417 , 0.155985 , 0.194117 , 0.131227 , 0.183641 , 0.108886 , 0.092898 , 0.249892 , 0.163741 , 0.270641 , 0.282716 , 0.289838 , 0.343196 , 0.277636 , 0.280167 , 0.318705 , 0.25792 , 0.21306 , 0.31282 , 0.172315 , 0.233885 , 0.131379 , 0.189557 , 0.184192 , 0.328705 , 0.238559 , 0.195068 , 0.276945 , 0.245795 
 813 , 0.213613 , 0.294382 , 0.329821 , 0.240966 , 0.235527 , 0.31173 , 0.276863 , 0.326577 , 0.264484 , 0.235432 , 0.239891 , 0.218645 , 0.219255 , 0.261087 , 0.269179 , 0.248905 , 0.164236 , 0.207124 , 0.307417 , 0.283517 , 0.281952 , 0.107207 , 0.079236 , 0.264058 , 0.201348 , 0.260019 , 0.172538 , 0.14528 , 0.161825 , 0.168422 , 0.178797 , 0.23736 , 0.291622 , 0.180025 , 0.264529 , 0.245572 , 0.22986 , 0.397321 , 0.308498 , 0.106221 , 0.230038 , 0.269529 , 0.258142 , 0.313784 , 0.395063 , 0.272512 , 0.239382 , 0.380845 , 0.342029 , 0.285038 , 0.345177 , 0.252137 , 0.207659 , 0.236634 , 0.244293 , 0.255127 , 0.146374 , 0.109644 , 0.174809 , 0.124421 , 0.083416 , 0.204313 , 0.21694 , 0.199243 , 0.160362 , 0.143327 , 0.275044 , 0.218339 , 0.26895 , 0.18944 , 0.238778 , 0.243524 , 0.225534 , 0.227162 , 0.260438 , 0.203231 , 0.19722 , 0.172671 , 0.177735 , 0.175248 , 0.17262 , 0.359439 , 0.299713 , 0.286564 , 0.324586 , 0.324357 , 0.242665 , 0.332264 , 0.362703 , 0.206361 , 0.259936 , 0.310216 , 0.268765 , 0.343861 , 0.286685 , 0.19998 , 0.194077 , 0.220235 , 0.137404 , 0.165407 , 0.16472 , 0.253587 , 0.22958 , 0.25194 , 0.235483 , 0.286399 , 0.246164 , 0.294071 , 0.310292 , 0.3011 , 0.311151 , 0.16874 , 0.195877 , 0.156374 , 0.194618 , 0.131533 , 0.184039 , 0.10895 , 0.09313 , 0.250438 , 0.164039 , 0.271094 , 0.283123 , 0.290235 , 0.343682 , 0.27797 , 0.280483 , 0.318975 , 0.258225 , 0.213689 , 0.31311 , 0.172563 , 0.234249 , 0.13166 , 0.189968 , 0.18458 , 0.329109 , 0.238963 , 0.195451 , 0.277385 , 0.246284 
 814 , 0.213949 , 0.29499 , 0.330532 , 0.241376 , 0.235926 , 0.312357 , 0.277184 , 0.327238 , 0.265045 , 0.236085 , 0.240543 , 0.219386 , 0.219748 , 0.261636 , 0.26956 , 0.24914 , 0.164684 , 0.207634 , 0.308141 , 0.284059 , 0.282463 , 0.107489 , 0.079382 , 0.264657 , 0.201803 , 0.260701 , 0.173015 , 0.145549 , 0.162166 , 0.168798 , 0.179164 , 0.237745 , 0.292065 , 0.180366 , 0.265083 , 0.245954 , 0.230438 , 0.398111 , 0.30893 , 0.106586 , 0.230553 , 0.270056 , 0.258692 , 0.314189 , 0.395421 , 0.272968 , 0.239754 , 0.38152 , 0.342512 , 0.28556 , 0.345819 , 0.252568 , 0.207984 , 0.236963 , 0.244638 , 0.255531 , 0.146738 , 0.109982 , 0.175278 , 0.124704 , 0.083623 , 0.204645 , 0.217268 , 0.19971 , 0.160646 , 0.143616 , 0.275309 , 0.218718 , 0.269344 , 0.189879 , 0.239188 , 0.243888 , 0.225891 , 0.227767 , 0.261229 , 0.203583 , 0.197606 , 0.173053 , 0.178064 , 0.175603 , 0.172957 , 0.360045 , 0.300046 , 0.286806 , 0.324885 , 0.324669 , 0.242896 , 0.332796 , 0.363097 , 0.206585 , 0.260263 , 0.310615 , 0.269248 , 0.344344 , 0.286984 , 0.200257 , 0.194458 , 0.220747 , 0.13767 , 0.165619 , 0.165059 , 0.254062 , 0.229891 , 0.252504 , 0.235913 , 0.286971 , 0.246431 , 0.294672 , 0.310825 , 0.301553 , 0.311734 , 0.169078 , 0.19627 , 0.156792 , 0.195106 , 0.131826 , 0.184359 , 0.10906 , 0.093334 , 0.250978 , 0.164353 , 0.271518 , 0.283537 , 0.290577 , 0.344172 , 0.278361 , 0.280835 , 0.319314 , 0.258533 , 0.214184 , 0.313464 , 0.172843 , 0.234616 , 0.131871 , 0.190356 , 0.185002 , 0.329482 , 0.239354 , 0.195844 , 0.277814 , 0.246781 
 815 , 0.214321 , 0.295512 , 0.331367 , 0.241752 , 0.236393 , 0.313061 , 0.277562 , 0.327945 , 0.265526 , 0.236871 , 0.241261 , 0.220075 , 0.220247 , 0.262282 , 0.269821 , 0.249519 , 0.165078 , 0.208063 , 0.308855 , 0.28461 , 0.283061 , 0.107794 , 0.079477 , 0.265309 , 0.202246 , 0.261435 , 0.173515 , 0.145778 , 0.162529 , 0.169207 , 0.17953 , 0.238203 , 0.292549 , 0.180715 , 0.265653 , 0.246397 , 0.231015 , 0.398986 , 0.309301 , 0.106921 , 0.231003 , 0.270547 , 0.259224 , 0.314647 , 0.395947 , 0.273446 , 0.240146 , 0.382203 , 0.34299 , 0.286063 , 0.346494 , 0.253018 , 0.20835 , 0.23726 , 0.244995 , 0.255872 , 0.147109 , 0.110369 , 0.175802 , 0.12498 , 0.083849 , 0.204999 , 0.21757 , 0.200201 , 0.160956 , 0.14393 , 0.275689 , 0.219074 , 0.269795 , 0.19033 , 0.239688 , 0.244288 , 0.226275 , 0.228416 , 0.262008 , 0.203966 , 0.198021 , 0.173432 , 0.178428 , 0.175974 , 0.173317 , 0.360685 , 0.300412 , 0.287139 , 0.325218 , 0.325046 , 0.243205 , 0.333336 , 0.363552 , 0.206827 , 0.260658 , 0.311073 , 0.269782 , 0.344889 , 0.287343 , 0.200494 , 0.194905 , 0.221222 , 0.137972 , 0.165875 , 0.165448 , 0.254643 , 0.230308 , 0.253011 , 0.236387 , 0.287566 , 0.246767 , 0.295353 , 0.311385 , 0.302177 , 0.312296 , 0.169526 , 0.19669 , 0.157279 , 0.195613 , 0.132129 , 0.18471 , 0.109241 , 0.09354 , 0.251578 , 0.164772 , 0.271961 , 0.284004 , 0.290937 , 0.344697 , 0.278862 , 0.281239 , 0.319834 , 0.258886 , 0.214658 , 0.313953 , 0.173158 , 0.235042 , 0.132091 , 0.190776 , 0.185469 , 0.329812 , 0.239738 , 0.196275 , 0.278346 , 0.247296 
 816 , 0.214708 , 0.296028 , 0.332243 , 0.242124 , 0.236883 , 0.3138 , 0.277962 , 0.32867 , 0.266005 , 0.237689 , 0.242002 , 0.220773 , 0.220754 , 0.262957 , 0.270082 , 0.249939 , 0.165476 , 0.208497 , 0.309607 , 0.28517 , 0.283675 , 0.108108 , 0.079581 , 0.265979 , 0.202701 , 0.262184 , 0.174033 , 0.14601 , 0.16292 , 0.16963 , 0.179912 , 0.238692 , 0.293056 , 0.181088 , 0.266248 , 0.246859 , 0.231618 , 0.399899 , 0.309671 , 0.107258 , 0.231464 , 0.271034 , 0.259762 , 0.315116 , 0.396518 , 0.273942 , 0.240564 , 0.382913 , 0.343471 , 0.28657 , 0.34719 , 0.253492 , 0.20874 , 0.237567 , 0.24537 , 0.256208 , 0.147499 , 0.110767 , 0.176359 , 0.125273 , 0.084086 , 0.205365 , 0.217865 , 0.200707 , 0.161277 , 0.144266 , 0.276096 , 0.219437 , 0.270261 , 0.190789 , 0.240219 , 0.244699 , 0.226671 , 0.2291 , 0.262803 , 0.204375 , 0.198451 , 0.173822 , 0.178807 , 0.176365 , 0.173694 , 0.361345 , 0.300801 , 0.287496 , 0.325558 , 0.325437 , 0.24353 , 0.333885 , 0.364029 , 0.207078 , 0.261065 , 0.311557 , 0.270338 , 0.345471 , 0.287733 , 0.200739 , 0.195383 , 0.2217 , 0.138297 , 0.166147 , 0.165859 , 0.25525 , 0.230749 , 0.253524 , 0.236883 , 0.288187 , 0.247127 , 0.296072 , 0.311978 , 0.302853 , 0.312873 , 0.170007 , 0.197141 , 0.157801 , 0.196138 , 0.132443 , 0.185082 , 0.109438 , 0.093768 , 0.252208 , 0.16522 , 0.272421 , 0.284499 , 0.291324 , 0.345254 , 0.279393 , 0.281662 , 0.320401 , 0.259263 , 0.215156 , 0.314477 , 0.17349 , 0.23549 , 0.132328 , 0.19121 , 0.185964 , 0.330147 , 0.240143 , 0.196732 , 0.278914 , 0.24783 
 817 , 0.215153 , 0.29666 , 0.333201 , 0.24245 , 0.23731 , 0.314496 , 0.278396 , 0.329461 , 0.266436 , 0.238474 , 0.242757 , 0.221425 , 0.221303 , 0.263604 , 0.270406 , 0.250403 , 0.165859 , 0.208972 , 0.310392 , 0.285806 , 0.284265 , 0.108414 , 0.079736 , 0.266717 , 0.203193 , 0.262939 , 0.174547 , 0.146259 , 0.163308 , 0.170065 , 0.180287 , 0.239126 , 0.293598 , 0.181444 , 0.266838 , 0.247315 , 0.232273 , 0.400932 , 0.310168 , 0.107557 , 0.23196 , 0.271614 , 0.260369 , 0.31566 , 0.397154 , 0.274452 , 0.240993 , 0.383608 , 0.34403 , 0.287065 , 0.347898 , 0.253983 , 0.209157 , 0.237924 , 0.245781 , 0.256565 , 0.147876 , 0.111118 , 0.176938 , 0.125547 , 0.084333 , 0.205775 , 0.218171 , 0.201166 , 0.161621 , 0.14459 , 0.276555 , 0.219807 , 0.270744 , 0.191213 , 0.240775 , 0.245142 , 0.227095 , 0.229793 , 0.263604 , 0.204835 , 0.198909 , 0.174246 , 0.179213 , 0.176733 , 0.174061 , 0.362026 , 0.301289 , 0.287922 , 0.325984 , 0.325888 , 0.243857 , 0.334441 , 0.364545 , 0.207341 , 0.26152 , 0.312041 , 0.270904 , 0.346076 , 0.288171 , 0.200987 , 0.195898 , 0.222192 , 0.138645 , 0.166473 , 0.166287 , 0.255856 , 0.231205 , 0.254002 , 0.2374 , 0.288855 , 0.247526 , 0.296756 , 0.312604 , 0.303539 , 0.313454 , 0.170487 , 0.197599 , 0.158303 , 0.196691 , 0.13277 , 0.185478 , 0.109635 , 0.094018 , 0.252851 , 0.16568 , 0.272886 , 0.284955 , 0.291687 , 0.345827 , 0.279899 , 0.282072 , 0.320998 , 0.259615 , 0.215639 , 0.315027 , 0.173799 , 0.235994 , 0.132547 , 0.191634 , 0.186431 , 0.330516 , 0.240552 , 0.197164 , 0.279477 , 0.248389 
 818 , 0.215685 , 0.297482 , 0.334217 , 0.242728 , 0.237587 , 0.315036 , 0.278818 , 0.330309 , 0.266762 , 0.23912 , 0.243481 , 0.22193 , 0.22186 , 0.264202 , 0.27081 , 0.250926 , 0.16625 , 0.209504 , 0.311147 , 0.28655 , 0.284769 , 0.108686 , 0.07999 , 0.267509 , 0.203777 , 0.263633 , 0.175036 , 0.146545 , 0.16367 , 0.170522 , 0.180572 , 0.239439 , 0.294168 , 0.18176 , 0.267362 , 0.247721 , 0.232983 , 0.402081 , 0.310879 , 0.107741 , 0.232511 , 0.272311 , 0.261079 , 0.316345 , 0.397854 , 0.274974 , 0.241412 , 0.38424 , 0.34476 , 0.287547 , 0.348655 , 0.254426 , 0.209607 , 0.238366 , 0.24624 , 0.256961 , 0.148218 , 0.111342 , 0.177495 , 0.125798 , 0.084581 , 0.206222 , 0.218527 , 0.20151 , 0.161972 , 0.144884 , 0.277043 , 0.220149 , 0.271194 , 0.191581 , 0.241361 , 0.245658 , 0.22755 , 0.230436 , 0.264368 , 0.205348 , 0.199416 , 0.174679 , 0.179646 , 0.177035 , 0.174391 , 0.36269 , 0.30192 , 0.288466 , 0.326549 , 0.326395 , 0.244177 , 0.335035 , 0.365148 , 0.207634 , 0.262037 , 0.312539 , 0.271455 , 0.346714 , 0.288645 , 0.201248 , 0.196395 , 0.222697 , 0.138991 , 0.166908 , 0.166761 , 0.256411 , 0.231643 , 0.25447 , 0.237881 , 0.289609 , 0.247989 , 0.297361 , 0.313292 , 0.304142 , 0.314065 , 0.170924 , 0.198094 , 0.158766 , 0.197276 , 0.133129 , 0.185936 , 0.109829 , 0.094331 , 0.253481 , 0.166122 , 0.27339 , 0.285344 , 0.292004 , 0.346369 , 0.280363 , 0.282451 , 0.321632 , 0.259923 , 0.216049 , 0.315591 , 0.17404 , 0.236572 , 0.132675 , 0.191977 , 0.186817 , 0.330993 , 0.240933 , 0.197519 , 0.279961 , 0.248966 
 819 , 0.216235 , 0.298329 , 0.3352 , 0.243064 , 0.237867 , 0.315532 , 0.279205 , 0.331162 , 0.267109 , 0.239729 , 0.244197 , 0.222449 , 0.222398 , 0.264837 , 0.271212 , 0.251422 , 0.166704 , 0.210046 , 0.311865 , 0.287282 , 0.285273 , 0.108981 , 0.080238 , 0.26828 , 0.204388 , 0.264306 , 0.175536 , 0.146844 , 0.164029 , 0.171011 , 0.180803 , 0.239755 , 0.294745 , 0.182077 , 0.267864 , 0.248126 , 0.233675 , 0.403201 , 0.311596 , 0.107912 , 0.233067 , 0.272984 , 0.261816 , 0.317062 , 0.398516 , 0.275512 , 0.241803 , 0.384878 , 0.345543 , 0.28807 , 0.349479 , 0.25484 , 0.210084 , 0.238827 , 0.246699 , 0.257407 , 0.148585 , 0.111573 , 0.178058 , 0.126057 , 0.084814 , 0.206679 , 0.218923 , 0.201866 , 0.162346 , 0.14518 , 0.277503 , 0.220497 , 0.271634 , 0.191978 , 0.241931 , 0.246206 , 0.228004 , 0.231051 , 0.265157 , 0.205866 , 0.199933 , 0.175088 , 0.18008 , 0.177335 , 0.174736 , 0.363348 , 0.302527 , 0.289004 , 0.327117 , 0.326873 , 0.244523 , 0.33568 , 0.365805 , 0.207966 , 0.262565 , 0.313081 , 0.272012 , 0.34736 , 0.2891 , 0.201527 , 0.196861 , 0.223223 , 0.139305 , 0.167363 , 0.167254 , 0.256965 , 0.232062 , 0.255019 , 0.238353 , 0.290374 , 0.248478 , 0.298009 , 0.314041 , 0.304723 , 0.314752 , 0.171357 , 0.198634 , 0.159241 , 0.197879 , 0.133526 , 0.186416 , 0.11005 , 0.094671 , 0.254142 , 0.166576 , 0.273957 , 0.28574 , 0.292351 , 0.346893 , 0.280863 , 0.282866 , 0.322272 , 0.260248 , 0.216439 , 0.316153 , 0.174282 , 0.237163 , 0.132783 , 0.192304 , 0.18721 , 0.331533 , 0.241304 , 0.19786 , 0.280434 , 0.24956 
 820 , 0.216798 , 0.299193 , 0.336192 , 0.243419 , 0.238165 , 0.316044 , 0.279597 , 0.332029 , 0.267467 , 0.240359 , 0.244926 , 0.222982 , 0.222937 , 0.265485 , 0.271623 , 0.251931 , 0.167169 , 0.210608 , 0.312599 , 0.288032 , 0.285793 , 0.109278 , 0.080496 , 0.26907 , 0.205015 , 0.264997 , 0.176053 , 0.147156 , 0.164392 , 0.171512 , 0.18105 , 0.240077 , 0.295332 , 0.18241 , 0.268378 , 0.248537 , 0.234374 , 0.40434 , 0.312336 , 0.108085 , 0.233637 , 0.273682 , 0.26256 , 0.317795 , 0.399202 , 0.276069 , 0.242206 , 0.385533 , 0.34634 , 0.288609 , 0.350317 , 0.255266 , 0.21057 , 0.239294 , 0.247178 , 0.257858 , 0.148965 , 0.111818 , 0.178625 , 0.126334 , 0.085063 , 0.207138 , 0.219319 , 0.202225 , 0.16273 , 0.145488 , 0.277974 , 0.220852 , 0.272079 , 0.192391 , 0.242527 , 0.246773 , 0.228466 , 0.23168 , 0.265959 , 0.206394 , 0.200454 , 0.175508 , 0.180518 , 0.17765 , 0.175085 , 0.364018 , 0.303151 , 0.289558 , 0.327706 , 0.327366 , 0.244881 , 0.336346 , 0.366469 , 0.208306 , 0.263111 , 0.313632 , 0.272579 , 0.34802 , 0.289565 , 0.20182 , 0.197337 , 0.223765 , 0.139638 , 0.16783 , 0.167766 , 0.257543 , 0.232488 , 0.255587 , 0.238826 , 0.291156 , 0.248974 , 0.298673 , 0.3148 , 0.305313 , 0.315447 , 0.171794 , 0.199184 , 0.159728 , 0.198504 , 0.133935 , 0.186907 , 0.110272 , 0.095018 , 0.254824 , 0.167034 , 0.274542 , 0.286152 , 0.292708 , 0.34743 , 0.281367 , 0.283285 , 0.32292 , 0.260584 , 0.216837 , 0.31673 , 0.174533 , 0.237774 , 0.13289 , 0.192641 , 0.187612 , 0.33208 , 0.241687 , 0.198203 , 0.280912 , 0.250173 
 821 , 0.2174 , 0.299911 , 0.336823 , 0.244076 , 0.238871 , 0.316779 , 0.280149 , 0.332758 , 0.268082 , 0.241233 , 0.245721 , 0.223808 , 0.223398 , 0.266123 , 0.272121 , 0.25252 , 0.167775 , 0.211402 , 0.313476 , 0.288689 , 0.28657 , 0.109686 , 0.080782 , 0.26983 , 0.205589 , 0.26588 , 0.176551 , 0.147584 , 0.16483 , 0.171974 , 0.181365 , 0.240625 , 0.29598 , 0.182825 , 0.268914 , 0.248954 , 0.234953 , 0.405436 , 0.313239 , 0.108182 , 0.234147 , 0.274432 , 0.263178 , 0.318463 , 0.400122 , 0.276846 , 0.242597 , 0.386308 , 0.347091 , 0.289079 , 0.351041 , 0.25574 , 0.210915 , 0.239652 , 0.247622 , 0.258255 , 0.149331 , 0.112176 , 0.179227 , 0.126772 , 0.085334 , 0.207618 , 0.219756 , 0.202664 , 0.163223 , 0.145798 , 0.278472 , 0.221222 , 0.272614 , 0.192786 , 0.243237 , 0.247417 , 0.228891 , 0.232457 , 0.266866 , 0.206895 , 0.201005 , 0.175962 , 0.180949 , 0.178113 , 0.17554 , 0.364683 , 0.303701 , 0.290136 , 0.328328 , 0.327918 , 0.24517 , 0.337079 , 0.367116 , 0.208604 , 0.26353 , 0.314052 , 0.273159 , 0.348775 , 0.289976 , 0.202126 , 0.197901 , 0.224346 , 0.140036 , 0.16828 , 0.168274 , 0.258185 , 0.232905 , 0.256252 , 0.239255 , 0.291807 , 0.249504 , 0.299277 , 0.315416 , 0.305935 , 0.31612 , 0.172236 , 0.199834 , 0.160182 , 0.199168 , 0.134422 , 0.187332 , 0.110505 , 0.095289 , 0.255516 , 0.167486 , 0.275111 , 0.286615 , 0.29324 , 0.347987 , 0.281961 , 0.283651 , 0.323495 , 0.260906 , 0.217189 , 0.317292 , 0.174868 , 0.238449 , 0.133142 , 0.193003 , 0.188183 , 0.332604 , 0.2422 , 0.198483 , 0.281372 , 0.250759 
 822 , 0.217961 , 0.300599 , 0.337413 , 0.244675 , 0.239481 , 0.317528 , 0.280707 , 0.333437 , 0.26869 , 0.242187 , 0.246548 , 0.224656 , 0.223925 , 0.266741 , 0.272666 , 0.253127 , 0.16829 , 0.212183 , 0.314347 , 0.289377 , 0.287319 , 0.110058 , 0.081048 , 0.270627 , 0.206117 , 0.266799 , 0.177043 , 0.148013 , 0.165289 , 0.172419 , 0.181897 , 0.241193 , 0.296598 , 0.183224 , 0.269524 , 0.249331 , 0.235518 , 0.406489 , 0.314142 , 0.108301 , 0.234601 , 0.275193 , 0.263798 , 0.319112 , 0.401032 , 0.277584 , 0.242976 , 0.387116 , 0.347776 , 0.289454 , 0.35161 , 0.256301 , 0.211228 , 0.240046 , 0.248068 , 0.258616 , 0.149681 , 0.112571 , 0.179851 , 0.127205 , 0.085645 , 0.208099 , 0.220154 , 0.203071 , 0.163718 , 0.146077 , 0.279014 , 0.221623 , 0.273173 , 0.193164 , 0.243957 , 0.248023 , 0.229298 , 0.233306 , 0.267773 , 0.207393 , 0.201519 , 0.176523 , 0.181346 , 0.178556 , 0.175972 , 0.365391 , 0.304196 , 0.290634 , 0.328955 , 0.328513 , 0.245419 , 0.337772 , 0.367763 , 0.208919 , 0.263932 , 0.314405 , 0.273769 , 0.349514 , 0.290397 , 0.202443 , 0.198512 , 0.224912 , 0.140472 , 0.168694 , 0.168751 , 0.258809 , 0.233383 , 0.256827 , 0.239764 , 0.292494 , 0.250011 , 0.299817 , 0.316053 , 0.30664 , 0.316874 , 0.172753 , 0.200487 , 0.160646 , 0.199923 , 0.1349 , 0.187803 , 0.11075 , 0.095572 , 0.256269 , 0.168014 , 0.275699 , 0.287075 , 0.293795 , 0.348699 , 0.282503 , 0.284042 , 0.324101 , 0.261233 , 0.217602 , 0.317887 , 0.175241 , 0.23909 , 0.133406 , 0.19342 , 0.188739 , 0.333123 , 0.242745 , 0.198826 , 0.281797 , 0.251306 
 823 , 0.21852 , 0.301293 , 0.338016 , 0.24528 , 0.240097 , 0.31829 , 0.281278 , 0.334123 , 0.269311 , 0.243154 , 0.247381 , 0.225509 , 0.224462 , 0.267371 , 0.273216 , 0.253746 , 0.168815 , 0.212977 , 0.315232 , 0.290065 , 0.288074 , 0.110432 , 0.081315 , 0.271437 , 0.20665 , 0.26773 , 0.177545 , 0.148453 , 0.165758 , 0.172875 , 0.182433 , 0.241767 , 0.297221 , 0.183634 , 0.270139 , 0.249713 , 0.236088 , 0.407557 , 0.315052 , 0.108422 , 0.235061 , 0.275972 , 0.264422 , 0.319767 , 0.401962 , 0.278329 , 0.243366 , 0.387933 , 0.348473 , 0.289834 , 0.352193 , 0.256875 , 0.211538 , 0.240443 , 0.248518 , 0.258975 , 0.15004 , 0.112963 , 0.18048 , 0.127647 , 0.085953 , 0.208583 , 0.220556 , 0.203489 , 0.164223 , 0.146359 , 0.279562 , 0.222021 , 0.27373 , 0.193546 , 0.244683 , 0.248633 , 0.229716 , 0.234161 , 0.268687 , 0.207896 , 0.20205 , 0.177082 , 0.181739 , 0.178997 , 0.176414 , 0.366099 , 0.304704 , 0.291144 , 0.329588 , 0.329113 , 0.245666 , 0.338479 , 0.368418 , 0.209238 , 0.264339 , 0.314757 , 0.274385 , 0.350259 , 0.290829 , 0.202757 , 0.199128 , 0.22549 , 0.140905 , 0.169117 , 0.169233 , 0.259431 , 0.233872 , 0.257414 , 0.240276 , 0.293193 , 0.250528 , 0.300362 , 0.316703 , 0.30735 , 0.317641 , 0.173273 , 0.201151 , 0.16112 , 0.200682 , 0.135381 , 0.188272 , 0.111004 , 0.095851 , 0.257029 , 0.168552 , 0.276286 , 0.287547 , 0.294356 , 0.349418 , 0.28305 , 0.284431 , 0.324719 , 0.261557 , 0.218019 , 0.318482 , 0.175618 , 0.239737 , 0.133672 , 0.193848 , 0.189306 , 0.333648 , 0.243295 , 0.199166 , 0.282228 , 0.251858 
