"","SITE","DATE","BLOCK","EXPERIMENT","SpurFile","Chl Index","EVI (MODIS) ","EVI2 (MODIS)","LAI","NDVI (MODIS)","PRI (550 Reference) ","PRI (570 Ref)","REP","TIME","TREATMENT","WBI","datenumber","LAI (calculated)"
"594","Toolik",2016-06-24,"1","HTH","JUN24HTH00009.spu","0.31096723998999692","0.66067101511763604","0.46723663085955125",NA,"0.6109177175466215","9.8331676391755427E-2","7.2444396089463611E-2","4","0.5625","NP","0.99855612382491143",2016-06-24 13:30:00,"0.36165403219901704"
"595","Toolik",2016-06-24,"3","HTH","JUN24HTH00054.spu","0.23235442972267997","0.47541976963878496","0.33863707524410547",NA,"0.49609486416328746","8.2832810097278164E-2","8.2150265348455057E-2","4","0.5625","CT1","1.0020949155590189",2016-06-24 13:30:00,"0.14303860891022532"
"596","Toolik",2016-06-24,"3","HTH","JUN24HTH00055.spu","0.26102915270740318","0.53378706076518789","0.3835686884132824",NA,"0.55330343794515546","9.0935834056811507E-2","8.6060326265333095E-2","5","0.5625","CT1","1.0041117996014541",2016-06-24 13:30:00,"0.2270709690892796"
"597","Toolik",2016-06-24,"3","HTH","JUN24HTH00056.spu","0.21829764708029861","0.32340428091674883","0.25407522542162447",NA,"0.51929310507782023","8.236118302823553E-2","6.4315921878801321E-2","1","0.5625","N","0.95750789937481129",2016-06-24 13:30:00,"0.1725206493661483"
"598","Toolik",2016-06-24,"3","HTH","JUN24HTH00057.spu","0.14467298431924619","0.29124399582318977","0.20760655914417545",NA,"0.37526952933425195","6.2843347019025095E-2","6.0357448288857661E-2","2","0.5625","N","0.93482409509606801",2016-06-24 13:30:00,"5.3895731608826644E-2"
"599","Toolik",2016-06-24,"3","HTH","JUN24HTH00058.spu","6.6685970345312248E-2","0.18770554025186556","0.13308035295094228",NA,"0.25877848073131976","5.2446035547023047E-2","5.1581006045023074E-2","3","0.5625","N","0.90842050490732607",2016-06-24 13:30:00,"2.103108635804208E-2"
"600","Toolik",2016-06-24,"3","HTH","JUN24HTH00059.spu","9.0127517165772358E-2","0.21007318229081795","0.15772112075823902",NA,"0.33141353008310781","5.3411964421495615E-2","5.415207106603466E-2","4","0.5625","N","0.89813906093718443",2016-06-24 13:30:00,"3.7817401925871102E-2"
"601","Toolik",2016-06-24,"3","HTH","JUN24HTH00060.spu","0.15873096007385185","0.27650488348278829","0.20060570981747158",NA,"0.40040382668592539","6.0135001073043884E-2","4.5533610490864851E-2","5","0.5625","N","0.96371408965299798",2016-06-24 13:30:00,"6.6028976142655404E-2"
"602","Toolik",2016-06-24,"3","HTH","JUN24HTH00061.spu","0.11363942227461875","0.28131623857514093","0.18465109832159352",NA,"0.30842667649730215","5.7931246933722758E-2","5.8739373420084388E-2","1","0.5625","P","0.96334717241535339",2016-06-24 13:30:00,"3.1408377785280668E-2"
"603","Toolik",2016-06-24,"3","HTH","JUN24HTH00062.spu","0.12493790692546977","0.2934776118917935","0.19456818975491774",NA,"0.3252028231866021","5.9913127131737791E-2","6.0146015184413433E-2","2","0.5625","P","0.97080469742980868",2016-06-24 13:30:00,"3.5966840313425438E-2"
"604","Toolik",2016-06-24,"3","HTH","JUN24HTH00063.spu","0.12096427449938402","0.30998109631321397","0.20105261579414441",NA,"0.31836492331672717","6.3484708063021297E-2","6.6309320999482904E-2","3","0.5625","P","0.98053022555536629",2016-06-24 13:30:00,"3.403395848221108E-2"
"605","Toolik",2016-06-24,"1","HTH","JUN24HTH00010.spu","0.3351748680285313","0.46951118150186649","0.35814150244088927",NA,"0.65663390555341661","9.3797072654533284E-2","5.668457613020704E-2","5","0.5625","NP","1.0096913942150678",2016-06-24 13:30:00,"0.523217435468321"
"606","Toolik",2016-06-24,"3","HTH","JUN24HTH00064.spu","0.18920980695471593","0.44315683748166973","0.29606802335795673",NA,"0.43518197892776772","7.7503122815461636E-2","7.9891413059008459E-2","4","0.5625","P","0.99257987367388245",2016-06-24 13:30:00,"8.7447798380830929E-2"
"607","Toolik",2016-06-24,"3","HTH","JUN24HTH00065.spu","0.17019465813077131","0.3722446089827704","0.25946175966092522",NA,"0.40690377635343783","7.314943441158954E-2","7.4725763731624831E-2","5","0.5625","P","0.99534087275252991",2016-06-24 13:30:00,"6.9588701649676191E-2"
"608","Toolik",2016-06-24,"1","HTH","JUN24HTH00011.spu","0.16962894349697594","0.33711520736374762","0.24018501496801506",NA,"0.40364500694349409","6.937131387563758E-2","6.7557422776266376E-2","1","0.5625","P","0.95975785925569246",2016-06-24 13:30:00,"6.7780660074688054E-2"
"609","Toolik",2016-06-24,"1","HTH","JUN24HTH00012.spu","0.13041097090781634","0.30446281309051837","0.20913097065961103",NA,"0.34825937220351849","5.9249765551734918E-2","5.7768232012197974E-2","2","0.5625","P","0.94267289240668506",2016-06-24 13:30:00,"4.3330428784852167E-2"
"610","Toolik",2016-06-24,"1","HTH","JUN24HTH00013.spu","0.16180216594338229","0.30629460561337735","0.21920881428070646",NA,"0.39551840949463785","6.790669995355321E-2","6.1353504348461589E-2","3","0.5625","P","0.96164709319784758",2016-06-24 13:30:00,"6.3473837456958601E-2"
"611","Toolik",2016-06-28,"1","HTH","JUN28HTH00014.spu","0.19727134686604822","0.33035524847138675","0.26179589133568587",NA,"0.48167982971490764","6.9877090901297664E-2","7.0693660803186176E-2","4","0.63541666666666663","P","0.95518816021126751",2016-06-28 15:15:00,"0.12731516333232484"
"612","Toolik",2016-06-28,"1","HTH","JUN28HTH00015.spu","0.16072938689217756","0.29651044357903394","0.22545806497432791",NA,"0.39942070863468948","6.7531971115893749E-2","6.6469227825566135E-2","5","0.63541666666666663","P","0.97192433451686022",2016-06-28 15:15:00,"6.5506655986376158E-2"
"613","Toolik",2016-06-28,"1","HTH","JUN28HTH00016.spu","0.33898817529176017","0.65173144190691334","0.50185377257056041",NA,"0.68291342785035347","0.10205014513290518","8.7005019520356955E-2","1","0.63541666666666663","CT1","0.99449782071032189",2016-06-28 15:15:00,"0.64696421847980223"
"614","Toolik",2016-06-28,"1","HTH","JUN28HTH00017.spu","0.30358772110545368","0.59064992824733498","0.44653184937533458",NA,"0.62272863926886179","9.6342757433563589E-2","8.4530526637650552E-2","2","0.63541666666666663","CT1","0.99437125528105597",2016-06-28 15:15:00,"0.39786001075186883"
"615","Toolik",2016-06-28,"1","HTH","JUN28HTH00018.spu","0.33062728205897379","0.57769662364503904","0.44015890013608422",NA,"0.65620501004966669","0.10021164699846077","7.8955718709310341E-2","3","0.63541666666666663","CT1","0.99594116562579216",2016-06-28 15:15:00,"0.52140775651476468"
"616","Toolik",2016-06-28,"1","HTH","JUN28HTH00019.spu","0.35785464600615641","0.66852824656464638","0.51160691150047111",NA,"0.69865988595055595","0.11459970292553767","8.6660596908864795E-2","4","0.63541666666666663","CT1","1.0005188060943426",2016-06-28 15:15:00,"0.7347245019743861"
"617","Toolik",2016-06-28,"1","HTH","JUN28HTH00020.spu","0.34452193038631573","0.61937533978242865","0.47148393456691884",NA,"0.6782856173549785","0.1080185622609168","8.1810063799799881E-2","5","0.63541666666666663","CT1","1.0034911425356836",2016-06-28 15:15:00,"0.62322408910840088"
"618","Toolik",2016-06-28,"2","HTH","JUN28HTH00021.spu","0.10052274850430321","0.20091425567885676","0.15498381367200867",NA,"0.32364836627394877","5.2580335575759557E-2","4.7861336315348071E-2","1","0.63541666666666663","N","0.91537220092798066",2016-06-28 15:15:00,"3.5518015346119015E-2"
"619","Toolik",2016-06-28,"2","HTH","JUN28HTH00022.spu","0.16690017890630052","0.27272057374726982","0.21640445697774274",NA,"0.41995674022482871","5.8925313030894093E-2","5.8648903807825434E-2","2","0.63541666666666663","N","0.92419632558217291",2016-06-28 15:15:00,"7.7327370899295964E-2"
"620","Toolik",2016-06-28,"2","HTH","JUN28HTH00023.spu","0.10613719561987389","0.20434066093199665","0.15803886293800978",NA,"0.32959156189166988","5.0095613236114618E-2","4.623870606317422E-2","3","0.63541666666666663","N","0.90174450846406173",2016-06-28 15:15:00,"3.7264866260748132E-2"
"621","Toolik",2016-06-28,"1","HTH","JUN28HTH00006.spu","0.32006731724819393","0.45073830356976058","0.35358594058010467",NA,"0.61305238461131473","9.078090827222432E-2","5.6084452564883334E-2","1","0.63541666666666663","NP","1.0133917865707436",2016-06-28 15:15:00,"0.36794465161349038"
"622","Toolik",2016-06-28,"2","HTH","JUN28HTH00024.spu","0.31066088206631837","0.46217233431736204","0.3626250563314104",NA,"0.60853792707378251","7.7605540693327993E-2","6.6742512799034787E-2","4","0.63541666666666663","N","0.98746247023501377",2016-06-28 15:15:00,"0.35476776109822122"
"623","Toolik",2016-06-28,"2","HTH","JUN28HTH00025.spu","0.11972066292435175","0.20173453295985413","0.16204067836320202",NA,"0.35334405681512598","6.0007730635024063E-2","5.8237490981623737E-2","5","0.63541666666666663","N","0.93076372924648787",2016-06-28 15:15:00,"4.5147311818962289E-2"
"624","Toolik",2016-06-28,"2","HTH","JUN28HTH00026.spu","0.13078001845702611","0.26867704177664131","0.21530287792029448",NA,"0.35928802054883086","6.6196726013026522E-2","6.8313253012048172E-2","1","0.63541666666666663","NP","0.93864919117620838",2016-06-28 15:15:00,"4.7368045766869156E-2"
"625","Toolik",2016-06-28,"2","HTH","JUN28HTH00027.spu","0.14908542380780099","0.34768589010687856","0.2831862793030312",NA,"0.39228519944031748","8.0818082387099296E-2","8.3946658893827825E-2","2","0.63541666666666663","NP","0.94003808766440999",2016-06-28 15:15:00,"6.1837437860289689E-2"
"626","Toolik",2016-06-28,"2","HTH","JUN28HTH00028.spu","0.14299011868092271","0.30513490979429214","0.24843997118316161",NA,"0.38557923245377446","6.6183880040307397E-2","6.9273981689333325E-2","3","0.63541666666666663","NP","0.94889302118596919",2016-06-28 15:15:00,"5.8576650324957374E-2"
"627","Toolik",2016-06-28,"2","HTH","JUN28HTH00029.spu","0.18228012715538003","0.37743531856486878","0.30576320631407528",NA,"0.42203285591114331","7.7729593930097693E-2","7.7214090600476848E-2","4","0.63541666666666663","NP","0.96664110122046054",2016-06-28 15:15:00,"7.8635202248830305E-2"
"628","Toolik",2016-06-28,"2","HTH","JUN28HTH00030.spu","0.16225657259316936","0.32842761009328425","0.26313310119959965",NA,"0.37606218217520798","7.1666010046291737E-2","7.1514547027333217E-2","5","0.63541666666666663","NP","0.96849436054845295",2016-06-28 15:15:00,"5.4241948751354602E-2"
"629","Toolik",2016-06-28,"2","HTH","JUN28HTH00031.spu","0.4272519423961994","0.8291920980558658","0.61264866955616937",NA,"0.79447398647580436","0.11950061878663425","8.5375242804167403E-2","1","0.63541666666666663","CT1","1.0098615952499983",2016-06-28 15:15:00,"1.5932172045298552"
"630","Toolik",2016-06-28,"2","HTH","JUN28HTH00032.spu","0.40939875011222449","0.8017195710366275","0.5854826229568838",NA,"0.76462784198269873","0.11646284101599251","8.7911821117288652E-2","2","0.63541666666666663","CT1","1.0159730525208059",2016-06-28 15:15:00,"1.2518835559641543"
"631","Toolik",2016-06-28,"2","HTH","JUN28HTH00033.spu","0.3881095334107828","0.73496650961623289","0.55555103554646901",NA,"0.74297458367037772","0.11219663776762684","8.8506473204315858E-2","3","0.63541666666666663","CT1","1.0133304147969793",2016-06-28 15:15:00,"1.0509849218472178"
"632","Toolik",2016-06-28,"1","HTH","JUN28HTH00007.spu","0.34968942326899843","0.67208990153777937","0.50029336421491477",NA,"0.65504674684819808","0.10471308305897435","6.7587159130134619E-2","2","0.63541666666666663","NP","1.0098158946535114",2016-06-28 15:15:00,"0.51655180317370797"
"633","Toolik",2016-06-28,"2","HTH","JUN28HTH00034.spu","0.40135479402200075","0.77401124974017033","0.57726479400472264",NA,"0.76077327493739144","0.12318857710219618","9.4299999389525505E-2","4","0.63541666666666663","CT1","1.0187424454634408",2016-06-28 15:15:00,"1.2135026293994917"
"634","Toolik",2016-06-28,"2","HTH","JUN28HTH00035.spu","0.34967123007477791","0.68673723510705209","0.52032177574382599",NA,"0.6966643318360487","0.11416996497917402","9.3050023072883806E-2","5","0.63541666666666663","CT1","0.99511137355882318",2016-06-28 15:15:00,"0.72297519772231944"
"635","Toolik",2016-06-28,"2","HTH","JUN28HTH00036.spu","0.40351566490385743","0.60411821868776805","0.45420765984662964",NA,"0.73430418439750833","9.5460699415025427E-2","5.1922060014591993E-2","1","0.63541666666666663","N","1.0274821518617798",2016-06-28 15:15:00,"0.97989060496379254"
"636","Toolik",2016-06-28,"2","HTH","JUN28HTH00037.spu","0.39399133303149858","0.57217930138650097","0.43285958841980798",NA,"0.72015442644238481","9.091725580261488E-2","4.7597924563808944E-2","2","0.63541666666666663","N","1.0369732962801002",2016-06-28 15:15:00,"0.87404769766771861"
"637","Toolik",2016-06-28,"2","HTH","JUN28HTH00038.spu","0.1218631489979335","0.19662327904736765","0.15847559389646812",NA,"0.36176168775636308","5.9181965292115418E-2","5.5386856406521336E-2","3","0.63541666666666663","N","0.92467216599135815",2016-06-28 15:15:00,"4.8324123495635904E-2"
"638","Toolik",2016-06-28,"2","HTH","JUN28HTH00039.spu","7.8097110281108731E-2","0.16583460341890974","0.13312668713897857",NA,"0.27858675586442655","5.5209690434437686E-2","5.4723899816429375E-2","4","0.63541666666666663","N","0.92839614861138509",2016-06-28 15:15:00,"2.4680632701871315E-2"
"639","Toolik",2016-06-28,"2","HTH","JUN28HTH00040.spu","7.328650933007945E-2","0.18227018652066992","0.1409084415621612",NA,"0.27948175241057116","4.9306197964847372E-2","4.7154663418786873E-2","5","0.63541666666666663","N","0.89696617146948265",2016-06-28 15:15:00,"2.4859721555717029E-2"
"640","Toolik",2016-06-28,"2","HTH","JUN28HTH00041.spu","0.2608566420063988","0.49394725793439748","0.38281704041246989",NA,"0.58434536562488748","8.6622240001561088E-2","8.1212121212121194E-2","1","0.63541666666666663","P","0.99582412259051578",2016-06-28 15:15:00,"0.29178832124985676"
"641","Toolik",2016-06-28,"2","HTH","JUN28HTH00042.spu","0.20523355846023475","0.38911749004706608","0.29949287636989241",NA,"0.48847533283318789","7.658217398482782E-2","7.5606202292151439E-2","2","0.63541666666666663","P","0.98739865840965491",2016-06-28 15:15:00,"0.13449966741040967"
"642","Toolik",2016-06-28,"2","HTH","JUN28HTH00043.spu","0.28222121633970743","0.41050800355669476","0.34298432730569356",NA,"0.61393665483932314","0.10412641990572602","9.0206387820764344E-2","3","0.63541666666666663","P","1.0367709644182175",2016-06-28 15:15:00,"0.37058243766905385"
"643","Toolik",2016-06-28,"1","HTH","JUN28HTH00008.spu","0.26651329424701409","0.43789259886391901","0.34948792386551025",NA,"0.54417855483827904","8.4085848167324673E-2","7.0700536884223342E-2","3","0.63541666666666663","NP","0.96988689464577071",2016-06-28 15:15:00,"0.21093479653910369"
"644","Toolik",2016-06-28,"2","HTH","JUN28HTH00044.spu","0.13940478353858846","0.29884275961933193","0.22681429266534789",NA,"0.38118465575025778","6.1819238771264225E-2","6.1172940618159033E-2","4","0.63541666666666663","P","0.94311337506501902",2016-06-28 15:15:00,"5.6533616842212427E-2"
"645","Toolik",2016-06-28,"2","HTH","JUN28HTH00045.spu","0.23105645295755295","0.42538183617431874","0.32686070793498095",NA,"0.52019766044099969","8.7903967278757794E-2","8.0775409289496766E-2","5","0.63541666666666663","P","0.97732544596133086",2016-06-28 15:15:00,"0.17378592147311436"
"646","Toolik",2016-06-28,"3","HTH","JUN28HTH00046.spu","0.15905714520757425","0.20886591820670891","0.17020415149147511",NA,"0.41822514509155034","5.5249635305095204E-2","4.1436372000613363E-2","1","0.63541666666666663","NP","0.98075944654712399",2016-06-28 15:15:00,"7.6253219276847292E-2"
"647","Toolik",2016-06-28,"3","HTH","JUN28HTH00047.spu","0.35862335963261111","0.54178674112570757","0.42100444647430108",NA,"0.70510125276627966","0.1064940637963096","6.3124543017304413E-2","2","0.63541666666666663","NP","1.0477126544771265",2016-06-28 15:15:00,"0.77396828341433987"
"648","Toolik",2016-06-28,"3","HTH","JUN28HTH00048.spu","0.25703094053958891","0.39631855359762247","0.31337444720187113",NA,"0.56524065674978097","7.8950626315374847E-2","5.8164157805091411E-2","3","0.63541666666666663","NP","0.98640705933438788",2016-06-28 15:15:00,"0.25005853799906153"
"649","Toolik",2016-06-28,"3","HTH","JUN28HTH00049.spu","0.21074287825472918","0.3579021453339033","0.29307907539591499",NA,"0.50180033040871175","7.2743843078771256E-2","7.0023006891680617E-2","4","0.63541666666666663","NP","0.95277610350289454",2016-06-28 15:15:00,"0.14978561735663457"
"650","Toolik",2016-06-28,"3","HTH","JUN28HTH00050.spu","0.20256593260127431","0.35196963045466861","0.29147947466646101",NA,"0.49020691090725543","7.6189439734064127E-2","7.2155011799776403E-2","5","0.63541666666666663","NP","0.95893759222289743",2016-06-28 15:15:00,"0.13639429696244987"
"651","Toolik",2016-06-28,"3","HTH","JUN28HTH00051.spu","0.25270850260255084","0.47542962899225027","0.36247057439699093",NA,"0.54114702433120654","8.1573370280687715E-2","7.3785655521844906E-2","1","0.63541666666666663","CT1","0.98196369095642988",2016-06-28 15:15:00,"0.20583182496094787"
"652","Toolik",2016-06-28,"3","HTH","JUN28HTH00052.spu","0.32328150257870836","0.5524268776724488","0.4345707914288835",NA,"0.6547297533011649","0.10831106859737659","8.6783699483148832E-2","2","0.63541666666666663","CT1","0.99867638883578114",2016-06-28 15:15:00,"0.51523072555343441"
"653","Toolik",2016-06-28,"3","HTH","JUN28HTH00053.spu","0.24503173206096254","0.45773090792264082","0.34982088969207192",NA,"0.53334704692550483","9.9317348333549979E-2","8.9830704132284098E-2","3","0.63541666666666663","CT1","1.0049337793318236",2016-06-28 15:15:00,"0.19326240835050476"
"654","Toolik",2016-06-28,"1","HTH","JUN28HTH00009.spu","0.14617961614751485","0.31261051545148938","0.25533990559053138",NA,"0.3420314312072763","7.3491562686622394E-2","7.7295143658650853E-2","4","0.63541666666666663","NP","0.97783371959828436",2016-06-28 15:15:00,"4.1204355045179039E-2"
"655","Toolik",2016-06-28,"3","HTH","JUN28HTH00054.spu","0.41396253821944462","0.69564089036327159","0.51266731679002531",NA,"0.74616214551940252","0.10833186954739733","6.8500859395548272E-2","4","0.63541666666666663","CT1","1.0266687684503166",2016-06-28 15:15:00,"1.0783993152364737"
"656","Toolik",2016-06-28,"3","HTH","JUN28HTH00055.spu","0.15993005296061605","0.34868336253102999","0.24857217716252605",NA,"0.39025926663243032","6.2457549142618113E-2","6.0451922464348794E-2","5","0.63541666666666663","CT1","0.95300155531137209",2016-06-28 15:15:00,"6.0833637154602535E-2"
"657","Toolik",2016-06-28,"3","HTH","JUN28HTH00056.spu","0.31534288496313811","0.42231135737685332","0.3337569281410081",NA,"0.6182772124235173","8.5604681563290291E-2","5.6243813558787728E-2","1","0.63541666666666663","N","0.99499763320255774",2016-06-28 15:15:00,"0.38380716429825035"
"658","Toolik",2016-06-28,"3","HTH","JUN28HTH00057.spu","0.17448611648705359","0.26784073038218581","0.21970194436381521",NA,"0.46478127294327598","6.5353436994126463E-2","6.0136213950703517E-2","2","0.63541666666666663","N","0.94215563682859638",2016-06-28 15:15:00,"0.1110692635046107"
"659","Toolik",2016-06-28,"3","HTH","JUN28HTH00058.spu","9.5807998702145888E-2","0.22787857068281869","0.17624175930721189",NA,"0.3257614954153919","5.2377242133881487E-2","5.3052265385571118E-2","3","0.63541666666666663","N","0.90237593937530058",2016-06-28 15:15:00,"3.6129529889688872E-2"
"660","Toolik",2016-06-28,"3","HTH","JUN28HTH00059.spu","0.10082441453851861","0.20919127985437652","0.16798415907687891",NA,"0.35730733146914062","5.2456981422823422E-2","5.3555872654492215E-2","4","0.63541666666666663","N","0.89408230475710671",2016-06-28 15:15:00,"4.6616159939482385E-2"
"661","Toolik",2016-06-28,"3","HTH","JUN28HTH00060.spu","0.2567179044520434","0.36983813933557114","0.28532692791163672",NA,"0.53724419707097115","7.0935055362046487E-2","4.4089921006670897E-2","5","0.63541666666666663","N","0.98516160586240908",2016-06-28 15:15:00,"0.19944355066403227"
"662","Toolik",2016-06-28,"3","HTH","JUN28HTH00061.spu","0.14279069394432725","0.30325203297934572","0.22347995738691676",NA,"0.36902807043988589","5.8558280538057998E-2","6.0448061335777889E-2","1","0.63541666666666663","P","0.96042641499933468",2016-06-28 15:15:00,"5.12456587166078E-2"
"663","Toolik",2016-06-28,"3","HTH","JUN28HTH00062.spu","0.1569667773650289","0.31476651428255747","0.23568435323487538",NA,"0.38757326120619967","6.2888694284060354E-2","6.2210124880707984E-2","2","0.63541666666666663","P","0.97674232794625038",2016-06-28 15:15:00,"5.9527864927223312E-2"
"664","Toolik",2016-06-28,"3","HTH","JUN28HTH00063.spu","0.13375389501601667","0.28823307258838426","0.21332707645431828",NA,"0.3579950725913128","5.9864204763975803E-2","6.0401189774833657E-2","3","0.63541666666666663","P","0.96034763715372085",2016-06-28 15:15:00,"4.6875869804222849E-2"
"665","Toolik",2016-06-28,"1","HTH","JUN28HTH00010.spu","0.13966734215510951","0.29920545462687376","0.24731587900139507",NA,"0.35794166146231782","7.1292510908852205E-2","7.8183389684012478E-2","5","0.63541666666666663","NP","0.96064233303406155",2016-06-28 15:15:00,"4.6855648582770214E-2"
"666","Toolik",2016-06-28,"3","HTH","JUN28HTH00064.spu","0.23247475260422415","0.46706318293767274","0.35246530964085798",NA,"0.52315984867682941","8.6204040419976535E-2","8.445990002173441E-2","4","0.63541666666666663","P","0.99454518649565082",2016-06-28 15:15:00,"0.1779946779332105"
"667","Toolik",2016-06-28,"3","HTH","JUN28HTH00065.spu","0.19445705600189508","0.37466795343118409","0.28574762123937669",NA,"0.45373498304016252","7.3442264091939699E-2","7.2303585825773189E-2","5","0.63541666666666663","P","0.99181638700305863",2016-06-28 15:15:00,"0.10158732348592499"
"668","Toolik",2016-06-28,"1","HTH","JUN28HTH00011.spu","0.16586510224561099","0.27490490357662262","0.21431590400129938",NA,"0.40947976245331447","5.738530554886765E-2","5.5115007634339713E-2","1","0.63541666666666663","P","0.96588137242495764",2016-06-28 15:15:00,"7.1051986266815498E-2"
"669","Toolik",2016-06-28,"1","HTH","JUN28HTH00012.spu","0.18584586982436169","0.34042893189584139","0.2646281754560032",NA,"0.45315224583150998","7.2071792186119962E-2","7.1556716046751165E-2","2","0.63541666666666663","P","0.96926164376473734",2016-06-28 15:15:00,"0.10111022238408772"
"670","Toolik",2016-06-28,"1","HTH","JUN28HTH00013.spu","0.26068404197777478","0.42371338619029741","0.33278489069454481",NA,"0.57305164372703632","8.3526006798947755E-2","7.0203590412195371E-2","3","0.63541666666666663","P","0.99164327050839507",2016-06-28 15:15:00,"0.26634555337302174"
"671","Toolik",2016-07-12,"1","HTH","JUL12DH00014.spu","0.26622711362979312","0.4560115890105394","0.34690094204440469",NA,"0.58585163643649552","8.3914681856271128E-2","8.112762918387656E-2","4","0.58333333333333337","P","0.97358316747618701",2016-07-12 14:00:00,"0.29536052229674137"
"672","Toolik",2016-07-12,"2","HTH","JUL12DH00104.spu","0.13388281799121707","0.28601478955612392","0.20405706157125184",NA,"0.36096722441307305","5.9354779625435464E-2","5.7994377286211596E-2","4","0.58333333333333337","P","0.95291179313005325",2016-07-12 14:00:00,"4.801497656453859E-2"
"673","Toolik",2016-07-12,"2","HTH","JUL12DH00105.spu","0.28391475257828569","0.50307145826810906","0.3793757227301266",NA,"0.59842172071921074","0.10077453544858513","8.4430071078982372E-2","5","0.58333333333333337","P","1.0116910792625575",2016-07-12 14:00:00,"0.32692854542959532"
"674","Toolik",2016-07-12,"2","HTH","JUL12DH00106.spu","0.54409408637242906","0.82689340728544214","0.57080312925664423",NA,"0.81004939889672645","0.10169437685431666","3.8462584663928455E-2","1","0.58333333333333337","EXNPSF","1.0458483764439324",2016-07-12 14:00:00,"1.8068377631549826"
"675","Toolik",2016-07-12,"2","HTH","JUL12DH00107.spu","0.39091845629606153","0.37402927165000943","0.30027444186934377",NA,"0.67746300649892466","0.10235972732039855","5.8719098828760204E-2","2","0.58333333333333337","EXNPSF","1.0499236308095135",2016-07-12 14:00:00,"0.61909631011464172"
"676","Toolik",2016-07-12,"2","HTH","JUL12DH00108.spu","0.52491111655844835","0.97764658272725102","0.6596804005543514",NA,"0.84751934842949106","0.13103725175290851","4.1153619649137968E-2","3","0.58333333333333337","EXNPSF","1.0785614974170332",2016-07-12 14:00:00,"2.4455540888612113"
"677","Toolik",2016-07-12,"2","HTH","JUL12DH00109.spu","0.52754193096137736","1.0998316958617937","0.71307947768584345",NA,"0.84367495444715312","0.13018795151483639","4.9204867904328313E-2","4","0.58333333333333337","EXNPSF","1.0772699410575703",2016-07-12 14:00:00,"2.3707717867569058"
"678","Toolik",2016-07-12,"2","HTH","JUL12DH00110.spu","0.35596892983162426","0.5125362310593724","0.39275706102598207",NA,"0.65797985800798431","9.1745393450298862E-2","6.2888970985251091E-2","5","0.58333333333333337","EXNPSF","0.99750623441396524",2016-07-12 14:00:00,"0.52893742306234981"
"679","Toolik",2016-07-12,"2","HTH","JUL12DH00111.spu","0.19165426295861082","0.22214568891816147","0.18029993052447646",NA,"0.45355998695748279","5.8457643728222992E-2","4.5604111337219269E-2","1","0.58333333333333337","EXNPLF","1.0639490739485316",2016-07-12 14:00:00,"0.10144381390905778"
"680","Toolik",2016-07-12,"2","HTH","JUL12DH00112.spu","0.26608056856587087","0.4378582496676392","0.32342493848026627",NA,"0.51957502083488782","7.3454778567231163E-2","6.2930669038376769E-2","2","0.58333333333333337","EXNPLF","0.96447099716169293",2016-07-12 14:00:00,"0.17291399563682219"
"681","Toolik",2016-07-12,"2","HTH","JUL12DH00113.spu","0.12030015872565071","0.26509425256852109","0.20744594392579352",NA,"0.36938701487444825","6.4073279880663789E-2","6.718238204752941E-2","3","0.58333333333333337","EXNPLF","0.92426607602496114",2016-07-12 14:00:00,"5.1394469391652209E-2"
"682","Toolik",2016-07-12,"1","HTH","JUL12DH00015.spu","0.16021971050722478","0.29201111728268048","0.21331901160082084",NA,"0.39691339237847351","6.8629354876296234E-2","6.7216430683055828E-2","5","0.58333333333333337","P","0.96985202839186302",2016-07-12 14:00:00,"6.4193175388041215E-2"
"683","Toolik",2016-07-12,"2","HTH","JUL12DH00114.spu","0.55556231835542247","0.78130213937418058","0.5614936794357368",NA,"0.84818789096185454","0.11960972342724928","4.3627795461121936E-2","4","0.58333333333333337","EXNPLF","1.0641225544662645",2016-07-12 14:00:00,"2.4587974909230792"
"684","Toolik",2016-07-12,"2","HTH","JUL12DH00115.spu","0.52823038958032509","1.0020440513681166","0.66998226425088914",NA,"0.82876919953869699","0.11290207908020761","4.2943239097085237E-2","5","0.58333333333333337","EXNPLF","1.0335635232181073",2016-07-12 14:00:00,"2.1018173824400237"
"685","Toolik",2016-07-12,"2","HTH","JUL12DH00116.spu","0.25343068588925111","0.38135022940179664","0.29624205721319929",NA,"0.5293269726383496","7.6363204841676399E-2","6.9554302564204765E-2","1","0.58333333333333337","EXNPNF","0.97656414517135626",2016-07-12 14:00:00,"0.18708695861381403"
"686","Toolik",2016-07-12,"2","HTH","JUL12DH00117.spu","0.13425282598626184","0.31553078931440265","0.24192171756291891",NA,"0.37066806046514167","6.9135113343876967E-2","7.4236615913177331E-2","2","0.58333333333333337","EXNPNF","0.9339890047996865",2016-07-12 14:00:00,"5.1929095388668967E-2"
"687","Toolik",2016-07-12,"2","HTH","JUL12DH00118.spu","9.4589178356713474E-2","0.24651002239954978","0.18973168279363614",NA,"0.30938945259213957","6.0680994303469661E-2","6.6908450206094719E-2","3","0.58333333333333337","EXNPNF","0.93675455006989417",2016-07-12 14:00:00,"3.1653611829106677E-2"
