MAT_00005.spu,MAT_00004.spu,MAT_00003.spu,MAT_00002.spu,MAT_00001.spu,
Wavelength,MAT_00006.spu,MAT_00007.spu,MAT_00008.spu,MAT_00009.spu,MAT_00010.spu,MAT_00011.spu,MAT_00012.spu,MAT_00013.spu,MAT_00014.spu,MAT_00015.spu,MAT_00016.spu,MAT_00017.spu,MAT_00018.spu,MAT_00019.spu,MAT_00020.spu,MAT_00021.spu,MAT_00022.spu,MAT_00023.spu,MAT_00024.spu,MAT_00025.spu,MAT_00026.spu,MAT_00027.spu,MAT_00028.spu,MAT_00029.spu,MAT_00030.spu,MAT_00031.spu,MAT_00032.spu,MAT_00033.spu,MAT_00034.spu,MAT_00035.spu,MAT_00036.spu,MAT_00037.spu,MAT_00038.spu,MAT_00039.spu,MAT_00040.spu,MAT_00041.spu,MAT_00042.spu,MAT_00043.spu,MAT_00044.spu,MAT_00045.spu,MAT_00046.spu,MAT_00047.spu,MAT_00048.spu,MAT_00049.spu,MAT_00050.spu,MAT_00051.spu,MAT_00052.spu,MAT_00053.spu,MAT_00054.spu,MAT_00055.spu,MAT_00056.spu,MAT_00057.spu,MAT_00058.spu,MAT_00059.spu,MAT_00060.spu,MAT_00061.spu,MAT_00062.spu,MAT_00063.spu,MAT_00064.spu,MAT_00065.spu,MAT_00066.spu,MAT_00067.spu,MAT_00068.spu,MAT_00069.spu,MAT_00070.spu,MAT_00071.spu,MAT_00072.spu,MAT_00073.spu,MAT_00074.spu,MAT_00075.spu,MAT_00076.spu,MAT_00077.spu,MAT_00078.spu,MAT_00079.spu,MAT_00080.spu,MAT_00081.spu,MAT_00082.spu,MAT_00083.spu,MAT_00084.spu,MAT_00085.spu,MAT_00086.spu,MAT_00087.spu,MAT_00088.spu,MAT_00089.spu,MAT_00090.spu,MAT_00091.spu,MAT_00092.spu,MAT_00093.spu,MAT_00094.spu,MAT_00095.spu,MAT_00096.spu,MAT_00097.spu,MAT_00098.spu,MAT_00099.spu,MAT_00100.spu,MAT_00101.spu,MAT_00102.spu,MAT_00103.spu,MAT_00104.spu,MAT_00105.spu,MAT_00106.spu,MAT_00107.spu,MAT_00108.spu,MAT_00109.spu,MAT_00110.spu
 798 , 0.232884 , 0.250829 , 0.226119 , 0.247837 , 0.218573 , 0.280491 , 0.221994 , 0.268484 , 0.342806 , 0.183991 , 0.199733 , 0.205893 , 0.142461 , 0.249528 , 0.290033 , 0.118263 , 0.169658 , 0.171319 , 0.176163 , 0.174625 , 0.107726 , 0.146096 , 0.276152 , 0.173178 , 0.202526 , 0.179782 , 0.248572 , 0.1734 , 0.185874 , 0.176408 , 0.248801 , 0.269739 , 0.223647 , 0.24284 , 0.340135 , 0.254525 , 0.272601 , 0.180861 , 0.248725 , 0.233588 , 0.211418 , 0.181604 , 0.172627 , 0.277292 , 0.353558 , 0.108521 , 0.154743 , 0.170217 , 0.094624 , 0.159296 , 0.222568 , 0.195593 , 0.210309 , 0.211365 , 0.167439 , 0.275868 , 0.293699 , 0.325465 , 0.164898 , 0.307933 , 0.256132 , 0.276481 , 0.216423 , 0.251174 , 0.272111 , 0.156564 , 0.178719 , 0.160184 , 0.177119 , 0.139576 , 0.180869 , 0.281463 , 0.231277 , 0.270841 , 0.182162 , 0.203704 , 0.272295 , 0.314744 , 0.295551 , 0.263624 , 0.149272 , 0.168242 , 0.154973 , 0.102744 , 0.138688 , 0.138175 , 0.142407 , 0.141351 , 0.193764 , 0.232516 , 0.118585 , 0.153832 , 0.173086 , 0.106708 , 0.212513 , 0.250255 , 0.203827 , 0.307451 , 0.266356 , 0.302224 , 0.360254 , 0.276687 , 0.239748 , 0.292344 , 0.248641 
 799 , 0.233351 , 0.251399 , 0.226647 , 0.248398 , 0.219093 , 0.281194 , 0.222376 , 0.26914 , 0.34361 , 0.184368 , 0.200341 , 0.206556 , 0.14284 , 0.25032 , 0.29083 , 0.118685 , 0.170293 , 0.171885 , 0.176715 , 0.175322 , 0.1081 , 0.146666 , 0.277161 , 0.173837 , 0.203234 , 0.180327 , 0.249279 , 0.173898 , 0.186366 , 0.176982 , 0.249501 , 0.270387 , 0.224175 , 0.243431 , 0.340916 , 0.255233 , 0.273189 , 0.181215 , 0.249317 , 0.234063 , 0.211921 , 0.182263 , 0.173209 , 0.278095 , 0.354501 , 0.108896 , 0.155177 , 0.170691 , 0.094974 , 0.1598 , 0.223233 , 0.196277 , 0.210965 , 0.212128 , 0.168074 , 0.276464 , 0.294427 , 0.326366 , 0.165265 , 0.308701 , 0.256817 , 0.277092 , 0.217049 , 0.251758 , 0.272729 , 0.157007 , 0.179233 , 0.160688 , 0.177648 , 0.13997 , 0.181345 , 0.282159 , 0.23192 , 0.271566 , 0.182593 , 0.20413 , 0.272898 , 0.315467 , 0.296211 , 0.264211 , 0.149889 , 0.1689 , 0.155545 , 0.103163 , 0.139166 , 0.138623 , 0.14297 , 0.141837 , 0.19454 , 0.233474 , 0.11896 , 0.154335 , 0.173584 , 0.107059 , 0.213291 , 0.250924 , 0.204275 , 0.308204 , 0.267004 , 0.303015 , 0.361037 , 0.27726 , 0.240201 , 0.292897 , 0.249187 
 800 , 0.233828 , 0.251992 , 0.227191 , 0.248969 , 0.21962 , 0.281922 , 0.222767 , 0.269812 , 0.34443 , 0.184761 , 0.200966 , 0.207235 , 0.143234 , 0.251119 , 0.291651 , 0.119115 , 0.170944 , 0.17246 , 0.177282 , 0.176035 , 0.108482 , 0.147253 , 0.278202 , 0.174504 , 0.203959 , 0.18088 , 0.250002 , 0.174397 , 0.186874 , 0.177566 , 0.250216 , 0.271045 , 0.224711 , 0.244039 , 0.341713 , 0.255957 , 0.2738 , 0.181584 , 0.249918 , 0.234555 , 0.212425 , 0.182932 , 0.173815 , 0.278914 , 0.355468 , 0.109278 , 0.15562 , 0.171174 , 0.095331 , 0.16032 , 0.223907 , 0.19697 , 0.211637 , 0.2129 , 0.168732 , 0.277077 , 0.29518 , 0.327284 , 0.16564 , 0.309486 , 0.257519 , 0.277727 , 0.217699 , 0.25236 , 0.273356 , 0.157457 , 0.17977 , 0.1612 , 0.178193 , 0.140372 , 0.181829 , 0.282871 , 0.23258 , 0.272308 , 0.183031 , 0.204571 , 0.273509 , 0.316215 , 0.296879 , 0.264814 , 0.150529 , 0.169574 , 0.156125 , 0.103591 , 0.139652 , 0.139086 , 0.143548 , 0.142339 , 0.19534 , 0.234448 , 0.119352 , 0.154847 , 0.174083 , 0.10741 , 0.214094 , 0.251609 , 0.204732 , 0.308974 , 0.267661 , 0.303822 , 0.361844 , 0.277842 , 0.240663 , 0.293458 , 0.249749 
 801 , 0.234515 , 0.252744 , 0.227887 , 0.249702 , 0.220178 , 0.282841 , 0.223251 , 0.270589 , 0.345313 , 0.185276 , 0.201712 , 0.208057 , 0.143723 , 0.252016 , 0.292565 , 0.11974 , 0.171737 , 0.1732 , 0.177989 , 0.176863 , 0.109005 , 0.147907 , 0.279309 , 0.175269 , 0.204785 , 0.181514 , 0.250882 , 0.175032 , 0.187544 , 0.17825 , 0.25105 , 0.2718 , 0.225351 , 0.244721 , 0.342593 , 0.256659 , 0.274551 , 0.182096 , 0.250613 , 0.235181 , 0.213114 , 0.183805 , 0.174564 , 0.279769 , 0.356546 , 0.109848 , 0.156267 , 0.171844 , 0.095856 , 0.160948 , 0.22473 , 0.197812 , 0.212432 , 0.213773 , 0.169469 , 0.277799 , 0.295967 , 0.328233 , 0.166151 , 0.310357 , 0.258322 , 0.278428 , 0.218462 , 0.25305 , 0.27406 , 0.15806 , 0.180418 , 0.161806 , 0.178878 , 0.140896 , 0.182411 , 0.283715 , 0.233312 , 0.273148 , 0.183545 , 0.205099 , 0.274221 , 0.317046 , 0.297653 , 0.265509 , 0.151294 , 0.170381 , 0.156826 , 0.104162 , 0.140275 , 0.139685 , 0.144206 , 0.142919 , 0.196233 , 0.235496 , 0.119886 , 0.155439 , 0.174725 , 0.107917 , 0.214945 , 0.252399 , 0.205344 , 0.30979 , 0.268421 , 0.304679 , 0.362745 , 0.27855 , 0.241281 , 0.294143 , 0.250399 
 802 , 0.235215 , 0.253525 , 0.22858 , 0.250472 , 0.220725 , 0.283801 , 0.223778 , 0.271436 , 0.346264 , 0.185846 , 0.202461 , 0.208897 , 0.144202 , 0.252927 , 0.293497 , 0.1204 , 0.172553 , 0.173995 , 0.178713 , 0.177731 , 0.109553 , 0.14859 , 0.280442 , 0.176058 , 0.20566 , 0.182172 , 0.251815 , 0.175713 , 0.188263 , 0.178973 , 0.25193 , 0.27251 , 0.225995 , 0.245371 , 0.343533 , 0.257422 , 0.275364 , 0.18264 , 0.251308 , 0.235836 , 0.213814 , 0.184719 , 0.175314 , 0.280641 , 0.35764 , 0.110435 , 0.156928 , 0.17253 , 0.09639 , 0.161599 , 0.225619 , 0.198718 , 0.213277 , 0.214734 , 0.17019 , 0.27857 , 0.296719 , 0.329151 , 0.166731 , 0.311194 , 0.259109 , 0.279092 , 0.219252 , 0.253763 , 0.274796 , 0.158707 , 0.18109 , 0.162451 , 0.179595 , 0.141463 , 0.183008 , 0.284607 , 0.234041 , 0.27406 , 0.184074 , 0.205667 , 0.274995 , 0.317898 , 0.29846 , 0.266251 , 0.15208 , 0.171195 , 0.157564 , 0.104751 , 0.140927 , 0.140313 , 0.144885 , 0.143519 , 0.197145 , 0.236557 , 0.120438 , 0.156053 , 0.175391 , 0.108449 , 0.215823 , 0.25318 , 0.205951 , 0.310565 , 0.269158 , 0.305494 , 0.363746 , 0.279329 , 0.241965 , 0.294878 , 0.251101 
 803 , 0.235938 , 0.25433 , 0.229288 , 0.251266 , 0.221278 , 0.284786 , 0.224319 , 0.272299 , 0.347242 , 0.186437 , 0.203224 , 0.209767 , 0.144693 , 0.253854 , 0.294447 , 0.121071 , 0.173383 , 0.174811 , 0.179449 , 0.178612 , 0.110113 , 0.149285 , 0.281607 , 0.176861 , 0.206557 , 0.182851 , 0.252763 , 0.176408 , 0.188995 , 0.179718 , 0.252825 , 0.273236 , 0.226654 , 0.246044 , 0.344492 , 0.258208 , 0.276201 , 0.183197 , 0.252026 , 0.236514 , 0.214536 , 0.185647 , 0.176086 , 0.281538 , 0.358768 , 0.111035 , 0.157609 , 0.173237 , 0.096943 , 0.162271 , 0.226531 , 0.199638 , 0.214152 , 0.215719 , 0.170941 , 0.279357 , 0.29748 , 0.330086 , 0.167316 , 0.312047 , 0.259913 , 0.279779 , 0.220057 , 0.254499 , 0.275548 , 0.159376 , 0.181784 , 0.163108 , 0.180325 , 0.142036 , 0.183627 , 0.285531 , 0.234794 , 0.274995 , 0.184617 , 0.206242 , 0.275794 , 0.318767 , 0.299284 , 0.267008 , 0.152887 , 0.172039 , 0.158324 , 0.105352 , 0.141598 , 0.140961 , 0.145584 , 0.144132 , 0.198079 , 0.237651 , 0.121002 , 0.15668 , 0.176078 , 0.109 , 0.216725 , 0.253977 , 0.206573 , 0.311356 , 0.269919 , 0.306334 , 0.364773 , 0.280125 , 0.242657 , 0.295637 , 0.251827 
 804 , 0.236515 , 0.255015 , 0.229859 , 0.251931 , 0.221793 , 0.285701 , 0.2248 , 0.273038 , 0.348128 , 0.186943 , 0.203894 , 0.210518 , 0.145122 , 0.254692 , 0.295379 , 0.121631 , 0.174103 , 0.175568 , 0.180079 , 0.179416 , 0.110596 , 0.149918 , 0.28267 , 0.177596 , 0.207372 , 0.183457 , 0.253643 , 0.17701 , 0.189619 , 0.180388 , 0.253681 , 0.273894 , 0.227237 , 0.246663 , 0.345383 , 0.258972 , 0.276979 , 0.183673 , 0.252679 , 0.237108 , 0.215145 , 0.186449 , 0.176756 , 0.282323 , 0.359796 , 0.111536 , 0.158193 , 0.173817 , 0.097393 , 0.162843 , 0.227338 , 0.200493 , 0.214945 , 0.216649 , 0.171604 , 0.280094 , 0.298186 , 0.330993 , 0.167825 , 0.312839 , 0.260668 , 0.280395 , 0.220798 , 0.255185 , 0.276262 , 0.159967 , 0.182408 , 0.163699 , 0.180982 , 0.142554 , 0.184174 , 0.286372 , 0.235474 , 0.275845 , 0.185123 , 0.206778 , 0.276531 , 0.319594 , 0.300068 , 0.267725 , 0.153628 , 0.172807 , 0.159034 , 0.105876 , 0.142191 , 0.141551 , 0.146194 , 0.14469 , 0.19895 , 0.238697 , 0.1215 , 0.157245 , 0.176725 , 0.109454 , 0.217582 , 0.254676 , 0.207125 , 0.312075 , 0.270601 , 0.307124 , 0.365742 , 0.280873 , 0.243278 , 0.296312 , 0.252463 
 805 , 0.237004 , 0.255595 , 0.230356 , 0.252503 , 0.222271 , 0.286546 , 0.225208 , 0.273622 , 0.348913 , 0.187362 , 0.204468 , 0.211186 , 0.145496 , 0.25544 , 0.296263 , 0.122089 , 0.174707 , 0.176246 , 0.180636 , 0.180119 , 0.110973 , 0.150466 , 0.283586 , 0.178209 , 0.208055 , 0.183929 , 0.254366 , 0.17749 , 0.190067 , 0.180938 , 0.25442 , 0.274511 , 0.227759 , 0.247239 , 0.346176 , 0.259669 , 0.277649 , 0.184053 , 0.253253 , 0.237599 , 0.215638 , 0.18713 , 0.177328 , 0.283006 , 0.360701 , 0.111962 , 0.158691 , 0.174306 , 0.097747 , 0.163313 , 0.227991 , 0.201253 , 0.215623 , 0.217463 , 0.172203 , 0.280656 , 0.298806 , 0.331829 , 0.168237 , 0.31354 , 0.261362 , 0.280934 , 0.221389 , 0.255734 , 0.276853 , 0.160461 , 0.182901 , 0.164156 , 0.181518 , 0.142945 , 0.18461 , 0.287002 , 0.235984 , 0.27652 , 0.185491 , 0.207182 , 0.277108 , 0.320304 , 0.300715 , 0.268319 , 0.154254 , 0.173455 , 0.159618 , 0.106304 , 0.142659 , 0.14204 , 0.146671 , 0.14514 , 0.199691 , 0.239617 , 0.121911 , 0.157694 , 0.177243 , 0.109783 , 0.218305 , 0.255232 , 0.207584 , 0.312713 , 0.271202 , 0.307827 , 0.366545 , 0.281506 , 0.24376 , 0.29685 , 0.252959 
 806 , 0.237515 , 0.256195 , 0.230872 , 0.253083 , 0.222767 , 0.287408 , 0.225632 , 0.274209 , 0.349719 , 0.187776 , 0.205063 , 0.211867 , 0.145872 , 0.256202 , 0.297178 , 0.122554 , 0.175328 , 0.176946 , 0.181211 , 0.18084 , 0.11136 , 0.151012 , 0.284505 , 0.178819 , 0.20874 , 0.184408 , 0.25508 , 0.177983 , 0.190509 , 0.18149 , 0.25515 , 0.275146 , 0.228287 , 0.247826 , 0.346994 , 0.260375 , 0.278343 , 0.184439 , 0.253841 , 0.238095 , 0.216141 , 0.187822 , 0.177913 , 0.283708 , 0.361625 , 0.112405 , 0.159202 , 0.174801 , 0.098115 , 0.163793 , 0.228658 , 0.202028 , 0.216319 , 0.218293 , 0.172827 , 0.281199 , 0.299438 , 0.332688 , 0.168639 , 0.314263 , 0.26207 , 0.281486 , 0.221985 , 0.25628 , 0.277429 , 0.16096 , 0.183387 , 0.164606 , 0.182047 , 0.143325 , 0.185043 , 0.287617 , 0.236493 , 0.277189 , 0.185848 , 0.207586 , 0.277677 , 0.321014 , 0.301366 , 0.268906 , 0.15489 , 0.174105 , 0.160217 , 0.106746 , 0.143139 , 0.142527 , 0.147149 , 0.145593 , 0.200433 , 0.240549 , 0.122314 , 0.158142 , 0.177759 , 0.110114 , 0.219013 , 0.2558 , 0.208051 , 0.313365 , 0.271809 , 0.30855 , 0.367331 , 0.282136 , 0.24425 , 0.297395 , 0.253462 
 807 , 0.238089 , 0.256828 , 0.23147 , 0.253713 , 0.223335 , 0.288286 , 0.226124 , 0.274838 , 0.350549 , 0.188288 , 0.205699 , 0.212598 , 0.146357 , 0.257046 , 0.298114 , 0.123104 , 0.176036 , 0.177683 , 0.181878 , 0.181614 , 0.111815 , 0.151633 , 0.285481 , 0.179485 , 0.209459 , 0.184924 , 0.255795 , 0.178545 , 0.191007 , 0.182111 , 0.255888 , 0.275855 , 0.228859 , 0.248476 , 0.347814 , 0.26114 , 0.279048 , 0.184885 , 0.25449 , 0.238648 , 0.216716 , 0.188607 , 0.1786 , 0.284456 , 0.36256 , 0.112926 , 0.15979 , 0.175383 , 0.098592 , 0.164359 , 0.229356 , 0.202855 , 0.217089 , 0.219171 , 0.173511 , 0.281807 , 0.300134 , 0.333604 , 0.169113 , 0.31502 , 0.262811 , 0.282094 , 0.222651 , 0.256914 , 0.27807 , 0.161515 , 0.183922 , 0.165097 , 0.182632 , 0.14377 , 0.185569 , 0.288263 , 0.237056 , 0.277914 , 0.186307 , 0.208061 , 0.278279 , 0.321733 , 0.302077 , 0.269547 , 0.155587 , 0.174824 , 0.160863 , 0.107262 , 0.143677 , 0.143094 , 0.147732 , 0.146109 , 0.201224 , 0.241531 , 0.122793 , 0.158648 , 0.17832 , 0.110533 , 0.219792 , 0.25644 , 0.208612 , 0.314065 , 0.272491 , 0.309325 , 0.368131 , 0.282817 , 0.244794 , 0.298005 , 0.254039 
 808 , 0.238795 , 0.257517 , 0.232231 , 0.254415 , 0.224042 , 0.28914 , 0.226746 , 0.275544 , 0.351378 , 0.188996 , 0.20639 , 0.213384 , 0.147059 , 0.258025 , 0.299009 , 0.123836 , 0.1769 , 0.178479 , 0.182714 , 0.18248 , 0.11242 , 0.152404 , 0.28653 , 0.180237 , 0.210227 , 0.185543 , 0.25647 , 0.179237 , 0.191622 , 0.18287 , 0.256587 , 0.276708 , 0.229473 , 0.249234 , 0.348589 , 0.261971 , 0.279763 , 0.185464 , 0.255212 , 0.239287 , 0.217424 , 0.189551 , 0.179471 , 0.285257 , 0.363412 , 0.113631 , 0.160475 , 0.176111 , 0.099331 , 0.165093 , 0.230098 , 0.203749 , 0.217971 , 0.220104 , 0.174314 , 0.282514 , 0.300931 , 0.334563 , 0.169719 , 0.315762 , 0.263549 , 0.282764 , 0.223433 , 0.25765 , 0.278787 , 0.162124 , 0.184527 , 0.165672 , 0.183316 , 0.144332 , 0.18623 , 0.288921 , 0.237724 , 0.278669 , 0.18698 , 0.208648 , 0.27888 , 0.322318 , 0.30283 , 0.270215 , 0.156404 , 0.175642 , 0.161624 , 0.107942 , 0.144332 , 0.1438 , 0.148575 , 0.146793 , 0.202093 , 0.242577 , 0.123429 , 0.15928 , 0.178979 , 0.111146 , 0.220659 , 0.257204 , 0.20932 , 0.314786 , 0.273254 , 0.310152 , 0.368819 , 0.283506 , 0.245398 , 0.298704 , 0.254688 
 809 , 0.239528 , 0.258228 , 0.233002 , 0.255134 , 0.224768 , 0.290028 , 0.227377 , 0.276279 , 0.352217 , 0.189709 , 0.207094 , 0.214168 , 0.14778 , 0.259012 , 0.299899 , 0.12459 , 0.177793 , 0.179297 , 0.183559 , 0.183371 , 0.11305 , 0.153217 , 0.287623 , 0.181021 , 0.211026 , 0.186184 , 0.257171 , 0.179908 , 0.192271 , 0.183669 , 0.25732 , 0.277571 , 0.230072 , 0.249987 , 0.34935 , 0.262812 , 0.28047 , 0.18605 , 0.255917 , 0.239927 , 0.218132 , 0.190493 , 0.180355 , 0.286056 , 0.364251 , 0.114358 , 0.161161 , 0.176822 , 0.100092 , 0.165838 , 0.230847 , 0.204641 , 0.218861 , 0.221054 , 0.175122 , 0.283244 , 0.301725 , 0.335491 , 0.170343 , 0.316485 , 0.264261 , 0.283392 , 0.224243 , 0.258346 , 0.27946 , 0.162712 , 0.185142 , 0.166277 , 0.184021 , 0.144904 , 0.186873 , 0.289589 , 0.238415 , 0.279381 , 0.187672 , 0.209209 , 0.27942 , 0.322815 , 0.303519 , 0.270818 , 0.157236 , 0.176485 , 0.162399 , 0.108647 , 0.144998 , 0.144528 , 0.14944 , 0.147482 , 0.202981 , 0.243649 , 0.124073 , 0.159915 , 0.17965 , 0.111781 , 0.22154 , 0.257946 , 0.210016 , 0.315466 , 0.273991 , 0.310946 , 0.369422 , 0.284145 , 0.245944 , 0.299335 , 0.255275 
 810 , 0.240305 , 0.258986 , 0.233824 , 0.255899 , 0.225536 , 0.290968 , 0.228042 , 0.277055 , 0.3531 , 0.190467 , 0.207836 , 0.215001 , 0.148548 , 0.260055 , 0.300843 , 0.125381 , 0.17873 , 0.180168 , 0.184457 , 0.184316 , 0.113715 , 0.154078 , 0.288776 , 0.181849 , 0.211867 , 0.186861 , 0.25791 , 0.180616 , 0.192949 , 0.184512 , 0.258091 , 0.278477 , 0.230705 , 0.250785 , 0.350154 , 0.2637 , 0.281219 , 0.186673 , 0.256669 , 0.240604 , 0.218882 , 0.191496 , 0.181283 , 0.286906 , 0.365144 , 0.115121 , 0.161879 , 0.177575 , 0.100894 , 0.166624 , 0.231632 , 0.205582 , 0.219801 , 0.222048 , 0.175973 , 0.284015 , 0.302555 , 0.336477 , 0.170992 , 0.317246 , 0.26502 , 0.284055 , 0.225088 , 0.259089 , 0.280166 , 0.163333 , 0.185793 , 0.166907 , 0.184771 , 0.145508 , 0.18756 , 0.290292 , 0.239142 , 0.280135 , 0.188401 , 0.209793 , 0.280001 , 0.323342 , 0.304252 , 0.271462 , 0.158116 , 0.177379 , 0.163223 , 0.109386 , 0.145696 , 0.145295 , 0.150362 , 0.148218 , 0.203924 , 0.244783 , 0.12476 , 0.160591 , 0.180356 , 0.112442 , 0.22248 , 0.258727 , 0.210759 , 0.316178 , 0.274761 , 0.311786 , 0.370061 , 0.284825 , 0.246535 , 0.299994 , 0.255899 
 811 , 0.240892 , 0.259603 , 0.234479 , 0.256511 , 0.226149 , 0.291622 , 0.228555 , 0.277652 , 0.353766 , 0.191109 , 0.208329 , 0.21561 , 0.149144 , 0.260826 , 0.301671 , 0.126055 , 0.17949 , 0.180886 , 0.185201 , 0.185051 , 0.114191 , 0.154768 , 0.289792 , 0.182511 , 0.212565 , 0.187323 , 0.258483 , 0.181146 , 0.193492 , 0.185146 , 0.258657 , 0.279237 , 0.231221 , 0.251407 , 0.350768 , 0.264376 , 0.281848 , 0.187157 , 0.25726 , 0.241097 , 0.219483 , 0.192253 , 0.181998 , 0.287567 , 0.365779 , 0.115642 , 0.162372 , 0.178015 , 0.101483 , 0.167168 , 0.23216 , 0.206342 , 0.220651 , 0.22286 , 0.176721 , 0.28468 , 0.303288 , 0.337247 , 0.171491 , 0.317811 , 0.265583 , 0.284672 , 0.225802 , 0.259572 , 0.280815 , 0.163832 , 0.186234 , 0.167381 , 0.185327 , 0.146012 , 0.188151 , 0.290778 , 0.239662 , 0.280712 , 0.189082 , 0.21027 , 0.280412 , 0.323648 , 0.304819 , 0.271964 , 0.158815 , 0.17807 , 0.163855 , 0.109947 , 0.146296 , 0.14587 , 0.15106 , 0.148868 , 0.204709 , 0.24572 , 0.125258 , 0.16115 , 0.18087 , 0.11296 , 0.22327 , 0.259288 , 0.211382 , 0.316746 , 0.275261 , 0.312423 , 0.370449 , 0.285374 , 0.246943 , 0.300512 , 0.256385 
 812 , 0.241507 , 0.260248 , 0.235176 , 0.257138 , 0.226795 , 0.292261 , 0.229051 , 0.278213 , 0.35441 , 0.191759 , 0.208798 , 0.21623 , 0.149735 , 0.261601 , 0.302494 , 0.126753 , 0.180252 , 0.18159 , 0.185958 , 0.18576 , 0.114684 , 0.155449 , 0.290797 , 0.183157 , 0.213254 , 0.18777 , 0.259013 , 0.181708 , 0.194007 , 0.185768 , 0.25918 , 0.27997 , 0.231718 , 0.251986 , 0.351276 , 0.26502 , 0.282431 , 0.187612 , 0.257826 , 0.241571 , 0.220076 , 0.193018 , 0.182705 , 0.288169 , 0.366361 , 0.116179 , 0.162888 , 0.178408 , 0.102084 , 0.1677 , 0.232651 , 0.207113 , 0.2215 , 0.223685 , 0.177498 , 0.28528 , 0.303958 , 0.338012 , 0.171974 , 0.318353 , 0.26612 , 0.285296 , 0.226486 , 0.260058 , 0.281497 , 0.16436 , 0.186639 , 0.167827 , 0.185863 , 0.146498 , 0.18876 , 0.291192 , 0.240138 , 0.281307 , 0.189749 , 0.210745 , 0.280825 , 0.323965 , 0.305382 , 0.272452 , 0.159501 , 0.178725 , 0.164448 , 0.110513 , 0.146894 , 0.146419 , 0.151745 , 0.149506 , 0.205451 , 0.246652 , 0.125747 , 0.161701 , 0.18132 , 0.113473 , 0.224041 , 0.259781 , 0.211956 , 0.317246 , 0.275688 , 0.31298 , 0.370761 , 0.28585 , 0.247293 , 0.300982 , 0.256845 
 813 , 0.242165 , 0.260923 , 0.235915 , 0.25781 , 0.227481 , 0.292944 , 0.229578 , 0.278824 , 0.355096 , 0.192458 , 0.209287 , 0.216887 , 0.150367 , 0.262424 , 0.303372 , 0.127495 , 0.181062 , 0.182349 , 0.186764 , 0.186518 , 0.11521 , 0.156173 , 0.291872 , 0.18385 , 0.213996 , 0.188249 , 0.259581 , 0.182301 , 0.194555 , 0.186423 , 0.25974 , 0.280754 , 0.232254 , 0.2526 , 0.351824 , 0.265696 , 0.283049 , 0.18809 , 0.258438 , 0.242078 , 0.220715 , 0.193832 , 0.183452 , 0.288822 , 0.366976 , 0.11675 , 0.163431 , 0.178838 , 0.102717 , 0.168268 , 0.233183 , 0.207929 , 0.222414 , 0.224566 , 0.178314 , 0.285916 , 0.304674 , 0.338839 , 0.172477 , 0.318929 , 0.266697 , 0.285971 , 0.227219 , 0.260582 , 0.282223 , 0.164925 , 0.187074 , 0.1683 , 0.186431 , 0.147024 , 0.189409 , 0.291626 , 0.240648 , 0.281937 , 0.190457 , 0.211248 , 0.28127 , 0.324298 , 0.305976 , 0.272971 , 0.160231 , 0.179418 , 0.165083 , 0.111112 , 0.14754 , 0.147008 , 0.152464 , 0.150193 , 0.206245 , 0.247637 , 0.126272 , 0.162288 , 0.181809 , 0.114018 , 0.22486 , 0.260312 , 0.212575 , 0.317786 , 0.276148 , 0.313585 , 0.37109 , 0.286361 , 0.247661 , 0.301481 , 0.257342 
 814 , 0.242941 , 0.261696 , 0.236705 , 0.258601 , 0.228277 , 0.293745 , 0.230184 , 0.279556 , 0.355936 , 0.193197 , 0.209942 , 0.217689 , 0.151074 , 0.263357 , 0.304309 , 0.128308 , 0.181952 , 0.183203 , 0.187555 , 0.187341 , 0.115852 , 0.15697 , 0.292969 , 0.184651 , 0.214848 , 0.188813 , 0.260255 , 0.182981 , 0.195192 , 0.187144 , 0.260398 , 0.281542 , 0.232891 , 0.253284 , 0.352486 , 0.266452 , 0.283726 , 0.188655 , 0.259124 , 0.242648 , 0.221448 , 0.194701 , 0.184247 , 0.289559 , 0.367782 , 0.117466 , 0.164124 , 0.179444 , 0.103444 , 0.168919 , 0.233848 , 0.208803 , 0.223355 , 0.225516 , 0.179151 , 0.286544 , 0.305409 , 0.339722 , 0.173026 , 0.319598 , 0.267354 , 0.286615 , 0.227977 , 0.261165 , 0.282983 , 0.165524 , 0.187579 , 0.168848 , 0.187049 , 0.147585 , 0.190064 , 0.292154 , 0.241184 , 0.282658 , 0.191132 , 0.211786 , 0.281827 , 0.324726 , 0.306564 , 0.27355 , 0.161006 , 0.180156 , 0.165762 , 0.111745 , 0.148226 , 0.147656 , 0.153219 , 0.150869 , 0.207077 , 0.248639 , 0.126859 , 0.162889 , 0.182388 , 0.114594 , 0.225698 , 0.260865 , 0.213139 , 0.31834 , 0.276612 , 0.314264 , 0.371502 , 0.2869 , 0.248085 , 0.301983 , 0.257842 
