JUN23MAT00005.spu,JUN23MAT00004.spu,JUN23MAT00003.spu,
Wavelength,JUN23MAT00006.spu,JUN23MAT00007.spu,JUN23MAT00008.spu,JUN23MAT00009.spu,JUN23MAT00010.spu,JUN23MAT00011.spu,JUN23MAT00012.spu,JUN23MAT00013.spu,JUN23MAT00014.spu,JUN23MAT00015.spu,JUN23MAT00016.spu,JUN23MAT00017.spu,JUN23MAT00018.spu,JUN23MAT00019.spu,JUN23MAT00020.spu,JUN23MAT00021.spu,JUN23MAT00022.spu,JUN23MAT00023.spu,JUN23MAT00024.spu,JUN23MAT00025.spu,JUN23MAT00026.spu,JUN23MAT00027.spu,JUN23MAT00028.spu,JUN23MAT00029.spu,JUN23MAT00030.spu,JUN23MAT00031.spu,JUN23MAT00032.spu,JUN23MAT00033.spu,JUN23MAT00034.spu,JUN23MAT00035.spu,JUN23MAT00036.spu,JUN23MAT00037.spu,JUN23MAT00038.spu,JUN23MAT00039.spu,JUN23MAT00040.spu,JUN23MAT00041.spu,JUN23MAT00042.spu,JUN23MAT00043.spu,JUN23MAT00044.spu,JUN23MAT00045.spu,JUN23MAT00046.spu,JUN23MAT00047.spu,JUN23MAT00048.spu,JUN23MAT00049.spu,JUN23MAT00050.spu,JUN23MAT00051.spu,JUN23MAT00052.spu,JUN23MAT00053.spu,JUN23MAT00054.spu,JUN23MAT00055.spu,JUN23MAT00056.spu,JUN23MAT00057.spu,JUN23MAT00058.spu,JUN23MAT00059.spu,JUN23MAT00060.spu,JUN23MAT00061.spu,JUN23MAT00062.spu,JUN23MAT00063.spu,JUN23MAT00064.spu,JUN23MAT00065.spu,JUN23MAT00066.spu,JUN23MAT00067.spu,JUN23MAT00068.spu,JUN23MAT00069.spu,JUN23MAT00070.spu,JUN23MAT00071.spu,JUN23MAT00072.spu,JUN23MAT00073.spu,JUN23MAT00074.spu,JUN23MAT00075.spu,JUN23MAT00076.spu,JUN23MAT00077.spu,JUN23MAT00078.spu,JUN23MAT00079.spu,JUN23MAT00080.spu,JUN23MAT00081.spu,JUN23MAT00082.spu,JUN23MAT00083.spu,JUN23MAT00084.spu,JUN23MAT00085.spu,JUN23MAT00086.spu,JUN23MAT00087.spu,JUN23MAT00088.spu,JUN23MAT00089.spu,JUN23MAT00090.spu,JUN23MAT00091.spu,JUN23MAT00092.spu,JUN23MAT00093.spu,JUN23MAT00094.spu,JUN23MAT00095.spu,JUN23MAT00096.spu,JUN23MAT00097.spu,JUN23MAT00098.spu,JUN23MAT00099.spu,JUN23MAT00100.spu
 465 , 0.024954 , 0.039912 , 0.033364 , 0.036709 , 0.036628 , 0.029952 , 0.048052 , 0.03916 , 0.035077 , 0.045098 , 0.056558 , 0.05124 , 0.090074 , 0.055852 , 0.062004 , 0.024974 , 0.036526 , 0.065736 , 0.041976 , 0.031559 , 0.043258 , 0.058511 , 0.041839 , 0.046812 , 0.040782 , 0.067978 , 0.062248 , 0.065497 , 0.053854 , 0.060672 , 0.036673 , 0.040792 , 0.060458 , 0.068441 , 0.04792 , 0.08255 , 0.042124 , 0.037614 , 0.043019 , 0.031376 , 0.059395 , 0.028127 , 0.028335 , 0.039419 , 0.042881 , 0.032164 , 0.039302 , 0.036267 , 0.031813 , 0.043578 , 0.029743 , 0.034157 , 0.041392 , 0.052471 , 0.053589 , 0.032392 , 0.033872 , 0.0187 , 0.030211 , 0.027689 , 0.030603 , 0.049893 , 0.035687 , 0.036704 , 0.027511 , 0.051586 , 0.020343 , 0.036973 , 0.031442 , 0.024766 , 0.032209 , 0.031218 , 0.034325 , 0.040451 , 0.036719 , 0.041427 , 0.038768 , 0.052389 , 0.029921 , 0.03283 , 0.028788 , 0.027344 , 0.029072 , 0.024756 , 0.027059 , 0.048164 , 0.037634 , 0.044808 , 0.033948 , 0.035672 , 0.052384 , 0.027766 , 0.043807 , 0.058709 , 0.042048 
 466 , 0.024863 , 0.039652 , 0.033225 , 0.03656 , 0.036489 , 0.02985 , 0.047882 , 0.03898 , 0.034933 , 0.044982 , 0.056269 , 0.051015 , 0.089706 , 0.055557 , 0.061761 , 0.024833 , 0.036443 , 0.0655 , 0.041814 , 0.031426 , 0.043006 , 0.058134 , 0.041632 , 0.046659 , 0.040571 , 0.067617 , 0.061928 , 0.065167 , 0.053505 , 0.060407 , 0.036539 , 0.040581 , 0.060215 , 0.068062 , 0.047619 , 0.082325 , 0.041961 , 0.037454 , 0.042941 , 0.031234 , 0.05924 , 0.028051 , 0.028213 , 0.039268 , 0.042708 , 0.032027 , 0.039177 , 0.0361 , 0.031674 , 0.043421 , 0.029592 , 0.033937 , 0.041188 , 0.052101 , 0.053273 , 0.032184 , 0.03369 , 0.018618 , 0.030032 , 0.027465 , 0.030451 , 0.049726 , 0.035549 , 0.03656 , 0.027394 , 0.051348 , 0.020245 , 0.036762 , 0.031249 , 0.024646 , 0.032063 , 0.031113 , 0.03418 , 0.040303 , 0.036544 , 0.041177 , 0.03854 , 0.052086 , 0.029744 , 0.032669 , 0.028577 , 0.027197 , 0.028885 , 0.024595 , 0.026899 , 0.047973 , 0.037454 , 0.044684 , 0.033796 , 0.035514 , 0.052258 , 0.027657 , 0.043678 , 0.058487 , 0.04192 
 467 , 0.024761 , 0.039553 , 0.033097 , 0.036491 , 0.03632 , 0.029799 , 0.047768 , 0.038829 , 0.034837 , 0.044852 , 0.056104 , 0.0509 , 0.089407 , 0.055294 , 0.061519 , 0.024786 , 0.036315 , 0.06543 , 0.041745 , 0.031322 , 0.042871 , 0.057818 , 0.041458 , 0.046531 , 0.040387 , 0.067431 , 0.06172 , 0.065008 , 0.053208 , 0.060232 , 0.036441 , 0.040418 , 0.060015 , 0.067778 , 0.047411 , 0.082198 , 0.041845 , 0.03731 , 0.042896 , 0.031172 , 0.059141 , 0.027964 , 0.028145 , 0.039171 , 0.04259 , 0.031936 , 0.039065 , 0.035953 , 0.031614 , 0.043339 , 0.029492 , 0.033796 , 0.040986 , 0.051835 , 0.053022 , 0.032036 , 0.033575 , 0.018502 , 0.029869 , 0.027325 , 0.030327 , 0.049628 , 0.035485 , 0.036436 , 0.02731 , 0.051217 , 0.020166 , 0.036617 , 0.031187 , 0.024535 , 0.031991 , 0.031036 , 0.034073 , 0.040221 , 0.036411 , 0.041001 , 0.038391 , 0.05184 , 0.029593 , 0.032569 , 0.028447 , 0.027099 , 0.028743 , 0.024495 , 0.026808 , 0.047843 , 0.037396 , 0.044601 , 0.033685 , 0.0354 , 0.052207 , 0.027567 , 0.043545 , 0.058336 , 0.041866 
 468 , 0.024654 , 0.039495 , 0.032966 , 0.036445 , 0.03615 , 0.029751 , 0.047676 , 0.038684 , 0.034753 , 0.044722 , 0.055968 , 0.05081 , 0.089128 , 0.055031 , 0.061265 , 0.024759 , 0.036175 , 0.065396 , 0.041703 , 0.031223 , 0.042759 , 0.057515 , 0.041292 , 0.046399 , 0.040211 , 0.067283 , 0.061535 , 0.064885 , 0.052918 , 0.060078 , 0.03635 , 0.040266 , 0.059823 , 0.067514 , 0.04723 , 0.082094 , 0.041743 , 0.037176 , 0.042854 , 0.031123 , 0.059052 , 0.027869 , 0.028084 , 0.039089 , 0.042479 , 0.031854 , 0.038959 , 0.03581 , 0.031574 , 0.04328 , 0.029406 , 0.033672 , 0.040781 , 0.051591 , 0.052788 , 0.031904 , 0.033476 , 0.018375 , 0.029716 , 0.027203 , 0.030202 , 0.049544 , 0.035434 , 0.036315 , 0.027228 , 0.051106 , 0.020093 , 0.036481 , 0.031148 , 0.024424 , 0.031944 , 0.030973 , 0.033977 , 0.040151 , 0.03628 , 0.040837 , 0.038263 , 0.051606 , 0.029446 , 0.032485 , 0.028334 , 0.027017 , 0.028615 , 0.024414 , 0.026732 , 0.047726 , 0.037362 , 0.044522 , 0.033587 , 0.035294 , 0.052172 , 0.027478 , 0.04341 , 0.058201 , 0.041833 
 469 , 0.024547 , 0.039431 , 0.032839 , 0.036399 , 0.035975 , 0.029708 , 0.047578 , 0.038543 , 0.034669 , 0.044591 , 0.05583 , 0.050724 , 0.088844 , 0.054768 , 0.061016 , 0.024736 , 0.036035 , 0.065364 , 0.041655 , 0.031124 , 0.042652 , 0.057211 , 0.041126 , 0.046272 , 0.040034 , 0.067139 , 0.061355 , 0.064761 , 0.052629 , 0.059924 , 0.036264 , 0.040109 , 0.05963 , 0.067249 , 0.04705 , 0.081988 , 0.041635 , 0.037037 , 0.042811 , 0.031074 , 0.058962 , 0.027778 , 0.028027 , 0.039007 , 0.042373 , 0.031772 , 0.038852 , 0.035666 , 0.031533 , 0.04322 , 0.029319 , 0.033552 , 0.040578 , 0.051353 , 0.052549 , 0.031772 , 0.033377 , 0.018249 , 0.029558 , 0.02708 , 0.030082 , 0.049458 , 0.035387 , 0.036195 , 0.027145 , 0.050999 , 0.02002 , 0.036349 , 0.031114 , 0.024313 , 0.031892 , 0.030904 , 0.033886 , 0.040084 , 0.036155 , 0.040672 , 0.038134 , 0.051373 , 0.029299 , 0.0324 , 0.028222 , 0.02693 , 0.028481 , 0.024328 , 0.026651 , 0.047608 , 0.037327 , 0.044447 , 0.033482 , 0.035187 , 0.05214 , 0.027389 , 0.043275 , 0.058064 , 0.041804 
 470 , 0.024547 , 0.03944 , 0.032803 , 0.036333 , 0.035925 , 0.029721 , 0.047627 , 0.03851 , 0.034687 , 0.044585 , 0.055794 , 0.050699 , 0.088777 , 0.054656 , 0.060909 , 0.024731 , 0.03601 , 0.065408 , 0.041692 , 0.031088 , 0.042591 , 0.057027 , 0.04106 , 0.046245 , 0.039977 , 0.067019 , 0.061302 , 0.064717 , 0.052464 , 0.059885 , 0.036248 , 0.040056 , 0.059567 , 0.067113 , 0.046946 , 0.082076 , 0.041622 , 0.036984 , 0.04286 , 0.031079 , 0.058995 , 0.027753 , 0.028031 , 0.038992 , 0.042353 , 0.031745 , 0.038838 , 0.035627 , 0.031531 , 0.043237 , 0.029304 , 0.03347 , 0.040503 , 0.051216 , 0.052459 , 0.031705 , 0.033325 , 0.018204 , 0.029488 , 0.027027 , 0.03003 , 0.049476 , 0.035378 , 0.036169 , 0.027122 , 0.050982 , 0.019983 , 0.036283 , 0.031098 , 0.024263 , 0.031899 , 0.030905 , 0.033857 , 0.040091 , 0.036124 , 0.040603 , 0.038073 , 0.051281 , 0.029234 , 0.032376 , 0.028166 , 0.026898 , 0.028404 , 0.024283 , 0.026615 , 0.047587 , 0.037352 , 0.04445 , 0.033475 , 0.035165 , 0.0522 , 0.02738 , 0.043262 , 0.058061 , 0.041851 
 471 , 0.024682 , 0.039526 , 0.03287 , 0.03625 , 0.036022 , 0.029808 , 0.047853 , 0.038607 , 0.034834 , 0.044736 , 0.055867 , 0.050752 , 0.088971 , 0.054714 , 0.060992 , 0.024747 , 0.036121 , 0.065546 , 0.041823 , 0.03114 , 0.042604 , 0.057 , 0.041102 , 0.046332 , 0.040073 , 0.066933 , 0.06141 , 0.064775 , 0.052447 , 0.059983 , 0.036325 , 0.040118 , 0.05967 , 0.067132 , 0.046939 , 0.082409 , 0.041724 , 0.037041 , 0.043021 , 0.03115 , 0.059173 , 0.027814 , 0.028117 , 0.039059 , 0.042445 , 0.031791 , 0.03894 , 0.035718 , 0.031577 , 0.043349 , 0.029375 , 0.033447 , 0.040585 , 0.051209 , 0.052541 , 0.031727 , 0.033337 , 0.018245 , 0.029514 , 0.027049 , 0.030066 , 0.049618 , 0.035425 , 0.036255 , 0.027168 , 0.05107 , 0.019984 , 0.036305 , 0.03111 , 0.024285 , 0.031965 , 0.030991 , 0.033924 , 0.040193 , 0.036211 , 0.040645 , 0.0381 , 0.051358 , 0.029266 , 0.032428 , 0.028167 , 0.026919 , 0.028381 , 0.02428 , 0.026626 , 0.047684 , 0.037458 , 0.044557 , 0.033581 , 0.035231 , 0.052382 , 0.027466 , 0.043399 , 0.058223 , 0.042002 
 472 , 0.024818 , 0.039618 , 0.032941 , 0.036168 , 0.036113 , 0.029899 , 0.04808 , 0.038703 , 0.034975 , 0.044883 , 0.05594 , 0.050804 , 0.089164 , 0.054771 , 0.061075 , 0.024768 , 0.036233 , 0.065689 , 0.04196 , 0.031186 , 0.042611 , 0.056969 , 0.041149 , 0.046419 , 0.040165 , 0.066847 , 0.061513 , 0.064834 , 0.052435 , 0.060086 , 0.036407 , 0.04018 , 0.059773 , 0.06715 , 0.046926 , 0.082741 , 0.041821 , 0.037098 , 0.043188 , 0.031221 , 0.059355 , 0.02788 , 0.028208 , 0.039131 , 0.042541 , 0.031838 , 0.039041 , 0.035815 , 0.031629 , 0.043461 , 0.029446 , 0.033424 , 0.040667 , 0.051207 , 0.052619 , 0.031748 , 0.033349 , 0.01829 , 0.029541 , 0.027075 , 0.030103 , 0.049765 , 0.035472 , 0.036337 , 0.027214 , 0.051162 , 0.019986 , 0.036332 , 0.031127 , 0.024311 , 0.032037 , 0.031072 , 0.033985 , 0.040289 , 0.036297 , 0.040687 , 0.038132 , 0.051435 , 0.029302 , 0.032484 , 0.028169 , 0.026941 , 0.028358 , 0.024276 , 0.026637 , 0.047781 , 0.03757 , 0.044659 , 0.033687 , 0.035303 , 0.052569 , 0.027552 , 0.043536 , 0.058381 , 0.042154 
 473 , 0.024949 , 0.039705 , 0.033023 , 0.036111 , 0.03622 , 0.029995 , 0.048302 , 0.038806 , 0.035121 , 0.045035 , 0.056033 , 0.050872 , 0.08938 , 0.054845 , 0.061174 , 0.02479 , 0.036354 , 0.065843 , 0.042097 , 0.031243 , 0.042629 , 0.056953 , 0.041197 , 0.046522 , 0.040262 , 0.066792 , 0.061627 , 0.064918 , 0.052429 , 0.060195 , 0.036489 , 0.040247 , 0.059886 , 0.06718 , 0.04693 , 0.08309 , 0.041933 , 0.03716 , 0.04336 , 0.031303 , 0.059543 , 0.027952 , 0.02829 , 0.039208 , 0.042644 , 0.03189 , 0.039149 , 0.035907 , 0.031691 , 0.043584 , 0.029523 , 0.033411 , 0.04075 , 0.05121 , 0.052712 , 0.03177 , 0.033371 , 0.018331 , 0.029573 , 0.027102 , 0.03015 , 0.049923 , 0.035529 , 0.036424 , 0.027261 , 0.05126 , 0.019992 , 0.036359 , 0.031154 , 0.024342 , 0.032113 , 0.031159 , 0.034047 , 0.040402 , 0.036389 , 0.04073 , 0.038164 , 0.051524 , 0.029339 , 0.032541 , 0.028181 , 0.026972 , 0.028345 , 0.024273 , 0.026654 , 0.047889 , 0.037682 , 0.044772 , 0.033794 , 0.03538 , 0.052762 , 0.027644 , 0.043678 , 0.058549 , 0.042311 
 474 , 0.025042 , 0.039815 , 0.033234 , 0.03632 , 0.036399 , 0.030177 , 0.048484 , 0.038972 , 0.035268 , 0.045164 , 0.056307 , 0.051112 , 0.08978 , 0.05502 , 0.061477 , 0.024853 , 0.036569 , 0.066168 , 0.042282 , 0.031374 , 0.042776 , 0.057089 , 0.04133 , 0.046759 , 0.040383 , 0.067001 , 0.061841 , 0.065246 , 0.052493 , 0.060435 , 0.036654 , 0.040363 , 0.060101 , 0.067345 , 0.047059 , 0.083563 , 0.042143 , 0.037287 , 0.043599 , 0.031479 , 0.059876 , 0.028099 , 0.028373 , 0.039371 , 0.042831 , 0.032007 , 0.039311 , 0.036026 , 0.031863 , 0.043803 , 0.029619 , 0.033508 , 0.040842 , 0.051356 , 0.052892 , 0.031823 , 0.033518 , 0.018327 , 0.029649 , 0.027126 , 0.030282 , 0.050199 , 0.035701 , 0.036539 , 0.027331 , 0.051471 , 0.020057 , 0.036454 , 0.031324 , 0.024419 , 0.032286 , 0.031294 , 0.034156 , 0.040592 , 0.036529 , 0.040832 , 0.038289 , 0.05167 , 0.029415 , 0.032665 , 0.028268 , 0.027076 , 0.028408 , 0.024324 , 0.026752 , 0.048145 , 0.037865 , 0.045029 , 0.033922 , 0.035522 , 0.053066 , 0.02775 , 0.043863 , 0.058814 , 0.042517 
 475 , 0.025138 , 0.03993 , 0.033444 , 0.036534 , 0.036579 , 0.030364 , 0.048671 , 0.039135 , 0.035419 , 0.045296 , 0.056577 , 0.051346 , 0.090181 , 0.055202 , 0.061783 , 0.024918 , 0.036784 , 0.066493 , 0.042465 , 0.031504 , 0.042925 , 0.057227 , 0.04146 , 0.047001 , 0.040505 , 0.067208 , 0.062058 , 0.065578 , 0.052556 , 0.060677 , 0.036814 , 0.04048 , 0.060317 , 0.067508 , 0.047191 , 0.08404 , 0.042355 , 0.037415 , 0.043835 , 0.031654 , 0.060212 , 0.028243 , 0.028458 , 0.039535 , 0.043025 , 0.032119 , 0.039475 , 0.036144 , 0.032034 , 0.04402 , 0.029714 , 0.033609 , 0.040935 , 0.051501 , 0.053071 , 0.031874 , 0.033664 , 0.018322 , 0.029724 , 0.027153 , 0.030414 , 0.050476 , 0.035874 , 0.036654 , 0.027403 , 0.051676 , 0.020122 , 0.036549 , 0.031494 , 0.024503 , 0.032464 , 0.031424 , 0.034259 , 0.040785 , 0.036674 , 0.04093 , 0.038415 , 0.051821 , 0.029494 , 0.032784 , 0.028363 , 0.027178 , 0.028473 , 0.024378 , 0.026853 , 0.048396 , 0.03805 , 0.045286 , 0.034049 , 0.035664 , 0.053376 , 0.027853 , 0.044055 , 0.059077 , 0.042725 
 476 , 0.025234 , 0.04004 , 0.033655 , 0.036745 , 0.03676 , 0.03055 , 0.048858 , 0.039298 , 0.035571 , 0.045432 , 0.056853 , 0.051586 , 0.090583 , 0.055383 , 0.062084 , 0.024983 , 0.037001 , 0.066819 , 0.042648 , 0.031634 , 0.043075 , 0.057369 , 0.04159 , 0.047243 , 0.040627 , 0.067416 , 0.062269 , 0.065911 , 0.052619 , 0.06092 , 0.036981 , 0.040602 , 0.060534 , 0.067676 , 0.047323 , 0.084514 , 0.042563 , 0.037542 , 0.044078 , 0.031829 , 0.060544 , 0.028394 , 0.028539 , 0.039699 , 0.043215 , 0.032236 , 0.039639 , 0.036263 , 0.032206 , 0.044238 , 0.029813 , 0.03371 , 0.041023 , 0.051651 , 0.053251 , 0.031925 , 0.033811 , 0.018322 , 0.029793 , 0.02718 , 0.03055 , 0.050754 , 0.036048 , 0.03677 , 0.027476 , 0.051887 , 0.020188 , 0.036639 , 0.031669 , 0.024582 , 0.032637 , 0.031559 , 0.034367 , 0.040978 , 0.036815 , 0.041028 , 0.03854 , 0.051972 , 0.029572 , 0.032908 , 0.028454 , 0.027285 , 0.028539 , 0.024426 , 0.026949 , 0.048652 , 0.038229 , 0.045537 , 0.034177 , 0.035802 , 0.053683 , 0.027962 , 0.044243 , 0.059345 , 0.042934 
 477 , 0.02533 , 0.040152 , 0.033777 , 0.036884 , 0.036894 , 0.03067 , 0.049127 , 0.039398 , 0.035753 , 0.045582 , 0.057076 , 0.051766 , 0.090872 , 0.055527 , 0.062274 , 0.025099 , 0.037181 , 0.067161 , 0.042812 , 0.03173 , 0.043194 , 0.057463 , 0.04168 , 0.047407 , 0.040745 , 0.067604 , 0.062475 , 0.066156 , 0.052681 , 0.061148 , 0.03712 , 0.040715 , 0.060721 , 0.067805 , 0.047422 , 0.084935 , 0.042741 , 0.037658 , 0.044315 , 0.031952 , 0.060836 , 0.028503 , 0.028638 , 0.039845 , 0.043395 , 0.032354 , 0.039815 , 0.036376 , 0.032289 , 0.044431 , 0.0299 , 0.033767 , 0.041137 , 0.051741 , 0.053365 , 0.032012 , 0.033923 , 0.018306 , 0.02984 , 0.027226 , 0.030624 , 0.050987 , 0.03618 , 0.036884 , 0.027577 , 0.052073 , 0.020222 , 0.036718 , 0.031766 , 0.024636 , 0.032756 , 0.03167 , 0.034491 , 0.041142 , 0.036914 , 0.041102 , 0.038634 , 0.052068 , 0.029649 , 0.033038 , 0.028523 , 0.027336 , 0.028568 , 0.024475 , 0.027034 , 0.04881 , 0.038412 , 0.045713 , 0.03432 , 0.035949 , 0.053978 , 0.028075 , 0.04439 , 0.059569 , 0.043149 
 478 , 0.025425 , 0.040256 , 0.033868 , 0.036997 , 0.037007 , 0.030765 , 0.049425 , 0.03947 , 0.035944 , 0.045747 , 0.057268 , 0.051928 , 0.091112 , 0.055651 , 0.062417 , 0.025229 , 0.037344 , 0.067515 , 0.042961 , 0.031808 , 0.043309 , 0.05754 , 0.041752 , 0.047551 , 0.040856 , 0.067787 , 0.062674 , 0.066371 , 0.052739 , 0.061374 , 0.037254 , 0.04082 , 0.06089 , 0.067913 , 0.04751 , 0.085333 , 0.042906 , 0.037768 , 0.044548 , 0.032055 , 0.061117 , 0.028599 , 0.02874 , 0.039989 , 0.043566 , 0.032473 , 0.039994 , 0.036488 , 0.032342 , 0.044619 , 0.029984 , 0.033808 , 0.041259 , 0.051808 , 0.053455 , 0.032105 , 0.034025 , 0.018292 , 0.029868 , 0.027274 , 0.030674 , 0.051208 , 0.036302 , 0.037007 , 0.027692 , 0.052246 , 0.020241 , 0.036785 , 0.031833 , 0.024675 , 0.032851 , 0.031773 , 0.034619 , 0.041294 , 0.036997 , 0.041158 , 0.038715 , 0.052145 , 0.029722 , 0.033173 , 0.028579 , 0.02737 , 0.028579 , 0.024528 , 0.027118 , 0.048931 , 0.038594 , 0.045853 , 0.034468 , 0.03609 , 0.054271 , 0.028191 , 0.044518 , 0.059782 , 0.043364 
 479 , 0.02552 , 0.040365 , 0.03396 , 0.03711 , 0.03712 , 0.030861 , 0.049719 , 0.039543 , 0.036141 , 0.045908 , 0.057461 , 0.052086 , 0.091351 , 0.055781 , 0.06256 , 0.025364 , 0.037508 , 0.06787 , 0.043106 , 0.031891 , 0.043419 , 0.057623 , 0.041829 , 0.047689 , 0.040971 , 0.067965 , 0.062867 , 0.066587 , 0.052798 , 0.0616 , 0.037382 , 0.040931 , 0.061065 , 0.068026 , 0.047599 , 0.085733 , 0.043071 , 0.037877 , 0.044782 , 0.032153 , 0.061399 , 0.02869 , 0.028842 , 0.040133 , 0.043737 , 0.032592 , 0.040179 , 0.036595 , 0.032395 , 0.044802 , 0.030068 , 0.033854 , 0.041385 , 0.051879 , 0.05354 , 0.032203 , 0.034122 , 0.018272 , 0.029897 , 0.027328 , 0.030725 , 0.051425 , 0.036418 , 0.037125 , 0.027802 , 0.052424 , 0.020266 , 0.036852 , 0.031906 , 0.024713 , 0.032945 , 0.03187 , 0.034752 , 0.041446 , 0.037079 , 0.041213 , 0.038796 , 0.052222 , 0.029801 , 0.033309 , 0.028635 , 0.027403 , 0.028589 , 0.024577 , 0.027196 , 0.049052 , 0.03877 , 0.045993 , 0.034616 , 0.036231 , 0.054559 , 0.028307 , 0.044641 , 0.05999 , 0.043581 
 480 , 0.025585 , 0.040397 , 0.033994 , 0.037163 , 0.037178 , 0.030932 , 0.049877 , 0.039588 , 0.036248 , 0.046016 , 0.057518 , 0.052166 , 0.091451 , 0.05583 , 0.062601 , 0.025414 , 0.037612 , 0.068069 , 0.043196 , 0.031917 , 0.043464 , 0.057599 , 0.041852 , 0.047765 , 0.041013 , 0.068019 , 0.06296 , 0.0667 , 0.052768 , 0.061702 , 0.037461 , 0.040968 , 0.061141 , 0.068044 , 0.047623 , 0.085994 , 0.043156 , 0.037926 , 0.044945 , 0.032215 , 0.06156 , 0.028724 , 0.028895 , 0.04021 , 0.043823 , 0.032645 , 0.040271 , 0.036662 , 0.032418 , 0.04492 , 0.030093 , 0.033848 , 0.041408 , 0.051878 , 0.053551 , 0.032236 , 0.034171 , 0.018258 , 0.029886 , 0.027329 , 0.030735 , 0.051555 , 0.03648 , 0.037183 , 0.027859 , 0.05252 , 0.020259 , 0.03687 , 0.031932 , 0.024721 , 0.032994 , 0.031948 , 0.034808 , 0.041524 , 0.037112 , 0.041226 , 0.038815 , 0.052242 , 0.029815 , 0.033373 , 0.028638 , 0.027415 , 0.028557 , 0.024575 , 0.027228 , 0.049119 , 0.038881 , 0.046072 , 0.034692 , 0.036304 , 0.054764 , 0.028375 , 0.044707 , 0.060115 , 0.043702 
 481 , 0.025587 , 0.0403 , 0.033926 , 0.03711 , 0.03715 , 0.030953 , 0.049793 , 0.039584 , 0.036203 , 0.046044 , 0.05733 , 0.05212 , 0.091312 , 0.055743 , 0.062475 , 0.025314 , 0.037594 , 0.068008 , 0.043182 , 0.031855 , 0.043388 , 0.057401 , 0.041786 , 0.047727 , 0.040929 , 0.067851 , 0.062878 , 0.066632 , 0.052599 , 0.061603 , 0.037443 , 0.040869 , 0.061049 , 0.067902 , 0.047535 , 0.086026 , 0.043111 , 0.037871 , 0.04496 , 0.032218 , 0.061518 , 0.02866 , 0.028862 , 0.040159 , 0.043761 , 0.032585 , 0.040209 , 0.036652 , 0.032384 , 0.04491 , 0.030021 , 0.033775 , 0.041267 , 0.051753 , 0.053436 , 0.032172 , 0.034132 , 0.018245 , 0.029794 , 0.027249 , 0.030676 , 0.051536 , 0.03646 , 0.03713 , 0.027824 , 0.052483 , 0.020215 , 0.036793 , 0.0319 , 0.02467 , 0.032958 , 0.031981 , 0.034737 , 0.041479 , 0.03706 , 0.041151 , 0.038728 , 0.052166 , 0.029738 , 0.033301 , 0.028539 , 0.02739 , 0.028449 , 0.024478 , 0.027189 , 0.049082 , 0.038859 , 0.046039 , 0.034641 , 0.036269 , 0.054811 , 0.028363 , 0.044673 , 0.060087 , 0.043671 
 482 , 0.025592 , 0.040202 , 0.033862 , 0.037052 , 0.037128 , 0.030968 , 0.049708 , 0.039574 , 0.036163 , 0.04607 , 0.057143 , 0.052069 , 0.091181 , 0.055651 , 0.062353 , 0.025211 , 0.037575 , 0.067945 , 0.043171 , 0.031787 , 0.043317 , 0.057204 , 0.041714 , 0.047688 , 0.04085 , 0.067684 , 0.062795 , 0.066568 , 0.052426 , 0.061509 , 0.037424 , 0.040775 , 0.060961 , 0.067754 , 0.047447 , 0.086062 , 0.043061 , 0.037821 , 0.04498 , 0.032214 , 0.061469 , 0.028592 , 0.028833 , 0.040112 , 0.043694 , 0.032526 , 0.040152 , 0.03664 , 0.03235 , 0.0449 , 0.029948 , 0.033696 , 0.041122 , 0.051627 , 0.053325 , 0.032104 , 0.034088 , 0.018232 , 0.029707 , 0.02717 , 0.030616 , 0.051511 , 0.036439 , 0.037082 , 0.027783 , 0.052446 , 0.020166 , 0.036716 , 0.031862 , 0.024618 , 0.032922 , 0.032013 , 0.034661 , 0.041438 , 0.037002 , 0.041081 , 0.03864 , 0.052084 , 0.029662 , 0.033234 , 0.028441 , 0.027366 , 0.028346 , 0.024377 , 0.027145 , 0.049045 , 0.038836 , 0.046005 , 0.03459 , 0.036228 , 0.054862 , 0.028351 , 0.044638 , 0.060062 , 0.043634 
 483 , 0.025598 , 0.040105 , 0.033793 , 0.037004 , 0.037099 , 0.030988 , 0.049627 , 0.039569 , 0.036122 , 0.046096 , 0.056956 , 0.052022 , 0.091045 , 0.055564 , 0.062226 , 0.025117 , 0.037555 , 0.067881 , 0.04316 , 0.031719 , 0.043246 , 0.057011 , 0.041648 , 0.047649 , 0.040771 , 0.067516 , 0.062712 , 0.066499 , 0.052257 , 0.061409 , 0.03741 , 0.040681 , 0.060868 , 0.067611 , 0.047358 , 0.08609 , 0.043015 , 0.037765 , 0.044999 , 0.032215 , 0.061424 , 0.028528 , 0.028804 , 0.04006 , 0.043631 , 0.03246 , 0.04009 , 0.036628 , 0.03232 , 0.044894 , 0.029876 , 0.033623 , 0.040981 , 0.051506 , 0.053209 , 0.032035 , 0.034048 , 0.018219 , 0.029615 , 0.02709 , 0.030557 , 0.051486 , 0.036418 , 0.037029 , 0.027747 , 0.052408 , 0.020117 , 0.036638 , 0.031829 , 0.024566 , 0.032891 , 0.032045 , 0.034589 , 0.041392 , 0.036949 , 0.041011 , 0.038557 , 0.052007 , 0.02958 , 0.033167 , 0.028343 , 0.027341 , 0.028238 , 0.02428 , 0.0271 , 0.049006 , 0.038817 , 0.045971 , 0.034534 , 0.036192 , 0.054912 , 0.028338 , 0.044603 , 0.060032 , 0.043601 
