JUL8MAT00050.spu,JUL8MAT00049.spu,JUL8MAT00048.spu,JUL8MAT00047.spu,
Wavelength,JUL8MAT00051.spu,JUL8MAT00052.spu,JUL8MAT00053.spu,JUL8MAT00054.spu,JUL8MAT00055.spu,JUL8MAT00056.spu,JUL8MAT00057.spu,JUL8MAT00058.spu,JUL8MAT00059.spu,JUL8MAT00060.spu,JUL8MAT00061.spu,JUL8MAT00062.spu,JUL8MAT00063.spu,JUL8MAT00064.spu,JUL8MAT00065.spu,JUL8MAT00066.spu,JUL8MAT00067.spu,JUL8MAT00068.spu,JUL8MAT00069.spu,JUL8MAT00070.spu,JUL8MAT00071.spu,JUL8MAT00072.spu,JUL8MAT00073.spu,JUL8MAT00074.spu,JUL8MAT00075.spu,JUL8MAT00076.spu,JUL8MAT00077.spu,JUL8MAT00078.spu,JUL8MAT00079.spu,JUL8MAT00080.spu,JUL8MAT00081.spu,JUL8MAT00082.spu,JUL8MAT00083.spu,JUL8MAT00084.spu,JUL8MAT00085.spu
 702 , 0.088562 , 0.101698 , 0.067705 , 0.072036 , 0.076838 , 0.093617 , 0.09814 , 0.089115 , 0.075953 , 0.069047 , 0.100973 , 0.112488 , 0.086432 , 0.113379 , 0.09681 , 0.089802 , 0.049623 , 0.091884 , 0.071225 , 0.076371 , 0.102041 , 0.096123 , 0.109526 , 0.127201 , 0.114141 , 0.05574 , 0.08405 , 0.080927 , 0.084457 , 0.078501 , 0.08105 , 0.085997 , 0.072728 , 0.080836 , 0.099471 
 703 , 0.094096 , 0.107888 , 0.07022 , 0.074445 , 0.079599 , 0.099016 , 0.103909 , 0.095031 , 0.080123 , 0.073003 , 0.10549 , 0.115655 , 0.091084 , 0.119404 , 0.101249 , 0.094433 , 0.052758 , 0.096238 , 0.075615 , 0.079215 , 0.106547 , 0.100629 , 0.113929 , 0.131679 , 0.120462 , 0.057336 , 0.088237 , 0.084551 , 0.088002 , 0.080278 , 0.085796 , 0.090298 , 0.077313 , 0.086004 , 0.104982 
 704 , 0.099762 , 0.114175 , 0.072797 , 0.076824 , 0.082395 , 0.104497 , 0.109796 , 0.101055 , 0.08439 , 0.077069 , 0.11003 , 0.118841 , 0.095792 , 0.125471 , 0.105726 , 0.09915 , 0.055968 , 0.100602 , 0.080065 , 0.082028 , 0.111089 , 0.105183 , 0.118368 , 0.136165 , 0.12686 , 0.058947 , 0.092499 , 0.0882 , 0.0916 , 0.082081 , 0.090605 , 0.094643 , 0.081975 , 0.091286 , 0.110552 
 705 , 0.105857 , 0.120814 , 0.075561 , 0.079185 , 0.085342 , 0.110286 , 0.116078 , 0.107441 , 0.088939 , 0.081442 , 0.114727 , 0.122139 , 0.100718 , 0.131745 , 0.110377 , 0.104135 , 0.059406 , 0.105052 , 0.084743 , 0.084843 , 0.115797 , 0.109931 , 0.122997 , 0.140752 , 0.133573 , 0.060624 , 0.096982 , 0.091965 , 0.095366 , 0.08398 , 0.095652 , 0.099176 , 0.086905 , 0.096929 , 0.116358 
 706 , 0.111913 , 0.127409 , 0.078305 , 0.081532 , 0.088265 , 0.116042 , 0.122316 , 0.113785 , 0.093453 , 0.085782 , 0.119395 , 0.125416 , 0.105623 , 0.137981 , 0.114992 , 0.109076 , 0.062819 , 0.109461 , 0.089377 , 0.087643 , 0.120476 , 0.114655 , 0.127599 , 0.14531 , 0.140248 , 0.062292 , 0.101431 , 0.09571 , 0.0991 , 0.085866 , 0.100666 , 0.103667 , 0.091798 , 0.102533 , 0.122126 
 707 , 0.11792 , 0.13396 , 0.081037 , 0.083855 , 0.09117 , 0.121761 , 0.128508 , 0.120087 , 0.097928 , 0.090089 , 0.124027 , 0.128666 , 0.110484 , 0.144166 , 0.119572 , 0.113984 , 0.066209 , 0.113832 , 0.093982 , 0.090424 , 0.125113 , 0.119342 , 0.132166 , 0.149838 , 0.146868 , 0.063947 , 0.105846 , 0.099423 , 0.102808 , 0.087738 , 0.105636 , 0.108128 , 0.096648 , 0.108092 , 0.127852 
 708 , 0.124047 , 0.14068 , 0.083624 , 0.086223 , 0.093879 , 0.127627 , 0.135047 , 0.126709 , 0.102442 , 0.09454 , 0.128601 , 0.131861 , 0.115359 , 0.150312 , 0.124116 , 0.119043 , 0.069669 , 0.118074 , 0.098679 , 0.093046 , 0.129634 , 0.123974 , 0.136598 , 0.154216 , 0.15354 , 0.065524 , 0.110192 , 0.103034 , 0.106571 , 0.089504 , 0.11068 , 0.11265 , 0.101603 , 0.113818 , 0.133548 
 709 , 0.1302 , 0.147408 , 0.086216 , 0.088593 , 0.09658 , 0.133515 , 0.141627 , 0.133353 , 0.106985 , 0.09903 , 0.133187 , 0.135053 , 0.120253 , 0.156474 , 0.128677 , 0.124131 , 0.073146 , 0.122338 , 0.103398 , 0.095667 , 0.134162 , 0.128641 , 0.141033 , 0.158617 , 0.160248 , 0.067115 , 0.114576 , 0.106652 , 0.110369 , 0.091273 , 0.115743 , 0.117187 , 0.106584 , 0.119575 , 0.13927 
 710 , 0.136387 , 0.154164 , 0.088815 , 0.090978 , 0.099291 , 0.139431 , 0.148237 , 0.140027 , 0.111551 , 0.103544 , 0.137792 , 0.138259 , 0.125164 , 0.162664 , 0.133265 , 0.12924 , 0.076644 , 0.126616 , 0.108139 , 0.098301 , 0.138715 , 0.133327 , 0.145488 , 0.163043 , 0.166989 , 0.068715 , 0.118977 , 0.110291 , 0.11418 , 0.093052 , 0.120829 , 0.121741 , 0.111592 , 0.125356 , 0.145016 
 711 , 0.1426 , 0.160874 , 0.09133 , 0.093281 , 0.101959 , 0.145292 , 0.154925 , 0.146796 , 0.116078 , 0.108168 , 0.142278 , 0.141329 , 0.130083 , 0.168748 , 0.137802 , 0.134368 , 0.080188 , 0.130815 , 0.112862 , 0.100802 , 0.143197 , 0.137958 , 0.149872 , 0.167255 , 0.173614 , 0.07027 , 0.123325 , 0.113874 , 0.117961 , 0.094743 , 0.125934 , 0.126343 , 0.116581 , 0.131188 , 0.150645 
 712 , 0.148906 , 0.167693 , 0.093828 , 0.095567 , 0.10464 , 0.151203 , 0.161757 , 0.153758 , 0.12065 , 0.112934 , 0.14678 , 0.14438 , 0.135085 , 0.174882 , 0.142383 , 0.139591 , 0.083821 , 0.135039 , 0.117667 , 0.103272 , 0.147719 , 0.14262 , 0.1543 , 0.171383 , 0.180322 , 0.071816 , 0.127715 , 0.117522 , 0.121795 , 0.096444 , 0.131127 , 0.131091 , 0.121651 , 0.137155 , 0.156323 
 713 , 0.155354 , 0.17467 , 0.096392 , 0.097906 , 0.107389 , 0.157254 , 0.16875 , 0.160874 , 0.125324 , 0.117807 , 0.151385 , 0.147509 , 0.140198 , 0.181164 , 0.147078 , 0.144932 , 0.087535 , 0.139366 , 0.122582 , 0.105803 , 0.152346 , 0.147391 , 0.158825 , 0.175604 , 0.187197 , 0.0734 , 0.132204 , 0.121257 , 0.125724 , 0.098189 , 0.136439 , 0.135952 , 0.126838 , 0.143253 , 0.162126 
 714 , 0.161993 , 0.181791 , 0.098992 , 0.10027 , 0.110166 , 0.16345 , 0.175979 , 0.168163 , 0.130117 , 0.122771 , 0.156064 , 0.150671 , 0.145426 , 0.187546 , 0.151852 , 0.15041 , 0.091376 , 0.14377 , 0.127617 , 0.108352 , 0.15703 , 0.15224 , 0.163419 , 0.179853 , 0.194191 , 0.075013 , 0.136767 , 0.125026 , 0.129728 , 0.099943 , 0.141858 , 0.140923 , 0.132131 , 0.149521 , 0.168045 
 715 , 0.168909 , 0.189029 , 0.101604 , 0.102613 , 0.112932 , 0.169857 , 0.183579 , 0.175689 , 0.135053 , 0.127836 , 0.160785 , 0.153833 , 0.150807 , 0.193974 , 0.15669 , 0.156059 , 0.095401 , 0.148235 , 0.132761 , 0.110844 , 0.161718 , 0.157133 , 0.168044 , 0.184052 , 0.201243 , 0.076646 , 0.141384 , 0.128763 , 0.1338 , 0.101681 , 0.147374 , 0.146004 , 0.137549 , 0.156008 , 0.174044 
 716 , 0.176037 , 0.196473 , 0.104293 , 0.105018 , 0.115782 , 0.176473 , 0.191401 , 0.183463 , 0.140135 , 0.133064 , 0.165644 , 0.157086 , 0.156351 , 0.200582 , 0.161662 , 0.161865 , 0.099535 , 0.152826 , 0.13805 , 0.113408 , 0.166546 , 0.162179 , 0.172811 , 0.188373 , 0.20849 , 0.078338 , 0.14615 , 0.132597 , 0.138004 , 0.103476 , 0.153059 , 0.151218 , 0.143132 , 0.162702 , 0.180211 
 717 , 0.183373 , 0.204147 , 0.107063 , 0.107498 , 0.11872 , 0.183298 , 0.19947 , 0.19148 , 0.145372 , 0.138448 , 0.170656 , 0.160438 , 0.162065 , 0.207389 , 0.166782 , 0.167843 , 0.10379 , 0.157554 , 0.143494 , 0.116053 , 0.17153 , 0.167378 , 0.177727 , 0.192833 , 0.215965 , 0.080078 , 0.151064 , 0.136554 , 0.142342 , 0.105331 , 0.158918 , 0.15659 , 0.148883 , 0.169595 , 0.18657 
 718 , 0.190785 , 0.211975 , 0.109703 , 0.109854 , 0.121517 , 0.190083 , 0.207517 , 0.19961 , 0.1506 , 0.143896 , 0.175526 , 0.163642 , 0.167659 , 0.213956 , 0.171795 , 0.173942 , 0.108159 , 0.162053 , 0.149051 , 0.118533 , 0.176364 , 0.172533 , 0.182546 , 0.197153 , 0.223252 , 0.081738 , 0.15587 , 0.140431 , 0.146684 , 0.107196 , 0.16471 , 0.161857 , 0.154652 , 0.176479 , 0.19281 
 719 , 0.198376 , 0.220003 , 0.112424 , 0.112274 , 0.124397 , 0.196986 , 0.215729 , 0.207865 , 0.155942 , 0.149438 , 0.180504 , 0.166921 , 0.17335 , 0.220673 , 0.176929 , 0.180194 , 0.112644 , 0.166661 , 0.154743 , 0.121072 , 0.181314 , 0.177794 , 0.187453 , 0.201566 , 0.230707 , 0.083433 , 0.160777 , 0.144389 , 0.151108 , 0.109094 , 0.170635 , 0.167256 , 0.160522 , 0.183513 , 0.199196 
 720 , 0.206125 , 0.228203 , 0.115198 , 0.114745 , 0.127334 , 0.204036 , 0.224107 , 0.216292 , 0.161399 , 0.155099 , 0.185581 , 0.17027 , 0.179167 , 0.227536 , 0.182172 , 0.186573 , 0.117222 , 0.171372 , 0.160557 , 0.123666 , 0.186368 , 0.183169 , 0.192464 , 0.206065 , 0.238321 , 0.08516 , 0.16579 , 0.148426 , 0.155628 , 0.111032 , 0.17668 , 0.172772 , 0.166513 , 0.190695 , 0.205711 
 721 , 0.213831 , 0.23618 , 0.117942 , 0.117086 , 0.130189 , 0.210869 , 0.232427 , 0.224486 , 0.166744 , 0.160573 , 0.190458 , 0.173543 , 0.184722 , 0.234173 , 0.187145 , 0.192851 , 0.121793 , 0.175891 , 0.16624 , 0.12609 , 0.191135 , 0.188292 , 0.197262 , 0.210384 , 0.245718 , 0.086826 , 0.17068 , 0.152311 , 0.160015 , 0.112893 , 0.182567 , 0.178092 , 0.172336 , 0.197741 , 0.212041 
 722 , 0.221453 , 0.243974 , 0.120648 , 0.119345 , 0.132971 , 0.217555 , 0.240753 , 0.232553 , 0.171995 , 0.165947 , 0.195182 , 0.176736 , 0.190111 , 0.240654 , 0.191961 , 0.19905 , 0.126311 , 0.180293 , 0.171852 , 0.128418 , 0.195685 , 0.193258 , 0.201936 , 0.2146 , 0.252953 , 0.088437 , 0.175443 , 0.15607 , 0.164254 , 0.114663 , 0.18831 , 0.183253 , 0.178073 , 0.204659 , 0.218256 
 723 , 0.229119 , 0.251816 , 0.123368 , 0.121611 , 0.135768 , 0.224281 , 0.249134 , 0.240662 , 0.177273 , 0.171346 , 0.19993 , 0.179945 , 0.19553 , 0.24717 , 0.196804 , 0.205281 , 0.130855 , 0.18472 , 0.177494 , 0.130757 , 0.200265 , 0.198252 , 0.206634 , 0.218837 , 0.260229 , 0.090059 , 0.180231 , 0.159853 , 0.168521 , 0.116443 , 0.194087 , 0.188446 , 0.183844 , 0.211616 , 0.224507 
 724 , 0.236712 , 0.259516 , 0.125993 , 0.123841 , 0.138528 , 0.230908 , 0.257433 , 0.248707 , 0.182441 , 0.176637 , 0.204589 , 0.183093 , 0.200858 , 0.25356 , 0.201584 , 0.211481 , 0.135386 , 0.189064 , 0.183078 , 0.133048 , 0.204741 , 0.203157 , 0.211246 , 0.222981 , 0.267399 , 0.091654 , 0.184926 , 0.163558 , 0.17271 , 0.118209 , 0.19978 , 0.193539 , 0.189505 , 0.218476 , 0.230638 
 725 , 0.244098 , 0.266859 , 0.128389 , 0.125984 , 0.141188 , 0.237327 , 0.265417 , 0.256549 , 0.187317 , 0.181616 , 0.209032 , 0.186089 , 0.205986 , 0.259643 , 0.206177 , 0.217543 , 0.139858 , 0.193178 , 0.18849 , 0.135219 , 0.208968 , 0.207829 , 0.215607 , 0.226895 , 0.27429 , 0.093177 , 0.189414 , 0.167043 , 0.176723 , 0.119927 , 0.205258 , 0.198409 , 0.194909 , 0.225081 , 0.236432 
 726 , 0.251463 , 0.274166 , 0.13077 , 0.128126 , 0.143836 , 0.243748 , 0.273335 , 0.264378 , 0.192177 , 0.186572 , 0.213467 , 0.189079 , 0.211117 , 0.265717 , 0.210745 , 0.223577 , 0.14432 , 0.197269 , 0.193872 , 0.137376 , 0.213179 , 0.212475 , 0.219941 , 0.230794 , 0.281148 , 0.094688 , 0.193882 , 0.170511 , 0.180723 , 0.121632 , 0.210716 , 0.203274 , 0.200293 , 0.231654 , 0.242189 
 727 , 0.258789 , 0.281432 , 0.133138 , 0.130256 , 0.146467 , 0.250134 , 0.281207 , 0.272171 , 0.197009 , 0.191504 , 0.217879 , 0.192046 , 0.216213 , 0.271756 , 0.215295 , 0.229581 , 0.148758 , 0.201336 , 0.199231 , 0.139517 , 0.217366 , 0.217097 , 0.224253 , 0.234676 , 0.287967 , 0.096189 , 0.198327 , 0.173955 , 0.184701 , 0.123331 , 0.21615 , 0.208115 , 0.205654 , 0.238192 , 0.247921 
 728 , 0.265636 , 0.288272 , 0.135332 , 0.132047 , 0.148866 , 0.255825 , 0.288539 , 0.279288 , 0.201647 , 0.19608 , 0.221893 , 0.194746 , 0.220847 , 0.277224 , 0.219392 , 0.235204 , 0.152998 , 0.205005 , 0.204251 , 0.141469 , 0.2211 , 0.221353 , 0.228201 , 0.238163 , 0.294063 , 0.097502 , 0.202421 , 0.177021 , 0.188356 , 0.124863 , 0.221041 , 0.212427 , 0.210568 , 0.244212 , 0.253163 
 729 , 0.272389 , 0.295004 , 0.137499 , 0.133799 , 0.151224 , 0.26139 , 0.295812 , 0.286231 , 0.206227 , 0.200569 , 0.225848 , 0.197424 , 0.225376 , 0.282599 , 0.223419 , 0.240722 , 0.157164 , 0.208617 , 0.209187 , 0.143386 , 0.224767 , 0.225546 , 0.232114 , 0.241584 , 0.300014 , 0.098783 , 0.206412 , 0.180043 , 0.191922 , 0.126345 , 0.225834 , 0.216622 , 0.215375 , 0.250129 , 0.258299 
 730 , 0.279038 , 0.301628 , 0.139638 , 0.135518 , 0.153549 , 0.266871 , 0.302977 , 0.293061 , 0.210731 , 0.204984 , 0.229742 , 0.200059 , 0.229834 , 0.287893 , 0.227389 , 0.246156 , 0.161264 , 0.212168 , 0.214043 , 0.145269 , 0.228383 , 0.229678 , 0.235966 , 0.244948 , 0.305866 , 0.100039 , 0.210341 , 0.183022 , 0.195427 , 0.127802 , 0.23055 , 0.22075 , 0.220102 , 0.255956 , 0.263349 
 731 , 0.285293 , 0.307669 , 0.141609 , 0.137144 , 0.155692 , 0.272013 , 0.309592 , 0.299273 , 0.214892 , 0.208966 , 0.233241 , 0.202484 , 0.233884 , 0.29269 , 0.230996 , 0.251244 , 0.165125 , 0.215423 , 0.218564 , 0.146966 , 0.231673 , 0.23347 , 0.239465 , 0.248045 , 0.311253 , 0.101162 , 0.214016 , 0.185752 , 0.198672 , 0.129216 , 0.234902 , 0.224539 , 0.224456 , 0.261334 , 0.267981 
 732 , 0.29131 , 0.313406 , 0.143502 , 0.13872 , 0.157744 , 0.276971 , 0.315839 , 0.305205 , 0.218845 , 0.212692 , 0.236504 , 0.204793 , 0.237669 , 0.297214 , 0.234373 , 0.256147 , 0.168831 , 0.218508 , 0.222882 , 0.148554 , 0.234763 , 0.237011 , 0.242759 , 0.25095 , 0.316307 , 0.102216 , 0.217504 , 0.18828 , 0.201707 , 0.130548 , 0.239029 , 0.228152 , 0.228576 , 0.266401 , 0.272383 
 733 , 0.297227 , 0.319042 , 0.145363 , 0.140267 , 0.159763 , 0.281846 , 0.321981 , 0.311032 , 0.222728 , 0.216353 , 0.239705 , 0.207063 , 0.241384 , 0.301665 , 0.237694 , 0.260968 , 0.172474 , 0.221542 , 0.227116 , 0.150117 , 0.237801 , 0.240486 , 0.245997 , 0.253807 , 0.321268 , 0.103246 , 0.220931 , 0.19076 , 0.204686 , 0.131856 , 0.243088 , 0.2317 , 0.232622 , 0.271376 , 0.276711 
 734 , 0.302801 , 0.324349 , 0.147069 , 0.141702 , 0.161637 , 0.286394 , 0.327784 , 0.316542 , 0.226322 , 0.219811 , 0.242709 , 0.20921 , 0.244876 , 0.305839 , 0.240816 , 0.265515 , 0.17594 , 0.224399 , 0.231125 , 0.151589 , 0.240645 , 0.243727 , 0.249025 , 0.256446 , 0.32589 , 0.104241 , 0.22411 , 0.193057 , 0.207473 , 0.133078 , 0.246916 , 0.235044 , 0.236418 , 0.276028 , 0.280748 
 735 , 0.307793 , 0.329148 , 0.148505 , 0.142971 , 0.163292 , 0.290442 , 0.333118 , 0.321526 , 0.22944 , 0.223 , 0.245414 , 0.211129 , 0.248075 , 0.309567 , 0.243698 , 0.269641 , 0.179153 , 0.226994 , 0.234788 , 0.152931 , 0.243203 , 0.246659 , 0.251697 , 0.258794 , 0.33002 , 0.105182 , 0.226911 , 0.195077 , 0.209987 , 0.134193 , 0.250398 , 0.238067 , 0.239856 , 0.280237 , 0.284306 
 736 , 0.312716 , 0.333882 , 0.149908 , 0.144217 , 0.164922 , 0.294454 , 0.338405 , 0.326434 , 0.232517 , 0.226178 , 0.248089 , 0.213004 , 0.251264 , 0.313241 , 0.246578 , 0.27371 , 0.18233 , 0.229558 , 0.238404 , 0.154251 , 0.245739 , 0.249576 , 0.254315 , 0.261135 , 0.334117 , 0.106114 , 0.22969 , 0.197083 , 0.212479 , 0.135312 , 0.253849 , 0.241049 , 0.243266 , 0.284411 , 0.287816 
 737 , 0.317559 , 0.338537 , 0.151294 , 0.145444 , 0.166535 , 0.298408 , 0.343611 , 0.331263 , 0.235551 , 0.229308 , 0.250724 , 0.214853 , 0.254398 , 0.316862 , 0.249412 , 0.277724 , 0.185456 , 0.232074 , 0.241966 , 0.155552 , 0.248238 , 0.252453 , 0.256893 , 0.263445 , 0.338144 , 0.107029 , 0.232422 , 0.199052 , 0.214927 , 0.136406 , 0.257242 , 0.24398 , 0.246618 , 0.28852 , 0.291266 
 738 , 0.321753 , 0.342439 , 0.152606 , 0.14646 , 0.168043 , 0.301728 , 0.348023 , 0.335341 , 0.238207 , 0.231972 , 0.252949 , 0.216432 , 0.257064 , 0.319964 , 0.25181 , 0.281274 , 0.188171 , 0.234205 , 0.245068 , 0.156677 , 0.250386 , 0.254945 , 0.259193 , 0.265473 , 0.341561 , 0.10776 , 0.234728 , 0.200764 , 0.217058 , 0.137239 , 0.260125 , 0.246547 , 0.24943 , 0.291974 , 0.294212 
 739 , 0.32596 , 0.346343 , 0.153941 , 0.147479 , 0.169551 , 0.305019 , 0.352376 , 0.339442 , 0.240844 , 0.23458 , 0.255195 , 0.218023 , 0.259722 , 0.323097 , 0.254128 , 0.284839 , 0.190872 , 0.236352 , 0.248155 , 0.157821 , 0.252519 , 0.257426 , 0.261543 , 0.267462 , 0.344951 , 0.108486 , 0.237038 , 0.202502 , 0.219207 , 0.13808 , 0.263024 , 0.249123 , 0.252228 , 0.295398 , 0.297175 
 740 , 0.330148 , 0.350227 , 0.155274 , 0.148495 , 0.171052 , 0.308299 , 0.356714 , 0.343527 , 0.243463 , 0.237178 , 0.257431 , 0.219601 , 0.262375 , 0.326222 , 0.256442 , 0.288387 , 0.193569 , 0.238484 , 0.251225 , 0.158963 , 0.254647 , 0.259893 , 0.263883 , 0.269445 , 0.348319 , 0.109212 , 0.239344 , 0.204229 , 0.221351 , 0.138923 , 0.26591 , 0.25169 , 0.255018 , 0.29881 , 0.300125 
 741 , 0.333801 , 0.353681 , 0.156392 , 0.149391 , 0.172293 , 0.311176 , 0.360508 , 0.347028 , 0.245689 , 0.239343 , 0.259373 , 0.221001 , 0.264662 , 0.328918 , 0.25842 , 0.291509 , 0.195871 , 0.240321 , 0.253841 , 0.159929 , 0.25647 , 0.261993 , 0.265902 , 0.271176 , 0.351245 , 0.109853 , 0.241293 , 0.205689 , 0.223194 , 0.139711 , 0.268358 , 0.25389 , 0.257423 , 0.301739 , 0.302657 
 742 , 0.337189 , 0.356917 , 0.157394 , 0.150247 , 0.173402 , 0.31385 , 0.364094 , 0.350267 , 0.24783 , 0.241339 , 0.261171 , 0.222331 , 0.266754 , 0.331402 , 0.260257 , 0.294434 , 0.198033 , 0.242029 , 0.256299 , 0.160801 , 0.258152 , 0.263933 , 0.267713 , 0.272829 , 0.354056 , 0.110467 , 0.243062 , 0.206988 , 0.224903 , 0.140457 , 0.270613 , 0.255966 , 0.259661 , 0.304512 , 0.305038 
 743 , 0.340584 , 0.360154 , 0.158394 , 0.151109 , 0.174508 , 0.316524 , 0.367687 , 0.353512 , 0.249976 , 0.243338 , 0.262968 , 0.223658 , 0.268855 , 0.333896 , 0.262098 , 0.297366 , 0.2002 , 0.243736 , 0.258762 , 0.161675 , 0.259831 , 0.265877 , 0.269527 , 0.274479 , 0.356868 , 0.111083 , 0.244835 , 0.208294 , 0.226617 , 0.141205 , 0.272868 , 0.258046 , 0.261904 , 0.30728 , 0.30742 
 744 , 0.34371 , 0.363228 , 0.159325 , 0.151903 , 0.175518 , 0.318973 , 0.370964 , 0.356539 , 0.251996 , 0.245192 , 0.264626 , 0.224917 , 0.270791 , 0.336219 , 0.263774 , 0.300068 , 0.202189 , 0.245302 , 0.261037 , 0.1625 , 0.261356 , 0.267666 , 0.27121 , 0.27601 , 0.359425 , 0.111656 , 0.246508 , 0.209501 , 0.228211 , 0.14188 , 0.274933 , 0.259941 , 0.263983 , 0.309832 , 0.309633 
 745 , 0.346462 , 0.366079 , 0.160163 , 0.15259 , 0.176378 , 0.32109 , 0.373772 , 0.3592 , 0.253802 , 0.246849 , 0.266041 , 0.226073 , 0.272495 , 0.338265 , 0.265252 , 0.302398 , 0.203903 , 0.246629 , 0.263014 , 0.16325 , 0.262669 , 0.269208 , 0.27273 , 0.277326 , 0.361608 , 0.112162 , 0.248072 , 0.210587 , 0.229639 , 0.142479 , 0.276696 , 0.261535 , 0.265811 , 0.312019 , 0.311559 
 746 , 0.349273 , 0.368983 , 0.161022 , 0.15328 , 0.177257 , 0.32325 , 0.376626 , 0.361881 , 0.25562 , 0.248533 , 0.267474 , 0.227252 , 0.274241 , 0.34033 , 0.266773 , 0.304745 , 0.20564 , 0.247968 , 0.265013 , 0.164008 , 0.264008 , 0.270775 , 0.274296 , 0.278657 , 0.363842 , 0.112683 , 0.249673 , 0.211697 , 0.231098 , 0.143107 , 0.278477 , 0.263147 , 0.267669 , 0.314227 , 0.313507 
 747 , 0.352063 , 0.371865 , 0.161878 , 0.153963 , 0.178133 , 0.325404 , 0.379479 , 0.364546 , 0.257429 , 0.250206 , 0.268895 , 0.228426 , 0.275973 , 0.34239 , 0.268289 , 0.307085 , 0.207372 , 0.249299 , 0.267002 , 0.164758 , 0.265339 , 0.272326 , 0.275853 , 0.279986 , 0.366069 , 0.113198 , 0.251263 , 0.212802 , 0.232558 , 0.14374 , 0.280246 , 0.264747 , 0.269521 , 0.316428 , 0.315446 
 748 , 0.354168 , 0.373732 , 0.162513 , 0.154459 , 0.178875 , 0.327142 , 0.381727 , 0.366464 , 0.258857 , 0.251276 , 0.270004 , 0.229348 , 0.277213 , 0.344002 , 0.26938 , 0.308928 , 0.208595 , 0.250314 , 0.268453 , 0.165254 , 0.266287 , 0.27346 , 0.276991 , 0.281107 , 0.367799 , 0.113541 , 0.2525 , 0.213597 , 0.233726 , 0.144344 , 0.281555 , 0.265899 , 0.270956 , 0.31809 , 0.316937 
 749 , 0.356223 , 0.375529 , 0.16311 , 0.154956 , 0.1796 , 0.3289 , 0.383911 , 0.368419 , 0.2603 , 0.252358 , 0.271129 , 0.230251 , 0.27841 , 0.345612 , 0.270427 , 0.310775 , 0.209785 , 0.251349 , 0.269877 , 0.165749 , 0.267233 , 0.27459 , 0.278122 , 0.282255 , 0.369519 , 0.113872 , 0.253771 , 0.214397 , 0.234939 , 0.14496 , 0.282876 , 0.267057 , 0.27238 , 0.319782 , 0.318434 
 750 , 0.358328 , 0.377364 , 0.163719 , 0.155465 , 0.180344 , 0.330693 , 0.386144 , 0.370419 , 0.261777 , 0.253467 , 0.27227 , 0.23118 , 0.27964 , 0.347253 , 0.271492 , 0.312663 , 0.211001 , 0.25241 , 0.271325 , 0.166252 , 0.268201 , 0.275743 , 0.279281 , 0.283436 , 0.371273 , 0.114208 , 0.255074 , 0.215222 , 0.236174 , 0.145583 , 0.284225 , 0.268242 , 0.273837 , 0.321509 , 0.319962 
 751 , 0.359762 , 0.378739 , 0.164115 , 0.155852 , 0.180849 , 0.331898 , 0.387768 , 0.371892 , 0.262794 , 0.254358 , 0.273116 , 0.231855 , 0.280551 , 0.348413 , 0.272217 , 0.31404 , 0.211865 , 0.253173 , 0.272457 , 0.166624 , 0.268936 , 0.276539 , 0.280162 , 0.284337 , 0.372572 , 0.114443 , 0.255952 , 0.215866 , 0.237113 , 0.145975 , 0.285221 , 0.269284 , 0.274899 , 0.322731 , 0.321096 
 752 , 0.360976 , 0.380071 , 0.164447 , 0.156215 , 0.181255 , 0.332875 , 0.389245 , 0.373204 , 0.263597 , 0.255175 , 0.273871 , 0.232467 , 0.281454 , 0.349463 , 0.272832 , 0.315295 , 0.212656 , 0.253788 , 0.273538 , 0.16696 , 0.269619 , 0.277319 , 0.280973 , 0.285122 , 0.373762 , 0.114653 , 0.256689 , 0.216504 , 0.237932 , 0.146319 , 0.286053 , 0.270305 , 0.27583 , 0.323799 , 0.322151 
 753 , 0.362253 , 0.381472 , 0.164797 , 0.156594 , 0.18168 , 0.333903 , 0.390803 , 0.374586 , 0.264445 , 0.256031 , 0.274667 , 0.233113 , 0.282404 , 0.350571 , 0.273478 , 0.31662 , 0.213488 , 0.254433 , 0.274677 , 0.167313 , 0.270337 , 0.278135 , 0.28183 , 0.285949 , 0.375016 , 0.114881 , 0.257461 , 0.217172 , 0.238795 , 0.146679 , 0.286933 , 0.271377 , 0.276814 , 0.324916 , 0.323266 
 754 , 0.36332 , 0.382547 , 0.165142 , 0.156969 , 0.181973 , 0.334765 , 0.392062 , 0.375763 , 0.265011 , 0.256905 , 0.275305 , 0.233606 , 0.283297 , 0.351493 , 0.274082 , 0.317712 , 0.214142 , 0.255057 , 0.275625 , 0.167661 , 0.271041 , 0.278857 , 0.282585 , 0.28656 , 0.376047 , 0.115125 , 0.257933 , 0.21772 , 0.239429 , 0.146969 , 0.287768 , 0.272559 , 0.277572 , 0.325823 , 0.324094 
 755 , 0.364032 , 0.383019 , 0.165455 , 0.157294 , 0.182052 , 0.335305 , 0.392837 , 0.376604 , 0.265185 , 0.257798 , 0.275642 , 0.233819 , 0.284016 , 0.352027 , 0.274619 , 0.318406 , 0.214499 , 0.255673 , 0.276266 , 0.16798 , 0.27171 , 0.279315 , 0.283097 , 0.286796 , 0.376728 , 0.115413 , 0.257933 , 0.218094 , 0.239751 , 0.147185 , 0.288567 , 0.273881 , 0.277949 , 0.326416 , 0.324385 
